,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600011.SH,X601898.SH,X600309.SH,X601600.SH,X600688.SH,X600795.SH,X600188.SH,X601992.SH,X600362.SH,X002466.SZ,X600660.SH,X600547.SH,X601991.SH,X300072.SZ,X600886.SH,X600111.SH,X000709.SZ,X600157.SH,X600027.SH,X000898.SZ,X600339.SH,X000959.SZ,X002460.SZ,X600516.SH,X600489.SH,X600808.SH,X601158.SH,X600352.SH,X600219.SH,X000723.SZ,X000983.SZ,X002271.SZ,X000883.SZ,X000630.SZ,X600176.SH,X600299.SH,X002092.SZ,X600578.SH,X600549.SH,X000408.SZ,X000539.SZ,X000792.SZ,X000060.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.129124453246545,0,0,0,0,0,0,0,0.156304851132346,0,0,0,0,0,0,0,-0.0521424924797687,0,0,0,0,-0.00661720678389885,0,0,0.013806620319402,-0.00804842254232692,0,0,0,0,0,0,0,0,0,0.00439347495062471,0,0,0,0,0,-0.0518512265243193,0,0.00534881259445716,0,0,0,0,0,-0.0112825475546985,-0.0118832918893416,0,0,0,0,0,0
X600028.SH,0,0,0,0.00499283223562303,0.111024611207266,0,0,0,0,0,0,0,0.0432558715557312,0,0,0,0,-0.119881490656075,0,-0.0794722478058091,0,0,0,0,0,0.0223949175545783,-0.0315801379401842,0,0,0,-0.11169582976262,0.0301180153919708,0,0,0,-0.016112466703136,0,0.0306264078008185,0,0,0,0,0,0,0,0,0,0,-0.0398396786902145,0,0,-0.00265387213679451,-0.129925953137689,0,0,0,0,0
X601088.SH,0,0,0,0.0193546863058778,0,0,0,0,0,0.0244489892219197,0,0,0,0,0.0314130750433022,0,0,0.0193965328428318,-0.0130499905743967,0,0,0,0,0,0,0.016150088159494,-0.00783136381830692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019551000387835,0,0,0,0,0,-0.00811326047224176,-0.0101211851234163,0,0,0,0.0152941722830068,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0521664366827064,0,0.0248441296323945,0,0,0,0,0,0,0,0,0,0,0.377998723985902,0.0260399953695553,0,0,-0.0886736561618057,0,0.373549450877355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0102999433263073,0.0123707470439095,0,0,0,0,0,0
X600585.SH,0,0,0,0.284124449640808,0,0,0,0,0.101057030593109,0,0,0,-0.112715154827611,0,0,0,0.191418395034196,-0.0429278592837795,-0.0948190003896195,0,0.633838066286493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116269316441641,0,0,0,0,0,0,0,-0.0127260856279765,0.101758285310736,0,0,0,0,0.0121374886040533,-0.0160328540811148,0,0,0,0,0,0
X600010.SH,0,0,0,0,0.0552668954208445,0,0,0,-0.0744892459384138,0.0979715403696189,0,0,0,0.0440893455818205,0,0,-0.0684129874927512,0,0,0.0513490103107169,0,0.0388736059376415,0.109020958302108,0,0,0.142288527950023,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0.0175460861569294,0,0,0,0,0,0,0,0,0,0,0,0.0188526638358951,0,-0.0099708773568447,-0.0130815416448783,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.0153406896693476,0.377557231331082,-0.0352014797258352,0,0,0.0308829744461957,0,0.228201576505342,0,0.110887026370763,0,0.0374690696747648,0,0,-0.140481809552088,0,0,0,0,0,0,0,0,0.118193536504583,0,0,0.00630299969067474,0,-0.0492531497666816,0,0,0,0,0.0206376565061745,0,0,0,0,0.06688909245565,0,0
X601898.SH,0,0,0,0.040127465813022,0,0,0,0,0,0.0325829590964923,0,0,0.104753197766776,0,0,0,0,0,0,0,0,0,0,0,0,0.343888640936418,0,0,0,0,0,0.0876036942999016,0,0,0,0,0.0846140367856756,0,0,0,0.10501603067765,0,0,0.0755459173705368,0,0,0,0,0,0,0.00785704461904534,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,-0.028115667932412,0,0,0.413684182373459,0.0291126087107447,0,0,0.237462521956591,0,0,0.182082425079916,0,-0.0698661726856641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.112904528504781,0,0,0.0914614248517611,0,0,0,-0.00738034968600793,-0.063401579616327,0,0,0,0,0,0
X601600.SH,0,0,0,0.0034835354708398,0,0.180988595631213,0,0,0,0,0,0,0,0.00443629008346054,0,0,0,0,0,-0.05401926278459,0,0,0,0,0.275822349228814,0,0.0913258410184922,0.131038973385615,0,0,0,0.0851856467624865,0,0,0,0,0.171405062815864,0,0,0,0,0,0,0,0.127747076584939,0,0,0,0,0,-0.0157506536068891,-0.0158744369184858,0,0,0,0,0,0
