,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X002271.SZ,X000708.SZ,X600011.SH,X002460.SZ,X600660.SH,X000786.SZ,X600886.SH,X601898.SH,X600010.SH,X600176.SH,X600362.SH,X601600.SH,X600801.SH,X600489.SH,X600352.SH,X600188.SH,X601991.SH,X600426.SH,X600111.SH,X600795.SH,X600688.SH,X002080.SZ,X600027.SH,X600299.SH,X601992.SH,X000932.SZ,X000301.SZ,X600803.SH,X002466.SZ,X002075.SZ,X600529.SH,X600219.SH,X002353.SZ,X000027.SZ,X300037.SZ,X600315.SH,X600486.SH,X000723.SZ,X000883.SZ,X601158.SH,X000898.SZ,X002409.SZ,X600612.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0510821958741634,0,0.0108504365650425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0226333170947714,0.0253661467749925,-0.0167531004018494,0.0836835709040856,0.0336736432258819,0.116215327189989,0,0,0,0,0,0,0,0,0.00113551205760293,0,-0.0145617625833261,-0.00375016443905327,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0.0342999057593203,0,0.0391916830309931,0,0,0,0,0.0096469741490166,0,0,0,0,0,0.0308038247543412,0,0,0,0,0,0.0050455840612612,0,0,0,0,0,0,0,0.0216208152312792,-0.0034997953831262,0,0.0241894125171058,0.128786153953674,0,0,0,0,0,0,0,0,0,0,-0.0113377990147262,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0.0357032007423719,0.0665918805179321,0,0,0,0,0,0,0,0,0,0,0.0878582132017978,0.300402299437906,0,0,0,0,0,-0.0132707930614188,0,0,0,0,0,-0.0404971316949045,0,0,-0.00935789875367078,0,0,0,0,0,0,0,0,0,0,0,0,0.00373004990285904,-4.33680868994202e-19,0.000184389998507891,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.105874411669299,0,0,0,0,0,0,0,0,0,0,0,0.130450269353492,0,0,0,0,0,0.013932968763729,0,0,0.0165646068829817,0,0,0.00882493281609209,0,0,0,0,0,0,0.0923487520549632,0.0283909209400957,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0.124604342073327,0,-0.0266383522194406,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0.232416299702709,0.109980635929119,0,0,-3.46944695195361e-18,0,0,0,0,-0.0939436794918431,-0.163585540046325,0,0,0,0.209537823238981,0,0,0,0.360620593107769,0,0,0,0,0,0,0,0,0,0,0.147749158176471,0,-0.0561662231851102,0,0,0,0.119610596755933,0.00593379619775398,0,0,0,0,0,-0.0072920224698096,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0.0765416157248788,0.00844027059916993,0,0,0,0,0,0,0.0203109907184233,0.0124229835741586,0,0,0,0.00995871875518783,0,0,0,0,0,0,0.126962478420417,0,0,0,0,0,0,0,0,0.00571370281542024,0,0,0,0,0,0.111546059178424,0,0,0,0.121834222168542,0,0,-0.0139665356835443,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0.0571038217713343,0,0,0.0140371250738278,0,0,0,0,0,0,0,0,0,0.501054613504537,0,0,0,0.0760291153050547,0.0688812383947344,0,0,0.0159120198538108,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0462145308970844,0,0,0,0,0,0,0.149315514939751,0,0,-0.0407392537225748,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0.157882076827967,0,-0.0606496775744573,0,0,0,0,0.122748069399787,-0.0264186957369269,0,0,0,0.409458978774163,0,0,0,0,0,0,0,0.108063694519467,0,0,0,0,0,0,0,0,0.208474519296709,0.134311801218183,0,0,0,0,0,0,0.120384691509658,0.0133523399179657,0,-0.0466328357093953,0,0,0,0.015841509566417,0,0,0.0501755631663397,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,-0.0779022143944678,0.0666224510508039,0.0493125517627001,0,0,0.144646389853061,0,0,0.0997441304380343,0,0,0,0,0,0,0,0.100898387668115,0,0,0,-0.0731711308829864,0.217399704054929,0,0,-2.71050543121376e-20,0.0412735728402674,0,0,0.0196711981866708,0,0.0302075868564924,-4.33680868994202e-19,-0.0316911785244037,0,0,0,0,0,0.133861099055717,0,0.0213915965901392,0,0,0,0,0,0,-0.100417434882727,0.0772180289476438,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0.0464956182823512,0,0,0,0.11709635838513,0,0,0,0,0.188214310496959,0,0,0,-0.0880201687688907,0,0,0,0.12151850984656,0,0,0,0.767651801625879,0.197380246845054,0,0,-0.0712002948485514,0,0.0596168263463072,0,0,0,-0.0680485821286467,0,-0.200494184599308,0,0,0,0,0,0,0,0,0,0.0290931285393934,0.0163640793135146,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.160515096862856,0,0,0,0.132926278308139,0,0,0,0,0,0,0,0,0,0.155726453602041,0,0,0,0,-0.0609922669471008,0,0,0,0,0,0,0,0.088161568596835,0.291999882459298,0,0,0,0.0856114011681391,0,0.281695346150675,0.0144754108768917,0,0,0,0,0,0,0,0,-0.0502144928989078,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103318439906619,0,0,-0.0312319939203023,0.0530212589616284,0,0,0,0.0475426548130263,0,0,0,0,0,0,0,0.0682878796228667,0,0,0.0121157570061881,0,0.214913193095079,0,0,0,0,0,0,0,0.111041828507083,0,0.0385377470124593,0.024849786630924,0,0,0,0,0,0
X000786.SZ,0,0,0,0,0,0,0,0,0,0.217449286934738,0,0.0846358625849141,0,0,0,-0.250794391523789,0.269185689473182,0.139743474484188,0,0,0,0,0,0,0.297968479762604,0,0,0,0.166517740502275,-0.0180348822544565,0,0,0,0,0,0.000900697792788037,0,0.0458674392379039,0,0,0,-0.141858194280622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0.0312302404780917,0,0,0,0,0,0,0,0,0,0,0,0.108735787270335,0.15451418884336,0,0,0.0239877017759171,0,-0.0593995039048955,0,0,0,0,0,0.0533891438961475,0,0,-0.00820855346239342,0,0,0.0941951648241608,-0.0445413981387718,0,0,0,0,0,0,0,0.0546882622513586,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0.0223845129544103,0,0,0.0905870528196878,0,0,0.0142458521716552,0,0,0,0,0,0,0,0,0.305388716517963,0,0.00603561818431577,0,0,0,0,0,0,0,0,0,0,0.00923066448104955,0.0170574080080303,0,0,0,0,0,0,0,0,0,0,0,0.0639347913923549,0,0,0,0.00253900172508791,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0.0330835201785295,-0.022427001186799,0,0,0,0,0,0,0.255050918789004,0,0,0,0,0.081721269494897,0,0,0,0,0,0,0,0,0,0,0,0.0227355266981623,0,0,0.0841237994270347,0,0,0.04304168274442,0,0,0.0670030796144674,0,0,0.0550626223373353,0,0,0,0.0283858113045051,0.0121177837494673,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0,0,0.0969907854449665,0,0,0,-0.104829212576524,0,0,0,0.0101081817056383,0,0.563560911138293,0,0,0,0,0,0,0,-0.123944207553378,0,0,0.23965442662451,0,-0.0585056134236381,0,0,0,0,0,0,-0.00993155042308294,-1.73472347597681e-18,0.0870582005026304,0,0,0,0,0,0,0,0,-0.00573388981742318,0,0,0.0687219074988625,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0.208457681527449,0,0,0,0.0250326038186032,0,0.00835457769846808,0,0,0,0.0717301932634336,0,0,0,0.0368398886876034,0.118119063605924,0,0,0,0.0823671335300928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171953441800534,0,0,0.227278366775489,0,0,0,0,0,0,-0.0221484518133758,-0.0178644535120251,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0.0992164242377876,-0.03129247865926,0,0,0,0.230194841389818,6.93889390390723e-18,0.0382408839046901,0,0,0.141544903631433,0,0,0,0,0,0,0,0,0.1694956686391,0,0,0,0,0,0,0,0,0.0639365792491411,0,0,0,0,0,0,0,0,0,0.0232475724631888,0,0,-0.0471826072602077,4.33680868994202e-19,0,0,0,0,0,0
X600801.SH,0,0,0,0,0,0,0,0,0,0,0,0.0518603177127016,0.0684122795351541,0,0,0,0.0415256339230336,0,0,0,0,0,0,0,0,0.0819031893520797,0,0,0.111055310047748,0,0.0629533595339817,0,-0.0758462405404563,0,0,0,0,0.0248566004107889,0,0,0,0.0257095344746741,0,0,0,0,0,0,0,0,0,-0.0641311121386119,0.0768454895536386,0,0,0,0,0,0
X600489.SH,0,0,0,0,0.0707611143755643,0,0.909118300093046,0,0,-0.0755081936935308,0,0.082430701635567,0,0,0,0,0.0239573394789769,0.178940403068224,0.00618830554617625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0497700789954362,-0.0994926516778673,0,0,0,0,0,0,0,0,0.00566318375747451,0,0,0,0.021048015034324,0,0,-0.0118005028217241,0,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0,0,-0.0213005367537641,-0.0697690851083329,0.191807485880502,0,0.0546816108344725,0,0,0,0.0783416719939223,0.0600361438592974,0,0,0,0,0,-0.0387350664074663,0,0.394411925886921,0,0,0,0,0,0,0,0,0,0,0,0.132022466268006,0,-0.157166232629249,0,0.0475673537096992,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,-0.0243212631580615,0,0,0,0,0,0
X600188.SH,0,0,0.0703848290599226,0,0.0153693098514571,0,0,0,0,0,0,0,0,0,0.36997388715441,0,0,0,0,0,0,0,0,0,0,-0.000360687087083296,0,0,0,0,0,0,0.0696361332028661,0,0,0,0,0,0.0674580098131899,0,0.0347948894727271,0,0,0,0.190574496877023,0,0,0,0,0,0,0.0354505013399925,0.0380341681916268,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0.0715729392960626,0,0,0,0,0.0662345964136059,0,0,0,0,0,0,0,0,0,0.0666706703624092,0.244679267888125,0,0,0,0,0,0,0,0.161307357870273,0,0,0,0,0,0,0,0.0658588973476261,0,0,0,0,0,0,0,0,0.0153272607618853,0.0220039807998286,0,0,0,0,0,0
X600426.SH,0,0,0,0,0.1323146020384,0,0,0,0,0,0,0,0.223560715879348,0.073923263207119,0,0,0,0,0,0,0,0,0,0,0,0.0934932598114232,0,0,0.044765084451351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.357685180400596,0,0.14226985821004,0,0,0.182737523138617,0,0,0.0859943594589032,-0.0830852496434537,0,0,0,0.0937341235122197,0,0
X600111.SH,0,0,0,0.134863701524303,0,0,0.230373345322908,0,0,-0.00284216205595093,0,0,0,0,0,0,0,0,0,0.0475053183528711,0,0.402170132032969,0,0,0,0,0,0,0.0377208358619383,0,0,0,0,0,0.113250431069645,0.00920959447623808,0.131497718952691,0,0,-0.0804887158897414,0,0,0,0,0,0,0,0,0.119826433709654,0,0,-0.0808918150259335,0.0254897611520807,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,-0.0372690423286922,0,0,0,0.143097844889137,0,0.165266940504575,0.0410603680334559,0,0,0,0,0,0,0.118266533151384,0,0.0838672848947872,0,0,-0.0471941274481967,0,0,0,0,0,0.065445199369492,0.069935573192166,0,3.46944695195361e-18,0,0,0.0654032852434854,0,0,0,0.00812956942527348,0,0,0,0,0,0,0,-0.00674247519946857,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0.0278423182334223,0,0,0,0,0,0.0711167745965212,0.0982447596774723,0,0,0,0,0,0,0,0,0,0,0,0.0258312951025627,0.0458243151505108,0,0,0,0,0.0858711794237495,0,0,-0.0125821373258722,0,0,0.199228893494754,0,0,0,0,0,0,0,-0.0395585719102881,0,0,-0.0137850192477472,0,0,0,0,0,0,0
X002080.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.396569535131984,0,0,0,0.186404626497605,0,0,0,0,0,0,-0.344003826741819,0.0907758320622429,0,0,0,0,0.172311266769672,0.204777798448159,0,0,0.401637980628362,0,-0.0519664004147445,0.0779948805746795,0,0,-0.0185566005794544,0,0,-0.0610357853273087,0,0,0,0,0,-0.0799569252291461,0,0,0,0.027833410733646,0,0,0,0,0,0
X600027.SH,0,0,0.1812823498781,0,0,0,0,0,0.0464191753927417,0.0332200543151938,1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142472755134728,0,0.0191737482257415,0,0.0771025361587568,0,0,0,0,0.0517296334305499,0,-0.0105773527390371,0,0,-0.0697297992287526,0,0.246857050777244,0,0,0,0,0,0,-0.0192408288398785,0.00934795426709757,0,0,0,0,0,0
X600299.SH,0,0,0,0,0,0,0.145656226260687,0,0,0,0.00376195038894932,0,0,0,0,0,-0.0188905184677221,0,0,0,0,0,0,0,0,0,0,0,0.240917770790135,0,0,0,0,0,0,0,0.0351461271211946,0.111372501744286,0,0,0.0964011058009644,0,0,0,0,0,0,0,0.126589011843173,0,0,0,0,0,0,0,0,0,0
