,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002460.SZ,X600585.SH,X002466.SZ,X000792.SZ,X600019.SH,X601898.SH,X600011.SH,X600660.SH,X600111.SH,X600547.SH,X000708.SZ,X600010.SH,X000301.SZ,X601600.SH,X002271.SZ,X000877.SZ,X600886.SH,X600795.SH,X600426.SH,X600362.SH,X600176.SH,X601699.SH,X600803.SH,X601991.SH,X600027.SH,X000983.SZ,X600995.SH,X600160.SH,X000629.SZ,X000786.SZ,X000408.SZ,X600096.SH,X000723.SZ,X600219.SH,X000807.SZ,X002080.SZ,X600489.SH,X600348.SH,X600378.SH,X000933.SZ,X600141.SH,X600157.SH,X600688.SH,X600295.SH,X000932.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.611715089549232,0,0,0,0,0,0,0,0.17103179405896,0,0,0,0,0,0,0,0.0591006675628545,0,0,0,0,0,0,0,0,0,0,0,0.133526707593795,0,0,0,0,0,0,0,0.0346384204841198,0,0,0,0,0,0,0,0,0,0,0,0,-0.0126736186596619,-0.0170566310087109,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.372395145782066,0,0,0,0,0,0,0,0,-0.0330996082009855,0,0,0,0,0,0,0,0,0,0.0530600310129415,0,0.111919969353188,0.0408827871941179,0.163728518805566,0,0,0,0,0.0155170275347614,0,0,0.0266787309423734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0.626505918936281,0,0,0,0.0821019688500206,0,0,0,0.0133056531623205,0,0,0,0,0,0,0,0,0,0,0.00127711010173757,0,0,0,0,0,0,0,0.0144883267220728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0520413891945357,0,0,0,0.00371349723190077,0.00576149171240881,0.0867139027760381,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113480933324204,0,0,0,0,0,0.129938002489572,0,0,0.0918067168840754,0.112473345577419,0,0.0860596128889195,0,0.0231796204467969,0,0,0.232398408369197,0,0,0,0,0,0,0,-0.329638265667777,0,0,0,0,0,0,0,0,-0.00163070497774527,0,0,0,0,0,0,0
X600188.SH,0,0.726116956631593,0,0,0,0,0,0,0,0,0.110740839883299,0,0,0,0,0,0,0.0257667701264131,0,-0.0752222123874379,0,0,0,-0.0044866961220931,0,0,0,0,0,0,0.0212652014831196,0,0,0.0106076715869489,0,-0.0639864749364964,0,0,0,0,0,0,0.0334783361232971,0,0.237187662379455,0,0.0579079941527426,0,0,0,0,0.00280948126785376,0.0510816274694725,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.492144012325889,0.190056679248015,0,-0.0371906404027577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0448753212385881,0,0,0,0,0,0,0.0477764369926486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00704209228661204,1.73472347597681e-18,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0979003719776016,0,0,0,0.00854520202143449,0.173232622406616,0,0.0557976840356152,0,0,0,-0.094334269524051,0,0.0401640211089696,0.0544197428424426,0,0,0,0,0.436210390141346,0,0,0,0,0,0,0,0.0510710724606981,0,0.00170831107088463,0,0,0,-0.0214845789909639,0,0,0.0028099472001765,-0.0346896270067564,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.32349270693326,0,0,0,0,0,0,0,0,0,0,-0.043461339377852,0,0,0.0743688997686672,0,0,0.0650532263015189,0,0,0,0.0176826459875848,0,0,0,0,0,-0.010437763954447,0.194308737081282,0,0,0,0,0,0.0241753933113566,0,0,0.0284902564005813,0,0,0.290020635399384,0,0,0,0,0,-0.0147423112795692,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.257155575704978,0,0,0,0,0,0,0,0.291856134513021,0,0,0,0.000477426590391551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0431679198054178,0,0.146647232669368,0,0,0,0,0,0,0.0147788444109477,0,0,0.115223230994842,0,0,0,0,0.0140878217386205,-0.0110255493673659,0,0,0,0,0,0,0
X600019.SH,0,0,0,0.0256898981404083,0,0,0,0,0,0,0,0.0736138915028885,0,0,0,0,0,0,0.236701927666242,0,0.0387190369645231,0,0,0.162416732971715,0,0,0,0.0835640837302457,0,0,0,-0.0927926344151857,0,-0.0396570387706621,0.0821471894656261,0,0,0,0,0,0,0,0,0,0,0,0.0525199496209721,0,0,0.139953392116088,0,-0.00513139435411863,0,0,0,0,0,0,0
