,X601857.SH,X600028.SH,X600585.SH,X601088.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X002271.SZ,X002460.SZ,X600011.SH,X600660.SH,X600886.SH,X600362.SH,X601600.SH,X600801.SH,X601898.SH,X600010.SH,X000786.SZ,X600489.SH,X600352.SH,X600176.SH,X600111.SH,X600188.SH,X601991.SH,X600299.SH,X600529.SH,X600795.SH,X600688.SH,X600426.SH,X002466.SZ,X600027.SH,X002080.SZ,X601992.SH,X600612.SH,X002409.SZ,X600315.SH,X002353.SZ,X600219.SH,X000932.SZ,X600486.SH,X000301.SZ,X000027.SZ,X600126.SH,X000723.SZ,X600516.SH,X000878.SZ,X601158.SH,X000898.SZ,X000401.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.0198492137830529,0,0,0,0,0.133486355830626,0,0,0,0,0,0,0.029799823079354,-0.0400701268461385,0.00627631003205108,0,0,0,0,0,0,0,0,0,0,0,-0.0157190109748859,0,0.0578073419249548,0,0,0,0,0,0,0.0310632300194368,0,0.0793746101312972,0,0,0,0,0,-0.00617589763715394,0,0,0,0.0933108127876609,0,0
X600028.SH,0,0,0,0.0163098949899036,0.0694180818744006,0,0,0,0,0.00333477349062832,0,0,0,0,0,0,0,0,0,0,0.0420045415598815,0,0,0,0,0,0,0,0,0.0145667107451241,0.00747336488686101,0,0,0,0,-0.00630770439997959,0,0.105867454615879,0,-0.00890451457419337,0,0,0.0383047322895382,0,0,0,0.110458506356443,0,0,0,0,-0.00273387379458049,0.00585765187541208,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215053746076231,0,0,0.116789662954809,0,0,0,0,0.207704019926051,0,0,0,0,0,0,0.02431523283883,0,0.0702466818684144,0,0,0,0,0,0,0,0,0,0,0,0.0597447941037342,0,0.047932296580607,0,0,0,-0.0160280418798415,-0.0117725406552574,4.33680868994202e-19,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.0800397333525897,0,0,0,0,0,0.000741822321290856,0,0,0,0,0,0,0,0,0,0.105102129993525,0,0,0,0,-0.0344160923355245,0,0,0,-5.42101086242752e-20,0,0,0,0,0,0,0.0433020779535757,0,0,0,0,0,0,0,0,0.104726198399361,0,0,0,0,0.00785903819426304,0.00779812272043669,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.10476927848377,0.05457503274402,0,0,0,0,0,0,0,0,0.0668934285157124,0,0,0,0,0,0,0,0,0,0,0.203499096674085,0,0,0,0,0.00523900294687221,0.00802325848995571,0,0,0,0,0,0,0,-0.0548776614677055,0,-0.0674217552038609,0.0856391455646727,0,0,0.195184657523395,0,0.0102652268424454,-0.0139245538696094,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0.031058907852582,0.0961575390155603,0,0,0,0,0,0,0,0,0,0,0.705178501697832,0,0,0,0,0,0.151898680225235,0.00828458732067009,0,0,0,0.0156407342426165,0.0517913293552742,0,0,0,0,0,-0.126462850877142,0,0,0,0,0,-0.0220662352290522,0,0,0,0,0,0,-0.0616834665590091,-0.00531315365193843,-0.0168972536020067,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174640758849633,0,0,0,0,0,0,0.0195952810776185,0,0,0,0,0,0,0,0.0269020813598052,0,0,0,0,0,0.0252612891707776,0,0.0840803905217087,0,0,0,0.0191583281573294,0,0,0.139695667905342,0,0.0234969274685899,0,0,0,0,-0.00199511956045117,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,-0.022602863601915,0,0,0.581504571063336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.103495374701362,0,0,0,0,0,-0.0143147506131134,0,0,0,0,0,0,0,0.118446741779208,0,0.0110374256416257,0,0,0,0,0,-0.00551312515007296,-0.0208474184672213,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0.113193067516426,0,0,0,0,0.0112666280143921,0,0,0,0,0,0,0,0,0.113012228493573,0,0,0,0.0217934873922108,0,0.0873717172878093,0,0,0,0,0,0.140724164293162,0,0,0,-0.0613388823904662,0.0797974905948795,0.140425284931369,0,0,0,0.126777760679819,0,0,0.0314857486553218,0,0.149209570615889,0,0,0,0,0,-0.0165860275907574,-0.0228240152442358,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145636952333836,0,0,0.00790848850494898,0.169153318812386,0,0,0,0,0.206842883343746,0.360164477007348,0.0865400250052804,0,0,0,0,0.166495257339281,0,0,0,0,0,0,0,0,-0.00234374393614264,-0.00643204067695523,0,0,0,0,0,0
