,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002460.SZ,X600585.SH,X002466.SZ,X000792.SZ,X601898.SH,X600019.SH,X600011.SH,X600660.SH,X600111.SH,X600547.SH,X000708.SZ,X600010.SH,X000301.SZ,X002271.SZ,X600886.SH,X600795.SH,X000877.SZ,X601600.SH,X600426.SH,X600362.SH,X600176.SH,X600027.SH,X601699.SH,X600803.SH,X601991.SH,X000983.SZ,X000629.SZ,X000408.SZ,X600160.SH,X000786.SZ,X000723.SZ,X002080.SZ,X600219.SH,X600348.SH,X600096.SH,X600489.SH,X600995.SH,X600378.SH,X000933.SZ,X000807.SZ,X600157.SH,X600688.SH,X600985.SH,X600141.SH,X000831.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.575995499087385,0,0,0,0,0,0,0.276760490136361,0,0,0,0,0,0,0,0,0,0,0,0,0.117261705090694,0,0,0,-0.0265736627656301,0,0,0.0246997022119768,0.0325683323379519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00618493952969838,0,0,-0.0100449199728222,-0.00896789688788444,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.3738185977113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0761147128064776,0,0.0529458006974725,0.134675080954845,0.0305113483943901,0,0,0,0.048994685430515,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0645824116834947,0,-0.0430458507482473,0,0.00185902639970356,0,0,0,0,0,0,0
X600028.SH,0.554941920539304,0,0,0,0,0,0,0,0.00982682102301501,0,0,0,0,0,0,0,0,0,0.00833929151161771,0,0,0,0,1.0842021724855e-19,0,0,0,-0.00962852734506424,0.0922588574891593,0.0525488684758761,0.0104958869713736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.59019388025703e-06,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112264720327055,0,0,0,0,0,0.126888612507048,0,0,0.106634719037909,0.0876016782235167,0.120579679741917,0,0,0,0,0,0.249898773098152,0,0,0,-0.327145613844907,0,0,0.00266407990813686,0,0,0,0,0,0,0,0,0,-0.00134104068902492,0,0,0,0,0,0,0
X600188.SH,0,0.734969659075285,0,-0.00202191470598522,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0825508285351942,-0.0845712103627724,0,0,0,0,0,0,0,0,0,0,0,0.0898790561023779,0,-0.0762477684741598,0,0,0,0,0,0.0737704735539833,0,0,0,0,0.177980966593108,0,0,0,0,0,0,0,-0.00240466719131903,0.0587355084490203,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.17184197460944,0,0,0,0,0,0.0166427427806251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0298006125781432,0,0,0.161741114161838,0,0,0,0,0,0,0,0,0,0.0207682655785304,0.0453420009408278,0.0788755835810359,0.234818818661404,0,0,0,0,0,0,0.00129556850403408,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0.0485852464810019,0,0,0.0372001090531332,0,0,0,0.150649186915195,0,0,0,0,0,0,0,0,0,0,0,-0.0956457507229591,0,0.0257416780515443,0,0,0.017170818087206,0,0.452722461099527,0,0,0,0,0.0554649156812504,0,0,0,0,0,0,0,0.102249947192842,0,0,0,-0.00620669012607106,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.340013857900741,0,0,0,0,0,0.0110707842723097,0,0,0,0.0492753361971204,-0.0622405185489942,0,0.0782091757953835,0,0,0,0,0,0,0,0,0,0.0834727402114918,0,0,0,0.382985211184559,-0.0304101918344744,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0414818102842949,0,0.131536983826973,0,-0.0122185768671221,-0.00842219604069299,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.243077730748102,0,0.0131119329285101,0,0,0,0,0,0.248666424791758,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.205232174911616,0,0.0493149810154084,0,0,0,0,0,0,0,0,0,0.0504588358006342,0,0,0,0.116955909740183,0,0.0764218296235242,-0.00845429318305379,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.0378784651331203,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00341115649198379,0,0,0,0.0704251430942354,0,0,0,0,0,0.225312105449476,0,0.427352382670251,0,0,0,0,0,0,0,0,0,0,-0.0269496749880423,0,0.109259220178231,0,0,0,0,0,-0.0315925001317156,0,-0.0206480455166853,-8.67361737988404e-19,0,0,0,0,0,0
X600019.SH,0.0602831027123831,0,0,0.0585844803808065,0,0,0,0,0,0,0,0.023732280464653,0,0,0,0,0,0,0,0,0,0.0704041348902057,0.209447088347204,0.186028038012659,0,0,0,0,0.0496713856224917,0,0,0,0,0,0.0458367873969382,0,0,0,-0.107081282727761,0,0,-0.0721227677242815,0,0,0,0.147113700350955,0,0.010123310536557,0,-0.0440155679119162,0,-0.000395057664683001,0.0357821976135469,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0411264573443637,0,0,0,0,0,0,0,0.264382336370545,0,0.0266371762256449,0.277581295086697,0,0,0,0.281138617854304,0,0,0.236947722863717,0,0,0,0,0,0,-0.359226906180449,0,0,0,0,0,0,0,-0.00532356780794058,0.00999005986117088,0,0,0,0,0,0
X600660.SH,0,0,0,0.0200390338658056,0,0.0947792544775384,0.0879769731845492,0,0,0,0,0,0,0,0,0,0,0.0872999531333262,0,0,0,0,0,0.0679741739061511,0,5.42101086242752e-20,-0.0680513751233918,0,0,0,0,-0.0526584454321483,0,0,0,0,0.0389094970511804,0,0,0,0,0.149966133172066,0,0,0.125853790440826,0,0,0,0,0.0867277276411798,0,0,0,0,0,0,0,0,0
