,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X002460.SZ,X600019.SH,X600585.SH,X000792.SZ,X600111.SH,X002466.SZ,X600010.SH,X000301.SZ,X601600.SH,X600188.SH,X000708.SZ,X002271.SZ,X600660.SH,X601898.SH,X600011.SH,X600362.SH,X600547.SH,X600176.SH,X600426.SH,X600886.SH,X600219.SH,X000786.SZ,X000723.SZ,X000408.SZ,X600803.SH,X600295.SH,X000959.SZ,X000825.SZ,X601991.SH,X000932.SZ,X002080.SZ,X600795.SH,X000807.SZ,X000898.SZ,X000983.SZ,X600516.SH,X000831.SZ,X600399.SH,X000683.SZ,X002192.SZ,X600808.SH,X600096.SH,X601699.SH,X600801.SH,X600352.SH,X002326.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.265431909896689,0,0,0,0,0,0,0,0,0,0,0.0258030283201781,0,0,0,0,0,0,0.0036287287852137,0,0,0,0,0,0,0.0559024518696445,0,-0.0502161621308601,0,0,0.0217881608893548,0,0,0,0,0,0,0,0,0,-0.0146143707446783,0,0,0,0.0114151001889221,0.0442615026522676,0,0,0,0,0,-0.0408385379596717,0,0,0,0,0,0
X600028.SH,0.161023040852775,0,0,0,0,0,0,0,0,-0.0736240797265402,0,0.0545251731196205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0177741716820328,0,0,0,0,0.045853665684982,0,0,0,0,0,0,4.33680868994202e-19,-0.0148871503492306,0,0,0,0,0,0.0297404982415262,0,0.0711990338996328,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,-0.0170869474696526,0,0,0,-0.039714495576858,0,0,0,0.127658155319865,0.113018794596443,0,-0.0651694211182872,0,0.176170223761776,0,0,0,0,0,0,0,0.116553790297627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0368217018345719,0,0,0,0,0,0,0,0.00674036794063414,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.0769149382838516,0,0.0278779489852571,0,0,0,0,0.0848064368862117,0,0,0,0,0,0,0.067397659393073,0,0,0.00303290711129645,0,0,0,0,0.00550018113026519,0,0,0.0280240727948041,0,0,0,0,0,0,0,0,0,0.0121448236585708,0,0,0,0,0,0,0,-0.0258754197119238,8.67361737988404e-19,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.214996628564794,0.359115657060398,0,0,0,0,0,0,0.019115280229648,0,-0.144296635969405,0,0,0,0,0,0,0,0,0,0,0.105785615943239,0,0,0,0,0,0,0.0434961015434112,0,0,0,0.0729312209008759,0,0.187138759271896,0.086537202364214,0,0,0,-0.0720677312178251,0,0,0,0.00611536176186239,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0.138792478311647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.011912423424901,0,0,0.00513258822277757,0,0,0,0,0,0,0,0.380589822123083,0,0,0.00416536949668165,0,0,0.0181817868722258,0.123046234133787,0,0,0,0,-0.017615261566927,0,-0.0547118063735444,0,0,0,0,-0.049810107626019,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0.0207173039300815,0,0,0,-0.0289430291502254,0,0,0,0,0,0,0,0,0,0.0693964659429772,0.0610829233821512,-0.0458310705440651,0,0,0,0,0,0,0,-0.0364765462109566,0,0,0,0,0,0,0,0,0,0,0,0,0.591468219851367,0,0.00272811434744751,0,0.0247100873640281,0.00747186726068945,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0425056967711155,0,0,0,0,0,0,0,0,-0.402680167510892,0.0852053102520639,0,0.135666957314519,0,0,0,0,0,0,0,0,0.0309608749089719,0,0,0,0,-0.0195293512474827,0,0,0,0,0,0,0,0.0603997366483092,0.0407542260414751,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.0396299360468066,0,0,0,0,0,0.283475975348814,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0276452018281584,0,0,0,0,0,-0.0975263055087643,0,0,0,0,0,0,0,0,0,0.227960888505045,0.15053214264669,0,0.229497537831728,0,0,0,0,0,0.088759849459738,0,0.0846526554884073,0.013483248813139,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.204763444503053,0,0,0,0.344120553093183,0,0,0,0.134859107127762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18624266947865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175367871766073,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.00160697416956926,0,0.302132582680353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00194309300389547,0,0,0,0,0,0,0,0,0,0.297127221237811,0,0,0,-0.0206785568361169,-0.0941447757648793,0.0249051885805764,0,0.0215369676949609,0,0,0,-4.33680868994202e-19,0,0,-0.0688409890925903,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.243052893667025,-0.256379429270196,-0.0811990411738404,0,0,0.21368872322071,0,0,0,-0.0304794188302697,0,0,0,0,0.16379038192635,0,0,0,0,0,0.0843654486855213,0,0,0.263225322715138,0,0,0,0.0824414837159456,0,0.292011199442507,0,0,0,0,0,0.0298641404035959,-0.144176570207466,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0.113912349331962,0,0,0,0,0.0810600379847264,0,0,0,0,0,0,0,0,0,0,0.0497401404746147,0.0292702466752418,0,0,0.0648555734579179,0,-1.73472347597681e-18,0,0,0,0,0.330932143371982,0,0,0,0,0,0.0129157383046823,0,0.166513617669933,0,0,0,0,0.0560866726986792,0,-1.73472347597681e-18,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,-0.00547860635870263,0,0,0,0,0,0,0,0,0,-0.0339738832079807,0,0,0,0,-0.215627358517009,0,0,0,0,0.100112889490888,0,0,0,0,0,0,0.307774420439653,0,0.117576195583239,0,0.206568639089749,0.157128591424223,0.137864067691574,0,0.227157714673003,0,0,-0.0922113178856877,0,0,-0.0777054255764554,0,0,0,0,0,0
X000708.SZ,0,0,0,0,-0.0178770219710372,0.0966709920241287,0,0,0,0,0,-0.0225290205676144,0.0510213786200034,0,0,0,0,0,0.135741401374718,0,0,0,0,0,0,0,0.0710979770418025,0,0,0.0478717574428007,0,0,0,0,0,0,0,0,0,0.0447735399553296,0,0.144731037378262,0,0,0.084893686110957,0.15474855320898,0,0,0,0,0,0,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0.119121589822328,0,0,0,-0.000355305954806579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11500072489503,0,0,0.159979787403439,0,0,0,0.0800643894297579,0.0819499374817548,0,0,0,0,0,0,0,-0.0571617864613707,0,0.0417123118562655,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0.093659559868917,-0.128841415812602,0,0,0,0,0,0
X600660.SH,0,0,-0.212377181095737,0,0.00499490549833731,0,0,0,0,0,0,0,0,0,0.0576422089264173,0.175946597817841,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130057216233213,0.0158968473660797,0,0,0,0.0222738487011122,0,0,0,0,0,0,0,0.020990142327476,0.0693763336784068,0,0.0589789481770476,0,0,0,0.0770202608801601,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.0289799696538774,0,0,-0.300660482830585,0,0,0,0.0850772634478283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102268564194037,0,0,0,0,0,0,0,0.418294004675832,0,0,-0.0155636658452008,0,0,-0.0592259194645965,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.0254926398718142,0,0,0,0,0.0336799109587311,-0.032477160525893,0,0,-0.093984472556259,0,-0.143045010855769,0,0,0,0,0,0.0232269521626029,0,0.0989648780836374,0,0,0,0,0,0,0,0,0.0665220859546878,0,0.0479186922141411,0,0,-0.0584948903115719,0,0,-0.00842750535787586,-0.0740765858008464,0,0,0,0.0969555624194319,0,0,0,0.0203944545322244,0,0,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0.0527369951460434,0,0,0.270862236063219,0,0,0,0,0,0,0,0,0,0.057898802634506,0,0.0886168425349777,0,-0.0231127049017756,0.0205590842243103,0,0.0128297306294559,0,0.0839592684475609,0,0,0,0,0.0852376243686565,0,0,0,0,0,0,0,0,0.0949820332057839,0,0,0,0,0,0.00915768935495387,-0.0266302445471742,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,-0.108180032176601,0,0,-0.0449305888785413,0,-0.00884346901039408,0,0.125124016503245,0,0,-0.0435807359205162,0,0,0.0337007985460387,0,0,0,0,0,0,-0.150083036110382,0.0782389246341558,-0.146666292522741,0,-0.0521027472162967,0,-0.0332518105035745,0,0,0,0,0,0,0,0,-0.0403047876557956,0,0,0,0,0.00687085560646327,0,0,0,0.13937274454208,0,0,-0.0109877100758586,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0,0,0,-0.00769385126975475,0,0,0,0,0,0.0364621610030915,0,0.0090292643897676,0,0,0,0,0,0,0.0033181981541718,0,0.0918943813178544,0,0,0,0,0.156545312209792,0,0,0,0.137164845779704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0318746818462975,0,0,0.0211345484041358,0,0,0,0,0,0
X600426.SH,0,0,0,0.146582682040899,0,0,0,-0.200769346911012,0,0,0,0,0,0,0,0,0,0,0,0.0266345454842453,0,0,0,0,0,0,0,0,0,0.0539484174090732,0,0,0,0,0,0,0.046490901059255,0,0,0,-0.10288369851554,0,0.061010693591808,0,0,0.0365731927924844,0,0,0,0.0469619621682406,0,8.67361737988404e-19,-0.0707094856661622,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,-0.0620084405469864,0,0,0,0,0,0,0,0,0,0,0,0,0.337273554211251,0.130380328486218,0,0,0,-0.245905922790495,-0.0521818927964142,0,0,0.0108163534058263,0,0,0,0,0,0.107243043662188,0,0,0,-4.33680868994202e-19,0,0,0,0.0195436328535663,-0.0343513665807133,0,0,0,0,0,0.00250405524363026,0,0,0,0,0,0,0
X600219.SH,0,0,0,0,0,0,0,0,0.0169971963561078,0.0185293076528668,0,0.0252510760721496,0,0,0,-0.126202707815801,0,0,0,0.237084824934534,0,0,0,0,0,0,0,0.0169413894215574,0,0,0,0.00607736134654237,0,0,0,0,0.329252798116811,0,0,0,0,0,0,0,0,0,0.106099872659061,0,0,0,0,0.0708544764654977,0,0,0,0,0,0,0
X000786.SZ,0,0,0,0,0,0.0648239395596046,0,0,0,0,0.0251556481142852,0,0,-0.149557399020789,0,0.394635615881763,0,0,0,0,0,0,0.104462071170329,0,0,0,0.00212550148912595,0,0,0,0.00434918438345596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.328411081728191,0,0.0137919682518063,0,0,-0.0577136458791237,0,0,0,0,0,0
X000723.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0646624608565185,0,0,0,0,0,0,0,0,0,0,0.166099466187977,0,0,0,0,0,0,0.000165136142189071,0,0,0,0,0,0.220356734328773,0,0,0,0,0,0,-0.0916318998079483,0,0.0314689490892651,0,0,0,0,0,0,0
X000408.SZ,0,0,0,0,0,0,0,0.116263729558198,0.0708866318630245,0.447678098010163,0.262505656025003,0,0,0,0,-0.0258396070397162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.140668863937478,0,0,-0.0386360427475347,0,0.0303981656400157,0,0,0.162092383589724,0,0,0,0,0,0,-0.175319129447396,0,-0.034801285964397,0.0589171626947705,0,0,0,0,0,0
X600803.SH,0,0,0,0,0,0,0,0,-0.0220608192402969,0.0812311898282098,-0.0385577608014264,0.172336821486377,0,0,0,0,0,0,0,0,0,0,-0.0785451275253297,0,0,0,0.0597982421979996,0.0459755047126543,0,0,0,0,0,0,-0.200225816836844,0,0.0560894165130548,0,0,0,0,-0.0585200013251962,0,0,0,0.0300986675508008,0,0,0,-0.0270395851431231,0,0.0321646093511846,-0.0366097289205473,0,0,0,0,0,0
X600295.SH,0,0,0,0,0.000992575571146656,0,0,0.112940926960498,0,0,0.101218166283453,0.117601399275213,0,0,0.216925372808166,0.201242096715861,0.303874892195065,0,0,0,0,0,0.0867820199144319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0413953996592743,4.33680868994202e-19,0,0.120296533376598,0,0,0,0.143095966780347,-0.2156247302785,0,0,-0.0768264367036696,0,-0.00104941772955532,-0.11258788872208,0,0,0,0,0,0
X000959.SZ,0,0,0,0,0,0,0,0,0,0,0,0.252757623811348,0,0,0.168346682040687,0,0,0,0,0,0,0,0.0640111440450061,0,0,0,-0.0247447881653068,0,0,0.0529070185605735,0,0,0,0,0,0,0,0.286960586870553,0,0,0,0,0,0,0,0,0.0132614377451745,0,0,0,0,0,-0.00620798047181582,0,0,0,0,0,0
X000825.SZ,0,0,0,0,0,0,0,0,0,0.0597321296452764,0.0800568503529937,0,0,0.205101490096526,0,0,0,0,0,0,0,0,-0.0395638769613808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.506329772638092,0,0,0.0566282491797137,0,0,0,0,0,0.0272871656276342,0,0,0.0806751051483058,0,0.029759199956992,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,-0.0235607200239284,0,0,0,0,0,0.0450386832254449,0,0,0,0,0,0,0,0,0.00462959438778837,0,0.0358568851244354,0,0.0423031929125024,0,0,0.0229551152749179,0,0,0,0,0,0,0.0652238288805162,0,0,0,0,0,0,0,0,0.0252750482899958,0.0289353133253721,0,0,0,0,0.0280538057220444,0,0,0,0,0,0,0
X000932.SZ,0,0,0,0,0.17580664675852,0,0,0,0,-0.0604435559715296,0,1.0842021724855e-19,0.0565901792393212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054061044047547,-0.016437767304274,0,0,0.191114325512962,0,0,0,0,0.00216276333468802,0.137104769684226,0.119786417825166,0,0.0196493083238956,-0.042110022461374,0,0,0.278612282354291,0,0,0,0,0,0,-0.0218447992242412,0.0519527796336554,0,0,0,0,0,0
X002080.SZ,0,0,0,0,0.0577851246668006,0,0,0,0,0,0,0.13990946798366,0,-0.0606324647505011,0,-0.0425122967889948,0,0,0,0,0,0.13863747296936,0,0,0,0,0,0,0.0155978308870911,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0.165079117117107,0,0,0,0,0,0,0,0,0,0,0.0380091358097081,-0.0450224057306506,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,-0.109955788742382,-0.0726491098481967,0,0,0,0,0,0,0,0,0,0,0,-0.241061202421733,0.152327661451645,0,0,0,0,-0.0095092557626545,0,0,0,0,0.0125864007415726,0,0,0,0.0217100087046882,0,0.113672893802253,0,-0.00190954929236063,0.0161006786313359,0,0.00422648743460291,0,0.112392625174686,0,0.0332153555646452,0,-0.00558169504985831,0,0,0,0,0,0,0
