,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X601898.SH,X600188.SH,X600019.SH,X600011.SH,X600547.SH,X600886.SH,X601600.SH,X600585.SH,X600660.SH,X600795.SH,X000792.SZ,X600489.SH,X600362.SH,X000708.SZ,X600010.SH,X600027.SH,X600803.SH,X600111.SH,X002460.SZ,X601991.SH,X600160.SH,X600426.SH,X000301.SZ,X000983.SZ,X601699.SH,X002466.SZ,X000807.SZ,X600219.SH,X002128.SZ,X000630.SZ,X000786.SZ,X601168.SH,X000933.SZ,X600176.SH,X600985.SH,X600096.SH,X000408.SZ,X000877.SZ,X000883.SZ,X002353.SZ,X002409.SZ,X000027.SZ,X000932.SZ,X002271.SZ,X600348.SH,X600282.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.423430786359432,0,0,0,0,0.0967335436653509,0,0,0.0829299600317697,0,0,0,-0.181401937099525,0.0369328592250913,0,0,0,0,0,0,-0.0104786070428601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0296890381284082,0,0,0,0,-0.000270436376103587,0,0
X601088.SH,0.298102882407418,0,0.12337424060276,0,0,0.127847138238278,0,0,0,0,0,0.0583808784974461,0,-0.0152927685630748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09743568352307,0,0,0,0,0,0,-0.0382302731532096,0,0,0,0,0,0,0,0.165149876121617,0,0,0,0,0.0972679898513672,0,0,0,0.0722887009323169,0,0,0,0.0317485201047621,0,0
X600028.SH,0.515941055888806,0,0,0,0,0,0.0951864868570674,0,0,0,0,0,0,0,0,0,0,0,0,0.0106218701592313,0,0,-0.0226423937693361,0,0,0,0,0,0,0,0,0,0,0,-0.0790254682577063,0,0,0,0,0,0,0,0,0,-0.00664456812946663,0,0,0,0,0,0,0.0200107145938175,0,0,0,0,0.0325051808810487,0,0
X600309.SH,-0.121951089849225,0,0,0,0,-0.0215539615948768,0,0,0,0,0,0,0,0,0,0,0.0101092057858222,0,0,0,0,0,0,0,0,0.118245372930344,0,0,0,0,0,0,0.0205405337081459,0,0,0,0,0,0,0,0,0,0,-0.00592658156827654,0,0,0,0.212418647378292,0,0.0363678047561744,0,-0.00960750093823032,-0.0269989492133135,0,0,0,0.00889645308747961,0,0
X601898.SH,0,0,0.107667343038018,-0.0106164292416814,0,0.124351648363614,0,0,0,0,0,0,0,0,0,0,0,0.0833985148814965,0,0.0345852968157468,0,0,0,0,0.038371069943914,0,0,0,0.256545604909811,-0.0274707621968092,0,0,0,0,0,0,0,0,0.246697918440188,0,0,0,0,0,0,0,0,0,0,0,0,0,2.71050543121376e-20,0,0,0,0.000963081178763402,0,0
X600188.SH,0.12954625213723,0.042538366116763,0,0,0.273501459345686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204989615682817,0.0433212287618208,0,-0.0865275031581287,0,0,0,-0.150822868853811,0,0,0,0.115022845843995,-0.0383500603235522,0,0,-0.261962499509633,0,0,0,0,1.73472347597681e-18,0.423958546138014,0,0,-0.0521802797083625,0,0,0,0,0.0188409242800207,0,0
X600019.SH,0,0,0,0,0.177605734806748,0,0,0,0,0,0,0,0,0,0,0,0,0.0066383593120425,0,0.111873815048402,0,0,0,0,0.0125279593861898,0,0,0,0,0,0,0,0,0,0,0.0703184144714841,0,0,0,0,0,0,0,0,0,0,0.194630354168646,0.074772501745417,0,0.218122217488538,0,0,0.0627765227816032,0,0,0,0.0632783050857533,0,0
X600011.SH,0.0235434544971585,0,0,0,0,0,0,0,0,0,0,0,0,0.128059972935099,0,0,0,0,0,0.263457787076773,0.0502244988925422,0,0,0.286414218323383,0,0,0,0,-0.151926591709269,0,0,0,0.117372175869841,0,-0.0384360311111739,0,0,0,0,0,0,0,0.108931212571774,0.0153637843566057,0,0,0,-0.0579531153726288,-0.0116139895672061,0,0,0.0279903792250253,0.0125286888025144,0,0,0,-0.0418473140815606,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.647507527808548,0.0575400691678246,0,0,0,-0.0663807387823502,0,0,0,0.0485174693245388,0,0,0,0,0,0,0,0,0.123731323362371,0,0.0893057439415523,0.113767007755139,0,0,0,0,-0.0719917812980858,0,0,0,0,0,-0.0175127701149884,0,0,0.0933576295541767,-0.0370866013759642,0,0,0,0,-0.0429283528373033,0,0
X600886.SH,0,0,0,0,0.0413187512640601,0,0,0,0,0,0,0,0,0.08180311355724,0,0,0,0,0,0.146645287294519,0,0,0,0,-0.0261496741829164,0,0,0,0,0,0,0,0,0,-0.10114562526347,0,-0.077497774147411,0,0,0,0,0,0,0,0,0,0,0,0.160536183833116,0,-0.207389827784311,0,0,0.0598640003641795,0,0,0.0563092238994007,0,0
