,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600660.SH,X002460.SZ,X002271.SZ,X000708.SZ,X600011.SH,X600886.SH,X000786.SZ,X600362.SH,X601898.SH,X600010.SH,X600801.SH,X600176.SH,X601600.SH,X600426.SH,X600489.SH,X600188.SH,X600352.SH,X601991.SH,X600111.SH,X600795.SH,X000301.SZ,X600688.SH,X600803.SH,X600299.SH,X600027.SH,X002080.SZ,X300037.SZ,X601992.SH,X002466.SZ,X002075.SZ,X000932.SZ,X600315.SH,X600486.SH,X600219.SH,X002353.SZ,X000027.SZ,X000883.SZ,X601168.SH,X000723.SZ,X600612.SH,X600529.SH,X000898.SZ,X601158.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0386349443119664,-0.00306847083891165,0,0,0,0,0,-0.0236593069948316,0,0,0,0,0.0324780189939624,0.0964730900766732,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00371720440939614,0,0,0,0,0,0,0.0669840161642404,0.0244270478190752,0.0568047248915471,0,0,0,0,-0.00610579671904682,0,0,0,8.67361737988404e-19,-0.0141804280273787,0,0,0,0.00729309155489517,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0830217316101965,0,0,0,0.0117323881195174,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00769585773663606,0,0,0,0,0,0,0,0,0,0,0,0.00976689809000191,0,0,0,0,0,0,-0.0060072999715797,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,-0.0185307877188695,0.1025240873381,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258163439320415,0,0,0,0,0,0,0.0188525101514736,0,0,0,0,0,0,-0.0121500222501102,0,0,0,0,0,0,0,0,0,0,-0.0178063657508275,0,0,0.0729314698774104,0.00259689726551947,0,0,0,0,0.0239483267341178,0,0
X600585.SH,0,0,0,0,0.000129207837321007,0.0416782222411842,0,0,0.021185784673735,-0.00707468309788889,0,0,0,0,0,0.0826596926857712,0,0,0.0430197376030762,0,0,0.0251526026827982,0,0,0.0868053905684587,0,0.00296332352439427,0,0,0,0,0,0,0,0,0,0,0,0.0867807895434651,0,0,0,0,0,0,0,0.102610342894115,0.00411872153571544,0,0,0,0.0551053209925378,-0.0412168217584096,0,0,0,0.0915520929666772,0,0
X600309.SH,0,0,0,0,0,0,0.219738659525547,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242531265038718,0.096593652447236,0,0,0,0.0343956863002382,0,0,0,-0.0600907817800643,0,0,0,0.272854831269355,0,0.137412616618153,0,0,0,0,0,0.11269032056213,0,0,0,0,0,-0.0803977142256469,0,0,0,0.00439187110107845,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.01297345122681,0,0,0,0,0,0,0,0,0,0.0222374300398252,0,-0.0619091339829899,0,0.13786672332889,0,0,-0.0565162979905696,0,0,0,0,0,0.0084429818352267,0,-0.00386749650094061,0,0,0,0,0,0,0.00366021259671829,0.0543559930881678,0,0,0.0146177860205824,0,0,0,0.273766162174199,0,0,0.0599648153202247,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0303935313112994,0.608589821548198,0,0,0,0.130740519473163,0,0,0,0.0301708861629467,0,0,0.0463471269408549,0,0,0,0,0,0.094717870548964,0,0.0273296105603323,0,0,0,0,0,0,0,0,0,0,-0.00822845839022675,-0.0213864742060377,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,-0.00697496848722328,0,-0.121862411156,0,0,0,0,0,0.0244483560681613,0,0,0,0.0219242871077887,0,0.308568312718478,0,0,0,0,0,0.022932685487376,0,0,0,0.283381207528141,0,-0.126856247474939,0.0606189810894437,0,0,0,0,0,0,0,0.0353020335901266,0,0,-0.0702680990805065,0,0,0,-0.0483922986604908,0.0980822909199892,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0.075832503429763,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108371897850173,0,0.0745283991350713,0,0,0,0.132606355153403,0,0,0,0.0939275273241086,0,0.274371050025841,0,0,3.46944695195361e-18,0,0,0.154767342371937,0,0,0.123978011512781,0,0,0.0038689400459554,0,0,0,0,-0.0301634716291244,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0.00460657630254229,-0.0874791127851303,0,0,0,0,-0.0582438384231022,-0.130383999746073,0,0,0,0.414675737823054,0,0,0,0,0,0,0,0,0.0541582391385595,0,0.223177626677902,0,0,0,0.351583255437151,0,0,0,-0.0766125791311896,0.0602873466529225,0.0889997899471335,0,0,0,0,-0.0386950936249145,0,0,0,0,0,0,0,0.0833715479150468,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0.0844402131472278,2.16840434497101e-19,0,0,0,0,0.0609212661818351,0,0,0,0,0,0,0,0,0,0,0,0.127780429075,0,0,0,0.0952985432466901,0,0,0,0,0,0.0103627161379274,-0.0736983336215073,0,0.0271664642673211,0,0,0,0,0,-0.0178774888025367,0,0,0,0,0,0,-0.0268630849961283,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0.0434823431838548,0.12835660161154,0,0,0,-0.108997238982389,0,0,0,0,0,0,0,0,-0.0556195679975666,0,0.0636583107329422,0.0926842768883987,0.763241841238994,0,-0.174126845261092,0,0,0,0,0,0,0,0,0,0,0.146529633001199,0,0,0,0,0,0,-0.00923031593992648,0,0,0,0,0,0,0
