,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002466.SZ,X600585.SH,X002460.SZ,X000792.SZ,X601898.SH,X600011.SH,X000301.SZ,X600019.SH,X600111.SH,X600660.SH,X000708.SZ,X600010.SH,X600886.SH,X000877.SZ,X600795.SH,X600547.SH,X601600.SH,X002271.SZ,X601991.SH,X600803.SH,X600426.SH,X600027.SH,X600176.SH,X600362.SH,X000983.SZ,X601699.SH,X000723.SZ,X000629.SZ,X600348.SH,X600096.SH,X000408.SZ,X000786.SZ,X600160.SH,X600141.SH,X002353.SZ,X600157.SH,X600219.SH,X002080.SZ,X300073.SZ,X000933.SZ,X600985.SH,X600378.SH,X600801.SH,X600489.SH,X600549.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.119894487222201,-0.0985700422960868,0,0,0,0,0,0,0,0,0.0215263823263067,0,0,0,0,0,0,0,0,0,0.172904406778851,0.149004177942864,0,0,0,0,0,-0.0152154075767347,0,0,0,0,0,-0.035469842042534,0,0,0,0,0,0,0,-0.0361413959656247,0,-0.0120031479941714,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.307758776238551,0.147411668478876,0,0,0,0.244007778585898,0.140837108804661,-0.0133410996847553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119280880214522,0,0,1.38777878078145e-17,0,0,0,0,0.0590060484506527,0,0,0,0,0,0,0,0,0,0,0,-0.0961850914152417,0,0,4.33680868994202e-19,0,0,0,0,0,0
X600028.SH,0,0,0,0.0504875940667892,0,0,0,0,-8.67361737988404e-19,0,0.0386142462762722,0,0,0,0,0.0756259737360573,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0533592044445841,0,0,0.00575761112088402,-0.0065789840018985,0,0,0,0,0,0.0467296196333114,0,0,0,-0.0233716081693163,0,0,0,0,0,-0.00264296994628718,0,0.013021821300791,0.00121427607173241,0,0,0,-0.0217300190947243,0,0
X600309.SH,0,0.0919486323948513,0,0,0.0262065353032705,0,0,0,0,0.0730981828062865,0.083727166661917,0,0,0,0,0.0165262647884803,0.0115384263448461,0,0,0,0,0,0,0,0,0.0378399337343079,0,0,0,0,0,0,0,-0.0116270515945931,0,0,0,0.0104369003975064,0,0,0.06102477800833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0.0529542950744079,0,0,0,0,0,0,0,0.53266084668943,0,0,0,0,0,0,0,0,0,0,0,0,-0.0351634015863711,0,0,0,0,0,0,0.219852811881491,0,0,0.0448675209385111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0450314955716376,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0.629564670407259,0.0425612282846767,0,0,0,0,0,0,0,0,0,0.0970470931324497,0,0,0,0,-0.12711310030778,0,0,0,0,0,0,0,0,-0.158061750241658,0,0,0.277206070693986,0,0.0412747227534632,0.164850508075882,0,0,0,0,0,-0.023549658793261,0,0,0,0,0,0,0.0292762506156494,0.00210132966752378,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036801476700988,0,0,0,0,0,0.0928303719466965,0,0,0,0,0,0,0,0,0,0,0,0.0394027047780498,0,0,0.0357021799643978,0,0.000138745587742399,0,0,0,0,0,0.0134923081780348,0,0.0411950028074319,0,0,0.399950725381529,0,0,0,0.0527628995819316,0.0179866665193603,0,0,0,0.0130542222024118,0,0
X002460.SZ,0,0,0,0,0,0.199148567575325,-0.268490155529773,0,0,0,0,0.0135099685103917,0,0,0,0,0,0,0,0,0,0,0.0639709290114504,0,-0.0520633623852402,0,0,0,0,0,0,0.158675691216672,0,0,0,0,0,0,0.240408779742064,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,-8.67361737988404e-19,0,0.105552812278964,-0.0179001349095093,0,0,0,0.0212032201850361,0,0
X000792.SZ,0,0,0,0.0486298534548914,0,0.0673596474349437,0,0.200331113112251,0,0,0.107361216007311,0.0114795148409085,0,0,0,0,0.0943503734091801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0518374051466566,0,0.091296522910378,0,0,0,0,0,0.241219153041015,0,-0.0507384490638952,0,0,0,0,0,0.0416923799279156,0,0,0.00640269650315563,0,0,0,-0.0397467565927064,0,0
X601898.SH,0,0.0321001205407467,0,0,0.0370532139783576,0,0,0,0,0,0.0146137235972696,-0.0276145767823495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.342505040201549,0,0,0,0,0.171130093613436,0,0,0,0,0.243854165892329,0.133934161803614,0,-0.0717679280074446,0,0,0.0605357221155115,0,0,0,0,0,0,-0.0151585384424939,0,0,0,0,0,0
