,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X601898.SH,X600010.SH,X601991.SH,X601600.SH,X600795.SH,X600886.SH,X600188.SH,X600362.SH,X600111.SH,X600027.SH,X600309.SH,X600688.SH,X601992.SH,X000792.SZ,X600583.SH,X601158.SH,X000898.SZ,X600547.SH,X000709.SZ,X000883.SZ,X600352.SH,X000831.SZ,X600489.SH,X002353.SZ,X000539.SZ,X600021.SH,X000630.SZ,X600008.SH,X000825.SZ,X600549.SH,X000027.SZ,X600660.SH,X000629.SZ,X002470.SZ,X600315.SH,X600808.SH,X600578.SH,X600307.SH,X601699.SH,X600098.SH,X000983.SZ,X600863.SH,X000959.SZ,X000960.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.580718692649509,0,0,0,0,0,0,0,0,0,0.0640541382629586,0.0614385642612535,0,0,-0.0108323021490123,0.0291873421723514,0,0.0242890503330934,0,0,0,0,0,0,0,0,0.0381204938766521,0.0088651193600319,0,0,0,0,0,0,0,0,0,0,-0.0259938315704093,0,0,0,0,0,0,0.202340796951691,0,0,0,0,0.00601762415383167,0,0.0498427735909542,0,0,0,0,0
X600028.SH,0.490802111671131,0,0,0,0,0,0,0,0,0.0220548730199159,0,0,0,0.0132318048272649,0,0,0,0.438116509705127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.37032048189812e-05,0,0,-0.0183395165582729,0,0,0,0,0,0,0,0,0,-0.014360121073916,0,0,0,-0.0387164825087655,-0.0116302982698318,0,0,0,0,0,0
X601088.SH,0,0.0831700453255491,0,0.0485780114254721,0,0,0.0942175467996035,0,0,0,0,0.0927714904052932,0.123660930497253,0,0,0,0.0404984739799417,0,0,0,0,-0.0125419656933251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0109819416458506,0,0,0,0.0358478263509162,0,0,0,0,0.395201781960199,0,0,0,0,8.67361737988404e-19,0.00397988431343965,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0.168460616565761,0,0,0,0,0,0,0,0,0,0.0200023566506495,0,0,0,0,0.328015171510236,0,0.262610560560701,0,0,0,0,0,0,0,0,-0.00853744809087023,0,0,0,0,0,0,0,0,0,0.0237222939798233,0,0,0,0,0.050715243060448,0,0,-0.0575491586343876,-0.0131817771173349,0,0,0,0,0,0
X600011.SH,0.230273799521533,0,0,0.103863267481288,0,0,0,0.131306684340874,0.00672789619916252,0,0.127735682146567,0,0.0498730949396878,0,0,0.111590969057126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154747356204695,0,0,0,0,0,0,0,0,0,-0.00895020506095182,0,0,0,0,0,0
X600585.SH,0,0.0951715502135069,0.0435016543458722,0,0,0,0,0.0507734763972039,0,0,0,0,0,0,0,0,0,0,0,0,0.0920254278950704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11845138707413,0,0,0,0,0,0,0.129146325508397,0.200560964302369,0,0,0,0,0,0,0.00233488128155582,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.144697643191245,0.0367945237820686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0820787773133757,0,0,0,0,0,0,0,0,0.0109038379331731,0,0,0,0,0.0624328725184734,0,0,0,0,-8.67361737988404e-19,0.112882886617748,0,0.423658481918224,0,0.0112453442471648,0,0,-0.0118216601326514,-0.00747603280294516,0,0,0,0,0,0
X600010.SH,0,0,0,0,0.0403398621321308,0,0,0,0,0,0,0,0.0469299017798788,0,0,0,0,0,0,0,0,0,0.635928859518664,0,0,-0.149420520355378,0,0,0,0,0,0,0,0,0,0.181163702728276,0,0,0,0,0.151053688781844,0,0,0,0,0,0,0,0.17606183137945,0,0,0,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0.159054681173484,-0.0235998798023116,0,0.180465580541278,0,0.250939900140365,0,0,0,0,0.024193862507494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117930965483861,0,0.0161021268925258,0,0,0,0,0.0390879264785959,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.026546420424346,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.159626664645735,0,0.244404819240168,0,0,0.0484635461047991,0,0,0,0.0415460727769256,0,0,0,0,0,0,0.138280307497981,0,0.0349174351117047,0,0,0,0.0385269841558132,0,0,0,0,0,0.0136914469335753,0,0,0,0,0,0,0.0372135035681629,0,0,0,0,0,0,0,0,0,-0.0361452243281502,-0.0358202771081575,0,0,0,0,0,0
