,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X002460.SZ,X600585.SH,X600111.SH,X000792.SZ,X600019.SH,X002466.SZ,X000301.SZ,X600010.SH,X600188.SH,X600660.SH,X002271.SZ,X601600.SH,X000877.SZ,X600011.SH,X601898.SH,X000708.SZ,X600547.SH,X600362.SH,X600176.SH,X600886.SH,X600426.SH,X002326.SZ,X000408.SZ,X002080.SZ,X300037.SZ,X600096.SH,X600141.SH,X601991.SH,X600219.SH,X000786.SZ,X000723.SZ,X600795.SH,X600803.SH,X002407.SZ,X002353.SZ,X600688.SH,X600295.SH,X000825.SZ,X000630.SZ,X600516.SH,X600160.SH,X600027.SH,X601699.SH,X600399.SH,X600489.SH,X600352.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.168877555078189,0,0,0,0,0,0,0,0,0,0,0.0432626306309143,0,0,0,0,0,0,0,0,0,0,0,0,0.0553361839681542,0,0.0171552778310902,0,0.0751788340983053,0.00306259759941942,0.0162958972851198,0,0,0,0,0,0.0305887250651202,0.11505845213071,0,0.0786188044114883,0.0191050763605651,0,0,0,0,0,0,0,0,0,0,-0.0153824796787527,0,0,0,-0.0377016359747647,0,0
X600028.SH,0.196252142876962,0,0,0,0,0,0,0,0,-0.029116524131655,0.0331697486465811,0,0,0,0,0,0,0,0,0,0,0.0163714146287467,0,0,0.0279396697507525,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0.0266109651785197,0,0,0,0,0.108607528620735,0.0756634815828977,0.0631774151139634,0,0,0,0,0.122841606882318,0,0,0,0,-0.00157230116991408,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0.117902206825439,0.0892129406444846,0,-0.026229592279711,0,0,0,0.379830303929299,0,0,0,0,0.0448043369562108,0,0,0,0,0,0,0,0,0,0,0.00533063436426097,0,0.100543093411275,-0.0543259537987687,0,0,0.0678305010913367,0,0,0,0,0.0102310202397161,0,0,0,0,0,0,0.0220864007953092,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0.0108793510315865,-0.0431014488151476,-0.0683836326169113,0,0,3.46944695195361e-18,0,0,0,-0.0469513076524757,0,0,6.93889390390723e-18,0,0.264734907967684,0,0,0.0278182537969485,0,0.0129411044119113,0,0,0,0.0622425668331327,0,0,0,0,0,0,0,0,0,0,0.0490934477275503,1.0842021724855e-19,0.00544363487936092,0,0,0,0,0,0,0,0,0,0.0540722738606344,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.121525629966248,0.557752006172179,0,0,0,0.0940162076958902,0.0430527741922213,0,-0.0976329896717695,0,0,-0.149571652135208,0,0,0,0,0,0.0695406541531866,0,0,0,0,0,0,0,0,0.0251406618091891,0,0,0.189308716650044,0,0.054121301347164,0,0,0,-0.0318570538967267,0,0,0,0,0,0,0,0,-0.0414945455156713,0,0,0,0.0779823627966812,0,0
X600585.SH,0,0,0,0,-0.0178328800806482,0,0,0,0,0,0,0,0,0,0.217870004008825,0,0.510549837539011,0,0,0,0,0,0.0561860234560662,0.13212092472604,0,0,0,-0.00763972625664618,0,8.67361737988404e-19,0,0,0,0,0,0,0,-0.00552517684790051,0,0,0,0,0,0,0,0,0.0353904737030463,0,0,0,0,0,0.0297041508303273,0,0,0,-0.0344848447492466,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0.338244386682718,0.0747563329971244,0,0,0,0,0,0,0,0,0,0,0,0,0.0641214356672996,0.265890538826063,0,0,0,0,0,0,0,0,0,0,0.0907849024110598,0,0,0,6.93889390390723e-18,0,0,0,0,0,0.272967735721778,0,-0.0255284016056852,0,-0.00929244352426869,0,0,0,0,0,0,0
X000792.SZ,0,0,0,-0.103330350100184,0.166201615374508,0,0,0,0,0,0,0.0621739796297837,-0.0506698351157319,0,0,0,0.138214435440156,0,-0.121194830011548,0,0,0,0,0,0,0,0.169295473571795,0,0,0,0,-0.131480450790068,0,0,-0.213063696555553,0,0,0,0,0,0.147106231730569,-0.0456978309606884,0,0,0,0.115421709279449,0,0,0,0,0,0,0.105328045803041,0.187125842155246,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0.0311808433851081,0.323214724954178,0.051344762468726,0,0,0,0.140553813553774,0,0,0,0,0,0,0,0,0,0,0,0,-0.0372538685035499,0,0,0,0,0,0,0,0,0,0,-0.0125408993681791,0.327030274124751,0,0,0,0,0,0,0,0,-0.0423173378385535,-0.0109461215755813,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.301012577378713,0,0.241965739351656,0,0,0,0.0970071056621161,0,0,0,0.0232702098285267,0,0,0.00013808261864588,0,-0.00840661136000882,0,0,0,0,0,0,0.172127816789379,0,0,0,0,0.0772449341466878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0212813879777761,0,0,0,0,0,0,0
