,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X601898.SH,X600660.SH,X600019.SH,X600188.SH,X600585.SH,X601600.SH,X600886.SH,X600011.SH,X600547.SH,X000792.SZ,X600010.SH,X600795.SH,X600111.SH,X002460.SZ,X600362.SH,X600803.SH,X000708.SZ,X600489.SH,X000301.SZ,X600160.SH,X600027.SH,X002466.SZ,X601991.SH,X000807.SZ,X600426.SH,X000983.SZ,X000786.SZ,X600176.SH,X600219.SH,X601699.SH,X002128.SZ,X000877.SZ,X000630.SZ,X000408.SZ,X600096.SH,X600157.SH,X601168.SH,X600985.SH,X000933.SZ,X002353.SZ,X600352.SH,X600995.SH,X000883.SZ,X600378.SH,X600688.SH,X600549.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0940174288990173,0,0,0,0,0,0,0,0.0809637627038094,0,0,0,0,0.33961578240812,0,0.262122747460902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0268314254926498,0.0114788044540725,0,0,0,0,0,0,0,-0.0182106838786869,0,0,0,0,-0.0207869161914564,0,0
X601088.SH,0,0,0,0,0.423400089477854,0,0,0,0,0,0.0330357192022787,0,0,0,0,0,-0.101586166227638,-0.0107287136953294,0,0,0,0,0,0,0,0,0,0.0225235978847226,0,0,0,0,0,0,0.128698016898381,0,0,0,0,0.064682995252617,0,0,0,0,0,0,0,0,0,0,0,0.00991944442920038,0,0,0,0,-0.0213645863277386,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0.0676428763176584,0,0.380120215168572,0.0102580562537998,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0514484360738275,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101959031276337,0.0878565706375037,0,0.0203230767347586,0.25890084732801,0.0283110472072659,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187956692951509,0.0968051483150683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0352898198419796,0,0,0,0,0,0,0
X601898.SH,0.0205790697848723,0.31799000312192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.144359134837439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.264516617552457,0,0,0,0,0,0,0,0,0,0.0643474472521722,0,0,0,0,-0.0558340183970826,0,0
X600660.SH,0.130756623117941,0,0,0,0,0,0,0.120776018486846,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.0768793805152179,0,0.352966772810007,-0.0988405743687089,0,0,0,-0.0146594283532176,0,0,-0.187154301104222,0,0,-0.132977798174674,0,0,0,0,0,0,0,-0.174705808181924,0.151796437084756,-0.0142762662913759,0,0,0,0,0,0,-0.0419372702821503,0,-0.0606056559661522,0,0,-0.0190368554392617,0,0
X600019.SH,0.144341680292033,0,0,0,0,0,0,0,0,0.192409570215383,0,0,0,0,0,0,0,0,0,0,0,0,0.0493042868125166,0,0,0,0,0,0,0,0,0,0,0.242354593747204,0,0.0773865951112493,0,0,0,0.033374039409949,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,-0.023120943433801,0,0
X600188.SH,0,0,0,0.196272522588318,0.0438700729784568,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.221546218063442,0.0282651982267982,0,0,0.0485819773616955,0,0,0,0,0.222351460298613,0.0921876722302409,0,0,0,0,0,0,0,0,0,0,0,0,0.0499201698224784,0,0,0,0,0,0.11303749150182,0,0,-0.0556240038704032,0,0
X600585.SH,0,0,0,0,0.175018830200446,0,0,0,0,0,0,0,0,0,0.046450143222511,0,0,0,0,0,0,0.190793905103745,0,0.147527787438503,0,0,0,0,0,0,0.0746295737224366,0,0,0,0,0.278896654362647,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0909926866445281,0,0,0,0,-0.00375411556704858,0,0
X601600.SH,0,0,0,0,0,0,0.444847387092679,0,0,0,0,0,0,0,0,0,-0.0244445588668314,0,0.738861384424281,0,0,0,0,0,0,0,0,0.350239429929132,0,0,0.134217413721705,0,0,0,0,-0.174254497396093,0,0,0,-0.0504135194817758,0,0,0,0,0,0,0,0,0,0,0,-0.0117467923163749,0,0,0,0,-0.0378524453813139,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.250938772335457,0.432905868811236,0,0,0,0,0,0,0.0351238735761738,0,0,-0.0257964624028907,0.0488781755663116,0,0,0,0,0,0,0,0.0213812260245816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0546262199919371,0.0682096906889437,0,0.0462399865980699,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0.0874279706432155,0,0,0,0,0,0,0,-0.0137781233816308,0,0,0,0,0.0122955161501724,0,0.210418115927247,1.73472347597681e-18,0.150740003299931,0,0,0,0,0,0,0.106482454638299,0,0,0,0,0,0.0613086969832017,0,0,0,0,0,0,0,0,0,0,0,-0.027127346388914,0,0.0350421607086148,0,0,-0.0302894078604541,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0.0678976473053278,0,0,0,0,0.0603272841864025,0,0,0,0,-0.0230426480878032,0,0.604954622163922,0,0,0,0.0201609939919184,0,0,0,0,0,0,0,0,-0.114850898299655,0,0,0,0,0,0,0.057432466896294,0,0,0,0,0,0,0,0,0,0.0189011523505217,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.14043675120649,0,0.0965374152153368,0,0.122121238829645,0.252300689142882,0,0,0,0,0,0.0410074560838391,0,0,0,0,0,0,0.0380583652106438,0,0,0,0,0,0,0.105044251696537,0,0.0685536476312155,0,0,0.0624223053510582,0,0,0,0,0,0,0,0,-0.00684034600831984,0,0,0,0,-0.00593989260351814,0,0
X600010.SH,0,0,0,0,0,0,0.182552640176908,0,0,0,0,0,0,0.102910239428355,0,0,0.193280644568247,0,0,0,0,0,0.0622430892499603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229824816339375,0,0,0,0,0,0,0,0,0,0.116165947540009,0,-0.0417219409166253,0,-0.00184112541024917,0,0,0.0699262178154322,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0.375514188238039,0,0,0,0,0,0,-0.00637638206535711,0,0.0903565625893463,0,0,0,0,0.390439443907995,0,0.0026629401236077,0.0267249253430695,0,0,0,0,0,0,0,0,0,0,0,0.00176245052981805,0,0,0,0,0,0,0,0,0,0,0,-0.000708529086068907,-0.036594561776556,0,0,0,-0.000993996956925383,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109136932159991,0,0,0,0.260651503986271,0,0,0,0.186661708356523,0,0.187042571253199,0,0,0,0,0,0,0,0,0,0,0,0.13020406066817,0,0,0,0,0,0,0,0,0,0,0,-0.0337068856116428,0,0,0,0,0.0291947152561523,0,0
X002460.SZ,0,-0.0855189978396368,0,0,0,0,0,-0.0217885625377529,0,-0.0201067370679076,0,0,0,0.504261691822355,0,0,0,0,0,0,0,0,0,0,0.0330203155200212,0.789453069506091,0,-0.0717401867162295,0,0,0,0,0,0,0,0,0,0,0,-0.0888212145342527,0,0,0,0,0,0,0,0,0,0,0,-0.0172284748184849,0,0,0,0,-0.0431546921627736,0,0
X600362.SH,0.00637777934962982,0,0,0.295043381707264,0,0,0,0,0,0.213156403838179,0,0,0,0,0,0,0,0.0748179486643595,0,0,1.0842021724855e-19,0.00818063263682131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27709929697543,0,0,0,0,0,0,0.0134882513000843,0,0,0,0,0,0,0,-0.0210776740994571,0,0,0,0,0,0,0
X600803.SH,0,0,0,0.527288276628866,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0189696689121749,0,0,0.232451941046569,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0433701716071702,0,0,0,0.0848971955230396,0,0,0,0,0,0,0,0,-0.0416003765042318,0,0,0,-0.0905736084137554,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118486578647123,0,0,0,0,0,0,0.162705529591622,0,0,0,0.148066120146564,0.32972077830479,0.0640880409809195,0,0,0,0.0331114908306358,0,0,0,0,0.0824370117470409,0,0,0,0,0,0,0,0,0,0,0,-0.0451143845213363,-0.040889431655624,0,0,0,-0.0237795548982612,0,0
X600489.SH,0,0,0,0,0,0.00610369790015262,0,0,0,0,0,0,0.869749563782201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180021357826026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.065442981349493,0,0,0,0,0.00673241264280194,0,0
