,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X600019.SH,X000792.SZ,X600111.SH,X000301.SZ,X601600.SH,X002466.SZ,X600010.SH,X600188.SH,X000708.SZ,X601898.SH,X600660.SH,X600011.SH,X002271.SZ,X600362.SH,X600547.SH,X600176.SH,X600426.SH,X002080.SZ,X600886.SH,X000825.SZ,X000807.SZ,X000408.SZ,X600219.SH,X600141.SH,X600096.SH,X600803.SH,X300037.SZ,X000959.SZ,X002326.SZ,X000786.SZ,X601991.SH,X000932.SZ,X000898.SZ,X600295.SH,X600795.SH,X000983.SZ,X600352.SH,X600801.SH,X600688.SH,X000723.SZ,X000630.SZ,X600516.SH,X601699.SH,X600160.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.00264121693323391,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0403416242626848,0.0190052260328112,-0.0250600781825119,0,0,0.0105571469134119,-0.0446546500508362,0,0,0,0,0,0,0,0.0460388028609842,0,0.028262784887048,0,0,0,0.0711586284336681,0,0,0,0,0,-0.0316499834979362,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,-0.0318603203437591,0,0,0,0.0472863699789104,0,-0.0149540594740241,0,0,0,0,0,0,0,0.0620580912555606,0,0,0,0,0,0.0390908880591504,0.072562032788194,-0.0187551810735532,0,0,0,-0.0102962645176787,0,0,0,0,0,0,0,0.0354784303911087,0,0.0225394791031927,0,0,0.129246746967078,0.00640468709229198,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.0245607402625913,0,0,0,0,0,0,0.0237758439742765,0,0.0377186882263299,0,0,0,0,0,0,0,0,0,0,0,-0.073072388712807,0,0,0,0.0776143325863173,-0.116525475133534,0,0,0,0,0.148931356336012,0,0.0921967127599437,0,0.16998051567621,0,0,0,0.0896832822315982,0,0,0,0,0,0.0156450958910717,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,8.67361737988404e-19,0,0,0.096636280960771,0,0,0,0,-0.0999303714044913,0,0,0,0.014579036736287,0,0,0,0.0346374923282172,0.165453090776572,0,0.1036833209639,0,0,0,0,0,-0.000870184792743053,0,0.0543304831991894,0,0,0,0,0,0,0,0,-0.0479805565407197,0,0,0,-0.0184187206512265,0,0,0,0.0295453840504479,0,0,-0.0129370380203171,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,-0.0183861661234704,0,0,0,0,0,0.0456579397292311,0.0300376920645147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011136310752419,0,0,0,0,0.0497312238171453,0,0.108499396005931,0,0,0,0,0,0,0,0.540450653422344,0,-0.0706120724693199,0,-0.152758449729704,0.029124211138489,0,0,0.0152306246529546,0.00127266184092316,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0.0392473507624871,0,0.00975763965370244,0,0,0.400706139472135,0,0,-0.206523647921606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151703628081062,0,0,0.0479220638725206,0,0.181496051260526,0,0,0,0.203460678264718,0.0683120826732268,0,0,0,0,0.0111230366815346,0,0,0,0,0,0,0.132287042155635,-0.107164807462557,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0973120656979441,0,0.0250154317996979,0,0,0,0,0,0,0,0,0,0,0.0225245724251239,-0.0056354341816215,0,1.73472347597681e-18,0,0,0,-0.0947538859191396,0,0,0.0134363705753766,0,0,0.47369639132528,0,0,0.00411931587900876,0,0,0,0,0,0,0,0.0371897579180203,0,-0.0235397592280488,-0.0125221240563178,0,0,0,-0.183416007069164,0,0
X000792.SZ,0,0,0,0,0,0.0235042311636984,0,0,0,0.0490287465234067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.192098088274061,0,0.22646501669953,0,0,0,0,0,0,0.0189369865516587,0,0,0,0,0.13795516445773,0,0.147381445880302,0,0,0,-0.310142242449248,0,0,0,-0.000375326041713216,0,1.73472347597681e-18,0.122360412117503,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0.186331304721636,-0.23311498649447,0,0,0.0801506425272576,0,0,0.2788862114581,0.0887336823428355,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266897712857959,0,0,0,0,0.118279521175649,0,0,0,0,0,0,0.0283124603638229,0,0,-0.292061331055565,0,0,0,0,0,0,0,0,0,0.00507441783995277,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,-0.0661795076356363,0,0,0,0,0,0,-0.122653893244142,0,0,0,0,0,0,0,0,0,0,0.175860139707758,0,0,0,0.394389849069623,0,0.119269322238871,0.0293127104815003,0.0407862794197409,0,0,0,0,0,0,0,0,0,0.181833074835732,0,0.0885241347520331,0,0,0,0,0.111294910573035,-0.134067153381075,0,0,0,0,0,0
