,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600585.SH,X601898.SH,X601991.SH,X600795.SH,X601600.SH,X600886.SH,X600188.SH,X600362.SH,X600010.SH,X600111.SH,X600027.SH,X600309.SH,X600688.SH,X601992.SH,X600583.SH,X000898.SZ,X601158.SH,X000709.SZ,X000792.SZ,X000539.SZ,X000883.SZ,X600489.SH,X600352.SH,X000630.SZ,X000629.SZ,X000831.SZ,X600808.SH,X000825.SZ,X002353.SZ,X600547.SH,X000027.SZ,X600578.SH,X600549.SH,X601699.SH,X000983.SZ,X600863.SH,X600307.SH,X600008.SH,X600660.SH,X000937.SZ,X600098.SH,X601168.SH,X600315.SH,X600348.SH,X000959.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.571070766263306,0.0787072129723506,0,0,0,0,0,0,0,0,0.0227976699275286,0,0,0,0,0,0,0.0825478350143354,0,0,0,0,0,0,0,0,-0.0369699675335629,0,0,0,0,0,0,0,0,0.0103591673759398,0,0,0.0306532696377465,0,0,0,0,0.0653691422728216,0,0,0,0,0,0,-0.0381108873737358,-0.00657863696415462,0.00613636111823783,0,0,0,0,0
X600028.SH,0.528711751596242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.271498460400879,0,0,0,0,0,0,0,0,0,0,0.0795217194637521,0,0,0,-0.0045786804893447,0.0263032167459715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0421846489967886,0.000422422411783524,0,0,0,0,0,0
X601088.SH,0,0.075119073782705,0,0,0,0,0,0,0,0,0,0.206907745676727,0.0339937916984988,0,0,0,0,0,0.145954977402121,0,0,-0.0125308946962795,0,0,0,0,0,0,0,0,0,0.0024375330440888,0,0,0,0,0.151993795720892,0,0,0.0969196266858689,0,0,0,0,0,0,0,0,0,0,0,-0.0226425723567896,-0.0108857453495063,0,0,0,0,0,0
X600011.SH,0,0,0,0,0.0616126814248271,0,0,0,0,0,0.288188109926863,0.1661458183771,0,0,0,0.0711104521100394,0,0,0,0,0,0,0,0,0,-0.189405968728182,0,0,0.0469891996387741,0,0,0,0,0,0,0.0508314165313379,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0842419988866135,0,0,-0.0031051271956958,0,0,0,0,0,0
X600019.SH,0,0,0.0749593754759026,0.111201028133563,0,0,0,0,0,0,0.0626670737190841,0.0960863870446414,0,0,0,0.0583295456831253,0,0,0,0,0.457692235562957,0,0.00967888544828828,0,0,0,0,0,0,0,0,0,0,0,0,0.113411920999499,0,0,0,0,0,0,0,0,0,-0.0380874684621159,0,0,0,0.00562237565881355,0,-0.0101930595952253,0,3.46944695195361e-18,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004822323050578,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0385162826125195,0,0,0.0287687647154537,0,0,0,0,0,0,0.155427876242041,0,0,0,0,0,0,0,0,0,0,0.0307662471030172,-0.00739861263549,0,-0.0671326193168202,0.000701057486272574,0,0,0,0,0,0
X601898.SH,0,0,0.119545221679886,0,0,0,0,0.0288028987224617,0,0.219581092753731,0,0,0.0347323687850049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101007022203289,0.0574636918772762,0,0,0,-0.0196007383128879,0,0,0.068095790646664,0.298175099324914,0,0,0,0,0,0,0,0,0,0,0,-0.00873305426126608,-0.025156277426898,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0.052813772004701,0,0,0,0,0,0,0.0204729352961146,0,0,0,0,0,0,0,0,0,0,0.120741887020669,0,0,0.00925182000094891,0,0,0.00652224278204807,0.15930125401285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0202683521638025,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0.250485195119364,0.0173345589266387,0,0,0,0.172115405867301,0.0544436518967265,0,0,0,0,0,0.0526350198476093,0,0,-0.0374443659365201,0,0.00337737507700812,0,0,0,0,0,0.0855655349463204,0,0,0,0,0,0,0.0430517492676287,0,0,0.0594277923475705,0,0,0,0,0,0,0,0,-0.00684452840630247,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.0361703100918202,0.0206359693640151,0,0,0,0.0676774555550371,0.0665315002967942,0.0211995868404084,0,0,0,0,0,0,0.249202110362384,0,0,0,0,0,0.12131861711284,0,0,0.0122788720246794,0,0,0,0,0,0,0.0253421231348467,0,0,0,0,0,0,0,0,0,0.181788399564862,0,0,0,0,0,-0.00669518468603188,0,0,0,0,0,0
X600886.SH,0,0,0.302319416582285,0.0611377520075454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0808427703547507,0,0,0,0,0.0655854754005738,-6.93889390390723e-18,0,0,0,0,0,-0.00102770638949721,0,0.180260799952709,0,0,0,0.0986013537248375,0,0,0,0,0,0,0,0,0,0,-0.0425323192426425,0.00633366638170007,0,0,0,0,0,0
X600188.SH,0.245041207057029,0,0,0,0,0,0.0944750087841601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0767521574691211,0,0,0.244946211214532,0,0,0,0.160436878516067,0,0.119292465571278,0,0,0,0,0,0,-0.0537832218302855,-0.0093692298492026,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0.205343213845919,0,0,0,0,0,0,0,0,0.0258020098565567,0,0,0,0,0,0,0,0,0,0.12017406396424,0,0,0,0,0,0,0,0,0,0.103098302174065,0,0,0,0,0,0,0,0.0442896190798995,0,0,0,0,-0.0150108336663993,-0.0270896983533024,0,0,0,0,0,0
