,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600795.SH,X600585.SH,X601600.SH,X601898.SH,X600010.SH,X601991.SH,X600688.SH,X600886.SH,X600362.SH,X600027.SH,X600111.SH,X600188.SH,X600157.SH,X600583.SH,X601992.SH,X000709.SZ,X600021.SH,X600309.SH,X000898.SZ,X601158.SH,X600352.SH,X000539.SZ,X000629.SZ,X000792.SZ,X600489.SH,X600547.SH,X600808.SH,X600660.SH,X000825.SZ,X000027.SZ,X000060.SZ,X002353.SZ,X600863.SH,X600578.SH,X600307.SH,X600008.SH,X000831.SZ,X000012.SZ,X000959.SZ,X000630.SZ,X600549.SH,X002470.SZ,X600219.SH,X600315.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.508509075038621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00391703467856582,0.167166583627332,0.0190256478271215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0689574571884618,0,0,0,0,0,0,0,0,0,0.0156614158450467,0,0,0,0,0,0
X600028.SH,0.665634715033899,0,0,0,0,0,0,0.090391926451235,0,0,0,0,0,0,0,0,0,0.0275138068216609,0,0.0340364793577696,0,0,0,0,0.0589405082791656,0,0,0,-0.0298629049538202,0,0,0,0,0,0,0,0,0,0,0,0.00434125715258723,0,0,0,0,0,0,-0.0459539955767966,0,0,0.0124875700247868,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.371297925168791,0,0.209839581304054,0,0,0,0,0,0,0,0.042224317569912,0,0.00491106361566961,0,0.0201692512965864,0,0,0.0838559961805832,0,0,0,0,0.0602049998281795,0,0.0456066082978258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0.0047572586100638,0,0,0.013461215479654,0.0432894765176744,0.0865080349219269,0.146462242498834,0.00527726830301985,0,0,0.177466466955375,0,0,0,0,0.0142162628933754,0,0,0,0.182274285747644,0.0686341871197752,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131129734233736,0,0,0,0,0,0,0,0,0,0,0,0,0.00905963625351774,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.117975667444006,0,0,0,0,0,0,0,0,0,0,0.034774964865324,0.172339645074116,0.0664685137465603,0,0.333603323967735,0,0,0.0249744947264427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0484037044975069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0.0491126235964699,0,0,0,0,0,0.00309723338078917,0.196192914919835,0,0.167756319168451,0,0.0233941127563391,0,0,0.0509644431070404,0,0,0,0.058525436259525,0,0,0,0,0,0,0,0,0,0.103862578107851,0,0.0338406937511803,0,0,0,0.183956250405146,0,0,0,0,0,0,0,0,0,0.0759250440602115,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0.37895996890344,0,0,0,0,0,0,0,0,0,0.0155815218765453,0,0,0,0,0,0.0652595438369836,0.139424227970389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00354270475406853,0,0,-0.0176733270977153,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0.0467856089448219,0,0,0,0,-0.0384420210515409,0.158045393633815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.239849043042301,0,0,0,0,0,0,0,0,0,0,0,0,0.0610260388552983,0,0,0,0,0,0,0.0342489694644611,0,0,-0.00606359130409693,0.0377716379330286,0,0,0,0,0,0
X601898.SH,0,0,0.150691054714852,0,0.163133333160209,0,0,0.162077709549812,0,0,0.0933249738865758,0,0.0391804071020527,0,0,0,0,0,0,0,0,0.00637973568637568,0,0.125232298410343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0533684764619293,0,0,0,0,0,0
X600010.SH,0,0,0,0.190369864752333,0,0,0,0,0,0,0,0,0,0,-2.77555756156289e-17,0,0,0,0,0,0.103925370585571,-0.022843597074817,0,0,0,0,0,0,0,0,0,0,0.073600890940218,0,0,0,0,0,0,0.139696119708647,0,0,0,0.248761000143802,0,0,0,0,0.116731431529151,0,0.0372427964438643,0.0449885393377391,0,0,0,0,0,0
