,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X601898.SH,X600188.SH,X600019.SH,X600547.SH,X600886.SH,X600585.SH,X600011.SH,X600660.SH,X601600.SH,X600795.SH,X000792.SZ,X600489.SH,X600362.SH,X600010.SH,X000708.SZ,X600111.SH,X600803.SH,X600027.SH,X002460.SZ,X601991.SH,X600160.SH,X000301.SZ,X600426.SH,X002466.SZ,X000983.SZ,X601699.SH,X000786.SZ,X600176.SH,X600219.SH,X000807.SZ,X600985.SH,X002128.SZ,X000630.SZ,X000933.SZ,X000877.SZ,X601168.SH,X600096.SH,X000408.SZ,X000883.SZ,X000027.SZ,X600378.SH,X000932.SZ,X600995.SH,X002353.SZ,X002271.SZ,X600299.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.706886190762835,0,0,0,0.0730184687047847,0,0,0.0830505628073076,0,0,0,0.110555414171521,0,0,0.132256144993849,0.0681507775356619,0,0,0,0,0,-0.0947248821567487,0.0361567846838337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0205139780189894,0,0,0,0,0,0.00233756273350657,-0.0278071964292527,0,0,0,0,0,0,0,-0.064913915394928,0,0
X600028.SH,0.38458200449391,0,0.140212880668394,0.0406322798200517,0.0787054469054596,0,0.12993783903977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.057087353927176,0,0,0.024354909174886,0.079948464135617,0,0,0,0.0610662732321662,0,0,0,0,0,0,0,0,0,0,0.00387536755350996,0,0,0,0,0
X601088.SH,0,0.28814848994782,0,0,0,0.180581445940818,0,0,0,0,0,0,0.140242944844874,0,0,0,0,0,0,0,0,-0.0126366780468797,-0.0600467861748687,0,0,0,-0.0072842546249191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0550917116549403,0,0,0,0,0,0,-0.00770294955298825,0,0,0,0.066604603744895,0,0,0,0,0,0
X600309.SH,-0.0072404364502298,0,0,0,0,-0.0615621746488604,0,0,0,0,0,0.0762322263292802,0,0,0,0,0,0,0,0,0.0239521108437912,0,0.182854093871921,0,0,0,0,0,0,0,0.00189236575107056,0,0,0,-0.0143799672612613,0.213744996706256,0,0,0.108227306496278,0,0,0,0,0,0,0,0,0,0.0449722150454034,0,0,0.10186669423867,-0.198918609537687,0,0,0,-0.0296799372800903,0,0
X601898.SH,0.044895532226279,0.22225413122942,0.0194670619976432,0,0,0.18125633695195,0,0,0.0269777180996771,0,0.0550727546137103,0,0.170817873091496,0,0,0,0,0,0,0,0,0.0608176292046613,0,0,0,0,0,0,0,0.195218420026902,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0.00857782769088518,0,0,0,0,0,0,0,0,0.0475174273890996,0,0,0,0,-0.00654687830572132,0,0
X600188.SH,0,0,0.173921598525097,0,0,0,0,0,0,0,0,0,0.00679268717670592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.656046534570486,0,0,0,0,0.332781203756035,0,0,0,0,0,-0.0298887361124502,0,0,0,0,0,0,-0.055275283162607,-0.152599159145854,0,0,0,0,0,0,0,0.0278031729768896,0,0
X600019.SH,0,0.0395472986835231,0,0,0.211223682818823,0,0,0,0,0,0.210599672604189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0340860904894774,0,0,0,0,-0.280808973898929,0.0796173368437371,0,0,0.234141245368964,0,0,0.12544360386292,0,-0.0439319489263506,0,0,-0.00491293979558332,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.586898015753725,0.208404359811895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0895575871871564,0,0,0,0,0,0,0,0.00838765093411304,-0.0232210114154861,-0.29987430899226,0.146937553964602,-0.00261641493823681,0,0,0,0,0.0426958057955515,0,0
X600886.SH,0.291329365821357,0,0,0,0,0,0,0,0,0,0,0,-0.00612417338838423,0.086402789076189,0,0.0536127768989747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,-0.319910387326776,0,0.111958850232181,0,0,0,0,0,0,0,-0.158774043195518,0,0,0,0,0,0,0,0,-0.133219596474166,0,0,0.0879746074080171,0,0,-0.00150214844163597,0,0
X600585.SH,0,0,0,0.102079321924601,0,0,0,0,0,0,0,0,0,0,0.241836293339372,0.0923176821667204,0,0,0,0,0,-0.0122387412627853,0,0,0,0,0,0.0881628333101839,0,0,0.0620010774165418,0.0845125317401699,0,0,0,0,0,0,0,0,0,-0.00424615991402143,0,0,-0.123109493662993,0,0,0,0,0,0,0,-0.000225575837259806,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163319258037576,0,0,0,0,0,0,0,0.120520107324702,0,0.375225304967989,-0.0250347857508402,0,0,0,0,-0.0436416771987459,-0.0813255337145772,-0.00896772000497188,0,0,0,0,0,0.0628891809595305,0,0,0,0,0.0843133768441978,0,-0.0341545403341793,0,0,0,0,0,0,0.0481954486990497,-8.67361737988404e-19,0,0,0,-0.0791453633810382,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.042505769269213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.219949922139728,0.0876680563773899,0,0,0,0,0,0,0,-0.0487300136898735,0,0,0,0,0,0,-1.73472347597681e-18,0,-0.00834606830030659,0,0,0,0,-0.30424830561115,0,0,-0.0381440182298186,0,0
X601600.SH,0.268215389037922,0,0,0,0,0.00211475136599107,0,0,0,0,0,0,0,0,0,0,0.278655605450587,0,0,0,0,0,0,0,0.0821979445699158,0,0,0,0,0,0,0,0,0.237852776628229,0,0.0604327222626478,0,0.0944831481022454,0,0.0466470621629108,0,0,0.133891624313069,0,0,0.116723943600625,0,0.194942356425528,0,0,0,0,0.133149118141976,0,0,0,-0.0212728236675872,0,0
X600795.SH,0,0,0,0,0,0,0,0,0.0756478981687253,0,0.136530933383724,0,0,0,0,0,0,0,0,0,0,0.233168753860708,-0.017474845902487,0,0,-0.0711819955070651,0,-0.0576365011795775,0,0,-0.120613949861591,0,0,0,0,0,0,0,0,0,-0.0408621497813656,0,0.270013925806532,0,0,0,0,0,0,0,0,0,0.0060065132469799,0,0,0,-0.011561724180256,0,0
X000792.SZ,0,0,0,0.00843418265808015,0,0,0,0,0,0.019570737995087,0,0,0,0,0,0.115944133542029,0,0,0,0,0.0904501907408288,0,0.268432838472354,0,0,0.154121720770674,0,0,0,0,0,0,0,0,0,0.0395739598599027,0,0,0,0,0,0,0,0,-0.0475756351332241,0,0,0,0.0079456140990907,0,0,0,-0.023898857169397,2.16840434497101e-19,0,0,0,0,0
X600489.SH,0.290139525895153,0,0,0,0,-0.0540411937501718,0,0.689906744574235,0,0,0,-0.22849102596901,0,0,0,0,0,0.267321894540262,0,0,0,0,0,0.0357113354522302,0,0,0,0,0,0,0,0,0,0,0,0,0.0113191072170934,0,0,0.0562794242403879,0,0.0176883973692813,0,0,-0.0922266373897139,-0.25918879285111,0,0,0,0,0,0,0,0,0,0,-0.0554470564621901,0,0
X600362.SH,0,0,0,0,0,0,0,0.0221537187146497,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0812649658324387,0.0217944581176812,0,0,0,0,0,0,0,0,0,0,0,0,0.0404564589560475,0.494107929900501,0,0,0.232584040537921,0,0,0,0,0.0266050591050142,0,0,0,0,0,0,0,0,-0.0122068508339951,0,0,0.0104971972943237,0,0
X600010.SH,0,0,-0.121864122934659,0,0,0,0,0,0,0,0,0,0.0540563510926335,0,0,0.00467187499216327,0,0,0,0,-0.100717605514563,-0.0740293659609823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0776388566594642,0,0.185637814375517,0,0,0,0.116294497620219,0,0,0.0922908413364301,0,0,0.0121523176537198,0,0,0,0,0,0,0,0.0347790649732317,0,0
X000708.SZ,-0.0274633827851873,0,0,0,0,0.0331668603664892,0,0,0,0,0,0,0,0,0,0,0,0.228803738014483,0,0,0,0,0,0,0.0511946358496967,0,0,0,0,0,0,0,0,0,0,0,0,0.0689748788941349,0,0,0.207525922689636,0,0,0,0.0380671426575344,0.046159792796771,0,0.0763132068681217,0.0184145242777384,0,0,0,0,0,0,0,0.0410638274865128,0,0
X600111.SH,0,0,0,-0.0952327874545891,0,0,0,0.124006732209201,0,0,0,0,0,0,0,0,0.154108705520129,0.051658012321492,0,0,0,0,0.229764405915931,0,0,0,0,0,0,0,0,0.120058698857888,0,0,0,0,0,0,0,0,0,0.0265186950481034,0,0,0.112423781283692,0,0,0,0,0,0,0,0,-0.0295294095500985,0,0,0.0227388635897461,0,0
X600803.SH,0,0,0.113359047042581,0,0,0,0,0,0,0,0,0,0.0458717710101968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0297978793868182,0,0.154679451572979,0,0,0,0,0,0,-0.0100766151984188,0,0,0,0,0,0,0.01527259747879,0.0406610808691057,0,0,0,-0.0583886778661614,0,0
X600027.SH,-0.0361992554424296,0,0,8.67361737988404e-19,0,0,0,-0.154788126438956,0,0,0.958156524661998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0918238030504672,0,0.12545607714726,0,0,0,-0.010835741146075,0,0,0,0,0,0.214965294437359,0,0,0,0,0,0,0,0,0,0,0,0.12949829475761,0,0,0,0,-0.0206526646414983,0,0
X002460.SZ,0,0,0,0,0,0,0,0,-0.0746260627352601,0,0,0.0249151661865904,0,0,0.0969352741911035,0,0,0,0,0,-0.0292266547992944,0,0,0,0,0.0449286684967182,0,0.775080485123939,0,0,0,0,0,0,0,0,0,0.0242667838457908,0,0,0.0326644561976456,0,0,0,0,0.00506271790720101,0,0,0.0422237023387555,0,0,-0.0466018394206665,-0.000688852764020404,0,0,0,0.00567140920925416,0,0
