,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X600547.SH,X601898.SH,X601600.SH,X000723.SZ,X600352.SH,X601991.SH,X600660.SH,X600688.SH,X600188.SH,X600886.SH,X600795.SH,X600362.SH,X601992.SH,X600801.SH,X600027.SH,X000898.SZ,X600111.SH,X600176.SH,X000786.SZ,X002466.SZ,X600516.SH,X000709.SZ,X002460.SZ,X002271.SZ,X600299.SH,X600489.SH,X000629.SZ,X601158.SH,X600219.SH,X002110.SZ,X000990.SZ,X600808.SH,X000883.SZ,X000553.SZ,X000630.SZ,X600985.SH,X000027.SZ,X600583.SH,X600157.SH,X000825.SZ,X600426.SH,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0.0375195479168498,0,0,0,0,0.124707466487118,0,0,0,0,0,0,0,0,0,0,0.0182444651606433,0,0,0.00584459803278064,0,0,0,0,0,0.0550467269595178,0,0,0,0,0,0,0,0,0,0,0,0,0.0998672234001875,0,0,0,0,0,0,0,0,-0.0104868348746856,0,0,0,0,0,0
X600028.SH,0,0,0.18063801889145,0,0,0.0313756757937544,0,0,0,0,0.048087676897897,0,0.0118209209268341,0,0,0.00888010977835431,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.0372276260458762,0,0,0,0,0,0,0,0,0,0,0,0,0,0.080133749186619,3.46944695195361e-18,0,0.100729495087357,0,0,0.00187988009479421,-0.0182179000074359,0,0,0,0,0,0
X601088.SH,0,0,0,0.0653217752014852,0,0,0,0,0,0,0,0,-0.102529918401577,0,0,0,0.24830787811895,0,0,0,0,0.12220279466922,0,0,0.0522205941562983,0,0.0627017793212221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00255041398573733,0,0,0.0309129923354387,-0.0416442226122107,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.176420748179556,0,0,0,0,0,0,-0.0211687766145209,0,0,0,0,0,0,0,0,0.490650822180541,0,0,0,0,0,0,0,0,0,0,-0.0313943267351752,0,0,0,0,0,-0.00853834639999545,0,0,0,0,0,0,0,-0.000857792765913988,0,0,0,0,-0.0171642443088983,0.00155785568496339,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0.0105222352872932,0.0545983484472754,0,0,0,0,0.0759658529201896,0,0,0,0,0.167507865188805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0896450100759363,0,0,0.126209515945021,0,0,0,0,0.00502894546366053,0,0,0,0,0.0111074045715318,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.122774550271508,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0259707157440622,0,0.0323396878129692,0,0,0,0,0,0,0,-0.091911394976834,0.401443055792355,0.0616054290647176,0,0,0,-0.0625207267942473,0,0,0,0,0,0.17681368154643,0,0,0.0373942534215617,-0.00139995050246895,0,0,0,-0.0510586355120235,0,0
X600011.SH,0,0,0,0,0,0.0868661936683836,0,0,0,0,0,0,0.163209209119389,0,0,0,0,0,0.18959858053567,0,0,0,0.387810791319465,0,0,0,0,0,-0.0658273901659382,0,-0.0416855104811524,0,0,0,0,0,0,0,-0.0509638794198465,0,0,0,0,0,0,0,0.0232750074330726,0,0,0,0,0.0319051532835441,0.0427315173809327,0,0,0,0.0248618831784343,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118007390880131,0,0,0,0,0.120667150936952,0,0,0,0,0,0.0414265507053269,0,0,0,0.165321717865629,0,0.243291904978033,0,0,0,0,0,0,0,0,0,0.157758727081632,0,0,0,0,0,-0.0099425378271993,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0190154100151701,0.00720674607539771,0,0,0,0,0,0,0,0,0,0,0,-0.0137900666698619,0,0,0,0,0,0,0,0.118017691013501,0.396902641949381,0,0,0,0,0.0145198972118996,0,0,0.0210927753564038,0,0,-0.0406323841984041,0,0.111116366003473,0,0,0,0,0,0,0,0,0,0.0260937093251935,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0.0116106747855495,-0.0213972009959203,0,0,0,0.301686324791785,0,0,0.0445899846532713,0,0.0159892063786804,0.0357822870013324,0,0.115233853958374,0,0,0,0,0,8.67361737988404e-19,0.085598275342983,0,0,0,0,0,0,0,0,0,0,0,0.0100325174773244,0,0,0.050549944076251,0,0,0,0,-0.0149445086333105,0,0,0,0,-0.0155260266964908,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0.0220710429816035,0,0,0,0,0,0,0,0.0272559434177736,0,0,0,0,0.283577727502028,0,0,0,0.010345576615973,0,0,0,0,0,0,0,0.255823413398627,0,0,0,0,0,0,0,0,0,0.035146300758293,0,0.142448103101227,0,0,-0.016880997484297,0,0,0,0,0,0,0
X000723.SZ,0,0,0,0.317048451582557,0.270437559178722,0,0,0,0,0,0,0,0.506404925469239,0,0,0,0,0,0,0,-0.0714775650689808,0,0,0,0,-0.312357227515106,0,0,0.344927696310174,0,0,0.548472239796091,0,0,0,0,0,0.318997369561515,0,0,0,0,0,-0.00732242778301445,0,0,0.126028690981686,0,0,0,0,0.013211402108098,1.73472347597681e-18,0,0,0,-0.0569866964744349,0,0
X600352.SH,0,0,0,0,0,0,0,0,0.0225318235844102,0,0,0.0650488384996786,0,0,0,0,0,0,0,0.00122433190017918,0,0.0895557948678749,0,0,0,0,0.400146501375249,0,-0.244973284851358,0,0,0,0,0,0,0,0,0,0,0,0,0.246625576561263,0.193430934879688,0,0,0,-0.124709833028793,0,0,0,0,-0.130063118399229,0.27600680432009,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0.0761864975254689,0,0,0,0,0,0,0,0,0,0,0,0.0063269917157447,0.0441915029592752,0,0,0,0.0643813614537785,0,0,0,0,0,0,0,0,0,0.105451248986407,0,0.119923826785332,0,0,0,0,0.0232534339131537,0,0,0,0,0.0637452137543628,0.00874661575373931,0.0486590212583192,0,0,-0.00205114670114811,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.036119644211592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0591037646564189,0,0.0521444268302989,0.123166975295183,0.141681180420156,0.0270394346300202,0,0,0,0,0.0179314165754154,0,0,0,0,0,0,0,0,0,0,0,0,0.0393945208826459,0.0290502102848525,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0
X600688.SH,0,0,0.0524165185271738,0,0,0.0853288215237544,0,0.0700483989888753,0,0,0,-0.00892677666799213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00989333080927354,0,0,0,0,0,0,0,0.133403930290972,0,0,0.0194206909528286,0,0,0,0.0596824971941852,0,0,0,0,-0.00706688679346638,-0.0306143250634843,0,0,0,-0.0234956490473094,0,0
X600188.SH,0,0,0,0,0,0,0,0.00307858280435876,0,0,0,0.0382014222713769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000574242911454276,0,0.116476784934485,0,0.0279021749824577,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.120463040688621,0,0.190108467226314,0.0672406082451009,0,0,0,0,0,0,0,0,0
