,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600688.SH,X600795.SH,X601600.SH,X600027.SH,X601991.SH,X600547.SH,X600111.SH,X600157.SH,X600188.SH,X600362.SH,X002466.SZ,X600886.SH,X600623.SH,X601992.SH,X600309.SH,X600299.SH,X000792.SZ,X600489.SH,X600660.SH,X300072.SZ,X600549.SH,X601158.SH,X600583.SH,X000883.SZ,X002075.SZ,X000723.SZ,X000709.SZ,X600352.SH,X000539.SZ,X002407.SZ,X000898.SZ,X002460.SZ,X000027.SZ,X002470.SZ,X000761.SZ,X000630.SZ,X000983.SZ,X000012.SZ,X000060.SZ,X600176.SH,X600021.SH,X600219.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,-0.00969311347335952,0,0.102891413103136,0,0,0,0,0,0.0694160481283488,0,0,1.73472347597681e-18,0,0,-0.0161033856275358,0,0.177873644047423,0,0,0,0,0,-0.0239144268249996,0,0,0,0,-0.041848540019905,0,0,0,1.73472347597681e-18,0,-0.0373845290796293,0,0,0,0,0,0,0,0,0,0,0,0,0.00521293010257037,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.251338169279731,0,0,0,0,0,0,-0.0331932158350988,0,0,0,0,0,0,0.132229027107983,0,0,0,0,0,-0.0115461989628386,0,0.0606726694571711,0,0,-0.0490404590974024,0,0,0,-0.039577804064889,0,0,0,0.00787555665038597,0,0,0,0,0,0.00462291940939226,0,0.023648628608156,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.0126708778195362,0.231663976110674,0,0,0,0,0,-0.0240664977212731,0.0237723472688763,0.0483019995862586,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0.0424005906504268,0,0,0,0,0.0608795763697281,0,0,0,-0.0103313442568668,0,0,0,0,0,0,0.040694035758687,0,0,0,0,0,0,0,0.0167485284181288,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.0457651315840773,0,0.0567406287747215,0,0,0,0,-0.0202075912911246,0.00727246957060513,0,0,0,0,0.127780934357757,0.047173615365273,0,0,0,0.0935779404714981,0,0,0,0,0,0,0,-0.0359268057286928,0,0,0,0,0,0,0.0228657633011599,0.121823080510534,0,0,0,0.010634898290746,0,0,0,0,0,0,-0.0204208591745942,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.0170732874700744,0,0.0324331618452695,0,0,0,0.3466436421029,0,0,0,0,0,0.0324413219868641,0,0,0,0,0,0,0.0283987415263372,4.33680868994202e-19,0,0,0,0,0.158134555855076,0,0,0,0,0,0,0,0.0090315299839947,0,0,0.00585495519272852,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0430592692198952,0,0,0,0,0,0,0,0.0788810951334436,0.110678403511869,0,0,0,-3.46944695195361e-18,0.0364099198303418,0,0,-0.00685937333576917,0.23834231679652,0,0,0,0,0,0.00873066561691313,0,0,0,0,0,0,0,0.00382692523996655,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0956109793826123,0.198610791533623,0,0,0,-0.00765851195733352,0,0.0635452859639069,0,0,0.0965911799909053,0,0,0,0,0.112721691979276,0,0,0,0,0,0,0,0,0,0,0.0948381638871398,0,0,0,0,0,0,0,-0.177254884072633,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.0105262968102589,0,0.128434193215277,0,0,0,0,0,0,0,0.00434421961923634,0,0,0,0,0,0.146743634409934,0,0,0.0661916576371314,0.0276561336206674,0,0,0,0.0361921346707133,0.0405395393156703,0,0,0,0,0,0,0,0,0.0778052265889273,0.0285417864438692,0.16552281381645,0,0,0.0703421530946762,0,0,0,0,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0316962862394391,0,0,0,0,0,0,0,0.150941534136499,0.0912759912686456,0,0,0.207875172053456,0.0898758754817256,0,0.0222219565937328,0.249640571685445,0.0739691513299269,0,0,0,0,0,0,0,0,0,0.00806299214453933,0,0,0,0.0327563112042716,0,0,0,0,-0.0329433440360633,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0.0110984779558268,0,0.010909928593442,0,0,0,0,0,0.0624040268841937,0.018806051810707,0.0351684659206938,0,0.00422520327840143,0,0,0,0,0.0472975350287632,1.73472347597681e-18,0,0,0.0305906271315263,0,0,0.0903858524614828,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0.0124299612529471,0,0,0,0,0,0,0,0.0224372555383092,0,0,0,0,0,0
