,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X600011.SH,X600585.SH,X600660.SH,X600886.SH,X601600.SH,X600547.SH,X000792.SZ,X600795.SH,X002466.SZ,X000708.SZ,X601699.SH,X002460.SZ,X000301.SZ,X600010.SH,X600111.SH,X600362.SH,X000983.SZ,X600027.SH,X000877.SZ,X600426.SH,X600803.SH,X000786.SZ,X600160.SH,X600489.SH,X601991.SH,X600985.SH,X002271.SZ,X000408.SZ,X000630.SZ,X000933.SZ,X000932.SZ,X600176.SH,X000807.SZ,X601168.SH,X600612.SH,X600348.SH,X002128.SZ,X600219.SH,X300037.SZ,X000027.SZ,X600096.SH,X600157.SH,X600378.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.244694714479678,0,0.220393833933149,0,0,0,0.0322957922750082,0,0,0,0.10965144274753,0,-0.421934869925298,0,0,0.182296432325028,0,0,0,0,0,0,0,-0.0270120152104209,0,0,0,0,0,0,0,0,0,0.217741080821309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0251105195655479,0,0.0109808194137065,0,0.152475821720127,0.0769500225865451,0,0,0,0
X601088.SH,0,0,0,0,0.248115993363894,0.190704097580398,0,0.0633815523930415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0208207466110093,0,0,0,0,0,-0.193295613864858,0,0,0,0,0,0.0603145497011847,0,0,0,0,0,0,0,0,0,0,0,0,0.00851880583506592,0,0.00541206731561184,-0.00637398376581005,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.043818726447481,0,0,0,0,0,0,0.172122489088934,0,0,-0.0179396351091218,0,-0.0639966050635789,0,0,0,0,0,0,0.0407993371866949,0,0.0149861941173989,-0.0875915181462738,0,0,0,0,0,0,-0.0680098207587665,0,0,0.444172791214849,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0139700442532454,0,0,0,0,0,0,0
X600309.SH,0.0293794671495043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017015992226617,0,0,0.0435753886408909,0.217362747707235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.321007548993059,0,0,0,0,0,0,0,0,0,0,0,0,0.132252114278893,0,0,-0.0234339365993578,0,0,0,0,0,0
X600188.SH,0,0.132197660692068,0,0,0,0.186976404547247,0,0,0,0,0,0,0.078974795317853,0,0,0,0,0.0394865421369662,3.46944695195361e-18,0,0,0,0.0694303707983048,0.272946302071651,0,0.150011162098076,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0.140896374302901,0,0,0,0,0,0,0,0,0,-0.00542674966874881,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.47060922619433,0,0,0,0,0,0,0,0,0,0,-0.00309849826840837,0,0,0,0,0,0,0,0.0144318738843613,0,0,0,0,0.186538819116593,0,0,0,0,0,-0.0239523834127585,0,0,0,0,0,0,0,0.193300029470997,0,0,0,0,-0.126746381947773,0,0,0.0592370058640009,0.00467093376427447,-0.0264235924181279,0.121265683095902,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.0356061525473003,0,0.193692780656724,0,0,0,0,0,0,0,0,0.11460964108502,0.00624869741252441,0.0332033718435303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.123744297824881,0,0,0,0.140830282811736,0,0,0.10229353865348,0,0,0,0,0,0,0,0,0.00771351897973477,0,0,0.00276661738877576,0,0,0,0,0,0
X600011.SH,0.181889040819592,0,0,0,0,0.0606921461876656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.324737637203392,0,0,0,0,0,0,0.133141728771089,0,0,0,0,0,0,0,0,0,0,0.0663913652781509,0,0,0,0,0,0,0,0,0.00971878341638174,-0.00589809200496054,0,0,0,0,0,0
X600585.SH,0.178454587687519,0,0,0.100313952279731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165237477528042,0,0,0,0,0,0,0,0.0391136685510658,0,0,0,-0.0541942844236104,-0.0303613880607223,0,0.0366629766310232,0,0,0.0349044778779355,0,0.0546809396173692,0,0,0,0,0,0,0,0,0,0,0,0,0.0068159340612436,0.00743463349175195,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0.0497009478054323,0,0.0363571806645807,0,0,0,0,0,0,0,0,0,0,0,0.012868504261504,0,0,0,0,0.0997777955481578,0,0,0,-0.189639075332677,0,0.0145013061988629,0,0,0,0,0,0,0,0,0,0.0845539171413114,0,0,0,0,0,0.0331311613236446,-0.00940342541000888,0.242461225252367,0.140593653709271,0,0,0,0
X600886.SH,0,0,0,0,0,0.123028815467234,0,0,0,0,0,0,0,0,0.179895731791173,-0.0260076381454772,0,0.0602713934843091,-0.0290093677300336,0,0,0,0,0,0,0,0,0,-0.0649938142613856,0,0,0,0,0,0,0,0,0,0,0,0,0.0555090661241396,0,0,0,0.0692745480275854,0,0,0,0.0526452809783203,0.103823155132426,-0.00464458567558186,0.0138374599146057,0,0,0,0,0,0
X601600.SH,0.236114538176521,0,0,0,0,0,0,0,0,0,0,0,0,0.0743255505394301,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0545596201311475,0.12264511585977,0,0.0129884097579259,0,0,0.156049690930889,0,0.0795683064598846,0,0,0,0.0666299365778424,0.172025154393132,0,0,0,0,0,0,0,0,0,0,-0.0216477872723247,0.0189703495061678,0,0,0,0,0,0
X600547.SH,0,0,0,0.0122785773745727,0.0429283154555853,-0.0266577994504403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00899951653634842,0,0,0,0.615934525260484,0,0,0,0,0,0,0,0,0,0.0658234189243331,0.0605360688823439,0,0,0,0,0,0,0,0,-0.0797019063205812,-0.0038480080082029,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0.034898142730863,0,0,0,0.107638441811688,0.0615300085010569,0,0,0,0,0.351452549213825,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0506207466104384,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0.0818283548730294,0,0,0,0,0.249416945856851,0,0,0,0,0,0.0899788428716937,0,0,0,0,0,0,0,0.195083441886159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074787560658268,0,0,0,0,0,0,0,0.0137975885907721,0,0.0148369809111028,-0.0283008305570999,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0.860305123870027,0.280289334399953,0,0,0,0,0,0,0,-0.311099628069789,0,0,0,0,0,0,0.0903606836359299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0473303323351897,-0.00680631871703723,-0.0165794277492478,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0.379211529152551,0,0,0,0,0.133648444845317,0,0,0.211105399967855,-0.115486903128537,0,0,0,0.312218513195273,0,-0.0170551733218866,0,0,0,0,0,0.0359451645157393,0.0391323065495232,0,0.013818018060314,0,0,0,0,0,0,0,0,0.052878177406561,0,0.0821678845112657,0,0,0,0,0,0,0,0,0,-0.0249743290340592,0.0290429871260499,0,0,0,0,0,0
X601699.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0633197648478714,-0.16690438779074,0,0,0.109601196773521,0,0,0,0,0,0,0,0,0.564196620597708,0,0,0,0,0,0,0,0,0,0,0,0,-0.0108466809778204,0,0,0,0,0,0.0216867256151048,0,0.0930307661877918,0,0,0,0,0
X002460.SZ,0,-0.0818260743151523,0,0,0,0,0,0,0,0,0,0,-0.0849213067572217,0,0,0.703374360162997,0,0,0,0,0,0,0,0,0,0,0.311516112248225,0,0,0,0,0,0,0.0563669072018778,0,0,0,0,0,0,0,0,0,0,0,0.0422677908067145,0,0,0,0,0,-0.0148279865790115,0.00347336240015659,0,0,0,0,0,0
X000301.SZ,0,0,0,0.0226226806200998,0,0,0,0,0,0,0,0,0,0.12505100043545,0,0.0977413410055188,0.238866731212642,0,0,0,0,0,0,-0.00179466181864026,0,0,0,0,-0.0794690525023132,0,0.0524788576383005,0,0,0,0,0,0,0,0,0.00813673493534755,0,0,0,0,0,0,0,0,0,0.0328605174452947,0,0.0242590177061019,0,0,0,0,0,0,0
X600010.SH,0,0,0.0737067550511477,0,0,0,0,-0.0942417206048528,0,0,0,0,0,0,0,0.0308675187318494,0,-0.0111730661687546,0,0.100410548513204,0,0.416701369490912,0,0,0.0876721329129222,0,0,0,0,0,0.0354730659148996,0,0,0,0,0,0,0.00583722309005362,0.0234840312521069,0,0,0.0029390476412096,0,0,0,0,0,0,0,0,0,0.0584844490237032,-0.041457815954875,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0777921731126965,0,0,0.0418383253450567,0,0,0,0,0,0,0.141147142307456,0,0,0,0,0,0,0,0,0,0.148999312258167,0,0,0.276602266470579,0,0,0,0,0,0,0,0,0.0643151046793789,0,0.0434646975135626,0,0.0272690260011411,-0.0217427680122762,0,0,0,0,0,0
X600362.SH,0.0421187096989339,0,0,0.0491673461659768,0,0,0,0,0,0,0,0,0,0.0815167470368776,0,0,0,0,0,0,0,0.000977807679730866,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199973869114905,0,0,0,0.00396904655387779,0.0621139486958103,0,0,0,0.372878880091143,0,0,0,0,0.0124541814329624,0,0,0,0,0,0,0,0,0
