,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X000708.SZ,X600011.SH,X002460.SZ,X601898.SH,X600660.SH,X600010.SH,X601600.SH,X600886.SH,X600801.SH,X600362.SH,X600688.SH,X002271.SZ,X000786.SZ,X002466.SZ,X600188.SH,X600352.SH,X600795.SH,X601991.SH,X601992.SH,X600111.SH,X600027.SH,X000723.SZ,X600176.SH,X600299.SH,X002353.SZ,X000792.SZ,X600489.SH,X600516.SH,X000553.SZ,X000898.SZ,X600426.SH,X601158.SH,X000401.SZ,X002075.SZ,X000932.SZ,X600219.SH,X600126.SH,X000709.SZ,X000883.SZ,X600583.SH,X600808.SH,X600612.SH,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.0658429645097531,0.0637175484905756,0,0,0.0644714114526585,0,0,0,0,0,0,0.0281882413114074,0,0,0,0,0.0870167119042591,0,0,0,0,0,0,0,0.118664318531728,0,0,0,0,0,0,0.0422408754438548,0,0,0,0,0,1.73472347597681e-18,0,0.196732757501084,0,0,-0.0132020155403858,0,0,0,0,0,0,0
X600028.SH,0.366429444696079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0.00898359179894493,0,0,0,0,0,0,0,0,0.0656327979757233,0,0,0,0.0511601793601053,0,0,0,0,0,0,0,0,0,0,0.000316727327355746,0,0.0653028037179012,0,0,0.022039716191448,0,0,0,0,0.0725323817426525,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0305942649747983,0,0,0,0.00300327163885025,0,0.233070383242,0,0,0,0.0271101892203679,0,0,0.0261668251872966,0,0,0,0,0,0,0.0238870386433118,0.109977028364611,0,0,0,0.0537746858385154,0.00886652638092645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,-0.00697002667597103,0,0,0,0,0,0,0,0,0.419196117912076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183090496425569,8.67361737988404e-19,0.0937137668620101,0,0,0,0,0,0,0,0,0,-0.000144026281941368,0.0140558734004632,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.388535943087981,0,0,0,-0.0133584532244547,0,0,0,0,0,0,0,0,0.28287020663261,0,0,0,0,0.0653570593234692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137204732114292,-0.0261268683564867,0.0372673533281112,0,0,0,-0.107983677065194,0,0
X600019.SH,0,0,0,0,0,0,0,0.0237367433151782,0,0,0,0,0,0,0,0,0.0703446125220243,0,0,0.0546176697240123,0,0,0,0,0,0.0916029804659766,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115649816560296,0.0511811555940864,0.082562057660505,0.059401761583042,0,0,0,0.0992850994264895,0,0,0,0,0.0037806789567393,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,-0.0734097223984742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0327151866369913,0,0,0,0,0.850847770226035,0,0,0,0,0,-0.0552835036989327,0,0,0,0,0,0,0,0,0.312264066532061,0,0,0.0153230971247888,-0.00419699603549198,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,-0.025441750861031,0,0,0,0,0,0,0,0,0,0,-0.0591507419704084,0,0.226055295615142,0,0,0,0,0,0,0,0.221174257384324,0.265757095876265,0.246019572751124,0,0,0,0,0,0,0.174036172933008,0,0,0,0.132075825244236,0,0,0,0,0,0,0,0,0.0180041815964551,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0.0650174549567883,0,0,0,0,0,0,0,0.0238668893586968,0,0,0,0,0.164419044879887,0.0653764413205251,0,0,0,0.437623181762447,0.0304259660460814,0,0.036976764585975,0,0,0,0.010271206527808,0,0,0,0,0,0.01629783301544,0,0.00629148278919447,0.0152905323592011,0.0208975984355565,0.00780282392750943,0,0,0,0,0,0,-0.0155969900946777,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.95464894013076,0,0,0.0515925663282163,0,0,0,0,0,0,0.0819162672126014,0,0.0521309989985703,0,-0.152985240446259,0,0,0,0,0,-6.93889390390723e-18,0.241225339974498,0,0,-0.196506214077851,0,0,0,0,0,0,0,0,0,0,0,0,0,0.337002648267461,0,0,0,-0.0040625019966777,-0.0318899267545955,0.063927583663498,-0.378012135639939,0,0,0,0,0
