,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600795.SH,X601600.SH,X601991.SH,X600027.SH,X600688.SH,X600886.SH,X600157.SH,X600362.SH,X600111.SH,X601992.SH,X600188.SH,X600299.SH,X601158.SH,X600160.SH,X000792.SZ,X600623.SH,X000883.SZ,X000539.SZ,X600309.SH,X000709.SZ,X600583.SH,X600660.SH,X000898.SZ,X000027.SZ,X600352.SH,X600547.SH,X000629.SZ,X000630.SZ,X600489.SH,X600098.SH,X600578.SH,X002470.SZ,X002466.SZ,X600021.SH,X000060.SZ,X600022.SH,X000723.SZ,X300072.SZ,X600176.SH,X600808.SH,X600315.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.650999671220139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0352010693179943,0,0,0,0,0.0122672531801857,0,0.0157729419380694,0,0,0,0,0,0,0.0196578394742319,0,0,0,0,0,0,0.0210202139776413,0,0,0,0,0.0884110436187687,0,0,0,0.0031786006549465,0.00613787269935651,0,0,0,0,0
X600028.SH,0.325685793278429,0,0,0,0,0,0.0672012423989275,0,0,0,0,0,0,0,0,0,0,0,0.0657080438324058,0,0,0,0,0,0,0,0,0,0.174979699058652,0,0,0,0,0,0.0168527027539618,0,0,0,0,0,0,0,0.00124643258923465,0,-6.93889390390723e-18,0,0,0,0,0,0,0.00711867764741791,0.0401725739828337,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.301029205289492,0,0.193102451693604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0445576457494664,0,0,0,0,0,0,0,0,0,0,0,0.056923879371572,0.0235113254457721,0,0,0,0,0,0,0.0593285101371194,0,0.0134354144636878,0,0,0.00384531914991838,0,0,0,-0.036958618453176,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.0507204708213935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011299881492346,-8.67361737988404e-19,0,0,0.0661527310173806,0,0.0286799717255621,0,0,0,0,0,0,0,0,0,0.0647418584456259,0,0,0,0.282193954598162,0,0,0.0725260463678319,0,0,0,0,0,0,0.00454163994437416,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00516182469147094,0,0.43267133404213,0.0228954321862772,0.137424739509236,0,0,0,0,0,0,0,0,0,0,0,0,0.00373445184050959,0,0,0.126805612868814,0.0602161142517594,0,0,0,0,0.0263222336214553,0,0.0571407388193201,0,0,0,0,0,0,0,0,-0.00133257155822054,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151849452958787,8.67361737988404e-19,0,0,0.00299990664239431,0,0,0,0,0,0.170549394017605,0,0,0,0,0.0820736270349218,0,0,0,0,0,0,0.0135284087770575,0,0,0.103582557445064,0,0,0,0,0.0530126928340713,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0451238104577238,1.38777878078145e-17,0,0,0.0337924666783819,0,0,0,0,0,0.228032952909984,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.00182786705882484,0,0,0.0375818494442531,0,0.0487407110624411,0,0.0446486946149056,0,0.0718362455285541,0,0,0,0,-0.00989419207931144,0,0,0,0,0,0
X601898.SH,0,0,0.0488390280638204,0,0,0,0,0,0,0,0,0,0,0,0.0179348034399718,0.147098602205759,0,0.108792790233856,0.054903934094517,0,0,0,0.058745377131226,0,0,0,0,0.0882762746962246,0,0,0,0,0,0,0,0.0250757121304027,0,0.0527922423557176,0,0,0.0288238761114378,0.116143591913289,0,0,0.135016026196119,0,0,0,0,0,0,0.00930705728697348,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188078531351547,0,0,0.0301890705452415,0,0,0,0,0,0,0,0,0,0.0278360138531248,0.0463090704468042,0,0.0763295278098069,0,0,0.19275543378918,0,0.040558304704354,0.00354049165061332,0.024305823594032,0.0253974051043071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124955393820031,0.159206271614249,0,0,0.136882588186242,0,0,0.0126404452930559,0,0,0,0,0,0.0908218568760287,0,0,0,0,0,0,0.0205435175896084,0.036372249990692,0,0,0,0,0,0,0.0425246054117863,0,0.104550110586457,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0
