,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600585.SH,X600019.SH,X600011.SH,X601898.SH,X600547.SH,X601600.SH,X600660.SH,X000792.SZ,X600886.SH,X002466.SZ,X002460.SZ,X600111.SH,X600010.SH,X000301.SZ,X000708.SZ,X600426.SH,X600362.SH,X002271.SZ,X600795.SH,X000877.SZ,X601699.SH,X000983.SZ,X600176.SH,X600489.SH,X600027.SH,X600803.SH,X000807.SZ,X000786.SZ,X601991.SH,X000932.SZ,X600160.SH,X000630.SZ,X000933.SZ,X600219.SH,X000408.SZ,X000629.SZ,X600985.SH,X002080.SZ,X600612.SH,X600688.SH,X300037.SZ,X002353.SZ,X000539.SZ,X600096.SH,X601168.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.977249951923975,0,0,0,-0.00868883428790785,0,0,0.0244406134520606,0,-0.0267377698718964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0606289932671961,0,0,0,0,-0.016789324751818,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0744911990227828,0,0,0,0.169078169887102,0,0,-0.0241150718820429,0.0259806673518424,0,0,0,0,0
X600028.SH,0.575535183561773,0,0,0,-0.0121304269096905,0,0.0477858947304928,0,0,0,0.063707700641679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0370182082904921,0,0.094689246205157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0416058151375287,0.0334216243316917,-0.156736012553182,0,0,-0.00356078979408477,0.0370202626731909,-0.0164926035965734,0,0,0,0,0
X601088.SH,0,0,0,0,0.249791669076722,0,0,0,0,0,0,0,0,0,0,0,0.0278986371370594,0,0,0,0,0,0.0406349047523667,0,0.0620115961088785,0,0.019152672026622,0,0,0,0,0,0,0,0,-0.0264275737868996,0,0,0,0,0.0983138021152176,0,0,0,0,0,0,0,0,0.103555797280588,0,-0.0148690750585093,0,0,0,0,0,0,0
X600309.SH,0.0505941275496209,0.0104699176688952,0,0,0,0,0,-0.0351697613009441,0,0,0.0228163849088488,0.0272445550141608,0,0,0,0.176646710552378,0,0,0,0,0,0,0.132987563183371,0,0,0,0,0,0,0,0,0.0983638664688442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0373012058246218,0,0,0.0318137218742296,-0.0364603145555271,0,0,0,0,0,0
X600188.SH,0,0,0.721944212479189,-0.223409534389185,0,0,0,0,0,-0.196544765120592,0,0,0,0,0,0,0,0,0,0,0.17105506776082,0,-0.161755673298068,0,0,0.257614859074844,0.213479260012761,0,0,0,0,0.164429816131329,0,0,0,0,0,0,0,0,0,0,0,-0.28531191043358,0,0,0,0,0,0,0,0.0523086466641257,-0.065677193513952,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0.205640707338176,0,0,0,0,-0.228459599958117,0,0,0,0,0,0,0.101833927369557,0,0.0659043655722268,0,0,0,0,-0.219474145879509,0,0,0.0027462266693476,0,0.0348609343932615,-0.0571519526767046,0,0,0,0,0,0,0.206023906319778,0,0,0,0.126908655703444,0,0,0,0,0,0.0154342935698996,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.0269111284188604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133034289567935,0,0,0,0,0.105284105072288,0,0,0,0,0,0.13261483339956,0,0,0,0.313596855176657,0,0,0,0,0,0,0,0,0,0,-0.217568933770497,0.00293830116316403,0,0,0,-0.0291095209405653,-0.0118717918553068,0.0405719093114386,0,0,0,0,0,0
X600011.SH,-0.0196883195742522,0,0,0,-0.11897268771018,0,-0.0377289620952897,0,0,0,0,0,0,0.310302508931832,0,0,0,0,0,0,0,0,-0.176553185867455,0,0,0,0,0,0,0.383355513892336,0,-0.0458877899969997,0,0,0,0.075249320689036,0,0,0,0,0,-0.0283655216965149,-0.151701623379381,0,0,0.0352863001816334,0,0.296277360257785,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0956011949449557,0.231711838706905,0.136880076120318,0,0,0,0.144528010068528,0,0,0,0,-0.0324530608267881,0,0,0,0,0.095260783262191,0.0247819719298308,0,0,0,-0.18226054975596,0,0,0,0.109832397930016,0,-0.0080468567359516,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,-0.00574053382842482,0,0,0,0,-0.0481209517315233,0,0,0,0,0,0,0,0,0,0.099673327511791,0,0,0,0,0,0,0,0.282068568086797,0,0.0244533889197514,0,0,0,0,0,0,0,0,0,0,0,-0.0937486630132659,0,0,0,0.0468272790349495,0,0,0,0.00165104087296783,-0.0490665530827036,0,0,0,0,0,0,0
