,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600010.SH,X601898.SH,X601991.SH,X600688.SH,X601600.SH,X600660.SH,X600188.SH,X600886.SH,X600795.SH,X600362.SH,X000898.SZ,X600547.SH,X600027.SH,X002466.SZ,X601992.SH,X600516.SH,X600176.SH,X600111.SH,X600299.SH,X000709.SZ,X300072.SZ,X002460.SZ,X600352.SH,X600339.SH,X000825.SZ,X000553.SZ,X600808.SH,X600583.SH,X002110.SZ,X000629.SZ,X600801.SH,X000786.SZ,X000792.SZ,X601158.SH,X000883.SZ,X000301.SZ,X000932.SZ,X600426.SH,X600219.SH,X000408.SZ,X600489.SH,X000539.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.118966046547107,0.0941086543192235,0,0,0.126407322904613,-0.116087374254124,0,0,0.0162914519301635,0,0,0,0,0,0,0,0,0,0,-0.017873577456977,-0.0284132210489389,0,0,0,0,0,0,0,0,0.21157203314262,0,0,0,0,0,-0.074377282923985,0,0,0,0,0,0,0,0.0504608695692144,0,0,0,0,-0.126001572638762,0.0160340679632831,0.0119685231581957,0,0,0,0,0,0
X600028.SH,0,0,0.0887822032204171,0,0.138973288439148,0,0,0,0,0,0,0.0377942249346271,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00616201948708283,0,0.00788516287411777,0,0,0,0,0,0,0,0.0861213787488683,0,0,0,0,0,0,0,0,0.0253505470849386,0,0,0,0,-0.108028038824831,0.0124329453348361,0.00445475112272239,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.237998012806106,0,0.00909597581842209,0,0,0,0,0.180734913571148,0,0.113947398176482,0,0,0,0,0.0696676432642773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0851152121721735,0,0,0,0,0,0,0,0,0.12551385858343,0,0,0,-0.010671941177013,-0.0413555502810833,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0895892302487954,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0.0769492397448119,0,0,0,0,0,0,0,0,0,0.0663794812532713,0.0932288779308105,0,0,0.396533181425367,0.104796981692324,0,0,0,0,0,0,0,0,0,0,0,-0.0141235846073248,-0.0189530604686821,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,-0.018413230059263,0,0,0,0,0,0,0,0,0,0,0.0336849619958374,0.375008760923479,0,0,0,0,0,0.0380314600723046,0,0,0,0,0,0,0,0,0,0,0,0.0681747847864891,0,0.0633747503144231,0,0,0,0,0,0.269928632799753,0,0,0,0,0,0,0.00691732833462397,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0775484904876181,0.724850207858096,0.0519763035006633,0,0,0,0,0,0,0,0,0.0362392785394906,0,0,0.0122089954083905,0,0,-0.0165950506355288,0,0,0,0,0,0,0,-0.136072840555711,0,0,0.0949876063914009,0,0,0,0,0.0175637274950032,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0233463825880886,0,0,0,0.516279319440264,0,0,0,0,0,0,0,0,0.0742718931208913,0,0,0,0,0,0.0471484619159784,0.176153121381694,0,0,0,0,0,0.147043475470732,0,0,0,0,0,0.0224210585204468,0.00454106705914582,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.226351834302195,0,0,0,0,0.30810586979979,0,0,0,0,0,0,0,0,0.015761431620148,0,0,0,0,0,0,0,0.0979774010418974,0,0,0,0.0474132280653145,0,0,0.054612944964454,0,0,0,0.00828626612890437,-0.00780163717188431,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0.202827736962966,0,0.088653286236228,0,0,0,0,0,0,0,0,0.0726238355060081,0,0,0,0,0,0,0,0,0,0.0566147582605069,0,0,0.120855832785989,-0.0288589221844501,-0.0224939625872552,0,0.075918437975091,0,0,0,0,0,0.0764253870618502,0,0,0,0,-0.00579771118676348,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0.20989684887981,0,0,0,0,0,0,0,0.0309546778433211,0,0,0,0,0,0,0,0,0,0,0.0261682342668035,0,0,0.0274015019127472,0,0,-0.0823246300766483,0,0,0.0489640056473084,0,0,0,0,0,0,0,0,0,0,-0.00543836825092983,0.00146790040315275,0,0,0,0,0,0
X600688.SH,0,0.319555933528581,0,0,0,0,0,0,0,0,0,0.0212464585366673,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000744219744685093,0,0,0,0,0.062401422144916,0,0,0.0996284463274474,0.0117702313759221,0,0,0,0,0,0,0,0,0,0.0294902307962904,0,0,0,0,0,0.00616103537784289,0.00228726713997624,0,0.0905892486498554,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126925296409668,0,0,0,0.0487168073462527,0,0,0,0,0,0.0322615769436449,0,0,0,0,0,0,0,0,0.116423555952079,0,0.347362432664123,0,0,0,0,0.0499517771949913,0,0,0,0,0,0.0432891741412287,0,0,0,0,0,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.0575993593011814,0.0503519044729246,0,0,0,0,0,0,0,0,0,0,0,0.187936705778991,0,0.239086676086919,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,-0.017360757057656,0,0,0.0113684740133306,0,0,0,0,0.129563827937651,0,0.0451310302996267,0,0,0,-0.000739933204274035,0,0,0,0,0,0,0
X600188.SH,0,0.0262679851405921,0,0.0161942755939703,0,0,0,0,0,0,0,0.252994763653592,0,0,0,0,0.147565337322468,0.0326883439944608,0,0,0,0,0,0,0,0.0451999516033324,0,0,0,0,0.0616320219254588,0,0,0.145310815663205,0,0.111383253555539,0,0,0.0793282225920493,0,0,0,0,0.11704499910176,0,0,0,0,0,0,0,-0.00370020693933599,0,0,0,0,0,0
X600886.SH,0,0.138651250798445,-0.0347194969390043,0,0,0.178458995072553,0.0115246555559467,0,0,0,0,0.129701839077155,0,0,0,0,0,0,0,0.060890399173242,0,-0.01677411114609,0,0,0,0.0690418306550514,0,0,-0.019239104739705,0,0,0.0942665728131984,0,0,0,0,-0.0547547176728939,0,0.0743015054416679,0.033521980711663,0,0,0,-0.00872632232054339,0,0,0,0,0,0,0.000872512007709686,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0.0271954925807222,0,0,0.0884216851035209,0,0.0416735027042091,0,0,0,0,0,0,0.0475588153073635,0.189846207333508,0,0,0,0,0,0,0,0,0,0,0.0285562218315376,0,0,0,0,0,0,0,0,0.0566391494364982,0,0,0,0,0,0,-0.0336924900359769,0,0,0,-0.000600863623643476,0.00459244545092362,0,0,0,0,0,0
