,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X002460.SZ,X002466.SZ,X600188.SH,X600585.SH,X000792.SZ,X600019.SH,X601898.SH,X600011.SH,X600111.SH,X002271.SZ,X600660.SH,X600010.SH,X000877.SZ,X000301.SZ,X000708.SZ,X600886.SH,X600547.SH,X601600.SH,X600795.SH,X600176.SH,X600362.SH,X600096.SH,X600426.SH,X000408.SZ,X300073.SZ,X000786.SZ,X000983.SZ,X000629.SZ,X601991.SH,X600803.SH,X000723.SZ,X600141.SH,X002080.SZ,X600027.SH,X002192.SZ,X601699.SH,X600219.SH,X002407.SZ,X300037.SZ,X600486.SH,X002497.SZ,X600801.SH,X600157.SH,X002353.SZ,X600399.SH,X000683.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0582394451597057,0,0,0,0.0132151615111439,0,0,0,0,0,0,0,0,0,0,0.0422215838312827,0,0,0,0.188777253325363,0,0,0,-0.115135471741489,0.186340024009441,0.00175768996839467,0,0,0,0,0,0,0,0,0,0,0,0,0.0556005024655422,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.0668424669793457,-0.0398325811592212,0,0.167816007097377,0,0,0,0.172315556833967,0.0435415092488925,0,0,-0.104789640011421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00576500895986408,0,0,0,0,0,0,0,0.0674137205228372,0,0,0,0.0112274907659072,0,0,0,0.052450495758019,0,0.0753351085880059,0,0,0,0,0,0,0,0,0
X600028.SH,0,0.0870590319556205,0,0.0148064963225584,0,0,0,0,0.00801885903424088,0,0,0,0,0,-0.0040690810174876,0,0,0,0,0,0,0.117543579656707,0.0223072923552927,0,0,0,0,0,0,0,0,-5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095573756875629,0.0174325258812406,0.0501223854152817,0,0,-0.0060447475515189,0,0,0,0,0,0,0
X600309.SH,0,0.0324666582672072,0,0,0,0,0,0,0,0,0.0906847641636935,0,0,0,0,0,0.1838731702033,-0.0238909216924444,0,0,0,0,0,0,0,0.0196646667024387,0,0,0,0,0,0,0,0,0,0,0,0,0.0694457991002994,0.0373688170268175,0,0,0,0,0,0,0,0.0554960987007907,0.0335792720490578,0,0,0.00139955861899166,0,0,0,0,-0.0327118561545199,0,0
X002460.SZ,0,0,0,0,0,0.0940846677684479,0,0,0,0,0,0,0.110616762789437,0,0,0.126975891664016,0,0,0,0,0,0,0,0,0,0,0,0.0726472131697665,0,0,0,0,0,0,0,0,0,0,0,0.0767808213450112,0,0,0,0,0.297901030889983,0,0,0,0,0,0,0.0287790497237365,-0.0910867507652878,0,0,0,0.0127083452425877,0,0
X002466.SZ,0,0,0,0,0.394353524658695,0,0,0,0,0,0,0,0.0364879445643638,0,0,0.0775420457822971,0,0,0,0,0,0.0890467149924541,0,0,0,0.091699839048599,0,0,0,0,0,0,0,0,0,0,0,0,0.0878451059315632,0,0,0,0,0,0.240095889291695,0,0,0,0.070525391514291,0,0,0.0120574221983033,0,0,0,0,0.025703993606408,0,0
X600188.SH,0,0.248447851308956,0,0,0,-0.00391940865463,0,0,0,0,0.0835962750063778,-0.221884753604689,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0711345860032234,0,0,0,0,0,0,0,0,0,0,0,0,0,0.380079229428004,0,0,0,0,0,0.0697004761748218,0.0414314096794496,-2.16840434497101e-19,0,0.0593927783410309,0,0.0691669421279513,-0.103142319038271,0,0,0,-0.00962078371779622,0,0
X600585.SH,0,0,0,0.0418698359227509,0,0,0,0,-0.0538294245360345,0,0,0,0,0.169413356294873,0,0,0,0,0,0,0.0747712541333976,0,0,-8.67361737988404e-19,0,0.0161719995712039,0,0,0,0,-0.0178322725203223,0,0.00204052345268063,0,0.0273672497903248,0,0,0,-0.00543740653065158,0,0,0,0,0,0,0.418112675239339,0,0,0,0,0,-0.00426285223980028,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0.136263833315598,0,0.1500717161197,0,0,0,0,0,0,0,-0.0162797992586998,0,0,0,0,0,0,0,0,0,0,0,0,0.416421941384555,0,0.0609908551466209,-0.0315297881697099,0,0,0,0,0.0579155317857974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0123448435740208,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00805654434032279,0,0.103758221498649,0,0,0,0,0,0.148413115620569,0,0,0,0,0,0,0,0,0,0.012635695527741,0,0,0.0532961025088571,0,0,0.0689114086307099,0,0.077185158571704,0,0,0,0,0,0,0.079429792620301,0.0297919261949163,0,0,0,0.00106095765912208,0,0,0,0,0,0,0
X601898.SH,0,0.31901077229252,0,0.0360868787372041,0,0.0330032526258544,0.092610582505356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177602217393148,0,0,0,0,0.278564508590375,0.000933716313849881,-0.0744119866022141,0,0,0,-0.0230237923663676,0,0,0,0,0,0,0,0,0,0,0.0538313831064443,0,0,0,0.0133235887613397,-0.025384470729239,0,0,0,0,0,0
X600011.SH,-0.499038466157086,0.170895880503603,0,0,0,0,0,0,0.159672302950559,0,0,0,0,0,0,0,0,-0.148331326265737,0,0,0,0,0,0,0,-0.0291644081195401,0,0,0.179862443773186,0,0,0,0,0,0,-0.0240584966011382,0,0.622576763496171,0,0,0,0,0,0,0,0,0,0,0.0432250464003047,0,0,-0.0251026922450711,-0.00560877916795165,0,0,0,-0.0424367930564518,0,0
