,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600010.SH,X600585.SH,X600011.SH,X601600.SH,X600309.SH,X601898.SH,X601992.SH,X600688.SH,X600795.SH,X600111.SH,X002466.SZ,X600362.SH,X600188.SH,X600547.SH,X601991.SH,X600660.SH,X300072.SZ,X600516.SH,X600886.SH,X000709.SZ,X002460.SZ,X000898.SZ,X600157.SH,X600027.SH,X000959.SZ,X600339.SH,X600489.SH,X600808.SH,X600219.SH,X600352.SH,X000553.SZ,X002092.SZ,X600549.SH,X601158.SH,X600008.SH,X000883.SZ,X000630.SZ,X000983.SZ,X000792.SZ,X000786.SZ,X002271.SZ,X000807.SZ,X000723.SZ,X600299.SH,X600176.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.0378560250051344,0.0228723828935555,0,0,0,-0.0303509018147097,0,0,0,-0.0261720940499679,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0240668122452694,0,0,0,0,0,0.0223362943716662,0,-0.0290179988178019,0,0.0485870131850761,-0.0967231822432703,0,0,0,-0.00748963113878489,-0.00365199923962385,0.0167329038113437,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.168232314202483,0,0,0,0,-0.0500588312997258,0,0,0,0,0,0.0112856766146659,-0.0449524096765543,0,0,0,-0.0171670274090996,0,0,0,0,0,-0.241719067510043,0,-0.0291430286858106,0,0.042641998350579,0,0,0,0,0,0,-0.0114762215200639,0,0,0,0,0,0,0,0,-0.0983763180554373,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,-0.00756709065531582,0,0.0139759830106868,0,0,0,0,0,0,0,0,0,0,0.0264829576930935,0,0,0.020548872930188,-0.0081921575144091,0,0,0,0,0,0,0.00575071411350418,0,-0.0196215997637131,0,0,0,0,0,0,0,0,0,0,0,0,0.013959410036616,0,0,0,0,0,0,-0.00323744395441202,0.00336079058533744,0,0,0,0.0833725188600397,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0.206862465693576,0,0,0,0,0,0.0880156592607638,0,0,0,0.0287771962909291,0,-0.011065294673496,0,0,0,0.210391414935636,0,0,0,0.0193056585336866,0,0.262369230125656,0,0,0,0,0.0565538871334603,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.014577107039626,0.0443215536772044,0,0,0,0.0303010082769774,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0719263767891578,0,0.110958887045749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199976100675658,0,0,0,0.0824044680995404,0.0861706223057455,0,0,0,0,0,0,0,0,0.0640281499668169,0,0,0,0,-0.0161768148269128,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,-0.0936035027538406,0.130373965320092,0,0,0,0,0,0,0,0.0861344941228939,0,0,0.25273986536465,0,-0.0586536250594131,0,0,0,0,0,0,0,0.000693673299797509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2354975994389,0.0743629395244668,0,0,0,0,-0.00251648765283734,-0.0133035781688677,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0.0644198608659111,0,0,0,0,0,0,0.020751011843119,0,0.0871982958777196,0.184694063252163,0.00292339718259862,0,-0.0690280981618669,0,0,0.087374140554758,0,0,0,-0.0767743147183727,0,0,0,0,0,0.0336827836388273,0.0208688514984017,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0217562803360872,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0.127216450232049,0,0,0,0,0,0,0,0,0,0.00457789946208477,0,0,0,0,0,0,0,0,0,0,0,0.244290651403057,0.270284129806221,0,0,0.00366377721741614,0.171547477832686,0,0,0,0,0.0535368577927894,0,0,0,0.0664103440633678,0,0,0,0,-0.0123735585916534,-0.00283169833987831,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0508418373765524,0,0.0925306315555014,-0.0534192319205743,0,0.218314145393182,0.105058156251044,0.0437643623972191,0,0,0.0960790105172266,0,0,0,-0.0634844649810986,0,0,0,0,0,0,0.144980827389886,0.0184299928183116,0,0,0,0,0,0,0,0,0.109749744323143,0,0,0,0,-0.00261627397445367,0,0,0,0,0,0,0
X601898.SH,0,0,0,0.0778256267453916,0,0,0,0.290403014578045,0,0,0,0,0,0.0274732203029216,0,0.0112267684526828,0,0,0,0,0,0,0,0,0,0.00570842176169751,0,0,0,0,0,0.157398774344676,0,0,0,0,0,0,0,0,0,0.0228330934884289,0,0,0,0.0555986796822142,0,0,0,0,-0.0157382093045955,0,0,0,0,0,0,0
