,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X600011.SH,X002460.SZ,X002271.SZ,X600801.SH,X600886.SH,X600660.SH,X601898.SH,X600010.SH,X601600.SH,X600362.SH,X600489.SH,X600188.SH,X600688.SH,X600352.SH,X601991.SH,X000786.SZ,X600027.SH,X600111.SH,X600795.SH,X601992.SH,X600176.SH,X002075.SZ,X600299.SH,X600126.SH,X600426.SH,X600529.SH,X600486.SH,X000723.SZ,X600315.SH,X002466.SZ,X601158.SH,X000401.SZ,X002353.SZ,X600219.SH,X600612.SH,X600516.SH,X000932.SZ,X000898.SZ,X002409.SZ,X000883.SZ,X000553.SZ,X000709.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0489434155031014,0,0,0,0,0,0,0.0291835639745526,0,0,0,0,0,0,0,0,0,0.0534688767636797,0,0.0687000095612293,0,0,0.0618141754386602,0,0,0,0,0.103266197605108,0.0282124424456272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00776649406707761,0,0.00364503491808925,0,0,0.00153834145431031,-0.0229900823337492,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.0586548692734028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0121606480445175,0,0,0.0777524416524327,-0.0179340131324982,0.136323975645175,0,0,-0.00907663318204822,0,0,0,0,0,0,0.0170943054500436,0,0,0.113017331431834,0,0,0,0,0.0318007772934275,0,0,0.00925719071488936,-0.00657723963260166,0,0,0,0,0,0
X601088.SH,0,0,0,0.261446963181886,-3.46944695195361e-18,0,0,0,0,0,-0.0311842063324843,0,0,0,0,0,0,0,0,0.3774642283934,0,0,0,0,0,0,0,0,0.0349834080439956,-0.148705499884448,0,-0.0374413879525768,0,2.16840434497101e-19,0,0,0,0.074342416675837,0,0,0,0,0,0,0,0,-0.0780076809234101,0,0,0,0,0.00190312784980717,0,0,0,0,0,0,0
X600585.SH,0,0,0.046592260753356,0,0,0,0,0,0,0,0.120071525747027,0.205067806132848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00546537745434154,0,0,0,0.152511876370148,0,0,-0.0173069134412311,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0267564894478119,0,0.00862618796726758,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0.0176228254278914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0395430682023985,-0.014686092711378,0.287833083854805,2.16840434497101e-19,0,0,0,0.135592034564854,0,0,0.00216427499850543,0,0.0318516744152501,0,0,0,0,0,0,0,0,0.0219618928632085,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,-0.00458559799929956,0,0,0,0,0,0,0,0,0.635484669116984,0,0,0,0,0.074524826752759,0,0,0,0,0,0,0,0.0176590272199254,-0.00888017939852307,-0.0230398974787856,0,0,0,0.0243253128268523,0,0,-0.109511025314924,0,0.39411628324527,0,0,0,-1.0842021724855e-19,0,0.175306634401241,0,0,0.0152898247667239,0.0380396853054052,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.191649592301193,0,0,0,0,0,0,0,0,0.00288916218257992,0,0,0,0.0541113059326108,0,0,0.0877768948244015,0,0,0.144796608400686,0,0,0,0,0,0,0,0,0.00739043308014102,0,0,0,0,0.0016749937285846,0,0,0,0,0,0,0,0,0,0,0,0,0.0164816537158353,0.0115105300519232,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0.153036674858395,0,0,0,0,0,0,0,0.00676612177821965,0,0.0774952594605442,0,0,0.147619242664315,-0.0430075808829103,0,0,0,0,0.0245492446286767,0,0.0756657290808981,0,0,0,0,0,0.0537737063265074,0,0,0.187107024899656,0,0,0,0,0,0,0,0,0,-0.0748377323455309,-0.00844875764515543,-0.0370527772504897,0,0,0,0,0,0
X600011.SH,0,0,0.242817871507971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279741841006628,0,0,0,0,0,0.176471419251529,0,0,0,0,0,0.0287045818573345,-0.0308184802830546,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.0234909316556272,0,-0.00491668403598794,0.0128000970184733,0.00950654095249489,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0.10318895530208,0,0,0,0,0,0,0,0,0.241088541676945,0,0,0,0,0,0,-0.0609348557056005,0,0,0.0852032303301269,0,0,0,0,0,0.0814303029014138,0,0,0,0.215065061071232,0,0,0.121198720121867,0.130997324282774,0,0,0.037184804350335,0,0,0,0,0,0.102269844753763,0,0,0,0,0,-0.0186034171209813,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0776148658129024,0,0,0,0,0,0,0,0,-0.0856682544022093,0,0,0.158839586177719,0,0,0,0,0,-0.140662933541176,0.20034647631681,0.0476186399208761,0.0820686498481591,0.16683210047601,0,0,0,0,0,0,-0.0924106940188291,0,0,0,0,0,-0.080366190831117,0,0,0,-0.0467143229923166,0.00723533389731232,0,0,0,0,0,0,0
X600801.SH,0,0,0,0.0416134893824601,0,0,0,0,0,0,0.0907377908641139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0357154826114937,0,0,0.23173908716603,0,0,0,0,0,0,0.0295549719680649,0,0,0,0.247612285911657,0,0,0,0.174057003115444,0,0,0,0,0,0,0,0.0079244909592589,0.0759988022996368,0,0,0,0,0,0
X600886.SH,0,0,0.140136780592947,0,0.151598560830849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0612165836590813,0,0,0,0,0.019307862129683,0,-0.0203055666722308,0,0.00323366861279334,0,0,0,0.00107656120293848,0,0,0,0,0,0,0,0,-0.0913533350775667,0,0,0,0,0.000574310085663116,-0.0307558649033954,0,0,0,0,0,0
X600660.SH,0,0,0,0.134660154776466,0.146871439919092,0,0,0,0,0.115533928680665,0,0,0,0,0,0,0,0,0,0,0.145562827828574,0,0,0,0,0,0,0,0,-0.00132964795187729,0,0.0361085461477977,0,0,0,0,0.122983219178044,0,0,0,0.0508252367579139,0,0,0,0,0,0,0,0,0,0.107112686478456,0.0153924531245129,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0.0601256865459906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0546439365482836,0.126470065678578,0.035430080787243,0,0.0761641206487184,0.0445463678803119,0,0.0694271516498345,0,0.0715784495394539,0,0,0.00208075840722711,0,0.0199195437417461,0,0,0,0,0,0,0,0,0,0,0,0,-0.0105941019698557,0.0051155267415668,-0.0117236511261761,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0110503997744918,0,0,0.00573296797892678,0,0,0,0,0,-0.014542758780026,0,0,0,-0.00335734464494793,0,0,0,0.024248422852121,0,0,0,0,0,0.169590874796858,0,0,0,0,0,0,0,-0.00706810623655967,-0.0094672259581007,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0259733559071745,0,0,0,0,0,0.147990709674206,0.12100037742692,0.045278880300017,0,0,0,0,0,-0.0327080097720263,0,0,0,0,0,0.0350048706367243,0,0,0.0129626575673813,0,0,0.119222032348493,0,0,0,0,0,0,0,0,-0.015633362838282,0,0,0,0,0,0
X600362.SH,0,0,0.1959343336056,0,0.0815308430752581,0.0360988112451568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0320665361236288,0,0,0,0,0,-0.0486370389080517,0.20781522691377,0.00708112567981392,0,0,0,0,0,0.0558098769916115,0,0,0.0462915166931676,0,0,0,0,0,-0.0162707112791888,0,0,0,0,0.0169579785395276,0.0247402660401517,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0.6514289610358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.0221900516799133,0,0,0.0437472541564326,0,0,0,0.0130763835867837,0,0.0227824361797077,0.00164284669694112,0,0,0,0,0,0,0,0.0445799232640481,0,-0.0799048477102934,0.0379617969004451,0,0,0,0,0.0314200240175333,0,0,0,0.0339036420796988,0,0,0,0,0,0
X600188.SH,0,0,0.050233606286311,0,0,0,0,-0.00950758992689998,0,0,0,0,0,0,0,0,0,0,0,0,-0.0430222132539489,0.201899912667108,0,0,0,0,0,0,0,0,0.135999234079953,0,0.158640019090142,0,0,0,0,0,0,0,0.016727207143583,0,0,0,0,0,0,0,0,0,0,0.00811540242754936,-1.0842021724855e-19,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0.131521273721987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196923737136964,0,0,0.0981466075098512,0,0,0,0,0,0.562005129591246,0,0,0.0821183197362533,0,0,0.157869509449513,0,0,0,0,0,-0.176274755056413,0,0.216697429707957,0,0,0.0284966386982242,-0.0352993506374742,0,0,0,0,0,0
X600352.SH,0,0,0,1.73472347597681e-18,0.0882405531812069,0,0,0,0,0.0881562653160679,0.030437918283263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.102866246885561,0,0,0,0,0.00969763821338723,0,0,0,0,0,0.092388691304172,0,0,0.0228320962584699,0,0,0,-0.00625631322830868,0.0236917547719232,0,0,0,0,0,0,0
