,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X002460.SZ,X600585.SH,X600111.SH,X000792.SZ,X600019.SH,X000301.SZ,X002466.SZ,X600010.SH,X600660.SH,X600188.SH,X600011.SH,X000877.SZ,X601600.SH,X002271.SZ,X601898.SH,X000708.SZ,X600547.SH,X600362.SH,X600176.SH,X600886.SH,X600426.SH,X002080.SZ,X002326.SZ,X300037.SZ,X000408.SZ,X600141.SH,X600096.SH,X600219.SH,X601991.SH,X600795.SH,X600803.SH,X000723.SZ,X002407.SZ,X000786.SZ,X600295.SH,X600027.SH,X600688.SH,X002353.SZ,X600160.SH,X000825.SZ,X600516.SH,X600399.SH,X000630.SZ,X600157.SH,X600352.SH,X000898.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.204377405062295,0,0,0,0,0,0,0,0.00953025801800318,0,0,0,0.0401189891819768,0,0,0,0,0,0,0,0,0,0,0,0.023370532673172,0.0457679764611638,0,0,0,0.0599979496129659,0,0.0100508923623048,0,0,0,0.0373528954404085,0,0.08547704654411,0,0,0.101198452437571,0,0.0185735774928419,0,0,0,0,0,0,0,0,-0.0145318314400041,0,0,0,-0.0453360967708187,0,0
X600028.SH,0.0214461172563851,0,0,0,0,0,0,0,0,0.0253444450641079,0,0,0,0.0598206031153112,0,0,0,0,0,0,0,0,0,0,0,0,0.00786057764794998,0,0,0,0,0,0,0,0,0,0,0,0.13322792077875,0,0,0.149604074816074,0,0.00508095842448496,0,0,0,0.0227358486061358,0,0.0755640619662735,0,0,0,0,0,0,-0.0166589530814688,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0.0759604967329868,0,0.152703968942544,0,0,0,-0.0458458074175685,0.308199263256435,0,0,0,0,0.0199223111895239,0,0,0,0,0,0,0,0,0,0,0.0820310809167853,0.0238811254166402,-0.0238944624614154,0,0.0743971776254635,0.0318854894668174,0,0,0,0,0,0,0,0,0,0,0,0,0.0207836714683632,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0.000457907106096796,0,-0.0202500869175119,0,0,0,0,8.67361737988404e-19,0,0,-0.0294817705121773,0,0,0.0493346986177049,0,0.106027420234127,0,0,0,0,0.000321518624254039,0,0,0,0,0,0,0,0.128992558530312,0,-0.101550602612083,0,0,0.082035462609508,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0449370907197698,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0.504020690588913,0,0,0,0,0,0,0.0475979645645342,0,-0.156820610898913,0,0,0,0,0,0,0.0540664840409828,0,0,0,0,0,0,0,0,0,0.313568246376903,0,0,0,0,0,0,0,-0.0286336463035039,0,0,0,0,0,0,0,-0.0377249934457392,0,0,0,0.0608774899709228,0,0
X600585.SH,0,0,0,0,-0.0406276861012255,0,0,0,0,0,0,0,0,0.0223777529810263,0,0.505934418561997,4.33680868994202e-19,0.234975732261145,0,0,0,0,0.0632412140025358,0.116549423816894,0,0,0,0,0.0362338749409385,0,0,0,0,0,0,0,-0.00261053272786625,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0.0210988666328536,0,0,0,-0.0342129481324115,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0.305036493887011,0,0.100179641989982,0,0,0,0,0,0,0,0,0,0,0,0,0.0545214301864768,0,0.248454924881902,0,0,0,0,0,0,0,0.11858294673581,0,0,0,0,0,0,0.0230870472310227,0,0.271508526960118,0,0,-0.0915805808855627,0,0,-0.0222111010023589,0,0,0,0,0,0,0
X000792.SZ,0,0,0,-0.0217955262656667,0.0228673254389762,0,0,0,0,0.068809482739252,0,0.0578264214121235,0,-0.0528215907768388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.338582328939657,0,-0.0417359948462647,0,-0.0374415037484692,0,0,-0.172902785781103,0,0,0.12566518313817,0.128178632500427,0,0,0,0,0,0,0,-0.180108110460123,0,0,0,0,0.103536693529994,0,0,0,0,0,0
X600019.SH,0,0,0.0147251109208742,0,0,0,0,0.049482899729347,0,0,0,0,0,0,0,0.0362357409582163,0,0,0.023509794071672,0,0,0,0,0,0,-0.0208540736269872,0,0,0,-0.000206876124256464,0,0.0465760447336813,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.0173874554128246,0.0474401355469484,0,0,0,0,0,0.562547049850676,0,0,-2.16840434497101e-19,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,-0.0135078922991483,0,0.000537297652845821,0,0,0,-0.326458374419238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.348495764427068,0.0304689550187271,0,0,0,0,0,1.73472347597681e-18,-0.0124777948973963,0,0,0,-0.00655657339163729,0,0,0,0,0.323888965901174,0.126440392758045,0,0.113228022341024,0,0,-0.0257799963603791,-0.0148072495674377,0,0,0,0,0
X002466.SZ,0,0,0,0,0.296679489634305,0,0.24336089459237,1.73472347597681e-18,0,0.0991271844719449,0,0,0,0,0,0,0,0.0248352417431752,0,-0.0111651325347409,0,0,0,0,0,0,0,0,0.172691946259487,0,0,0.00118428799264167,0.0757867357051566,0,0,0,0,0,-1.35525271560688e-20,0,0,0,0,0,0,0,0,0,0,0,0,0.0216622786195456,0,0,0,0,0,0,0
