,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002460.SZ,X002466.SZ,X600585.SH,X600019.SH,X000792.SZ,X600011.SH,X601898.SH,X600111.SH,X000301.SZ,X600660.SH,X600010.SH,X601600.SH,X000708.SZ,X002271.SZ,X600547.SH,X000877.SZ,X600886.SH,X600426.SH,X600795.SH,X600362.SH,X000983.SZ,X600176.SH,X601699.SH,X600027.SH,X600803.SH,X601991.SH,X000807.SZ,X600995.SH,X000786.SZ,X000629.SZ,X600160.SH,X000408.SZ,X600219.SH,X000831.SZ,X600489.SH,X600096.SH,X000723.SZ,X002080.SZ,X600378.SH,X000933.SZ,X600348.SH,X000630.SZ,X300037.SZ,X600141.SH,X600157.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0481221254291396,0.34679338185503,0,0,0,0,0,0,0,0,0,0.0238283824819681,0,0,0,0,0,0.0550882667770014,0,0,0,0.0671801350469849,0,0,0.0483310531038113,0,0,0,0,0.127226708026368,0,0,0.0102088295223591,0,0,0,0,0,0,0,0,0,0,0.0572482767087013,0,0,0,0,0,0,-0.0131661689404093,0.00284329759364113,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.459847490414398,0,0,0,0,0.0475033499253829,0,0,0,0,0,0,0,0,0,0.0190497529409029,0,0,0,0,0,0,0,0.0155714699175152,0,0.109166186572786,0,0,0,0,-0.0460116817664405,0,0,0,0,0,0,0,0,-0.0412210971482846,0,0,0,-0.03485897551947,0,0,-0.0735509384669329,-0.0163624871177241,0,0,0,0,0,0,0
X600028.SH,0.17848219534109,0,0,0,0.0483181340416748,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0349033001431492,0,0,0,0,0,0,0.110622938129507,0,0,-0.00986575480060467,0,0.216270336362893,0,0,0,0,0,-0.0212022015803983,0,0,0,-0.0206968766577313,0,0,0,0,0,0,0,0,0,0,0.0139358224406945,0.00306560677167355,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,-0.130366365983129,0,0,0.229322477655484,0,0,0,0.0773403628956102,0,0.1531395886504,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185570707299195,-0.043079601878867,0,0,0,-0.00324300363495944,0,0,0,-0.0647392937190116,0,0,0,0,0,0,0,0,0.0277714601249567,-0.0326399782108576,0,0,0,0,0,0
X600188.SH,0,0.566139897484498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125451324566889,0,0.13398906701967,0,0.136076714303431,0,0.199765182927743,0,0,0,0,0,0,0,0,-0.0139485036956686,0,0,0,0,0,0.0813583419905432,0.145798779499842,0,0,0,0,-0.0714693302515561,-0.0355853631033401,-0.00847377886333837,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0.55738763955307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0446867597009041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0459782375263866,0,0.0367470555705026,0,0,0.0521486297877346,0,0.0783734808990867,0,0,0.0502808822850486,0,-2.71050543121376e-20,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.894657053050628,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,-0.0208918572120974,0,0,0,0.129839880830794,4.33680868994202e-19,-0.0310244974337604,0,0,0,-0.0970670543123847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0306263924664146,0.00419240849776355,0.00837400486401368,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0160656778309736,0,0,0,0.218955982571511,0,0,0.407213925255502,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0.159490148154064,0,0,0,0,0,0,0,0,0.0744519652812861,0,0.0879015743174295,0,0,0,0,0,0.103159366720344,-0.00560630847907179,0.0077548759675968,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,-0.00895881381216436,0,0,0,0,0,0,0,0,0,0.156910389912268,0,0.11336086821708,0,0,0,0,0,0,0,0,0.0932732857092583,0,0,0.0805243433739821,0,0,0.130904766766919,0.0209833196922015,0,0,0,0,0,0,0,0,0,0,0,0.0583626573124919,0,0,0,0,0.012460170027967,-0.00879625058640136,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.361465213854351,0,0,0,0,0,0,0.0859238486999737,0,0,0,0,0,0,0,0.0118817510169497,0,0,0,0,0,0,-0.0301566467464695,0,0,0.00378488219494483,0,0,0.0328016716541338,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.0347765134187537,0,0.135462046741974,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0.061956468919853,0,0,0,0,0,0,0,0,0,0,-0.129249140788838,-0.0011106347124488,0,0,0,0,0.0341737049936232,0,0,0,0,0,0,0,0,-0.0910879944947281,0.589661182580602,0.136918954861535,0.18880593035095,0,0,0,0,0,0,0,0,0,0,0,0,0.244813272261789,0,0,0,0,0,0,0,0,0.0189848962013994,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.147850652071934,0,0,0,0,0,0,0,0,0,0,0,0.0794934817828667,0,0,0,0,0,0,-1.0842021724855e-19,0,0.101985279578029,0,0.102596254864124,0,0,0.0671916899649411,0.003931539461204,0,0,0,0,0,0,0.0829122094800065,0,0,0,0,0,0.121673737745295,0,0,0,0,0,0,0,-0.0190075738977245,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0.0251630189179503,0,0,0,0.21003755800927,0,0,0,8.67361737988404e-19,0,-0.0025234110648147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0949596589548743,0,0,0.00424888877078333,0,0,0,0.268524458224888,0,0,0,0,0,0,0,0,0,0,0,0,-0.043097929763725,0.0573208758634239,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173627994219183,0,0,0.0901396113682897,0,0,0,0,0.0239889866769538,0.0260790381473072,0,0,0.104725695062308,0,0,0,0,0,0.467532996114754,0,0,0,0.253179325694689,0.133307364783823,0,0,0.0320653090276134,0,-0.0514039903807226,0.08191814769097,-0.0142832128314264,0,0,0,0,0,0
X600660.SH,0,0,0,0.104788153289855,0,0,0,0,0,3.46944695195361e-18,0,0,0.14744505682949,0.023041690950079,0,0,0,0,0,0,0,0,0,0,0.0570527218774884,0,0,0,0,0.141940703417443,0,0.0892269585081088,0,0,0,0,0,0,0,0,0,0.00815901573072309,0,0,0.00088002869513482,0,0,0.0235221460514823,0,0,0,-0.0203095834478318,0.00201386246685011,0,0,0,0,0,0
X600010.SH,0,0.0892235194112303,0,0,0,0,0,0,0,0,0,0,0.316991558633208,0.0481421763503414,0,0,0,0,-0.0697279751577224,0,0.027202504979949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189208102515124,-0.00770975494960936,0.0894874157878551,0,-0.0594908925568057,0,0,6.7762635780344e-21,0,0,0,0,0,0,0.00469422615000633,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30393570885884,0,0,0,0.0895154839212686,0.126796962362146,0,0,0.109009364909229,0,0,0.0361197755054983,0,0,2.77555756156289e-17,0,0,0,0.0622339437970385,0,0,0,0,0,0.14887928799487,0,0,-0.0316066512745077,0,0,-1.73472347597681e-18,0.0132423951541691,0.00184197725526313,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0.0612734034418512,0.335845896397497,0,0,0,0,0,0.0555283362212725,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0691113437001046,0,0,0,0,0,0,0.0658928824841001,0,0,0,-0.0532160939444317,0,0,0,0,0.0721498649292354,3.46944695195361e-18,0,0,0,0,0,0,-0.0233987998125773,0.0265278998155928,0,0,0,0,0,0
