,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002460.SZ,X002466.SZ,X600585.SH,X000792.SZ,X601898.SH,X600019.SH,X600011.SH,X600111.SH,X600660.SH,X600010.SH,X600547.SH,X000301.SZ,X000708.SZ,X600886.SH,X000877.SZ,X600795.SH,X002271.SZ,X601600.SH,X600426.SH,X600362.SH,X600803.SH,X600176.SH,X601699.SH,X600027.SH,X000983.SZ,X601991.SH,X600160.SH,X000408.SZ,X000629.SZ,X600348.SH,X000786.SZ,X000723.SZ,X600995.SH,X600096.SH,X600219.SH,X600489.SH,X600378.SH,X000933.SZ,X600157.SH,X000807.SZ,X002192.SZ,X600985.SH,X002353.SZ,X600141.SH,X600688.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.537340366858772,0,0,0,0,0,0,0.159143001151924,0,0,0,0,0,0,-0.0514981703204195,0,0,0,0,0,0.122568465669664,0,0.0179481532232204,0.0235869539272801,0,0.0057291791493368,-0.016317613703483,0.0231860717059302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122452567852109,0,0,0,0.00392527212371036,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.328778724424284,0,0,0,0,0,0,0,-0.0480547800660072,0,0,0,-0.0186760371331587,0,0,0,0,0,0,0,0,0,0,0,0,0.334307281728685,0,0.128596280957409,0,0,0,3.46944695195361e-18,0,-0.0358198786316675,0,0.00364602136581162,0,0,0,0,0,-0.0405241306936974,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0
X600028.SH,0.548739757044651,0,0,0,0,0,0,0,0.0112274043751002,0,0,0,0,0,0,0,0,0,0,0,0,0.00826589992546595,0,0,0,0.0762056493232436,0,0,0,0,0.0233920644029927,0,0,0,0,0,0,0,0,0,0,0,0.00917590477012014,0,0,0,0,0.0426253739867042,0,-0.0160793696436082,0,0.00289850651666714,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158842504616238,0,0,0,0.197120764917419,0,0.190241876664682,0,0,0.0833683811020055,0,0,-0.0388915818902414,0,-0.189819521807644,-0.0368173877174726,0.0988602633542028,0,0.0685433575479053,0,0,0.112970358113656,0.0747433292677782,0,0,0,-0.00172641468469264,0,0.0393787893519387,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0.624344899685679,0,0,0,0,0,0,0,0.0452846581903383,0,0,0,-0.0225081017842551,0,0,0,0,0,0,0,-0.0135570836625925,0,0,0,0.121043938728038,0,0,0,0.0881427105609329,0.0420188333448527,0,0,0,0,0,0,0,0,0,0,0,0.0797438063833642,0,0,0,0,0,0,0,0.101871903805652,0,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0.35804867239843,0,0,0,0,0,0.0136875632075846,0,0,0,0.0990697595674974,0,0,0,0,0,0,0,0,-0.218187525230023,0,0,0,0,0,0,0,0.0930134615855636,0,0,0,0.031863380891955,0,0.0722065217361293,0,0,0,0,0.0662299677092856,0.160530741789059,0,0.184826931614011,0,0,0,0.0275510757713662,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.589508051173348,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0476468544611577,0.041007481516168,0,0,0,0,0.0357063267913881,0,0.192937742119186,0,0,0,0,0.453101338029574,0.0631534969165471,0,0,0,0,0,0,0,0,-0.10139703972588,0,0,-0.0295807283932237,0.00656168686404135,0,0,-0.164938428881834,-0.0266983458319968,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0.0676033774077058,0,0,0,0,0,0.0972678192066877,0,0.0181212241320374,0.128190398719022,0,0,0,0,0,0,-0.116875841112359,0,0,8.67361737988404e-19,0,0,0,0,0.458700416175092,0,0,0.141440264443821,0,0,0,0.00995698510510523,0,0,0,0.0411013833103201,0,0,0,0,-0.00434620126983778,-0.0235333648201657,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.211995350404277,0,0,0,0,0,0,0.186166912810098,0,0,0,0,0,0,0,0,0,0.131025238342833,0,0,0,0,0,0,0,0,0,0.270345761918287,0.0132032592170813,0,0.148373694102023,0,0.0194853577573204,0,0,0,0,0.0201615654832584,0,0,0.0215310243060537,0,0,0,0,0,-0.00503148043583374,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.168713913494379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0786440217861928,0,0,0,0.131573552165294,0,0.135606634399857,0,0.379988163339182,0,0,0,0,0.0394618623699585,0,0,0,0,0,0.168479773699493,0,0.000634196061776397,0,0,0,0.00614615940132179,0,0,-0.000388481442653564,0,-0.00515155456809103,0,0,0,0,0,0,0
