,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600010.SH,X600547.SH,X601898.SH,X601991.SH,X600688.SH,X600660.SH,X601600.SH,X600886.SH,X600795.SH,X600362.SH,X600027.SH,X600188.SH,X000898.SZ,X601992.SH,X002466.SZ,X600111.SH,X600176.SH,X600516.SH,X000709.SZ,X600299.SH,X002460.SZ,X600352.SH,X600489.SH,X601158.SH,X000629.SZ,X600808.SH,X600219.SH,X600801.SH,X000825.SZ,X000883.SZ,X000786.SZ,X000539.SZ,X600612.SH,X000553.SZ,X000408.SZ,X300072.SZ,X600021.SH,X600583.SH,X000301.SZ,X002470.SZ,X000630.SZ,X002110.SZ,X000027.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.177863535774414,0.111046260254103,0,0,0,0,0,0,0.115036980475773,0,0,0,0,0,0,0,0.0214797957990273,0,0,0,0,0,0,0,0,-0.0981168667479157,0,0,0,0,0,0,0,0.205422902417,0,0,0,0,0,0,0,0,0,0.0360813995149428,0.130046338361427,0,0,0.0629570670363158,0,0,-0.0339967819830433,0.01890662523789,0,0,0,-0.0535786437074968,0,0
X600028.SH,0.151281392390999,0,0,0,-0.0890280160582449,0,0,0,0,0,0,0,0.0602615010984685,0,0,0,0,0,0,-0.119981059988953,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.179820415559254,0,0,0,0,0,0,0,0,0,0,0,0,0.321117690033208,0.284800483741213,0,0,0,0,0,0.0195944657358893,0.0787024360161619,0,0,0,0,0,0
X601088.SH,0.186094908222614,0,0,0,0,-0.163174230544923,0,0,0,0.279500824569727,0,0,0,0,0,0,0,0,0,0,0,0.0717294418917621,0,0,0,0,0,0,0,0,0,0.0723301631530636,0,0,0,0,0,0,0,-0.0502595472194556,0,0,0,0,0,0,0,0,0.13488056035914,0,0,0.000828448784351495,0.00455422543517167,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.196297575529176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.022640088766951,0.0244330629915475,0,0,0,0,0,0,0,0,0,0,0.0574942715358984,0,0.347070272702633,0,0,0,-0.189784829836752,0,0,0.0988890124684197,0,0.061479973753372,0,0,0,0,0,0,0,-0.0272137277132109,0.0219045584139097,0,-0.0538275621228078,0,0,0,0
X600019.SH,0,0,0.0115224216957869,0,0,0,0.152730530998562,0,0,0,0,0,0,0,0,0,0,0,0.0792960902545647,0.304772221629871,0.0396945942080541,0,0,0,0,0,0,0,0,-0.0554881406652086,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0256395909804947,0.052953088884282,0,0,0,0.137357255322456,0.010669793401724,0,0.00569243905462229,0.00917824037357466,0,0,0,0.00488343563268192,0,0
X600011.SH,0,0,0,0.139830094367221,0,0,0.131826356898,0,0,0,0,0,0,0,0,0,0,0.617634865331781,0,0,0,0,0,0,0,0,0,0,0,-0.250997366682727,0,0,0,0,0,0,0,0.0378085591121956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.05293393520732,0,0
X600309.SH,0,0,0,0,0,0.371106161632094,0,0,0,0,0,0,0,0,0,0,0,0,0.260614985439375,0,0,0,0,0,0,0,0,0,0,-0.188281444207536,0,-0.415398758771997,-0.252170791720091,0,-0.194118167897983,0,0,0.265459422192005,0.183536251033864,0,0,0,0,0,0,0,0.354664132097001,0,0.348234274186272,0,-0.33792022433827,-0.0386042388832985,0.0353364517605536,0,0,0,0,0,0
X600010.SH,0,0.152001029294915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.241507704121063,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0.129204924544833,0.0522571475869911,0,0,0,0,0,0,0,0,0,0,0.0348585350604634,0,0,0,0,0,-0.0106086756550101,0,0,0,0,0.013034884258927,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0420035393933253,0,0,0.112828670601395,0,0.535699328692408,0,0,0,0,0,0,0,0,0,0.0476883595020755,0,0,0.0036831366525124,0,0,0,0,0,0.0965148355726762,0,0,0,0,0,0,0,0.000150473059213211,0,0
X601898.SH,0.119864925893972,0,0,0,0,0,0,0,0,0,0.538161579735427,0,0,0,0,0,0,0,0.180493309574877,0,0,0,-0.00528292286386553,0.0409429600043218,0,0,0,0,0,0.0684075470144062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103896859015839,0,0,0,0,0,-0.0189744461048343,0.0398154773982089,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0.0439663203968482,0,0,0.106627645811729,0,0,0,0,0,0,0,0.0614350089584755,0,0,0,0.100578236023069,0,0,0,0,0.0438711156202407,0,0,0,0,0,0,0,0.148997376795069,0,0,0,0,0,0,0,0,0.0680652940981705,0,0.0235506723008146,0,0,0,0,0,-0.0210732953803445,0.0281396765462982,0,0,0,0,0,0
X600688.SH,0,0.00397310209387925,0,0,0,0,0,0,0,0,0,0,0.396730507120328,0,0,0,0,0,0,0,0,0,0,0,-0.10339592450674,0,0,0,0,0,0,0,0.263591507846361,0,0.0156169118381335,0,0,0.0371087900645595,0,0,0,0,0,0,0,0,0.0703061679667384,0,0,0.108240471119787,0.0660345354990848,-0.0131407082215783,0.046805414600252,0,0,0,0,0,0
X600660.SH,0,0.00709685183167876,0,0,0,0,0,0,0,0,-0.256293820581888,0.070170123807307,0,-0.0859753021165312,0,0,0,0,0.226759895466486,0,0,0,0,0,0,0,-2.71050543121376e-20,0,0.48726755337255,0.0331019788131136,0,0,0,0,0.0158358281252311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0422881780546762,-0.0215930131457831,0.0774668902854117,0,0,0,0,0,0
X601600.SH,0,0,0,0.0101285097596064,0,0,0.0411898541169172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108762310907744,0,0,0.151827557560747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171837372729761,0.0158878565339627,0,0,0,0,0,0.0936858716499995,0,0,-0.01042415498362,-0.0378373382374627,0,0,0,0,0,0
X600886.SH,0,0,0,0.104788340893341,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0500643434911451,0,0.0889761242625341,0.111174186478914,0.0273645041893054,0,0,0,0,-0.0924345962892137,0,0.101562349427702,0,0,0.021286980277287,0,0,0,0,0,0,0,0.0695607403943676,0,0,0,0,0.0334965940930064,0,0,0,0,0,0.0732245498135517,0.0166457317199668,-0.0125676127293647,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12438324249004,0.0728123903595143,0,0,0.0621050930430393,0,0,0.00484059894108235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161438050021484,0,0.0387449627707767,0,0,0,0,0,-0.016967127800983,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0178309372322485,0,0,0,0,0,0,0.139102372788027,0,0,0,0.205448655891364,0,0,0.0418249428139452,0.0278122263855841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0615468218957151,0.0572379349790608,0,0,0,0,0,-0.00730123054258918,-0.00992650946738258,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0.482734867493213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12654839821327,0,0,0,0.240288136418759,0,0.000907205524997595,0,0,0.228882359125028,0,0,0,0,0,0,0,0.0214056185884478,-0.044536221580133,0,0,0,0,0,0
X600188.SH,0,0,0.301322147290503,0,0,0,0.168182225257393,0,0,0,0,0,0.244500737408988,0,0,0,0,0,0,0,0,0,0,0.0583834181304295,0,0,0,0,0,0,0,0.0172570694834995,0,0,0,0,0,0,0,0,0,0,0.0298830815026345,0,0,0,0,0,0.112984735365457,0,0,-0.0198940865999279,0,0,0,0,0,0,0
