,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X600352.SH,X601600.SH,X600547.SH,X601898.SH,X600660.SH,X000723.SZ,X601991.SH,X600688.SH,X600886.SH,X600188.SH,X600362.SH,X600795.SH,X600516.SH,X601992.SH,X600027.SH,X600801.SH,X000898.SZ,X002466.SZ,X600111.SH,X600176.SH,X600299.SH,X002460.SZ,X000709.SZ,X000990.SZ,X000786.SZ,X600219.SH,X000629.SZ,X002271.SZ,X000553.SZ,X002110.SZ,X600808.SH,X000825.SZ,X600489.SH,X601158.SH,X600583.SH,X600985.SH,X600157.SH,X000630.SZ,X000883.SZ,X600426.SH,X600339.SH,X000301.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.0138274096696164,-3.46944695195361e-18,0,0.042795326551843,0,0,-0.010314821154896,0,0,0,0,-0.00837763881762969,0,0,0,0,0.164710155705113,0,0.0123224462702697,0,0,0,0,0,0.0201314207755803,0,0,0,0,0,0.0101907468904806,0,0,0,0,0,0,0,0,0,0,0.116082527881123,0,0,0,0,0,0,0,0,-0.0172052896159759,0,0,0,0,0,0
X600028.SH,0,0,0.0778770057695164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00788476743828422,0.101972179881996,0,0.0629326909119876,0,0,0.026733251061766,0,0,0,0,0,0,0,0,0,0,0,0.0652860795343412,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0.0897356734942486,0,0,0,0.0039789499261047,-0.0303693842070691,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.0748344914428663,-0.0892594757733318,0,0,0,0,0,0,0,0,0.0489258831792361,0,0,0,0,0,0.231279677608603,0,0,0,0,0,0,0,0,0.0318688666665323,0,0,0,0,0,0,0,0,0,0,0,0.040067436931673,0,0,0.0824509661980771,0,0,0,0,-0.0179589242879187,0,0,0,-0.0606147275968157,0,0
X600585.SH,0,0,0.000452096343802128,0,0,0.0863359699866488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.481934829615301,0,0,0,0,0,0,0,-0.0113827809500819,0,0,0,0,0,0.0582031541756235,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0144119019592538,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.0659351428952055,0,0.0435147662188822,0,8.67361737988404e-19,0,0,0,0.0137585029065015,0,0,0,0,0,0,0,0,0,0.109672963003337,0,0,0.188823402627875,0,0,0,0,0,0.0636168550452265,0,0,0,0,0.0430055465640854,0,0,0,0,0,0,0.051099963652252,0,0,0,0,0,0,-0.00279763096232851,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.039684243123299,0,0,0,0,0.0449691359423336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010594127358828,0.107317039004265,-0.120342082357097,0.0582606313137667,0,0,0.115639819366908,0,0,0,0,0.0552944001491245,0,0,0,0,0.446480889535034,0,0,0,0,0.0358580384845279,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0750406485684266,0,0,0,0,0,0.436372662253709,-0.0894260324199954,0,0.536633446305068,0,0,0,0,0,0,-0.0245247822997958,0,0,0.0660200761405153,0,0,0.010116478760006,0,0,0,-0.0212380372666475,0,0,0,2.16840434497101e-19,0,0,0,0,0,-0.0229305977036872,0,0.00676117986204023,0.0507481864512041,0,0.0710809285735364,0,-0.00690486169770774,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.0214255072521275,0,0.0032458895547477,0,0,0,0,0,0,0,0.0434097818360455,0.0351286275822142,0.00799413861530631,-1.38777878078145e-17,0,0,0,0,0.263545096305359,0,0,0,0,-0.0371363859522066,0,0.244840455957838,0,0,0,0,0,0.205510674642778,0,0,0,0,0.0926303895812102,0,0,0,0,0,0,0,-0.0395117794028255,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0806451432399542,0,0,0.130743864454291,0,0,0.151511801457807,0,0.0859069631241243,0,0,0,0.038787135950131,0,0,0.0720543757595903,0.0522299592690618,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0261550059215407,-0.0108025087167832,0.0214894290129465,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0119423063094089,0,0,0,0,0.170624895392743,0,0,0,0,0,0,0.0200812423898364,0.0972007387740934,0,0,0.0515469267727928,0,0,0,0.344172765090726,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179050225964434,0.0135365618571726,0,0,-0.00712187294124142,-0.0151522002511786,0,0,0,0,0,0
