,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600547.SH,X600019.SH,X002271.SZ,X000708.SZ,X600011.SH,X600660.SH,X002460.SZ,X600886.SH,X000786.SZ,X600176.SH,X601898.SH,X600801.SH,X600010.SH,X600362.SH,X601600.SH,X600489.SH,X600352.SH,X600188.SH,X601991.SH,X600426.SH,X600111.SH,X600795.SH,X002080.SZ,X600688.SH,X600027.SH,X600299.SH,X601992.SH,X000301.SZ,X000932.SZ,X002466.SZ,X600803.SH,X600529.SH,X600315.SH,X002353.SZ,X300037.SZ,X002075.SZ,X600219.SH,X600486.SH,X000027.SZ,X000883.SZ,X000723.SZ,X002409.SZ,X601158.SH,X600612.SH,X000898.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,-0.0102812694592646,0,0,0.0118991469108028,0,0.0348716775507493,0,0,0,0,0.128481094386488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0487171708906174,0,0.0451741135230431,0,0,0.112340048115488,0,0.0640178234292793,0,0,0,0,0,0,0,-0.0267758229902257,0.0066146710223831,0,0,0,0,0,0
X600028.SH,0,0,0.0374222065945895,0,0,0,0,0,0,0,0.00347475016245439,0,0,0,0.0228344486749662,0,0,0,0,0,0,0,0.0142932148446341,0,0.00416486280677009,0,0,0.0105456352796616,0,0,0,0,0,0,0.00826525671493764,-0.0119780385314109,-0.0393475295718756,0,0.057672551036221,0,0,0,0,0.0892249817622175,0,0,0,0,0,0,0,-0.0397282195790838,0.0170177988778096,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.0285018689849726,0.00924933993202374,0,0,0,0,0,0,0,0,0,0,0,0.148467230908158,0.338436788882566,0,0,0,0,-0.0131802733446803,0,0,0,0,0,0,0,-0.0181226577616544,-0.0200744906243434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00445900653170723,0.0081038128612549,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0644198577568914,0,0,0,0,0,0,0,0,0,0.033231199338325,0,0,0,0,0,0,0,0,0,0,0.0556478795966789,0,0,0,0,0,0,0,0,0.0484228746574982,0,0,0,0,0,0.0268974249137702,0,0,0,0,0,-4.33680868994202e-19,0,0.0728200437034522,0,0,-0.0600384465691026,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0.347789510426924,0,0,0,0,0.0364756853960953,0,0,0,-0.08572173292168,0,0,-0.089202767880675,0,0,0.144639490248078,0,0,0,0.431460033636602,0,0,0,0,0,0,0,0,0,0.218076306360991,0,0,0.0362793069471107,0,0.0894657069514348,0,0,0,0,0,0,-0.14638608280723,0,0,0,0,0.0168637841533665,-0.039536185025016,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0.0646115553124627,0,0,0,0.0800307081750176,0,0,0,0,0,0,0,0,0.547088188593912,0,0,0,0.0336263282202358,0.0512922562401456,0,0.0194112183098144,0,0,0,0,0,0,0,0,0,0.062283324339408,-0.0472447833143741,0.0137545925057958,0,0.0916755941920132,0,0,0,0,0,0,0.0993717293017186,0,0,-0.0072003076839285,-0.00765315649610176,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0.0474974530402521,0,0.0145760480628384,0.039600679071948,0.00339370874518109,0,0,0,0,0.078092265110918,0.0432880179198856,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10137599862944,0,0,0,0,0,0,0,0,0,0,0,0.0897953993961781,0.0395103385546669,0,0,0,0,-0.0261305266342744,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0.00563266887545587,0,0,0,-0.0487640998926524,0,-0.0519723720327548,0,0,0,0,0,0,0,0,0.0754515391354788,0.100700599526082,0,0,0.0688935141856769,0.0244408252121165,0,0,0,0,0,0,0,0,0,0.153665748690967,0.0332710216498274,0,0,0.330069355247041,-0.113531891164001,0,0.0505115970760837,0,0,0,0.0779378624746021,0,0,0,0,0,-0.0494102411741583,0,0,0,0,0,0
X000708.SZ,0,0,0,0,-0.0757330916797099,0,0,0,0,0.0911167671772183,0,0,0,0,-0.0010370585657498,0,0,0,0,0,0,0,0,0,-0.0251706349459017,0.320749461713697,0,0,0,0,0.0213872384231259,0,0,0.117419176486942,-0.0263612343131599,0,0,0.090342033808815,0,0,0,0,0,0,0,0.142332039534109,0,0,0,0,0,-0.0436112142467179,0.0418132870858226,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0834390425807867,0,0,0,0,0.173667257700907,0,0,0,0,0,0,0.0802472306222576,0,0,0,0.742542412334049,0.146114532532844,0,-0.0829643015370872,0,0.112350200672687,0,0,0,-0.0399648266778849,-0.210113311612487,0.0192061726917245,0,0,0,0,0,0,0,0,0,0,0.0570912566100666,0.00483545988473568,0,0,0,0,0,0
X600660.SH,0,0,0,0,0.0551614226930823,0,0,0,0,0,0,0,0,0,0,0,0,-0.0196548050354099,0,0,0.172939328102632,0,0,-0.00106686932615411,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0.108345940151681,0.18433121824578,0.06494613666678,0,0,0,0,0,0.0306125870695203,0,0,0,0,0.0226376807409208,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.182229021709392,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13191828373584,0,0,0,0,0,0,0,0,0,0,0,-0.0703807041707485,0.459518746517623,0,0,0.0999875973170426,0.100957203044851,0.160203712614406,0,0,0,0,0,0,0.0671454414828885,0,0,0,0,-0.0709061089683033,0.00767611055337814,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0.00250751666656687,0,0,0,0,0,0,0,0,0,0,0,0.138569552884325,0.181341385033582,0,0,0.00168077253783392,-0.087778736987218,0,0,0,0,0,0,0,0.0710107048058101,-0.00948681271793612,0,0,-0.0272248852726824,1.73472347597681e-18,0,0,0.0476076007942376,0,0,0,0,0.13394742584677,0,0,6.7762635780344e-21,-0.00915985105803851,0,0,0,0,0,0
X000786.SZ,0,0,0,0,0,0,0,0,0,0.151828969172761,0.106238024988537,0,0,0,0.341929573922349,0,0,-0.213426077577061,0.320372722525151,0,0,0,0,0,0.37141586114632,0,0,0.103058960392025,0,-0.13910409045625,0,0,0,0,0,0,0.0069777259243659,0,0,-0.252478580225125,0,0,0,0,0,0,0,0,0,0,0,0.00687198950118223,-0.00777300590943227,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0,0,0,0,0,-0.106137081195586,0,0,0.0270586088339909,0,0,0,0,0.622287717473452,0,0,0,0,0,0,-0.0444325047775544,0,0.0908587829704093,0,0,0,0,0,0,0,0,0,0,0.100940263578424,0,0,0,0,0,0,0,-0.0245436228372166,0,0,0,0,0.0594366368757182,-0.0157139908275814,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.0040945743631411,0,0,0.0325949477573573,0,0,0,0.0944846022974161,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0.285306624589925,0.0355195817636198,0.0604307839980516,0,0,0,0,0,0,0,0,0.0240390795193969,0,0.00428700458420035,0,0,0,0,0.00933924123964181,0,0,0,0,0,0,0,0,0,0,-0.027056892758001,0.0204915604449683,0,0,0,0,0,0
X600801.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0840456161524181,0.192139439708925,0,0,-0.0124659389363584,0,0,0,0,0,0,0,0.0500257158157712,0,0,0,0,0.131691029368868,0,0,-0.0506045439026867,0,0,0,0,0,0,0.0263993346327526,0,0,0,0,0,0.0678257000705412,0,0,0,0,-0.0790123473657103,0.0573075259532715,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0.0744437107241797,0,0,0,0,0,0,0,0.25568404813103,0,0,0,0.1018486550181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0245853954366731,0,0.0487705355860367,0,0,0,0.0606816515002025,0,0,0,0,0,0.0124259172985586,0.0290780004878929,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0.222113015242605,0,0,0,0,0,0.0295029406992084,0,0,0.0616269124996463,0,0,0,0,0,0.0323899350921596,0.121162279639072,0,0,0,0.072085900116712,0,0.00735989139823235,0,0,0,0,0,0,0,0,0,0,0,0.166165830198197,0,0,0,0,0,0.202063421462145,0,0,0,0,0,-0.0190551186320091,-0.0145664581148745,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,-0.0485346565094463,0.107786620476295,0,0,0.0179837252025023,0,0,0.254395568573897,0.0939591239743283,0,0.0997656380645458,0,0.028044660137774,0,0.00160742866980801,0,0,0,0,0.0975331548869244,0,0,0,0,0,0,0,0,0,0,0,0.0868828783806402,0,0,0,0,0,0,0,0,0,-0.0630623905989399,0.00770046312072667,0,0,0,0,0,0
X600489.SH,0,0,0,0,0.0763097494034516,0.914993097240472,0,0,0,0,0.0930349418953999,0,0,0,0.0136775260550929,0,0,0,0.0401341955689264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0834713951121286,0,0,0,0,0,0,0,0,0,0,0.0837570151734319,0,0,0.0945898414548954,0,0,-0.0188015763921806,0.00220280289184206,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0,0,0,-0.125129279199366,0,0.194014296733582,0,0.0289939242400716,0.124324896107652,0,0,0,0.174219801256473,0,0,0,0,0,0,0.220635830201477,0,0,0,0,0,0,0,0,0,0,0.105865951142428,0,-0.135385390163646,0,0,0,0,0,0,-0.0492181661372106,0,0,0.232683973121057,0,0,-0.0544960281973792,0,0,0,0,0,0,0
X600188.SH,0,0,0.0953861044349765,0,0.0166670421227576,0,0,0,0,0,0,0,0,0,0,0.389090952790899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0860600071503745,0,0,-0.0111486408820196,0,0.00366453150293631,0,0,0.0474674060262059,0,0.0201613739888911,0,0.198235833065615,0,0,0,0,0,0.0355241618920313,0.0352924099669862,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0.0224605530584031,0.034942543185035,0,0,0,0,0,0,0,0,0.0140621635210188,0,0,0,0.030849645041392,0.242844944182292,0,0,0,0,0,0,0.0215801494181675,0,0.189386202685367,0,0.0459806471840863,0,0,0.0442054171537216,0,0,0,0,0,0,0,0,0,0,0.040675241614805,0.0271989408609965,0,0,0,0,0,0
X600426.SH,0,0,0,0,0.262294169961801,0,0,0,-0.0425800510147766,0.16128511733507,0,0,0,0.21776803708092,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165165188612493,0,0,0,0,0,0,0,0,0,0,0,-0.0769663437465386,0,0.0301706099802578,0.123790162904773,0,0.164070013251687,-0.0721984318303357,0.249403757956992,0,0,0,0,0.0374126434330212,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.0286191781681582,0.268297268833107,0,0.0505295192569458,0,-0.0414727044843458,0,0,0,-0.0019628336639776,0,0,0.0607036166299977,0,0,0,0,0.372189247462031,0,0,0,0,0,0,0,0,0,0,0,0,0.0553370142458311,0.0209555406024529,0,0,-0.0231423499515035,0,0.200442148713214,0,0,0,0,0,0.213012845872429,0,0,0,0,-0.0779470509792298,0,0,0,0,0,0,0
