,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X601898.SH,X600188.SH,X600660.SH,X600019.SH,X600585.SH,X601600.SH,X600547.SH,X600886.SH,X600011.SH,X000792.SZ,X600795.SH,X600111.SH,X600010.SH,X600362.SH,X002460.SZ,X600489.SH,X000708.SZ,X600160.SH,X002466.SZ,X600027.SH,X600803.SH,X601991.SH,X000301.SZ,X000786.SZ,X000807.SZ,X600426.SH,X600219.SH,X002128.SZ,X000983.SZ,X000408.SZ,X600176.SH,X000630.SZ,X601699.SH,X601168.SH,X000877.SZ,X600096.SH,X600985.SH,X000933.SZ,X600378.SH,X002353.SZ,X000831.SZ,X600995.SH,X002271.SZ,X600352.SH,X000883.SZ,X600688.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.53361804610267,0,0,0,0,0,0,0.0750129802319273,0,0,0,0,0,0,0,0,0,0.134187387906505,0,0,0,0.0457962261996459,0,0,0,0,0,0,0.131732187216465,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,-0.0462980325411386,0.298241356342618,0,0,0,0,0,0,0,0.00200839285799328,-0.0473711193224057,0,0,0,0.0085448266685767,0,0
X601088.SH,0.0117686582729839,0,0,0,0.32526352828678,0,0,0.0313976639259644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141090480759789,0,0,0,0,0,-0.0478889693894592,0,0,0,0,0,-0.033697847614938,0,0,0,-0.031207163260331,0,0
X600028.SH,0.572169738292817,0,0,0,0.143025167764406,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,-0.0329928483088108,0,0,0.15416812455553,0,0,0,0,0,-0.0378504617163803,0,0,0,0,0.0148136937967705,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0118863126853366,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118809938051516,0,0,0,0,0,0.13494612971997,0,0,0.0767168632233693,0,0.350092650116213,0,0.123852130077766,0,0,0,0,0,0,0,0,0,0.0457959283541808,0,0,0.00829030943587499,0,0.0116975694352564,0,0,0,0,-0.0862125589367921,-0.0219425496794752,0,0,0,-0.0297217092725357,0,0
X601898.SH,0,0.444985260748822,0.171882162997284,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110961820349157,0,0,0,0,0,0,0,0.115723485039425,0,0,0,0,0,0,0,0,0,0,0,0,-0.049666075000498,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0.0811974159813753,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0.0831378728460577,0,0,0,0,0,0,0,0,-0.231586232377525,0,0,0,0,0,0,0,0,6.93889390390723e-18,0.0839109351286665,0,0,0,0.0426559580385804,0,0,0,0,0,0,0,0,0.539437929207207,0,0,0,0,0,0.274521909864314,0.00136636063801645,0,0.213144257479662,0.0209584172269585,0,0,0,0,0,6.93889390390723e-18,0.118966929713609,0,0,-0.0296885060707971,0,0
X600660.SH,0,0,0,0.389090481995061,0,0,0,-0.147734607003118,0,0,0,0,0,0,0,0.0956560254412547,0,0,0,0,-0.311190081848499,0.0486532761564603,0,0,0.207395892574549,0,0,0,0,0,0,0,0,0,-0.0623259433340118,0,0,0,0,0,0,-0.0806673383565127,0,0,0,0,0,0,0,0,0,0,-0.0951256522311991,-0.058849779150113,0,0,0.0161667167340355,0,0
X600019.SH,0.0667309294895876,0.273195473907549,0,0,0,0,0,0,0,0,0,0,0.249867337588813,0,0,0,0,0,0,0,0.344629876339517,0,0,0,0,0,0,0,0,0,0.045396083456899,0,0,0,0,0,0,0,0.00741036233996162,0,0,0,0,0,0,0,0,0,0,0,0,-0.0543209133527494,0,0,0,0,-0.0120959395988609,0,0
X600585.SH,0,0,0,0,0.173372815589672,0,0,0,0,0,0,0,0,0.189790729905895,0,0,0.0460167958565935,0,0,0,0,0.0299668808531924,0,0,0,0.155233154507035,0,0.101118725886632,0,0,0,0,0,0,0,0,0,0,0.224737009100933,0,0,-0.0490336123919238,0,0,0,0,0,0,0,0,0,0,0.0191724034597641,0,0,0,-0.0318907548961711,0,0
X601600.SH,0,0.100921641006383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0490682465814105,0.102144740358414,0,0.125000878339672,0,0,0.0879584678807947,0,0,0.175617495378496,0.415519998448931,0,0,0,0.0164816462355504,0,0,0,0,0,0,0,0,0,0,-0.0158527521637226,0,0,0,0.370943130426035,0,0
X600547.SH,0,0,0,0,0,0.0683233715623432,0,0,0,0.0135047415785161,0,0,0,-0.0777273110225379,0,0,0,0,0.0600016511405975,0.773377091059303,0,0,0,0,0.0251327618450004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0211139483453489,0,0,0.027172282729518,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372690061302511,0,0,0,-0.0668101413666114,-0.0477683054016112,0,0,0,0,0.303203788806618,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0854594960351604,0,0,0,0,-0.0293176182056443,0,0,-0.160800864521849,0,0.177912814125495,0,0,-0.0754255267401742,0.0783439110814505,0,0,0,-0.00716028974155615,0,0
X600011.SH,0,0,0,0.0746632123116487,0,0,0.162448139205157,0.25016477173323,0,0,0,0,0,0,0.235809036627955,0,0,0,0,-4.33680868994202e-19,0,0,0.0108862683984255,0.396450087014201,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0999326392521117,0,0,-0.0573064647202712,0,0,0,0,0,0,0,0,0,0,-0.0260962668552364,-0.0248456258092351,0,0,0,-0.0324757804791208,0,0
X000792.SZ,0,0,0,0.0393331884181169,0,0,0,0.0165764403434455,0,0,0,0,0,0,0,0,0,0,0.234595860483242,0,0.191959797749911,0.116864031355165,0.0464058686553864,0,0,0,0.0648702908347318,0.0116092155448936,0,0,0,0,0,0.0625191952717759,0,0,0,0,0,0.0497079575941671,0,0,0,0,0,0,0,0,0,0.140287813493653,0,0,0,0,0,0,-0.0344700314262719,0,0
X600795.SH,0,0,0.108980690150568,0,0,0,0,0.0198273096506336,0,0.0757027460268332,0,0.338853281840236,0.0341596705408578,0,0,0,0,0,0,0,0,-0.100256853828285,-0.00921679527100623,0,0.0260614617875537,0.155612133614128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00816200416389659,0,0,0,0,0,0,0,0,0,-0.0708641930812464,0,0,0,0,0,0,0
