,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X601898.SH,X600011.SH,X600019.SH,X601600.SH,X600547.SH,X600585.SH,X600660.SH,X600886.SH,X600795.SH,X000792.SZ,X600362.SH,X002466.SZ,X000708.SZ,X002460.SZ,X600010.SH,X600027.SH,X600111.SH,X000301.SZ,X600489.SH,X600160.SH,X601699.SH,X600803.SH,X000877.SZ,X000983.SZ,X600426.SH,X601991.SH,X000630.SZ,X000408.SZ,X000786.SZ,X000807.SZ,X601168.SH,X000933.SZ,X600612.SH,X600985.SH,X600176.SH,X002271.SZ,X600219.SH,X002128.SZ,X000932.SZ,X600096.SH,X000883.SZ,X600348.SH,X000027.SZ,X002353.SZ,X600295.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0850355082266256,0.206649996864788,0,0,0,0.0671389519425587,0,0.0952506122653766,0,0,0,0,0,0,0,0,0,0,0,0,-0.0329254176141797,0,0,0,0.0575070970989788,0,-0.00258819874894713,0.0668942477502856,0,0,0,0.139690043814472,0,0,0,0,0,0.0461533899525646,0,-0.0935689983738723,0,0,0,0,0,0,0,0,0,0,0.00460793775055562,0,0.108881241432021,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.171209299143353,0,0,0,0.027701777150218,0,0,0,0,0,0,-0.11141657097013,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230497834440245,0,0,0,0,-0.104150170198446,0,0,0,0,0,0,0,0,0,0,0.00185257871096455,0,0,0,0,0,0,0
X601088.SH,0.00502626200351411,0,0,0,0.239569070310154,0,0.227719307114859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0207952453201194,0,0,0,0,0,0,0,0,0,0.120789256560922,-0.0452744386414535,0,0,0,0,0,0,0,0,0.0893766520605665,0,0,8.67361737988404e-19,-0.0268776014734745,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0179998059752416,0,0,0.122797420915443,0,0,0,0,0.23279770324787,0,0,0,0,0.214507753756912,0,0,0,0.03986301977094,0.0445498181743165,0,0,-0.163216386531253,0,0.106519775067377,0,0,0,0,0,0,0,0,0.0686530284642648,0,0,-1.03779658137413e-05,-0.069032340655091,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.156938414363986,0,0,0,0.0129580435235787,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0851170268880482,0,0.349768497134792,0,0,0.135827926779259,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149553605883525,0.0348983357389864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.0314680262357667,0,0.640679334432062,0,0,0,0.0993542093728934,0,0,0,0,0,0,0,-0.151699639443854,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,-0.0927179132300981,0,0,0,0,0,0,0,0.457258328480795,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0298971123671456,0.0775484635802233,0,0,0,0,0
X600011.SH,0.00276567984492644,0,0,0,0,0.197703954161762,0,0,0,0,0,0,0,0.0581285217741375,0,0,0,0,0,0,0.254960448457483,0,0,0,0,0,0,-0.0272661730398236,0,0,0.206401498246602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0186453055750402,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.0102417874296378,0,0,0,0,0,0,0,0.0517136084612776,0.0181935112807409,0,0,0,0,0,-0.0236478493693082,0,0,0,0.0524955240006209,0,0.0508591816027643,0,0,0,0,0,0,0,0,0,0.0971538917791726,0,-0.0016270955853754,0,0,0,0,0,0.146767707166296,0,0,0,0,-0.0771298104642423,0,0,-0.00129387477421667,-0.01738213761327,0,0,0,0,0,0
X601600.SH,0.243754283588533,0,0,0,0,0,0,0,0,0.109630059986962,0,0,0,0,0,0,0,0,0,0,0.0602720811698336,0,0,0,0,0,0.0221345296572387,0.0949131203549212,0,0,0,0.0746832510001522,0,0,0.0980822390543145,0.0851847196248065,0,0,0,0.0686436255745782,0,0,0,0.0586301645334642,0,0,0,0.137464292673424,0,0,0,0,0,0.00302551394978422,0,0,0,0,0
X600547.SH,0,0,0,0,-0.313994289159351,-0.0391953443975455,0,0,0,0,0,0,0,0,0,0,-0.0337073405996942,0,-0.0110138470372904,0,0,0,0,0.87845199686455,0,0,0,0,0,0,0,0,0,0,0,0,0.0649259986256786,0,0,0,-0.0416147592428498,0,0,0.0694686108081579,0,0,0,0,0,0,-0.0196442484511959,0,0,-0.0666873087674368,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.110077996467321,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072508511654955,0,0,0,0,0,0,0,0,-0.0769748351047567,0,0,0,0,0,0,-0.0589349611929089,0,0,0,0.285123912839738,0,0,0,0.0734978441166093,0,0,-0.00653740196133507,0,0,0,0,-0.0281217682062096,0.0254533877545381,-0.124655474387387,0,0,0,0,0
X600660.SH,0.234168190926504,0,0,0,0,0,0.0156821555016046,0,0,0,0,0,0.0355169069717121,0,0,0,0,0,0,-0.0490830827932182,0,0,0,0,0.0706070386032571,-0.0930476358044325,0,0,0,0.0168739127261384,0,0,0.0386460106063708,0,-0.121083864092495,0,0,0,0,0,-0.0108922574544746,0,0,0,0,0,0,0,0,0,0,-0.0234529363196372,0.0759836140635774,0,0,0,0,0,0
X600886.SH,0,0,0,0,0.0551181123076322,0,0,0,0,0,0,0.0513510896872185,0,0.381745158912193,0,0,-0.0525138402342612,0,0,0,0,0,0,0,0.0133521757308002,0,0,0,0,0,0,0,0,-0.0135002170205968,0,0.0306606104767019,0,0,0,0,0,0,0,0,0,0,0.0940658065516379,0,0,0,0.0772872044143428,-4.33680868994202e-19,-0.0165426725080157,0,0,0,0,0,0
X600795.SH,0,0,0,0,0.217862998865321,0,0,0,0,0,0,0,0.230651468045782,0,0,0,0,0,0,-0.0152235160617816,0.366430806357938,0,0,0,0,0,0,0,0,0.00945285043591886,0.062410530800781,0,0,0,0,0,0,0.0295211071524361,0,0,0,0,0,0,0,0,0,0.0291676137671667,0,0,0,0,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0.00821381172954939,0,0,0,0,0,0,0.19272343625931,0,-3.46944695195361e-18,0,0,0.18510020065439,0,0,0,0,0,0.0297088915008033,0,0.0834645665019253,0,0,0,0,0,0,0,0.0892124433810624,0,0,0.0406744177566922,0,0,0,0.0819355362958773,0,0,0.0422347733006211,0.0307586226534259,0,0,-0.0025968730166488,-0.00380101246663257,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105841044721365,0,0,0,0,0,0,0.0426008595174183,0,0,0,0,0,0,0,0.243319457787599,0.0141371431176715,0,0.000829787818017039,0.177402376887522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,-0.0954668548056538,0,0,0,0,0,0,0,0,0,0,0,0,0.7236136407732,0,0,0.0680188031974935,0.0660401394362436,0,-0.0774170675935873,0,-0.0821483830664519,0,0,0,0,0,0.248307695044086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186315798159781,0,-0.0109131208106527,-0.07507800504619,0,0,0,0,0
X000708.SZ,0,0,0,0,0.128450370271708,0,0,0,0.0450413770406246,0.159549102583044,0,0,0,0.159764226523219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069431258642632,-0.0387688559288961,0,0,0,0,0,0,0,0.180961992632148,0,0,0,0,0,0,0,-0.0250242938567795,0.050276512948418,0,0,0,0,0,0
X002460.SZ,0,0,0,0.217817687293568,0,0,0,0,0,0,0,0,0,0,0,0,0.73872012996648,0,0,0,-0.0195782653032228,0,0,0,0,0,0,0,0,0,0.0751972486970462,0.00856829535792067,0.0545236282717986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0249484333344851,-0.0714820847247246,0,0,0,0,0,0
X600010.SH,0,0,0,0.00987960988835247,0,0.0617305222789873,0,0,0,0,0.187395677056475,0,0,0,0,0,0.0289257769331798,0,0,0,0,0.269639875322989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0685398330775326,0,0,0,0,0,0,0,0,0,0,0.00360400074395819,0.0173463972172195,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0.393918122010473,0,0.130349171589777,0,0,0,0,0.334063140667818,0,0,0,0,0,0,0,-0.162722706496846,0,0,0,0,0.0573308664710046,0,0,-0.0935007278657443,0,0.204238662267502,0,0,0.105403950093112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00581988608996553,0.074789226563722,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131628169027973,0,0.0120919602637634,0,0,0,0,0,-0.00936231662753009,0,0,0,0,0,0,0.136532548631701,0,0,0.112820257256082,0.0184226258994692,0,0,0,0,0.0575226951970232,0,0,0,0,0,0,0,0.105054962944256,0,0,-0.0081759983014919,0,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,-0.0285546683110997,0,0,0,0,0,0,0,0,0,0.00989548686074818,0,0,0.0729857841177188,0,0,0,0,0,0,0.0493675977093217,0,0,0,0.0973247808104298,0,0,0,0,0,0,-0.0318319461535381,0,0,0,0,0.206067293599808,0,0,0,0.0711921127064812,0,0,-0.0880799117076684,0.0525319407647428,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0,0,0,0.131553199746463,0.487537588514887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0830710803691265,0,0,0,0,0,0.0655014183411974,0,0,0,0,0.00351995997725751,0,0,0,0,0,0,0,0,0.188887340208144,0,0,0,0,0,-0.03104130783276,-0.020332680945877,0,0,0,0,0,0,0
X600160.SH,0,0,0,0,-0.150110420020203,0,-0.0040965701272912,0,0,0,0,0,0,0,0,0,-0.0987151244562375,0,0,0.293411663354043,0,0,0,0.0936635816404256,0,0,0,0,0,0,0,0,0,0,0,-0.0107001834234927,0,0,0,0,0,0,0,0.230408143957896,0.323791426420657,0,0,0.0604810671469638,1.73472347597681e-18,0,0,-0.0126290616666567,0,0,0.0695878140015239,0,0,0,0
X601699.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.0506559724236457,0,0,0,0,0,0,0,0,-0.0910236100911996,0.22813170577639,0,0.192630604277989,0,0,0,-0.0621646796245364,0,0,0.0856447427953559,0.48357451636393,-0.373525238788274,0,0,0,0,-0.0311050658207166,0,0.232140482406374,0,0,0,0,-0.00693878739533438,0,0,0,0,0,0,0
X600803.SH,0.087881568260414,0,0,0,0,0,0,0,0.010940382474615,0,0,0,0.134980994815456,0,0,0,0,0,0,0,0,0,0,-0.0902440015454068,0,0,0,0,0,0,0,0,0,0.0380758689282255,0,0.00686815798964153,0,0.157919647200219,0,0,0,0,0,0.181943530634226,0,0,0,0,0.109935656824432,0,0,0,0.0309508148975834,0.0154592020198178,0,0,0,0,0
