,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600011.SH,X600010.SH,X600188.SH,X601898.SH,X002466.SZ,X601600.SH,X601991.SH,X600688.SH,X600660.SH,X600362.SH,X600795.SH,X600516.SH,X002460.SZ,X600547.SH,X600886.SH,X300072.SZ,X601992.SH,X600111.SH,X000898.SZ,X600176.SH,X600352.SH,X600027.SH,X000553.SZ,X000786.SZ,X000792.SZ,X600299.SH,X000709.SZ,X000825.SZ,X600426.SH,X000408.SZ,X002271.SZ,X000830.SZ,X601158.SH,X601699.SH,X600315.SH,X600157.SH,X600489.SH,X000883.SZ,X600219.SH,X600808.SH,X600583.SH,X600339.SH,X600623.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.085911943097292,0.200392002487965,0,0,0,0,0.0292363886502242,0,0,0.0385990903044408,0,0,0,0,0,0.0684192368349325,0,0.0280651029527024,0,0,0,0,0,0.07229395887807,0,0,0,0,0.0266259803737608,0.0689467078362941,0,0,0,0,0.0224274776538764,0,0,0,0,0,0,0,0,0,0.00674785326915129,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0.343072651327445,0,0.169914380264264,0,0,0,0,0,0,0,2.16840434497101e-19,0,0.460568918595657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0426044085967961,0,0,0.106143686810726,-0.0402772323108355,0,0,0,0.0696273833520376,0,0,0,0,0,0,0,-0.0107675948269631,0,0,-0.0308554436339796,0.00300959394693515,0,-0.132251503229978,0,0,0,0
X601088.SH,0,0.332843737906908,0,0.133641636203458,0.155534112857967,0,0,0.084106253625022,0,0,0,0,0,0,0,0,0,-0.0445327256692996,0,0,0,0,0,0,0,0,-0.165257527550385,0,0,0,0,0,0,0,0,0,0,0,0.362283807805499,0,0,0,0,0,0,0,0.00967209688433144,0,0,0,-0.0523381941251287,0,0,0,0,0,0
X600019.SH,0,0,0.265149551122064,0,0,0,0,0.331118504004098,0,0,0,0,0,0,0,0,-0.0332195541303387,0,0,0,0,0,0,0,0,-0.10843926419018,0,0,0,0,-0.117815649953805,0,0.108380090921691,0,0,0,-0.113674987733829,0,0,0,0,0,0,0,0.152601734417337,0,0,-0.0208585470570368,0,0.013036673646276,0,0,0,0,0,0,0
X600585.SH,0,0,0.41983033874973,0,0,0,0,0.112568883530408,0,0,0,0,0,0,0,0,0.0304586596555952,0,0,0,0,0,0,0,0,-0.0241152624342038,0,0,0,0,0.0511245649402699,0,0,0.024102569528203,0,0,0.196762539357747,0,0,0,0.0853188750985466,0,0,0,0,0,0,-0.091297177096403,0,-1.0842021724855e-19,0.0678363269501688,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.0955456505212836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0633015994609031,0,0,0,0,0,0.427545268375083,0,0,-0.0287560389854657,0.148836292622687,0,0,-0.0402849429319462,0,0.292442232287611,0,0,0.116880600175028,0,0.007209952975291,0,0,0,0,0,0,0,0,-0.0069318776889068,-0.0244492281708379,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00757391775018124,0.19435388934366,0,0,0,0,0,0,0,0,0,0.108006559736547,0,0.0532109706484674,0,0,0,0,0.0395383092304371,0,0,0,0,0,0.00409802805017764,0.139634263388133,0,0,-0.0155451198376455,0.0110160219459162,0,0,0,0,0,0
X600188.SH,0,0,0.552142574817791,0.0644395770761661,0,-0.106912148175256,0,0,0,0.158523264943189,0.0727975100870657,0,0,0,0,0,0,0,0,0,0,0,0,0,0.277087760230919,0,0,0,0,0,0,0,0.157887303503299,0,0,0,0,0,0.104446719116554,0,0,0,0,0,0,0.210835417097392,0.12826238780154,0,0,-0.0348175401427243,0.00093165409518732,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0.0961674265635256,0,0,0,0,0,0,0,0,0.00975508652309595,0,0,0,0,0.0253204120287012,0.0107979808198215,0.131194175192699,0,0,0,0,0,0,0,0,0,0,0,0,0.0368773897541895,0,0,0,0,0,0,0,0.00156698336294898,0,0.00251254197904492,0,0,0,-0.0136545117009533,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0.0487574567549892,0,0,0,0,0,0,0,0,0.0686651668646436,0.477002442953096,-0.0367754263134422,0,0,0,0.0522279756014714,0,-0.0490522939490168,0,0,0,0,0,0.0585026528208137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0120328964098684,-0.00449268720842617,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.432453926424973,0,-0.31601890493786,0,0,0,0,0,0,-0.35476334784019,0,0,0,0,-0.059151005814929,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0761197805704338,-0.035577539315613,0,0,0,0,0,0,0,0,-0.000982962850367428,0,-0.241663865535195,0,0.223350248575897,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144274032272222,0.0144020388693287,0,0,0,0,0,0,0,0.0270377585985755,0,0,0.12467415984271,0,0,0,0,0,0,0,0,0,0,0,0,0.0279419530949262,-0.00629407699858837,0,0,0,0,0,0
X600688.SH,0,0.149571389674294,0.155311318109777,0,0,0.026307569185541,0,0,0,0,0,0,0,0,0,0,0.0443695253698456,0,0,0,0.0397831945567303,0,0,0,0,0,0,0,0.0348320781529097,-0.0389270639429044,0.00953722628612922,0,-0.0735814182132444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131567481569703,0,0,0,0,0,0,0
X600660.SH,0,0,0,-0.0667343810573171,0,-0.0303913783658828,0,-0.0969018368986359,0,0,0,0,0,0,0,0,0,0.024174187591929,0,-0.0932792940096969,0,0,0,0,0.275408985342519,0,0,0,-3.46944695195361e-18,0,-0.204943760967563,0,0,-0.0498719479790275,-0.0339263498320313,0.0920521947251003,0,0,0,0,0,0,0,0,0,0.316502855254247,0,0,0,0.0407533264724086,0.0233662002339129,0,0,0,0,0,0
X600362.SH,0,0.0436293325722583,0,0,0,0,0,0,0,0,0.132432669386653,0,0,0,0,0,-0.000127812261727455,0,0,0,0,0,0.0367038535271737,0,0.0218946619119028,0.131287605072704,0,0,0,0,0,0,0,0,0,0,0,0,0.128574247657882,0,0,0,0,0,0,0,0,0,0,-0.00320038344766197,0.00113654057588373,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0763647796318553,0,0,0.0168920615747502,0,0.0949924378309319,0.0790887073926242,0.0660601418117939,0,0.0309198746363086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0203190582479972,0,0.00697693663238672,0.00768261783839966,0,0,0,0,0,0
X600516.SH,0,-0.0339369371319194,-0.0916966258665001,0,0.0216880152202909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079687108735481,0.0280645238173842,0,0,-1.38777878078145e-17,0,0.108127851289285,0,0.000742066064022096,0,0,0,0.635353628900912,0,0,-0.099569919529441,0,0,0,0,0,0,0,0,0,0.0470367924989889,0,0,0,0,0,0,0
X002460.SZ,0,0.206681321917639,0,0,0,0,0,0,0,0.870581861167259,-0.022100070248318,0,0,0,0,0,0,0,-0.0847077747963458,0,0,0,0,0,0.157498811021472,0,0,0,0.064614434924443,0,0,0,0,0,0,0,0.0502745576629184,0,0,0.195747950101495,0,0,0,0,0,0,0,0,0,0,0.0111136113080204,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0235447514873419,0,0,0,0,0,0,0,0.00127492664141049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0950237068602443,0,0.789862156526438,0,0,0,0,0,0,0,-0.010408716556355,-0.00569667733944391,0,0,0,0,0,0
