,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X600019.SH,X000708.SZ,X002460.SZ,X600660.SH,X002271.SZ,X600547.SH,X600010.SH,X600362.SH,X000786.SZ,X600111.SH,X600176.SH,X601600.SH,X601898.SH,X600011.SH,X000301.SZ,X600426.SH,X600886.SH,X002466.SZ,X600188.SH,X600352.SH,X600801.SH,X600219.SH,X601991.SH,X600489.SH,X002353.SZ,X600795.SH,X600803.SH,X002080.SZ,X600688.SH,X600486.SH,X000932.SZ,X600299.SH,X601168.SH,X000898.SZ,X000027.SZ,X600295.SH,X000723.SZ,X600516.SH,X600027.SH,X300037.SZ,X601992.SH,X600157.SH,X600315.SH,X000807.SZ,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.11589089254781,0,0,0,0.00742116125390618,0,0,0,-0.0256416301234484,0,0,0,0,0.0149166394280973,0,0.0583854012460228,0,0,0,0.0434812397904228,0,0,0,0,0,0.00339325370039911,0,0,0.0548551518688392,0,0,0,0,0,0,0,0.0511908140023097,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00229066752708761,-0.00178325582047656,0,0,0,0,0,0
X600028.SH,0,0,0,0.00786278971446103,0,0,0.0884883521895497,0,0,0,0,0,0,0,0,0,0.0560922243168996,0,0,0,0.0494141723580143,0,0.0186124199941343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0150487892500728,-0.0187528951557422,0,0,0,-0.0555298149947385,0,0,0,0,0.116500301320346,0,-0.00412710678995468,-0.0191460675547683,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.117180865997825,0,0,0,0,0,0,0,0,0.368960767318818,0,0,-0.0144649135104523,0,0.000850487852875231,0.148921710834357,0,0,0.00943534145800141,0,0,-0.0180546286597466,0,-0.0192886063661345,0.0648211491209021,0,-0.109063095696961,0,0,0.182950859908489,0,0,0.0504468478578999,0,0.0333898740509288,0,-0.177157708708323,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0.0975533115350021,0,0,0,0.0151187177287025,0.27328810250846,0,0,0,0,0,0,0,0.00647193392990403,0,0,0,0.139064465698973,0.129452892672332,0,0,0,0,0,0,0,0,0,-0.126203803304006,0,0,0,0.108746292082668,0,0,0.0703452436370688,0,-0.0667599704870617,0.0165984760822853,0.120281271671682,0,0,0,0,0,0.232676072718315,0,0,0,0,-0.0261029014045031,0,0,0,0.117848478796601,0,0
X600585.SH,0,0,0,0.0542626826137404,0,0,0,0,0.0208817840974897,0,0,0,0.0369106198372969,0,0,0,0,0,0,0,0,0,-0.000123574203168346,0,0,0.251312962174877,0,0,0,0,0,0,0,0,0,0,0,0.0850942178545649,0,0,-0.0566901191351912,0,0,0,-0.117868797861224,0,0,0,0,0,-0.0237037232531837,-0.00526465261682904,0,0,0,0,0.0101108212844861,0,0
X600019.SH,0,0,0,0,0,0,0,-0.0335630557575725,0,0,0,0,0,0,0.207975776444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0228655693010983,0,0,0.473474691455783,0,0,0.146775559153785,0,0.171015779072523,0,0,0,0,0,0,0,0,0,0,-0.0049830284458129,0,0,0,0,0.0618761221177479,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.913379948120595,0.236018157913057,0,0,0,0,0,0,0,-0.0967247656415211,0,-0.335981272571703,0,0,0,-0.113235413658471,0.396512660354332,0,0,0,0,0,0,0,0.306596256643099,0,0,-0.084438231317503,0,0,0,-0.128748896066527,0,0,0,-0.0799555530831815,0,0,0,-0.043820115901694,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.272861205316044,0,0,0,0,0.0602513821832473,0,0.457866519176694,0,0,0,0.109629387602322,0.136200852925671,0,0.038184439376903,0,0,-0.0871988869781633,0,0,0,0.0140352384874478,0,0,0,0,0,0,0,0.50100596831855,0,0,0,0.140642068027841,0,0,0,0,0,0,-0.084270290751996,0,0,0,0.0152377734995283,0,0,0,-0.0911158930659011,0,0
X600660.SH,0,0,0,0,0,0,0,0.10800552712137,0,0.181521303091297,0,0,0,0,0,0,0,0,0,0.0714352460058937,0,0,0,0,0,0,0.0967690131993411,0,-0.175071629484099,0,0,0.134544869313966,0.00548788062675256,0,0,0,0,0,0,0,-0.00253283750343536,-0.0258071501653898,0,0,0.155862068759336,0,0,0,0,0,0,-0.0179785169460609,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0.0502948598221326,0,-0.230166957064806,0,0,0.19503313864591,0,0,0,0,0.0566682624645978,0,0.177848645357482,0,0,0,0,0.0134140114901918,0,0,0,0,0,0.1167292106079,0,0,0,0,0,0,0,0.0198150158422588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0509860920084485,0,0,0,0.0405882652740935,0,0
