,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X600010.SH,X601898.SH,X601600.SH,X600688.SH,X600547.SH,X600362.SH,X600795.SH,X300072.SZ,X600309.SH,X600188.SH,X601991.SH,X600157.SH,X600027.SH,X601992.SH,X600660.SH,X600886.SH,X600111.SH,X600489.SH,X000898.SZ,X000709.SZ,X600339.SH,X600299.SH,X601158.SH,X000959.SZ,X600583.SH,X000630.SZ,X000792.SZ,X002466.SZ,X600098.SH,X600352.SH,X600219.SH,X000408.SZ,X000883.SZ,X000723.SZ,X000825.SZ,X000539.SZ,X600021.SH,X002092.SZ,X000983.SZ,X000027.SZ,X601699.SH,X600623.SH,X000060.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.315528693721409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00387888518846668,0,0,0.0268868774044908,0.0659840485935514,0,0,0,0,0.0231474158024988,0,0,0,0,0,0,0,0,0,0,0.0464476692973682,0,0,0,0,0,0,0.0908418497716632,0,0,0.00079705539582886,-0.00627420939352494,0,0,0,0,0,0
X600028.SH,0.747733364238386,0,0,0,0,0,0,0,0.0581346468982138,0.0712555348970416,0.0425509620346807,0,0,0.0392402988188323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0271930874920347,0.0574266732255558,0,0,0,0,0,0,0,-0.189067214663853,0.0381298547993509,-0.0161268627468511,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.216320030770054,0.0954569458177778,0,0,0,0,0,0,0,0,0,0,0,0.0139947443848482,0,0,0,0.0610123931964424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00694450295814767,0,0,0,0,0,0.0861898359349078,-0.0824324630377629,0,0,-0.0225374189612414,0.0148018372056141,0,0,0,0,0,0
X600019.SH,0,0,0.552284376410092,0,0.210673655443571,0,0,0,0,0,-0.0998396294870527,0,0,-0.133680821324306,0,0,0,0,0,0,0,0,0,0,0.147923014452669,0,0,0,0,0,0,0,0,0,0,-0.236217001604384,0,0,0,0.0355604687136154,0,0,0.100150967203003,0,0,0,0,0,0,0.0556496487235113,0,0.00458898309309689,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,-0.0960201010809215,0.0236046880159024,0.262394618317317,-0.0936541121740542,0,0,0,0,0,0,0,0,0,0,-0.0762697282208964,0,0,0,0.0264918541785126,0,0,0,0,0,0,0,0,0,0,0.0275678881777828,-0.00696534570576209,0,0.0275852427834571,0.100235709065536,0,0,0,0,0,0.0220496296582031,-0.0162158736655789,0.0159715029301356,0.104402812651667,0,0,0,0,0
X600585.SH,0,0,0,0.0922990410153737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158381039773883,0,0,-0.00296724892101673,0.168420048161599,0,0,0,0,0,0,0.0747611959967664,0,0,0,0,0,-0.420255478094371,0,0,0.0522021238350829,0,0.0379292924595608,0,0,0,0,0,-0.119883375911113,-0.272264360738814,-0.00480400933337279,0.011041540442694,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.059031431467275,0,0,0.108526901445471,0,0,0,0,0,0,0,0,0,0,0,0,0.186388057546566,0,0,0,0,0.0114312502468136,0,0,0,0,0.107647632694224,0,0,0,0,-0.0137738603422992,0,0,0,0,0,0,0,0.0763189355295955,0,0,-0.0308572267141906,0.0116386015181159,0,0,0,0,0,0
X601898.SH,0,0,0.145312343969197,0,0,0,0,0,0,0,0,0.0543673584551453,0,0,0,0.0865734577496661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0306815396124427,-0.00309013040946259,0,0,0,0.237625648150635,0,0.101804326169047,0,0.0297316610985916,0,-0.025663355920008,0.00910421130013821,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0.115937862793232,0,0,0,0,0,0,0,0,0.0541809437061431,0,0,0,0,0,-0.231076264101656,0.180761896849398,0,0,0,0.214122873301466,0,0,0,0,0.280822870593686,0,0,0,0,0,0,0.0136545849763474,0,0,0,0,0.125952960483205,-0.051177678756561,-0.0145464626072249,0.0192215667208116,0,0,0,0,0,0
X600688.SH,0,0.419686301084109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0257429403800073,0,0,0,0,0,-0.00219175341724053,0.233922523051656,0,0,0,0,0,0.0921943025743612,0,0,0,-0.0321373874632333,0,0.0414601114368895,0.106930539891615,0,0,0.0435959724173278,0,0.0202464004137919,-0.0199157001069964,-0.00571065430769744,0,0,0,0,0,0,0
