,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600547.SH,X600010.SH,X601898.SH,X600660.SH,X601991.SH,X600688.SH,X600886.SH,X601600.SH,X600795.SH,X600362.SH,X600188.SH,X600027.SH,X000898.SZ,X601992.SH,X600176.SH,X600516.SH,X000709.SZ,X600352.SH,X600111.SH,X002466.SZ,X600299.SH,X600808.SH,X600489.SH,X000629.SZ,X600801.SH,X601158.SH,X000786.SZ,X002460.SZ,X600219.SH,X000825.SZ,X000553.SZ,X000883.SZ,X002271.SZ,X600583.SH,X002110.SZ,X002470.SZ,X600612.SH,X600021.SH,X000408.SZ,X000932.SZ,X000630.SZ,X601699.SH,X000539.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.379851631933796,0,0,0,0,0,0,0,0,-0.0894588625332425,0,0.085571737445712,0,0.03944159918788,0,0,0,0,0,0,0,0,0,0,0.0860673485857675,0,-0.0122614625696448,0,0,0.00933175199659533,-0.00760844054722245,0,0,0,0,0,0,0,0,0.0359968788423359,0,0,0.0395677365449741,0,0,0,0,0.0283133188714884,0,0,-0.0128054076992279,0.0115358432360085,0,0,0,-0.0110919495289642,0,0
X600028.SH,0.101717555825872,0,0,0,0,0,0,0,0,0,0.398900843547734,0,0,0,0,0,0,0,0,-0.077577812371986,0,0,0,0,0,0,0,-0.171942462762595,0,0,0,0,0,0,0,0,0,0,0,0.391649518804595,0.208419642118611,0,0.0588516003743892,0,0,-0.0460520348545567,0,0,0,0,0.0565469458341237,0,0.0828080751929575,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.0503761068251107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0432793316996156,-0.153989726068373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.291091880859826,0,0,-0.0832707760659509,0,0,0,0,0,0,0,0,0.0394357281580206,-0.0461376649011509,0,0,0.104210491896487,0,0
X600585.SH,0,0,0.0464299440884426,0,0,0.0848428018498516,0,0,0,0,0,0,0,0,0,0,0,0,-0.0361442007497132,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0.172472611923581,-0.119257155337422,0.46760117434088,0,0,0,0,0,0,0,0,0,0.037974355846777,0,0,0,0.0188699034708273,0.130400812662155,0,0,-0.287126271008949,0,0,0.00941852392329634,0,0,0,0.0823551653114084,0,0
X600019.SH,0,0,0,0,0,0,0,-0.0323222537939659,0,0,0,0,0,0,0,0,0,0,0,0.153721807019312,0.0524183321879636,0,0.0234788064994286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231442971041814,0,0,0.0229374000685503,0,0.0197214608143701,0,0,0,0,0.00859194850739393,0.0238072879388263,0,0,0,0.0417431679595209,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.523750239222045,0,0,0.589097634713567,0,0,0,-0.104336616942548,0,0,0,0,0,0,0,0.0511264314065409,0,0,0,0,0,0,0,0,0.0334098523996118,0,0,0.0683687775676133,0,-0.0535914195299232,0,-0.15408316981657,0,0,-0.00902469746671256,0,0.00517527944278102,0.00542637500346182,0.0295083774447852,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0.0260588009546927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0326876310997112,0,0.626412243167572,0,0,0.119645009039563,0,0,0,0,0,0.242546503135435,0,0.090154975365787,0,0,0,0,0,0,0,0,0,0.0953331513525281,0,-0.00386577958652081,0.0429366491208042,0,0,0,-0.0262519285379421,0,0
X600547.SH,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0339760424779053,0.0471643353454873,0,0,0.547613767881305,0.0927371121991361,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0.0250293294803222,0,0.13244304083938,0.104560756404702,0,0,0,0,0,0,0,-0.0100152557182197,0,0,0,0,0,0
X600010.SH,0,0,0,0.0670313566766705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0978051689010215,0,0.0284180105956833,0,0,0.0811999151865024,-0.169580074934805,0,0,0,0,0,0,0,0,0.0264875665285827,0,0,0,0.198984891782811,0,0.116810089144614,0,0,0.0458000671658012,0,0.0318415705557799,0,0,0,0,0.00105508964251964,0.00891404982749516,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0.0380389581372472,0,0,0,0,0,0,0,0.143031000899149,0,0,0,0,0,0,0.103483661208402,0,0.0919409691391967,0,0,3.46944695195361e-18,0.0370807047899001,0,0,0,0,0,0,0,0,0,0,0,0.00185207010297898,0.0430346466226907,0,0,0,0,0,0,0.0605253869380298,0,0,0,-0.00907801379213535,0.0321998693072298,0,0,0,0.0396182804321923,0,0
X600660.SH,0,0.0896253600019244,0,0,0,0,0.0254241232382379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0425930566226657,0,0,0.0341199066199786,0,0,0,0,0,0.335381643160094,-0.0666139487456833,0,0,0,0,0,0,0,0,0,0.123367096690813,0.00397722729905703,-0.0174755840710009,0,0,0,0,0,0
X601991.SH,0,0,-0.023556507751107,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0.0765758919224743,0,0.0170656709647903,0,0,0,0,0,0,0,0.122482755427089,0,0,0,0.0465425609566881,0,0,0.105888517774244,0,0,0,0,0,0,0,0,0,0,0,-0.0970244915584573,0,0,0,0,0,-0.019575532964411,0.0230515905209462,0,0,0,-0.0166377499165455,0,0
