,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600309.SH,X600011.SH,X600188.SH,X601898.SH,X600688.SH,X600660.SH,X600362.SH,X300072.SZ,X601992.SH,X002466.SZ,X600795.SH,X600516.SH,X600547.SH,X601991.SH,X600111.SH,X002460.SZ,X600176.SH,X600886.SH,X000898.SZ,X000792.SZ,X000709.SZ,X000786.SZ,X600157.SH,X600352.SH,X000553.SZ,X000408.SZ,X600027.SH,X601699.SH,X002271.SZ,X600489.SH,X600219.SH,X600339.SH,X000983.SZ,X600808.SH,X000959.SZ,X002110.SZ,X600299.SH,X002092.SZ,X601158.SH,X000883.SZ,X000630.SZ,X600583.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.549700836219054,0,0.0215708566475183,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0370617397342937,-0.102383094651669,0,0,0,0,0,0,0.0254665434625448,0,0,0,0,0,0,0,-0.0136614760609257,0.0712538129705475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00933499904092953,0,0,0,0,0,0,0
X600028.SH,0.703810755136907,0,0.0222558625914933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0383251810319814,0,0,0.00634011112131132,0,0,0,-0.126506624125358,0,0,0,0,0,0,0,0,0,-0.148256443417606,0,0.0456084727803082,0.0181743551191844,0,0,0,0,0,0,0.00638536390620178,-0.0102537533760089,0,0,0,0,0,0
X601088.SH,0,0,0,0.170368409695734,0.20937708745507,0,0.0471953054394393,0,0.154790161014143,0,0,0,-0.102071772620207,0,-0.100765866617658,0,0,0.0741077094825896,0,0,0,-0.0540171001051008,0.0313195164313808,0,0,0,0,0.0511894867592369,0,0,0,-0.0406193139807267,0,0,0,0,0,0,0,0,0,-0.0329214290192072,-0.0432845425284716,0,0,0,0,0,0,-0.00533225703890249,0.0305497899660754,0.114475074164826,0,0,0,0,0
X600019.SH,0,0,0.0646019669931672,0,0,0,0,0,0,0,0,0,0.0953296876664508,0,0,0,0,0.0322898917011271,0,0,0,-0.157707354938781,0.178107794917818,0,0.758675468859836,0,0,0,0,-0.0124891141042077,0,0,0,0,0.060024483195136,0.0900480675634697,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0227322449604664,0,0,0,0,0,0,0
X600585.SH,0,0,0.369600883091373,0,0,0,0,0,0,0,0,0,0.260476625453742,0,0.0438421618808235,0.20554686558137,0,0,0,0,0,0,0,0,0,-0.301585714878896,0,0.204873878214983,0,0,0.260061813487407,0,0,0.0630530850865585,-0.107801158164001,0,0,0,0,0,0,0,0.0550675064583375,0,0,0,0,0,0,-0.022806325771579,0.0138370886471245,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.00213577464863916,0,0,0,0,0,0,0,0,0,0,0,0,0.0901406217231347,0,0,0,0,0.088065331935634,0.0253714323376441,0,0,0.0599137340951706,0.0283596652942016,0,0,0,0,0,0,0.039868111005898,0.320505679333912,0.0218183539386021,0,0,0.0739615791774328,0,0,0,0,0,0,0.00892819459406042,0,0,0,0,0,0
X600309.SH,-0.531524851267481,0,0.0987138993413999,0,0,0,0,0,0,0,-0.0851664849613178,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103287348128047,0,0,0.0902051323470889,0,0,-0.103426844913843,0,0,-0.0224865906532048,0,0,0,0.0179808748530658,0,0,0,-0.102104462751011,0,0.251133962364218,0,0,0,0,0,-0.0339456975559313,0.0486023569700455,0,0,0,0,0,0
X600011.SH,0,0,0,-0.0800102126742975,0,0,0.015027708536275,0,0.0263548878371395,0,0,0,0,0.0834353483828034,0.0999973978576377,0,0,0.00797284785031212,0,0,0,0,-0.0398699375483076,0,0,-0.0487409259829909,0,0,0,0,0,0,0,0,0,0,0,0,0.018905682557891,3.46944695195361e-18,0,0,0.0864093537516874,0,0,0,0,0,0,-0.00951429520851314,-0.000467795513868529,0,0,0,0,0,0
X600188.SH,0,-0.0916619397658514,0,0,0.23016996469471,0,0.007078380776685,0,0,0,0,0,0,0.101243735422138,0,0,0,0.0455945146654538,0,0,0,0.0612240612758158,0.110304691520113,0,0,0.07254646163241,0,0,0,0.0523432327819186,0,0,0,0.197022374081919,0,0,0,0,0,0.298908182901127,0,0,0.0476072880730123,0,0,0,0,0,0,0.0163337510723597,-0.0234744060601157,0,0,0,0,0,0
X601898.SH,0,0,0,0,-0.0171743008145686,0,0,0,0,0,0,0,0,0,0,0,0,0.0473248410552682,0,0,0,0,-0.000850537924138252,0,0,0.030786412429534,0,0,0,-0.0277596221261117,0.08200928748093,0,0,0.0510042830740038,0,0,0,0,0.281723904085468,0.156305046810516,0,0.0120137087101657,0,0,0,0,0,0,0,0.00419791242432367,0,0,0,0,0,0,0
X600688.SH,0,0.18777207594684,0,0,0,0,0,0,0,0,0,0.0944952795762608,-0.0208149032876447,0,0,0,0,0.0222962835139104,0,0,0,0,0,0,0,0,0,0,0,-0.0525745515836369,0.103851947176455,0,0,0,0.0935510706452691,0,0,0,0,0,0,0.0305468459188745,0,0,0,0,0,0,0,-0.0024167943375244,0,0.0128045789712044,0,0,0.102459429057103,0,0
X600660.SH,0,0,0,0,0,0,0,-0.10446757792353,0,0,0,0,0,0,-0.0356401097821012,-0.0147722667191715,0,0,0,0,0,-0.0723126539058644,0.222655223150383,0,0,0,0,0.0235636869564269,0,0,0,0,0,0,0.295821393733891,0,0,0,0,0,0,0.0208621483245505,0,0,0,0,0,0,0,-0.00790993124244217,0.0169024922105369,0,0,0,0,0,0
X600362.SH,0,0,0,0.415436340496661,0,0,0,0,0.0769205308495873,0,0,0,0,0,0,0,0,0,0,0,0.393010898117645,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,-0.000336569676650869,0,0,0.0257050564148048,0,0,0.0851275343988237,0,0,0,0,0,0,0,0,0,0,0,-0.00132068605972637,-0.0125118292733093,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0,0,0,0,0,0,-0.136612574706863,-0.0512058313773268,0,0,0,0,-0.0203680789442549,0,0,0,0,0.131329607949308,0,0,-0.085813057348995,0,0.150523653831752,0,0,0.116140930201777,0.112482355570894,0,0,0,0,0,-0.0795229257220787,0,0,0,0.108657097857136,0,-0.0290561942482108,0,0,0,0,-0.401988644779319,-0.0141003355753822,0,0,0,0,-0.226959730356689,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0.105731454073409,0,0,0,0,0,0,0,0,0.0580430923876174,0,0,-0.00676734116216942,0,0,0,0.01202444183838,0,0,0,-0.0740560961790726,0.181904418747665,0,0,0,0,0.09198622079847,0,0,0.131626118169354,0,0,0,0,0,0,0,0,0,0,0.00697789728362047,-0.0104057472311425,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0.043334046899932,0,0,0,0,0,0,0,0,0.0669445805552524,0,0,0,0.768731417800539,0,0,0,0,0,0,0,0,0,0.0384044083635126,0,0,0,0,0,0,0,0,0,-0.0376387260417694,0,0,0,0,0,0,0,-0.025198663975607,0.0491623121638133,0,0,0,0,0,0
