,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600309.SH,X600011.SH,X600010.SH,X600188.SH,X600660.SH,X601898.SH,X600688.SH,X601600.SH,X600362.SH,X601991.SH,X002466.SZ,X600795.SH,X600886.SH,X000898.SZ,X600547.SH,X600516.SH,X300072.SZ,X600111.SH,X002460.SZ,X600176.SH,X600027.SH,X600352.SH,X000553.SZ,X000786.SZ,X601992.SH,X000825.SZ,X000709.SZ,X600299.SH,X601699.SH,X000792.SZ,X600808.SH,X002110.SZ,X002271.SZ,X600426.SH,X000932.SZ,X000883.SZ,X600315.SH,X601158.SH,X600219.SH,X000830.SZ,X000983.SZ,X600489.SH,X600801.SH,X000408.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0421241099091108,0.148933301724126,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.0655036230878501,0.0750205971042891,0,0,0,0,0,0.129815469981097,0,0,0,0,0,0,0.128471395605216,0.0427258231737506,0,0,0.0460047147007717,0,0,0,0.023219836736311,0,0,0,0,0,0,0,0,0.013325843038367,0.0061712999902245,0,0,0,0,0,0
X600028.SH,0,0,0.238084976345964,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,-0.0117927461157692,0,0,0,0,0,0,0,0,0,-0.0373597398252161,0.0242653784519171,-0.116257334085517,0,0,0,0,0,0.153463008715859,0.000962086791347818,0,0,0,0.113133030933412,0,0,0,0,0,0,0,0,0,0,0,0,0.0165992190354148,-0.0456698564536767,0,0,0,0,0
X601088.SH,0,0.176423366814698,0,0.166618457730818,0.144252800551911,0,-0.0945635581079991,0,0.214433561058271,0,0,0.487368214879578,0,0,0,0.0186323475348913,0,0,0,0,0,0,0,-0.100209616389081,0,0,0,0,0,0,0,0,0,0.137871024548777,0,0,0,0.0172036543785211,0,0,0,0,0,0,0,0,0,0,0,0,0.00950625806378596,-0.056337316842987,0,0,0,0,0,0
X600019.SH,0,0,0.129840563375188,0,0,0,0,0,0.16807214600571,0,0,0,0.49794483541711,0,0,0,0,0,0,0,-0.0257195474116243,0,0,0,0,0,0,0,0,0,0,0,0,0.10551608849532,0,0,0,0,0,0,0,0,0,0,-0.0851600073709056,0,0,0,0,0,-0.0105879472337804,-0.0295479189035768,0,0,0,0,0,0
X600585.SH,0,0,0.27383661447387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0712198289305215,0,0,0,0,-0.0476200747401476,0,0,4.33680868994202e-19,0.1934833453332,0,0,0,0,0,0,0,0,0.056787087036485,0,0,0,0,0,0,0.268978561692832,0,0,0.134876571870239,0,0,-0.0439775231566964,0.0210607780246766,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0101090722745341,0,0,0,0,0,0,0,0,0,0,0,0.0317456171159905,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0589143198777011,0,0,0,0,0,0,0.0029848852474353,0.110958210819617,0.0278710184408544,0,0,0,0.165092078666977,0,0,0,0,0,0,0.138592356104754,0,-0.141682326570325,0,0.0235590456727852,0,0,0,0,0.0576786601245876,0,0,0,0,0,0,0,0,0.0238070749477985,-0.0180813272662455,0,0,0,0,0,0
X600010.SH,0,0,0,0.11558501681396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37477859926872,0,0,0,0,0,0.0558798667029465,0,0,0,0,0.154847278929619,0,0.155415962424466,0,0.0527614491736573,0,0,0,0,0,0,0
X600188.SH,0,0,0.515148171721682,0.101751925812009,0,0,-0.162420308684055,0,0,0,0,0,0,0,0,0,0,0,0,-0.0746661940101486,-0.112709265937967,0,0,0,0.277331684739247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0268170794580368,0,0,0,0.639274668886273,-0.0635817841912602,0,0.0947567137742219,0,-0.051533757317279,0.0172847033959064,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,-0.171873467613966,0,0,0,0,0,0,0,0,0,0,-0.33274178644217,0,-0.0137461810186174,0,0,0,0.0574776386868202,0.359462592228157,0,0,0,0,0,0,0,-0.402854517024655,0,-0.0179286228706251,0,0,0,0,-0.0510616094987963,0,0,0,0,0,0,0,0,0,0,0.0308615484567869,0,0,0,0,0.187255350713363,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022418396127788,0,0,0,0.0117960210994141,0.0509971375599488,0,0,0,0,0.136083700353476,0,0.0553232482187529,0,0.15545742319279,0,0,0,0,0,0,0,0,0,0,0.0185428337196513,0.243772885727014,0,0,0,0,0.00852665853391869,0,0,0,0,0,0,0
X600688.SH,0,0.23310022729586,0.0320275034464208,0,0,0,0,0.0301437131589219,0,0,0,0,0,0.0868128694033883,0,0,0,0,0,0,0,0.00591132694017716,0,0,0,0,0,0,0,0,0,0,0,0.0120018244629143,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.0905824615168957,0,0,0,0,0,0.0257489217989737,-0.00273298932073312,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,-0.208358640563793,0,0,0,0,0,-0.0133268089566227,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0303524388897739,0,0,0,0.497813887490067,0.0156812852672141,0,0,-0.0492948133166011,0,0,0,0,0,0,0,0,0.120794475782796,0,0.1497624542498,0,0,-0.00135925870631271,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0.00110355488749019,0,0,0,0,0.300647314180027,0,0,0.0884942328359669,0,0,0,0,0,0,0,0,0,0,0.0947127669165326,0,0.0472707286108172,0,0,0,-0.119686746508366,0.0711916229103971,0,0,0,0,0,0,0,0,0,0,0.0387320453306213,0,0,0,0,0,0.00404690125650582,0.0166013634473258,0,0,0,-0.106381166560443,0,0
X601991.SH,0,0,0,0,0,0,0,0.0877678470171132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0247576567280576,0.0781105681300176,0.0757719796305877,0,0,0,0,0,0,0,0,0,0.00996173804104883,0,0,0,0.0657865800325635,0,0,0,0,0.154545610953023,0,0,0,0,0,0.036480267068096,-0.0029083441502826,0,0,0,0,0,0
X002466.SZ,0,0,0.0635945478078364,0,0,0,0.0353794141395064,0,0.244516861927956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372247693117573,0,0,0,-0.111717095121499,0,0,0,0,0,0,0,-0.104083108555256,0,0.153028463405552,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.124331383629832,0.0523888703362245,0.896659926666635,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0.0219329896642992,0,0,0,0,0,0,0,0,0,0.0498784627269587,0,0,0,0,0,0,0.0850738765382615,0.00664539384557046,0.0900844124785253,0,0,0.0236484052197728,0,0,0,0,0,0.0932207556686678,0,0,0,0.0148834317540137,0,0,0,0,5.42101086242752e-20,0,0.0540733859596332,0,0.123069229715515,0,0.0033950971658242,0,0,0,0,0,0,0
X600886.SH,0,0,0,-0.0314147491112695,0,0,0.159805310137603,0,0,0,0,0,-0.0205424530497864,0,0,0,0,0,0,0,0,0,0,-0.0737003631264256,0.0328113073313,0.161920706850996,0.200276518273669,0,0.190039172515136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0240504858540232,-0.00860496892709657,-0.00533064502851283,0,0,0,-0.0250617933685134,0,0
X000898.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0110841153166204,0.0976715523254293,0,0,0.065796703619721,0.07867635259576,0,0,0,0,0,0.0272199523673944,0,0,0,0,0,0,0,0,0.287543224958383,0,0,0,0,0,0,0,0.0994634485540174,0.0678024268719627,0,0,-0.0335840377045437,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0763490513506252,0,0,0,0,-0.0163011728314599,0,0,0,0.0119186597536971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0962746417016572,0,0,0,0,0.933048487845395,0,0,-0.0801903868614159,-0.0118361345997016,-8.67361737988404e-19,0,0,0,0,0,0
X600516.SH,0,0,0,0,0,0,0,0,0.0586450232866808,0,0,0,0,0,0,0.0248668672566335,0,0,0,0,0,0,0.0992160187787581,0,0,0,0,0.219957314027054,0,0,0,0,0,0,0.059248462956481,0.121049288008917,0,0,0,0,0,0,0,0,0.400653665290459,0,0,0,0,0,-0.0107905878871066,-0.00776701486825321,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0,-0.122084906951626,0,0,0,0,0,0,0,0,0,0,0,0,0,0.446264896124347,0.391595000784532,0,0,0,0.0595355686346141,0,0,0.210535897258778,0.545179105867494,0,0,0,0,0,0,0,0,0,0.0479091786259051,-0.193609788247952,0,0.0613311717804676,0,0,0,-0.632606736637438,0,0,0.330565013778601,0,-0.0109510144282739,-0.070047159908493,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0564219791484317,0,0,0,0,0,0,0,0,0,0,0.0472763890089041,0,0,0.0148239276773175,0,0,0.0638736514940854,0,0.104043485395288,0,0,0.0110460202318897,0,0,0,0,0,0,0.205083296770824,0.0792093565390322,0,0,0.0185086889190371,0,-0.00962534327198059,-0.0123602233263661,0,0,0,0.173230378077153,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.327629958381705,0,0,0,0,0,0,0,0,0.0622246568160479,0.112788335688258,0,0,0.495824150162431,0.317010732484349,0,0,0.0888495820347492,0,0.0922626640176907,0,0,0,-0.128825899264152,0,0,0.216711415800184,0,0,0,0,0,0,0,0,0.0327184377420199,-0.00986580303122835,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0,-0.028760950532412,0,0.166102239761902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0451091754316406,0,0.418948723100862,0,0,0,0.279319996594962,0,0,0,0,0.0383537968907539,0.229885592292501,0,0,0,0,0,0,0,0,0.143712301978126,0,0,0.00710518702376925,0.0207718363299038,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,-0.0636107554425229,0.328570088182856,0.055222736097831,0,0.0452014655697604,0,0,0,0,0,0,0,0.573655759791911,0,0,-0.100567205860353,0,0,0,0.0537602422594986,0,0,0,0.0652882068300103,0.022695292182722,0,0,0,0,0,0,-0.0664360145680264,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00349152908874368,0.00141575352778337,0,0,0,0,0,0
X600352.SH,0,0.0483464592702091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174885764344572,0,0,0,0,0,0,0,0,0,0.0410917274663549,0,0,0,0,0,0,0.125621193004417,0,0,0.25902807217148,0,0,0,0.0764037211487848,0,0.0254958101981581,0,0,0,0,0,0,0
X000553.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155750531533392,0,0.119385967659668,0,0.217610105364742,0,0,0,0,0,0,0,0,0,-0.127824968185137,0.0561679380637885,0,0.0578956191481257,0,0.105229061316677,0.175958652343648,0,0,0,0,0,0,0,0,0,0,-0.00241528597445622,-0.0388108979735309,0,0,0,0,0,0
X000786.SZ,0,0,0,0,0.0929720846478332,0.12372950997622,0,0,0,0,0,0,0,0.0186675738503949,0,0.0208942503329832,0,0,0,0,0,0,0,0.150451927353619,0.442154556744809,0.073640985774985,0.0706899868107197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0335034878249195,0,0,0,0,0,0,0,0,-0.0444316843272827,-0.0164636258670826,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0.000559603742429697,0,0,0,0,0,0,0,0,0,0,0,0.216134006881447,0,0.150984043369021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.261470394275812,0,0,0,0.24248400577644,0,0,0.160624533597476,0,0,0,-0.0538525850520566,0,0.0229500321372685,0.0791364777501969,0,0,0,0,0,0
X000825.SZ,0,0,0,0,0,0,0,0,0.134888623770411,0,0,0,0.0771670319901107,0,0,0,0,0,0,-0.127823890748503,0.232301478955874,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0114924863202137,0,0,0,0,0.176414636935215,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,-0.000957558809099044,-0.0484180490019283,0,0,0,0,0,0
X000709.SZ,0,0,0,0,0,0,0,0.30968969749384,0,0,0,0,0.00959702009078462,0,0,0,0,0,0,0,0.065630907362547,0,0,0,0,0,0.00441397091315064,0,0,0.109085748274924,0,0,0,0.035586672725532,0,0.0378561074931879,0.0973731469904825,0,0,0.0322889531573474,0,0,0,0,0.11079677958514,0,0,0,0,0,0.0044127525708049,-0.0160901445672958,0,0,0,0,0,0
X600299.SH,0,0,0,0,0,-0.163526247176531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23516958766102,-0.0795182146367531,0,0,0,0,0.070523670421243,0,0,0,0,0,0,0,0.0163235004337937,0,0,0,0,0,0,0,0,0,0.0988684805542408,0,0.0514496595481407,0,0,0,0.0291600243345364,0,0,0,0,0,0,0
X601699.SH,0,0,0.355050471211071,0,0,0,0,0,0.0823065862460829,0,0,0,0.220808112218194,0,0,0,0,0,0,-0.193966942301906,0,0,0,0.161651697484812,0,0,0.000157150817820272,0,0,0,0,0,0,0,0,0,0,-0.139247980904906,0,0,0,1.0842021724855e-19,0,0,0,0.343194762022308,0,0,0,0,0.00952552074675021,4.33680868994202e-19,0,0,0,0,0,0
