,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600010.SH,X600585.SH,X601898.SH,X600547.SH,X600688.SH,X600188.SH,X601600.SH,X600795.SH,X300072.SZ,X601991.SH,X600157.SH,X600362.SH,X600027.SH,X601992.SH,X600111.SH,X600309.SH,X600886.SH,X600660.SH,X600489.SH,X002466.SZ,X600623.SH,X601158.SH,X000723.SZ,X600299.SH,X000792.SZ,X002075.SZ,X000408.SZ,X000709.SZ,X000898.SZ,X000959.SZ,X000983.SZ,X600583.SH,X000883.SZ,X600352.SH,X600549.SH,X000539.SZ,X000027.SZ,X600176.SH,X000630.SZ,X601699.SH,X600021.SH,X600126.SH,X000012.SZ,X002470.SZ,X000060.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0143852470046713,-0.00232845744278726,0,0.0383565893265055,0,0,0,0.00652744010232975,0,0,0,0,0,0,0.0284841015214842,0,0,0,0,0.00215971592577341,0,0.0130414935131167,0,0.0297899971255441,0,0,0,0,0,0,0.0704548473531929,0,0,0.0690466758305434,0,0,0,0,0,0,0,0,0,0,0,0,-0.00584670121759335,0,0,0,0,0,0
X600028.SH,0,0,0.0618125842421192,0.0336190779723151,0,0,0.0392818832956274,-0.0320528069684013,0,0,0,0,0.0510438605086387,0.0763932365390494,0,0,0,0,-0.0453398432595139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110211327666731,0,0,0,0,0,0,0,0,-0.0502713384588425,0,0,0.0310836518149659,0,0,0,-0.00393530743419906,-4.33680868994202e-19,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.197357690764685,0,0,0,0,0,0.0210020014122382,0,0,0,0,0,0,0.11206793058133,0,0,0,0.1102286198722,0,0,0.0676965612156852,0,0,-0.0078940678312225,-0.0709566359694544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0702714955049831,-0.0308857983143677,0,0,0,0.00717069041193605,-0.018455914324862,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.0956938771185263,0,0.00811681705643975,0,0.0371469972115589,0,0,0.0409882125182559,0,0,0,0.0624765625313711,0,0,0.0638410132736487,0.182559961124349,0,0,0,2.71050543121376e-20,-0.0375399428432341,0,-0.207635931188923,0,-0.107649091510788,0,0,0,-0.0386524388966945,0,0,0,0.180851200973343,0,0,0,0,-0.0147442102081339,0,0,0.0363789397324278,-0.032788270448885,0,0,0,-0.00246619600603514,0.00871044965713837,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0197565314286856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0460590480475052,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.0201008495980144,0,0,0,0,0,0.0187064689189016,0,0,0,0,0,0,0.0692914046099188,0.0763834900305611,0,0,0,0,0,0,0,0.0680022015853162,0,0,0,0,0.0583108858161898,0.0691857961175442,0,0,0,0.0708672541370255,0,0,0,0,0.0263362287127578,0,0.0262974986876156,0,0,0.13558332645162,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0384570836959,0,0,0.281612931428278,0,0,0.0783110644438824,0,0,0.0389946434982805,0,0,0,0,0,0,0.126084588109339,0,0.115263625320301,0,0,0,0,0,0,0,-0.0705579788586971,0,0,0,0.0234273376392437,0,0,0,0.091031757433173,0,0,0,0,0,0,0,0,0,0,0,0,0.136007814893687,0.00508878967165678,0,0,0,0,0,0
X601898.SH,0,0,0.339082571874794,0,0,0,0,0,0,0,0.091614617400187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0978527245751829,0,0,0,0,0,0,0,0,0.0484225678338018,0.0632634700574784,0,0,0,-0.090371394025407,0,0,0,0.178478908377685,0.264097589821643,0,0.0771172896311312,0,0,0,0,0.0294987339132539,-0.109458179966647,0,0,0,0,0,0
X600547.SH,0,0,0,-0.184421303230644,0,0,0,0,0,0,0,0,0,0.0225292991683597,0,0,0,0,0,0,-0.159786522560486,0,0,1.04669285642463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0488580678146707,0,0,0,-0.133010926177552,0,-0.0940061234731753,-0.0235756097909041,-0.0577305950016694,0,0,0.193737045457064,0,0,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0274854178954713,0,0,0,0,0,0,0,0,0,0.0388924241084113,0.0237245637151135,0,0.0130503908110039,0,0,0,0,0,0,0,0,0.0540850330663388,0,0,0,0,0,0.276196748646206,0,0,0,0,0.0530157256386125,0,0.158013250181035,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0.0196739302087995,0,0,0.156057023297901,0,0,0,0,0,0,-0.0832144125346331,0,0,0.123513023092486,0,0,0,0,0,0,0.0675631944229476,0,0,0,-0.0195835605900119,0,0,0,0,0,0,0,0.667351145886768,-0.132618785937437,0,0,0.0939886860498395,0,0,0,0,0,0,0,0,-0.154330755166239,0.152402955752307,0,0,0.00439655640611007,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00916855836951841,0,0,0.173357112469717,0,0,0,0,0,0,0,0,0,0.0521300939970235,0,0,0.0454891053316521,0,0.0189281099981489,0,0,0,0,0.039892263956367,0,0.109549648829839,0.0138475949717443,0,0.0250090897130926,0,0,0,0,0,0,0.124747155041008,0.0932593109788258,0,-0.013240706662464,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,-0.00104591147363735,0,0,0,0,0.036728323106434,0,0,0,0.090443656052231,0,0,0,0.0321916762002058,0,0,0,-0.0211370453085566,0.0754852714196687,0,0,0,0,0,0,0,0.0155048404587512,0,0.0609072107051375,0,0,0.0609401703450729,0,0,0.00918871707465307,0,0,0,-0.00361675477895617,0,0,0,0,0,-0.00465911048880025,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0,0,0,-0.054076200251192,0,0,0,0,0,0,0,0,0,0,0,0.0981181213809489,0,0.341295438959693,-0.0213547788418659,0,0,0.0636077883018617,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.293390897110343,0,0,0,0.898926146743147,-0.564254193183842,0.26196074473982,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0252173810758095,0.0312278219085535,0,0,0,0.13551413335401,0.00316142424224429,0.0391191344559289,0,0,0,0,0,0,0,0,0,0.0796975061798181,0,0,0,0,0,0,0,0,0,0.00948189990267532,0,0,0.0224393255279599,0,-0.0383909020180699,-0.00168987924374944,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0.0593375203510045,-0.055452561845227,0,0.0688637435509379,0,0,-3.46944695195361e-18,0,0,0,0,0,0.102942337438333,0,0,0,0,0.0209262396753468,0,0,0,0,0.0813777513599372,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117725465299831,0.128081558068484,0,0.0770709255719301,0,0,0,0,0,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0.050140478519266,0,0.0375488246098093,-1.73472347597681e-18,0.00656542905036123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0905178213128306,0,0,0.0121156223819355,0,0,0,0,0.00743638657783677,0,0,0,0,0.0818896893934496,0,0,0,0,0.174085954779276,0,0,0,0,0.375853365836874,0,0.0370557023230662,0,0,0,0,0,0,0
X600027.SH,0,0,0,0.0203715050321815,0,0,0.111822271311961,0,-0.0500473450299975,0,0.018568897447298,0,0,0,0,0,0,0,0,0,0,0.419479330797241,0,0,0,0,0,0,0,0,0,0,-0.0113949725319719,0,0,0,0,0,0.0362888936602633,0.0355862215672584,0,0,0,0,0,0.0457508634256906,-0.00678010243890301,0,0,0,0,0,0.00097822227556067,0,0,0,0,0,0
X601992.SH,0,0,0,0,-0.0054133715175837,0,0.272210191627373,0.104973567494926,0,0,0,0,0,0,0,0,0.101758883839736,0,0,0,0,0,0,0.0701464374184466,0,0.0142837788126351,0.102646555523483,0,0,0,0,0,0,0,-0.0732645784024997,0,0,0,0,0,0,0,0,0,0.117634333477752,0,0,0,0,0,0,0.113297147486807,-0.0607811681734684,0,-0.140686700861513,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0695846303424968,0,0,0,0,0,0,0.0897028971052798,0,0,0,0.220129196857,0,0.141384373962474,0,0,0.0964144989089307,0,0,0,0,0,0,0,0,0,0.171551380395262,0,0,0,0,0,0,0,0,0,0.281561390622479,0,-3.46944695195361e-18,0.00520324568465965,0,0,0,0,0,0
