,X601857.SH,X600028.SH,X601088.SH,X600010.SH,X600011.SH,X600019.SH,X600585.SH,X601898.SH,X600795.SH,X600886.SH,X601600.SH,X601991.SH,X600688.SH,X000709.SZ,X600027.SH,X600157.SH,X000539.SZ,X600111.SH,X600362.SH,X600188.SH,X600583.SH,X002075.SZ,X601158.SH,X600352.SH,X000898.SZ,X600021.SH,X601992.SH,X600309.SH,X000883.SZ,X002353.SZ,X000027.SZ,X600660.SH,X600808.SH,X000629.SZ,X002470.SZ,X000878.SZ,X600863.SH,X000792.SZ,X000060.SZ,X600307.SH,X000959.SZ,X600098.SH,X000825.SZ,X600578.SH,X600489.SH,X300072.SZ,X601918.SH,X600008.SH,X600022.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.735855592373517,0.122970110636625,0,0,0,0,0,0,0,-0.0249274257716907,0,-0.0519483356681436,0.0292196478592522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104807958076091,0,0,0,0.0398193539448498,0,0,0,0,0,0,-0.0829775827466238,0,0,0,0,0,-0.00708916049170586,0,0,0,0,0,0
X600028.SH,0.443963087273228,0,0,0,0,0.148078290832872,0,0,0,0,0,0,0.0296493447476978,0,0,0.0538946449129238,0,0,0,0,0.103111881640902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0269389582149029,0,0,0,0,0.0129556546230022,0.0867978189027924,0,0,0,0,0
X601088.SH,0.0434151971866527,0,0,0.166786289670519,0.0062005148968491,0.121943639655963,0,0.145701272369496,0,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0.0180603391619944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000657666006232658,0,-0.0201253945307049,-0.00442526771381135,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186600327615534,0,0,0,0,0,0.163609013373887,0,0,0,0,0,0,0.259027127337052,0,0.0224666201658012,0,0,0,0.258768821655355,0,0,0,0,0,0,0,0,0,0.0125439932395659,0,0.0144524032645466,0.0335737575509749,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.168512766557598,0,0,0.0349054091658798,0.0753968325315489,0,0,0,0,0,0,0,0.038625666358874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.480830423835367,0,0,0,0,0,0,-0.00838393670816814,0.0032658861849924,0,0,0,0,0,0
X600019.SH,0,0.0388655368686862,0.170361844688531,2.16840434497101e-19,0.271310607612713,0,0,0,0,0,0,0,0,0.0689784280533914,0,0,0,0,0,0,0,0,0,0,0.324032333493995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0116619875649299,0,0,0,0,0.00454956671129011,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0579967930101194,0.179983798463112,0,4.33680868994202e-19,0.0438706538315769,0,0.0324577277023554,0,0,0,0,0,0,0,0,0.00521312461652593,0.0159114821792992,0,0,0.0659060561827466,0.0827323232955908,0,0,0.0722648845369173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0212441119601491,-0.0212001675917779,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.13827399933871,0,0,0,0,0,0,0.168784577314134,0.127150668321352,0,0,0,0,0,0.102743286404695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22550271147781,0,0,0.230779630323085,0,0,0,0.00361126278908072,1.0842021724855e-19,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0.0424642111611503,0.0806051537369149,0.0040368332542621,0.00619419867846156,0,0.0820276128851391,0,0,0,0,0,0.0404285587298658,0,0,0,0,0.177584652369949,0,0,0,0,0,0,0,0,0,0,0.278001156095942,0,0,0,0,0,0,0.112733156949429,0,0,0,0,0.00742411869739046,0,0,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0.133396100666722,0,0,0,0,0,0,0,0.114680533224225,0,0,0.131276996994815,0,0,0,0,0,0,0,0,0.0379008131120885,0,0,-0.126190981545504,0,0,0,0,0,0,0,0,0,0.118967126729581,0,0,0,0,0.168134463407514,0,0.0267406017531777,0,0,0,0,0.00148120601768603,-0.015712684544785,0,0,0,0,0,0
X601600.SH,0,0,0,0,0.0710814301679645,0,0,0.126231302709194,0,0,0,0,0.0774658127124223,0,0,0,0,0,0.043469347175452,0,0,0,0,0,0.0095405229067439,0,0.118775900738247,0,0,0,0.0878547174310892,0,0.0431567298335104,0,0,0,0,0,0.00315743442840804,0,0,0,0,0,0,0,0,0,0,0,-0.0119947633483421,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0.0689007516730099,0.190062407836042,0,0.190644593472335,0,0,0,0,0,0,0.064246455965178,0,0,0,0,0,0,0,0,0,0.0394130789457389,0.109225522186072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103929103537327,0,0,0.0256172002151066,0,0,0,0.000890494210649102,0,0,0,0,0,0,0
