,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X600688.SH,X601898.SH,X601600.SH,X600795.SH,X601991.SH,X600027.SH,X600623.SH,X600188.SH,X600362.SH,X601992.SH,X600886.SH,X600111.SH,X600157.SH,X600299.SH,X002466.SZ,X600547.SH,X600660.SH,X601158.SH,X000792.SZ,X600352.SH,X000709.SZ,X600489.SH,X600309.SH,X600583.SH,X000883.SZ,X000539.SZ,X000898.SZ,X000027.SZ,X000629.SZ,X000630.SZ,X300072.SZ,X002075.SZ,X002470.SZ,X000060.SZ,X600021.SH,X000959.SZ,X600176.SH,X000983.SZ,X600098.SH,X600578.SH,X600022.SH,X601699.SH,X000723.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.280316153298894,0,0,0,0,0,0,0,0,0,0,0,0.00509536368580761,0.0265564802560402,0,0,0,0,0,0,0,0.00270046935552891,0.0490888806273571,0,0,0.02588059744608,0,0,0,0,0,0,0,0,0,0,0,0.0590890826688235,0.022441684480107,0,0,0.0123641187741335,0,-0.00293046698784523,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.100303510880734,0.207189165575331,0,0,0,0,0,0.0301854211314847,0,0,0,0,0,0.00627341634328028,0,0,0,0,0,0,0,0,0,0.0522735404903174,0,0,0,0,0,0,0,0.00977778575688452,0,0,0,0,0,0.00294079836385214,0.0292616528920249,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.0469919628708868,0,0.435061776027044,0,0,0,0,0.0787268038472869,0.0451075905265266,0.0223191186753171,0.0770146997926365,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.0596739966094931,0,0,0,0,0,0,0,0,0,0,0,0.0877400697893005,0.000254676994444747,0,0,8.67361737988404e-19,0,0,0,0,0,0,0
X600011.SH,0,0,0.25619184241207,0,0,0,0.0452039889259284,0.0812499602066138,0,0,0,0,0,0,0,0,0.0665175832188689,0,0,0,0,0,0,0,0,0.00513168759050299,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.025598859285484,0,0,0,0,0,0,0,0.149840432739239,0,0,0,0,0,-0.00187445006079359,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29646293287348,0,0,8.67361737988404e-19,0,0,0,0.000220126679770056,0,0,0,0,0,0,0,0.0537526251060024,0,0.130760330035719,0.209508155127155,0,0,0,0.0354748634631069,0.0853959878934147,0.0473994212403852,0,0,0,0,0,0,0.0889509276495108,0,0.00702614785849579,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.0897116032646353,0,0.0718156083248996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.624890759972713,0,0,0,0,0,0,0,0,0.0300540997889873,0,0.0753315236914509,0,0,0,0,0.0204177757896181,0,0.0481684762897928,0.0199812950443159,0,0,0,0,0,0
X600585.SH,0,0,0.0877764880890674,0,0,0,0,0,0,0.0733648938537803,0,0,0,0.0196629592884195,0,0,0.0425263467639648,0,0,0,2.77555756156289e-17,0,-0.0228151590928901,0,0,0,0.158265565816808,0,0,0,0,0,0,0,0,0.067562244237917,0,0,0,0,0,0,0.092879921030543,0,0,0,0,0.149491959002353,0.0176278924926433,0,0,-0.0342506961564682,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0.0168926397485702,0,0,0,0.139290510709182,0.0174313113690584,0.169085090977844,0,0,0,0,0,0,0,0,0,0.171527119928749,0,0,0,0,0,0,0,0,0.0445362222117213,0,0,0,0,0,0,0.209732496008129,0,0,0,0,0.00574764866309393,0,0,0.155871514383505,0,0,-0.00358918231214059,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0.026623476539895,0,0,0,0,0,0.132868310460758,0.0443134011854771,0,0,0,0,0,0,0,0,0,0,0,0,0.0806709852194623,0,0.220878611272445,0.0777778181092616,0,0,0,0,0,0.0282361161895222,0,0.0260117984850218,0.070693221176213,0,0.0816402444807315,0.10863324571417,0.0715081998832593,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0572950207136774,0.14923217183522,0,0,0,0,8.67361737988404e-19,-6.93889390390723e-18,0,-0.0643122001755681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123856649710382,0.157982123602003,0,0.0733359676964954,0,0,0,0.385565569967395,0,0,0,-0.0316896406922452,0,0.108699944447454,0.00330081609347534,0,0,0,0
