,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600585.SH,X600019.SH,X600011.SH,X601898.SH,X600547.SH,X601600.SH,X600660.SH,X000792.SZ,X002460.SZ,X002466.SZ,X600886.SH,X600010.SH,X600111.SH,X000301.SZ,X000708.SZ,X600426.SH,X600362.SH,X002271.SZ,X000877.SZ,X600795.SH,X601699.SH,X000983.SZ,X600176.SH,X600489.SH,X600027.SH,X600803.SH,X000807.SZ,X000786.SZ,X601991.SH,X000932.SZ,X600160.SH,X000630.SZ,X000933.SZ,X600219.SH,X000408.SZ,X000629.SZ,X600612.SH,X002080.SZ,X600985.SH,X600688.SH,X002353.SZ,X300037.SZ,X000539.SZ,X601168.SH,X600096.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.995412550981366,0,0,0,0,0,0,0,0,-0.0124643240038001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0532285818174558,0,0,0,0,-0.0160767692026082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0665885370949988,0,0.164355683968335,0,0,0,-0.0155854557880215,0,0,0,0,0,0
X600028.SH,0.459868562259912,0,0,0,0,0,0,0,0.28442068780184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0986937713930301,0.0717574924925766,0,0,0,0,0,0,0.0914685302892883,0,0,0,0,8.67361737988404e-19,0,0,-0.0236445270205075,0,-0.00419395905611385,0,-0.219824011948532,-0.0276574746783984,0,0.0289226198072094,0,0,0,0,0,0
X601088.SH,0,0.0133255625653896,0,0,0.301234203034737,0,0.0172102244152121,0,0,0,0,0,0,0,0,0,0,0.0809222355316218,0,0,0,0,0.0862017392018301,0,0,0,0,0,0,0,0,0,0,0,0,-0.0544272089746555,0,0,0,0,0.0205147303726643,0,0,0,0,0,0,0,0.123478720369156,0,0,0,0,0.00750185718182849,0,0,0,0,0
X600309.SH,0.0315732183975731,0,0,0,1.73472347597681e-18,0,0,-0.0148496175066898,0,0,0,0,0,0,0.271498648143751,0,0,-0.0210304450632874,0,0,0,0,0.110055580655781,0,0,0,0.0162797494926922,0,0,0,0.0113976642094677,0,0,0,0.00319571642911789,0,0,0.0217522068458706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000852807234039538,0,0,0,0,0,0
X600188.SH,8.67361737988404e-19,0,0.782528186400156,0,0,0,0,0,0,-0.244774381431952,0.105468930847759,0,0,0,0,0,0,0,0,0,0,0,-0.144837121403584,0,0,0.356353592995757,0.00453209462219558,0,0,-3.46944695195361e-18,0,0.115307325601757,0,0,-0.113499394513574,-0.0124659305208593,0,0,0,0,0,-0.231359306633629,0,0,0,0,0,0,0,0,0,0.0106539530302895,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0.0969442387508918,0,0,-0.0233051884253353,-0.23571468750035,0,0,0,0,0.029300373953839,0,0,0.144706100999067,0.0782194842944197,0,0,0,0,0,-0.214276377351701,0,0,0.0477595053318929,0,0,-0.0112577158379631,0,0.217869283895607,0,0,0,0,0.0330930664369196,0,0,0.167259365552876,0,0,0,0,0,0,0.0137462945609903,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.0233863622373055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242098820775801,0,0,0,0.133819758859412,0,0,-6.93889390390723e-18,0,0,0,0.111402578744757,0,0,0,0.290155059283041,-0.000563907224498227,0,-0.019902015172687,0,0,0,-0.00394005315336089,0,0,0,0,-0.212147613182674,0,0,0,-0.0173707731788232,-0.00701502336376678,0.03459230221437,0,0,0,0,0,0
X600011.SH,0,0,-0.243846829423309,0,-0.0507398062158999,0,-0.0372109261360995,0,0,0,0,0,0,0,0,0.400732098286278,0,0,0,0,0,0,-0.064349913845192,0,0.0375833490998145,0,-0.0531954863393503,0,0,0.400748633859893,0,0,-0.147180078782613,0,0,0.0333702115326725,0,0,0,0,0,0,-0.071976064956853,0,0,0,0.0666988469481059,0.132467130196403,0,0,-0.102014919860672,0,3.46944695195361e-18,0,0,0,0,0,0
X601898.SH,0.0849701617155879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0461992363263198,0,0,0.0712032841414717,0,0.274145063068396,0.117442452284958,0,0,0,0.191656529660398,0,0,0,0,-0.0698148895109111,0,0,0.038290241094226,0,0.0697593276445914,0,0.0485083919513914,0.0108787287471256,0,0,-0.178730308133389,0,0.0724829337045368,0,0,0,0.000437946126265746,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,-0.19657064870315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0409399718049868,0,0.0645369028001862,0,-0.0237577796519863,0,0,0,0.380390935054046,0,0.0984302768145472,0,0,0,0,0,0,0,0,-0.136021499296232,0,0.126749614469279,-0.0304203227585847,0,0,0.0993503397359199,0.0420648136622824,0,0,0,6.93889390390723e-18,-0.0294037383363126,0,0,0,0,0,0,0
