,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X600019.SH,X002271.SZ,X000708.SZ,X002460.SZ,X600660.SH,X600547.SH,X601898.SH,X600362.SH,X000786.SZ,X600010.SH,X601600.SH,X000301.SZ,X600886.SH,X600111.SH,X600011.SH,X600188.SH,X600176.SH,X600426.SH,X600803.SH,X601991.SH,X002466.SZ,X000932.SZ,X600801.SH,X000027.SZ,X600352.SH,X600795.SH,X000898.SZ,X600219.SH,X600489.SH,X600688.SH,X000883.SZ,X000723.SZ,X002080.SZ,X600486.SH,X600157.SH,X600027.SH,X600516.SH,X600299.SH,X000807.SZ,X000825.SZ,X300037.SZ,X002353.SZ,X601992.SH,X600315.SH,X600612.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.316693397672814,0,0,0,0.0120738470845134,0,0,-0.00559719561065687,0,0,0,0,0,0.0143873966537758,0.0524743112473307,0.00790096642338776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00309503097838381,0,0,0,0,0,0,0,0,0,0,0,0,0.00318007253259064,0,0.0492013625515399,0,0.00983229745947198,0,0,-0.000370326312178975,0,0,0,0,-0.00900865784452401,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0592224713244851,0,0,0,0,0,0,0.0905870620258282,0,-0.0843312183122341,0.0520434414113179,0,0,0,0,0,0,0.029217712907998,0,0,0,0,0,0,0,0,0,0,0.0531227536768971,0,0,0,0,0,0,0,-0.0284775495999033,0,0,0,0,0.000956528866116983,0,0
X601088.SH,0,0,0,0,0,0,0,0.00411611046303979,0.102793334808486,0,0,0,0,0,0,0,0,0,0,0,0.0891442609203099,0,0,-0.0237819764924447,0,0,0,0,0.0232527132526301,0,0,0,0,0,0,0.0291516446590007,0,0,0,0,0,0,0,0.199186505103288,0,0,0,0,0.0126186380083493,0,0,0.0239023197877572,-2.16840434497101e-19,0,0,0,0.00773238582089057,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.11384023298202,0,0,0,0.135841715214061,0.312346819576281,-0.0422209460871251,0,0.0620349559817453,0,0,0,0,0,0.144101660632714,0,0,0.140054909991944,0,0,0,0,0,0,0.0055909029735837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108808336803143,0,0,0,-0.0345604864965144,0,0,0,0.00127261190140199,0,0
X600585.SH,0,0,0,0,0,0,0,0.00754542123891675,0.00460675099102139,0,0,0,0,0,-0.0175763862036993,0,0,0,0,0,0.117017447266104,0,0.0876738278730017,0,0,0,0.0819046115864545,0.0611553095794254,0,0,0,0,0,0,0,0,0,-0.0272616382142355,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,-0.0187482001422981,-0.00584554061115582,0,0,0,-0.0380435678210062,0,0
X600019.SH,0,0,0,0,0,0,0,0,-0.0991408114205141,0,0,0.0684144032124047,0,0,0,0,0,0,0.247631853207722,0,0.0579014953059573,0,0,0.0722923610963494,0.0475778391089231,0,0.23497296266283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1980334170169,0,0,0,0.106812103751673,0,0,0,0.0118457680586648,0,0,0,-0.0224032687265619,0,0
X002271.SZ,0,0,0,0,0,-0.263772351856417,0,-0.00575675331422059,0,0.197427729936602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0418060550748943,0,0,0,-0.0482023850093838,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,-0.317478237481138,0,0,0,0,0.209143691232847,0,0,0,0,0,0,0,0,-0.130500651316056,0,-0.177363915868032,0,0.413862594700453,-0.281373395807042,0,0,-0.20303342300981,0,0,0,0,0,0,0.492323115388283,-0.107134175729265,0,0,0.118612545621966,0,0,0,0,0.12805265260946,-0.172347046944542,0,0,0,-0.0494319124191313,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.157432948602484,0,0,0,0.140509850708021,0,0,0,0,0.222969267317789,0,0.132145810490837,0,0,0.296204772780911,0,0,0,0,0,0,0,0,0,0,0,0.308557261116389,0,0,0,0,0,0,0.275768804405549,0,0,0,0,-0.0654852824037064,-0.0101184160057589,0,0,0,0,-0.0218172889999209,0,0
X600660.SH,0,0,0,0,0,0,0,0,0.0538624113932582,0,0,0,0,0,0,0,0.0634286422428895,0,-0.114308872600316,0,0,0.176592741231713,0,0.0617474708426708,0,0.00457118697097183,0,0,0,0,0,0,0.00627804946138509,0,0,0,-0.0579050300998916,0.0364387226884135,0.354277573477379,0,0,0,0,0,0,0.029069539428485,0,0,0,0,0,0,0,0,0,0,-0.0486710611310694,0,0
