,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600011.SH,X601600.SH,X601898.SH,X600188.SH,X002466.SZ,X600688.SH,X600660.SH,X601991.SH,X600362.SH,X600795.SH,X300072.SZ,X002460.SZ,X601992.SH,X600547.SH,X600516.SH,X600176.SH,X600886.SH,X600111.SH,X000898.SZ,X000786.SZ,X000709.SZ,X600352.SH,X002271.SZ,X600299.SH,X600027.SH,X000792.SZ,X000553.SZ,X000825.SZ,X000408.SZ,X601699.SH,X601158.SH,X600489.SH,X600219.SH,X600808.SH,X000883.SZ,X600583.SH,X000630.SZ,X000959.SZ,X600160.SH,X002470.SZ,X600549.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.174475765126945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159237855019706,0.0349570786828603,0,0,0,0,0,0,0,0.100175897359008,0,0,0,0,0,0,0,0.0168945189602246,0,0,0,0,0,0,0,0.172179432918785,0,0,0.00500428374870792,0,0,0,-0.0245253358009909,0.020985975256163,0,0,0,0,0,0
X600028.SH,0.41159742905525,0,0.116565621187711,0,0,0,0,0,0,0,0,0.28443664717055,0,0,0,0,0,0,0,0.261957625069207,0,0,0,0,0,0.122848740510252,0,0,-0.0592773692552404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0245704094584598,0.0354985818361993,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.0800245803048053,0,0,0,0,0.129817834308772,-0.0746191820515419,0,0,0,0,0,0,0,0,0.0885280715684685,0,0,0,0,0,0,0,-0.0830382672255768,0,-0.0367831940899029,0,0,0,0.00611410450366324,0,0.382944936468383,0,0,0,0,0,0,0,0,0,0,0,0,0.0271275659415673,-0.0208759142025501,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.332945303059888,0,-0.0472802769241103,-0.079570454911147,0,0.325937504742601,0,0,0,0,0,0,0,0,0,0,0,-0.0724150137055239,0,0,0,0,0,0,0,-0.0711298189418112,0,-0.0115486829745002,0,0.0747163007457077,0,0,0,0,0,0.121493933168029,0,0,0,0,0,0,0,0,0.0343207920849074,-0.0317927427585754,0,0,0,0,0,0
X600585.SH,0,0,0.0435179247995659,0.466249266154452,0,0,0,0,0,0.215225544919962,0,0,0,0,0.0174717480452593,0,0,0,0,0,0,0.211116289501308,0,0,0,0.0498412290254446,0,0,0,0.131201965380773,0,-0.246173380777876,0.0170902060731234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0485581178839753,0.0456008533909381,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.103728985360985,0.00775174422898334,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0796369240111533,0.0651037668169929,0,0,0.107170088809745,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0.0279041975200112,0,-6.93889390390723e-18,0,0.0178447697028989,0,0.140602314795578,0.0331843591590324,0,0.0308549961846842,0.0058939040078852,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0.0817054189705397,0,0,0,0,0,0,0,0,0.0292957560272212,0,0.100073163654843,0,0,0,0,0,0,0.0142782447154136,0,0,0,0.0487136842647321,0.113263065875694,0,0,0.0709153896353263,0,0,0,0,0,0,0,0,0,0,0,0,0.0188889897399456,-0.0259426440477997,0,0,0,0,0,0
X601600.SH,0,0.163804793705971,0,0,0.2033373631203,0,0,0,0,0.0482371599760379,-0.073256288858258,0,0,0,0,0,-0.14484590617504,0,0,0.0209741030118831,-0.0132175402462487,0,0,0,0,0,0,0,0.131088075983677,0.255273657618076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.393876261149802,-0.420351872535002,0,0,0.161649124890936,-0.266142050455875,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182483133622189,0,0,0,0.0537626087709918,0.0246064786951703,0,0,0,0,0,0,0,0,0,0,0,0.0468414174600536,0,0,0,0.242109902073972,0,0,0,0,0,0,0,0.173796862460116,0.0214226355846772,0.0387673119982619,0.110700490308868,0,0.00978555923755859,0,0,0,0,0,0,0
X600188.SH,0,0,0.434798908788623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0194893633545725,0,0,0.0552363176899393,0,0,0,0,0.0889420791086018,0,0.154968698351554,0,0,0,0,0,0,0.00877324136847107,0.4777166089866,0,0,0,0,0,0,0,0,0,0,0,0,0.00800957823287261,0,0,0,0,0,0,0
