,X601857.SH,X600028.SH,X601088.SH,X600010.SH,X600011.SH,X600886.SH,X600019.SH,X601898.SH,X600585.SH,X600795.SH,X601600.SH,X601991.SH,X600688.SH,X000709.SZ,X600027.SH,X002075.SZ,X600157.SH,X600111.SH,X600362.SH,X600188.SH,X600583.SH,X000898.SZ,X600021.SH,X601158.SH,X000027.SZ,X000539.SZ,X000878.SZ,X600309.SH,X600022.SH,X601992.SH,X600352.SH,X000883.SZ,X000629.SZ,X601918.SH,X600307.SH,X600160.SH,X600547.SH,X600098.SH,X600660.SH,X600489.SH,X600808.SH,X000792.SZ,X000060.SZ,X600863.SH,X002470.SZ,X600578.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.663960580616212,0.0297816817694553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0427692427647191,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.0356785925621201,-0.0401095478685467,0,0,0,0,0,0
X600028.SH,0.372816629630995,0,0,0,0,0,0.131666013374241,0.0631095566548066,0,0,0,0,0,0,0,0,0,0,0,0,0.0925772636874412,0,0,0,0,0,0,0,0,0,0,0,0,0.0492011966609975,0,0,0,0,0.0492028854750352,0,0,0,0,0.0480491980511426,0,0,0,0.0215672815198305,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.217325986459413,0,0,0.142071543661811,0.19518101170518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0933821611189663,0,0,-0.00763155543130224,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0488290225406066,0.122841881074671,0.176403745207552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237833400433442,0,0.0694459923574529,0,0,0,0,0,-0.00662207027201049,0,0,0,0,0,0
X600011.SH,0,0,0,0.00503011522978926,0,0,0,0.261884019365422,0,0,0.0133157837892327,0,0,0,0,0,0,0,0,0,0,0.0233403814796139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.311664074287875,0,0,0,0,0,0,0,0,0
X600886.SH,0,0,0,0.0473094060562054,0,0,0,0,0,-0.0291713553401739,0,0,0,0.376716928920513,0,0.0484518294085489,0,0,0,0,0,-4.33680868994202e-19,0,0,0.0222220189155265,0,0,0,0,0,0,0,0,0,-0.0197886402265059,0,0,0,0,0,0,0,0,0,0.000385661923694991,0,0,-0.0755344215790771,0.034881939402011,0,0,0,0,0,0
X600019.SH,0,0.0153036408155215,0.239187425838577,0,0.112855322324201,0,0,0,0,0,0,0,0.0486878065057401,0,0.0293783468521726,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0.0320832000266421,0,0.218672412510436,0,0,0,0.0359502032110677,0,0,0,0.0187230003189883,0,0,0,0,0,0,0,0,0,0,-0.0180270998886555,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160397480870821,0.105507173352693,0,0,0,0,0,0,0,0,0,0,0,0,0.230525423685563,0,0,0,0,0,0,0,0,0.133421481538933,0.0189934612043983,0,0,0,0.0399465084283349,0,0,0,0,0,0,0
X600585.SH,0,0,0.0676348377336095,0,0.068656526711126,0,0.0748985183351241,0,0,0,0,0,0,0,0,0,0,0.116107310781472,0,0,0,0.0955235970021957,0,0,0.0341609911325335,0,0,0,0,0,0,0,0,0,0.0391885745621079,0,0,0,0.19969602585319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0.167948490078639,0,0,0.165698831536076,0,0,0,0.093739838668949,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0034581824279662,0.0654914583681382,0,0,0,0.00111941541840743,0,0.0103596676944738,0,0,0,0,0,0,0,0.204587236300694,0,0.0584652773177808,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.0710748310311245,0,0,0,0,0.0413496419634618,0,0.231131202335173,0,0,0,0,0,0,0.0485418090480725,0,0,0.0782389355120496,0,0,0,4.33680868994202e-19,0,0,0,0,0.00182228157015796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0.0288354790266908,0,0.0556831868734022,0.161791312410247,0,0,0,0,0,0,0.0409444066262655,0,0,0,0,0.212067636019287,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0573303244782986,0,0,0,0.0384115496471658,0,0.035822581183755,0,0,0,0.00182973587863446,0,0.145473762143497,0,0,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199186659905838,0,0,0,0,0,0,0,0,0,-0.0882696011754579,0,0,0.367809750917998,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0050744750399943,0,0,0,0,0,0,0
X000709.SZ,0.0145010954022348,0.159777609640671,0,0,0,0,0,0,0.0381064489233036,0,0,0,0,0,0.0221810207146345,0,0.0984602782478954,0,0,0.0931689945883834,0,0.150073503758039,0,0,0,0,0,0,0,0,0,0,0.0681234735109252,0,0,0,-0.064581284218432,-4.33680868994202e-19,0,0,0,0,0,0,0.176168228193574,0,0,0,-0.0411791404544239,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0.113939794783611,0,0,0.114090863473129,0.232673764032429,0.0462935524552889,0,0,0,0,0,0,0,0,0.0198576656419104,0,0,0.0375845489434185,-1.73472347597681e-18,0,0,0,0,0,0,0,0.0568660057796213,3.46944695195361e-18,0,0,0.0217801346737032,0,0,0,0,0,0.0643003234136425,0,0.110096536587698,0,0,-0.0284081907820364,0,0,0,0,0,0
