,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600795.SH,X601600.SH,X600585.SH,X600010.SH,X601898.SH,X601991.SH,X600688.SH,X600111.SH,X600362.SH,X600886.SH,X600027.SH,X600188.SH,X600021.SH,X600157.SH,X000883.SZ,X600583.SH,X601992.SH,X600309.SH,X000709.SZ,X601158.SH,X600352.SH,X000898.SZ,X000539.SZ,X600489.SH,X600547.SH,X000792.SZ,X000629.SZ,X000825.SZ,X600808.SH,X002470.SZ,X000027.SZ,X600660.SH,X000060.SZ,X002353.SZ,X600549.SH,X600008.SH,X000831.SZ,X600863.SH,X600578.SH,X000959.SZ,X000630.SZ,X600307.SH,X000012.SZ,X600219.SH,X002075.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.545145564834769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172506984452802,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0.0246645335198756,0,0,0,0,0,0,-0.0475496052639875,0,0,0,0,0,0,0,0,0,0.00507158529903255,0.0198282708311023,0,0,0,0,0,0
X600028.SH,0.638373811991066,0,0,0.0270521315166671,0,0.0134526705025995,0,0,0,0.109078133898917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0352156659124381,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0.0341811726429733,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00859313104488302,-0.0167531443921035,0,-0.00433315158645898,-0.00138400320781006,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.257567735000188,0,0.216074256656582,0,0,0,0,0,0,0.0375546584366965,0,0,0,0.0313977546287404,0.00622232416553498,0,0.0363148680868138,0,0,0.117533013414951,0,0,0.00843768841208302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0205087764627938,0,-0.00117855405593604,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0.063935506931315,0,0,0,0,0.0683045582749309,0.0601842626836503,0,0,0,0.053791120804061,0.103922057070938,0,0.0966724926967836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113597501931805,0,0,0,0,0,0,0,0,0,0,0.210886378695433,0,0,0,0,0,0,0,-0.0106413877555641,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0.227418797901166,0,0,0,0,0.0363784638335976,0,0,0.0579400372188526,0,0,0,0,0,0.212295355394105,0,0,0.194871728427547,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019627926925424,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0.242543999456712,0,0,0,0,0.0829827215827083,0,0.103165426809654,0,0,0,0,0.0954957593594705,0,0.147658602245692,0.041791651961852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186742212412172,0,0,0,0,0,0,0,0,0,0.0280980872371499,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0.0184432527545464,0,0,0,0.203282373180153,0,0.0800980197677548,0.0674188446773435,0,0,0,0,0.10342517354303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0476832437280472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0343946939859189,0,-0.0396986359385375,0.0293587915108305,0,0,0,0,0,0
X600585.SH,0,0,0.379809888054437,0,-4.33680868994202e-19,0,0,0,0,0,0,-0.00971430315383522,0,0,0.119218432883225,0,0,0,0,0,0,0.0569124253678427,0.0828744593352483,0,0,0,0,0,0,0,0,0,0,-0.0173286116223292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000273218236771404,0.0352925043241359,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0644177372598869,0,0,0,0,0,0,0,0,0,-0.162712651100994,0.139646069566727,0,0,0,0,0,0,0.15895811892102,0.129664923140012,0,0,0,0,0,0,0,0,0,0.112816007607415,0,0.136102059464586,0,0,0,0.0724420457636318,0,0,0,0.0112092531746324,0.0347731037080085,0,0,0,0,0,0
X601898.SH,0,0,0.300345711052293,0,0.117022169072151,0,0.0921542673067819,0,0,0,0.0552813960886597,0,0,0,0,0,0,0.00452864444705986,0,0,0,0.107532382433027,0,0,0.167499494011717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0169785946757663,0,0,0,0,0.0422307446194379,0,0,0,0,0,0
