,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X002460.SZ,X600585.SH,X600111.SH,X600019.SH,X000792.SZ,X600188.SH,X002466.SZ,X600010.SH,X000301.SZ,X600660.SH,X601600.SH,X002271.SZ,X600011.SH,X601898.SH,X000708.SZ,X600547.SH,X600362.SH,X600886.SH,X600176.SH,X600426.SH,X002080.SZ,X002326.SZ,X000408.SZ,X300037.SZ,X600219.SH,X601991.SH,X600141.SH,X600795.SH,X000786.SZ,X600803.SH,X600096.SH,X000825.SZ,X002353.SZ,X600688.SH,X002407.SZ,X000723.SZ,X000630.SZ,X000983.SZ,X000959.SZ,X600027.SH,X000898.SZ,X600352.SH,X000807.SZ,X601699.SH,X600295.SH,X600489.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.0962104508592998,0,0,0.0446200493229254,0,0,0,0,0,0,0,0,0,0,0,0.106357540191501,0.0068034881326002,0,0,0,0,0,0,0,0,0.00077263776552542,0.00221095837829841,0.139538743547192,0,0.036894280595226,0,0,0,0,0,0,0,0,0,0.115327957345282,0,0,0,-0.0121584457320305,0,0,0,-0.0457993402673656,0,0
X600028.SH,0.0537473459548012,0,0,0,0,0,0,0,0,0.0508934103417503,0,0,0.0123916866981555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0543341480431562,0,0,0,0,0.00746859033445825,0.0923298082700348,0,0,0,0,0.0239414069274496,0,0,0.0858089476240093,0,0,0.030959888199255,0.109743480808217,0,0,-0.00167364171529473,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0.0580365811648523,0,0.0361493465967401,0,0,0,0,0,0.190033464335464,0,0,0,0,0,0,0,0,-0.0294082295683253,0,0,0,0,0,0,0.0363607132297468,0,0,0,0,-0.0926067566893858,0.00956240990596325,0,0.283734853359719,0,0,0,0,0,0,0.0478543890764802,0,0,0.0197774663239484,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,-0.0594424064287359,0,0,0,0,0,0,0,0,-0.00715385070789258,0,0,0,0,0.306667762609553,8.67361737988404e-19,0,0,0.0523308341132558,0,0,0,0,0.00696182326599598,0,0,0,0,0,0,0,-0.0285860806993024,-0.025472696949047,0,0,0,0,-0.0160465556168134,0,-0.0225806294787652,0,0,-0.0184044510573506,0,0,0,0,0.00410593710361262,0,0
X002460.SZ,0,0,0,0,0,0,0,0.142181911790736,0,0,0.580160239335428,0,0,0,0,0.0136844580778948,0,0,-0.161719314796364,0,0,0,0,0,0,0.0546297775007884,0,0,0,0,0,0,0,0,-0.0319332493074971,0,0,0.0954379788495238,0.239853836883196,0.0437201139275288,0,-0.0757878962006692,0,0,0,0,0,0,0,0,0,0,-0.039785568485832,0,0,0,0.0786791037006566,0,0
X600585.SH,0,0,0,0,-0.159122791808488,0,0,0,0,0.0566333393692735,0,0,0,0,0,0,0,0,0,0,0,0.26980428666288,0,0,0,0.0088758432805508,0.219974627231946,-0.0382531621316179,0,0,0,0,0.284657454294083,0,0,0,0.100350792648338,0,0,0,0,0,0,0,0.0390726086560232,0.184379283123279,0,0.00124387032603695,-0.016701169454605,0,0,0.0239719767905776,0.0389814568176302,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.0351812169522868,0,0,0,0,0.0560007335769319,0.265045491809367,0.238476107888376,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114249857850213,0.211889515623075,0,0,0,0,0,0,0,0,0,0,0,0.120011559706605,0,0,0.0447162575442941,0,0,0,-0.330464519936827,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0397140705507023,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0.0594741441878676,0,0,0.567191907081355,0.0400920057291802,0,-1.73472347597681e-18,0,0,0,2.16840434497101e-19,0.00767425376780113,0,0,0,1.0842021724855e-19,0,0
X000792.SZ,0,0,0,0,0.066208277463197,0,0,0,0,-0.105705966306207,0,2.16840434497101e-19,0.0850419457396799,0,0,0,0,-0.0209794699142823,0,0,0,0,0,0,0,0,0.26012283818871,0,0,-0.130249172405832,0.000438081710349919,0,0,0,0,-0.0337539539856058,0,0,0,-0.278227172131157,0,0.314389443719183,-0.0882005974833777,0,0,0,0,0,0.0387446135745596,0,0,0,0.114094139557166,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,-0.0209705525450738,0,0,0,0,0,0.0989863196610574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0828203846316276,0,0,0,0,0,0.390971947058634,0,0,0,0,0.196859422100749,0,0,0,0.0304529130213666,0,0,0.414174507619597,0,0,0,0,-0.0555688206880167,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.338018702900725,0,0.217674339296619,0,0,0,0,0.0411594038394973,0.091332066405552,0,0,0.0142261253147142,0,0,-0.0433047918674067,0,0,0,0,0,0,-2.71050543121376e-20,0.174945018376018,0,0.00710217944516998,0.0685406662617395,0,0,0,0,-0.0130415309179912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185467296852169,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.327475137639434,0.234405056129689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0269327540661891,-0.0468942790412964,-0.0541717078800945,0,0,0,0,0.108066908351666,0,0,0,-0.139300890982588,0,0,0.110996784399537,0,0.0344145543473431,4.33680868994202e-19,0.175934828245586,0,0.206459614614067,0,0,0,0.0693058746388747,0,0,0,0,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,-0.0661386975185522,0,0,0,0,0,-0.151473982209439,0,0,0,0,0,0,0,0,0,0,0,0.0132013897535973,0,0.0780050941549558,0,0.146749256940094,0,0,0.0793918590827309,0,0,0,0.335684394955202,0,0,0.0976330699148361,0,-0.0162361171202604,0.110683324990336,0,0,0,0,0,0,0,0,0,0,0,-0.059520490427603,0,0,0,0.0135398126313718,0,0
X600660.SH,0,0,-2.16840434497101e-19,0,0,0,5.42101086242752e-20,0,0,-0.00555310849193817,0,0,0,0,0,0.0138571434541172,0,0,0,0,0,0,0,0,0,0.0210437633436918,0.0414482910692832,0,0,0,0.138873836965659,0,0,0,0,0,0.0692702208783341,0,0,0,0,0,-0.0083404863004565,0,0,0,-0.0612224494111031,0,0,0,0,0,0.0158824584660134,0,0,0,0.0163337075248505,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127261345808861,0,0,0,0,0,0,0.108489700483229,0,0,0.0116507713378385,0,0,0,0.00715396945298407,0,0.131856323779694,0.310352377581043,0,0,0,0.0391504706491089,0,0,0,0,0,0,0.167027108850571,0,0.0574012497836728,0,0,0.0206437273349518,0,0,0,0,-0.0604351361845786,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0,0.101382047581637,0,0,0.373178525018908,0,0,0,-0.155171943453374,0,0,0,0,0,0.096362908509393,-0.150804087170939,0.102826399077046,0,0,0,0,-0.0988203219131376,0,0.298902557954722,0,0,-0.102791285660861,0,0,0,0,0,0,0.031950307696046,0,0,0,0,0,0.0951226988971944,0,0,-0.0243918020465269,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0.0319485448087782,0,0,0,0,-0.126330601845462,0,0,0,0,0,0,0,0,0.0160534185314582,0,0.0190738714330607,0.0811605166099438,0,0,0.077379425746467,0,0,0,0,0,0,0,0,0,0,0,0,0.656711700426987,0,0,-0.130284501145911,0,0,0,0,0,0,0,0,0,-0.134684906776908,0,0
X601898.SH,0,0,0.0802917273576346,0,0,0,0,0,0,0,0,0,0,0,0.0187544304114665,0,0,0,0,0,0,0,0,-0.0364771407310396,0.0447643197630566,-0.234101195886543,0,0,0,0,0,0,0,0,0,0.0228198063389242,0,0,0,0.207277366449945,0,0.055965702204632,0,0,0,0,0.111981902338315,0.284675878656504,0.147967360674334,0,0,-0.0129765158751828,-0.0453193717477942,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0.143733418629051,0,0,0.0595318473222706,0,0,0.10024174774418,0,0,0,0,0,0,0,0,0.0214692955536902,0,0,0.0389677312965286,0,0,0,0,-1.73472347597681e-18,0,0,0,0.126987458396208,0,0.16307100128859,0,0,0.0943891724630538,0,0,0,0,0.0314541139343097,0,0,0,0,0,0,0,0.019883675048325,0,0,0,0.0341761205141766,0,0
X600547.SH,0,0,0,0,-0.0364437409580688,0,0,0,0,0,0,0,0,0,0,-0.0128795748395973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0603462573911549,0,0,0,0.014963116772578,0,0,0,0,0.0167915448833404,0.0826417123269026,0,0.0464092300863571,0,0,0,0.0713933043884052,0.0374265022087001,0,0.109226561261987,0,-0.00580703252446082,0,0,0,0,-0.0155445184516973,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0.0633884735566283,0,0,0.0900893497535023,0,0,0,0,0,0,0,0,0.0670892444617833,0,0,0,0,0.3817220237466,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0.22739026384959,0.0397258322735765,0,0,0,0,0,0,0.0144934007229949,0,0,0,-0.00351272457155906,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,-0.0227315834533029,0,0,0,0,0,0,0,0,0,0.0174791961632484,0,0,0,0,0,0,0,0,0.243807994917338,0,0,0,0,0,0,0,0,-0.129022069731141,0,0,0,0,-0.0873329930769319,0,0,0.250498325966308,0.160274916592181,0,0,0,0,0.152435107460153,0,0,0,0,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117497211135234,0,0.0635141361446664,0.135857501522463,0.0641360968176332,0,0,0,0.0542039286424824,0.0237339416594243,0,0.0604978672141715,0,0,0,0.0136768161091868,0,0,0.0198865152394432,0,0,0.0343693048099515,0,0,0,0,0,0.00525320447879107,0,0,0.00809287680670031,0,0,0,0,0,0,0
X600426.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206677669516127,0,0,0,0,0,0.122674086820052,0,0.0172305406380249,0,0.0498202346828409,0.013253191636291,0,0,0,0,0,0,0,0,0.0619772778893286,0,0,0,-0.00778416915497775,0,0,0,0,0,0
X002080.SZ,0,0,0,0,0,0,0,0,0,-0.0805682531820904,0.11652731437206,0,0.0415126426921953,0,0.0756442909633416,0,0,0,0,0,0,0,0.0386703305153302,0,0,0.0509824508404773,0,0,0,0.00680831761642046,0.212214771705098,0.0705385188014067,0,0,0.0554675373947616,0,0,0,0.0484073646668009,0.0908480888077609,0,0,0,0,0,0,0,0,0,0,0,0.00867578608862249,0,0,0,0,0,0,0
X002326.SZ,0,0,0,0,0.0386037911757631,0,0,0,0,0,0.0273464040008329,0.303584237379886,0.159487942725397,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0.406482501449385,0,0,0,0.0434323612129682,0,0,0,0,0,0,0,0,0.0175043241425122,0,0,0.106538262783761,0,0,0,0,0,0,0,0.0187471655485153,0,0,0,0,0,-0.000945954610161353,0,0,0,0,0,0
X000408.SZ,0,0,0,0,0,0,0,0,0.185418563629437,0.145428388412285,0.40063155240121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0423494042212645,0,0,0,0,0,0,0.0549982646806355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0335079103922109,0,0,0,0,0,0
X300037.SZ,0,0,0,0,0.21282963183402,0,0,0,-0.0615875694844939,0,0.0513050565564454,0,0,0,-0.0166721584954775,0,0.304614552737368,0,0,0,0,0.0974439152425993,0,0,0,0,-0.112261730485112,0,0,0,0,0,0,0,0,0,-0.0992603899826768,0,0,0,0,0,0,0,0,0,0,0,0,-0.250324841677251,0,0,-0.0486574566571039,0,0,0,0,0,0
X600219.SH,0,0,0,0,0,0,0,0,-0.012820820988067,0,0,0,0,0,0,0,0,0,0,0,0.271306022776679,0,0,0.0973433911307812,0,0,0.111875557002888,0,0,0.0833125747742795,0,0,0,0,0,0.323709602348007,0,0,0.00750538528840332,0,0,0,0,0,0,0,0.00565761743830077,0.213861970128623,-0.0845560601453096,0,0,0.0885784854770797,0,0,0,0,0,0,0
