,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X600011.SH,X600547.SH,X601600.SH,X600660.SH,X600585.SH,X600886.SH,X000792.SZ,X600795.SH,X600362.SH,X000708.SZ,X600111.SH,X002460.SZ,X600010.SH,X600027.SH,X600489.SH,X601699.SH,X600160.SH,X000301.SZ,X002466.SZ,X600426.SH,X000983.SZ,X601991.SH,X600803.SH,X000786.SZ,X000877.SZ,X000933.SZ,X600985.SH,X000807.SZ,X600176.SH,X000630.SZ,X002128.SZ,X601168.SH,X000408.SZ,X600219.SH,X600612.SH,X600096.SH,X002271.SZ,X000883.SZ,X600348.SH,X000932.SZ,X000027.SZ,X600295.SH,X002353.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.286250561687455,0,0,0,0,0,0,0.181206581082737,0,0,0,-0.0317912975684119,0,0,0,0,-0.0785294635169567,0,0,0,0,0,0,0,0,0,0,0,-0.0420944519378629,0,0.0643497233836164,0,0,-0.0941137237326521,0,0,0,0,0,0,0,0,0,0,0,0,0.0594561037814855,0,0,-0.00749713586575053,0.00967562313643076,0,0,0,0,0,0
X601088.SH,0.157193448389915,0,0.0287143514508278,0,0.0614056944140578,0.110990958898446,0,0.00981928750406952,0,0,0,0,0,0,0.0600540558128358,0,0,0,0,0,0,0,0.0537439973531984,0,0,0,0,0.18265528198059,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,-0.00747693842912585,0,0,0,0,0.0375788936134554,0,0,0,-0.0262643683437314,0,0,0,0,0,0
X600028.SH,0.380865475629431,0,0,0,0,0,0,0,0,0,0.0210461143110697,0,0,0,0.0280220814019229,0,0.0410925528824514,0,-0.12487439721499,-0.0125602581726408,0,0.0760482339011714,0.0194766165081593,0,0,0,0,0,0,0,-0.062806498057765,0,0,0,0,0,0,0,0.0511994367545094,0,0,0,0,-0.0198486443009529,0,0,0,0.0366129518359722,0,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0908973402077406,0,0,0,0,0,-0.0104629439921264,0.0436283570145393,0,0.124012816824238,0.034664208009078,0,0,0,0.180084249128945,0,0,0,0,0.2277440268303,0,0,0,0,0,-0.271914260956825,0,0,0,0,0,0,0,0.134330214674209,0,0.0171356907817922,0,0.111807147961551,0,0,0,0,0
X600188.SH,0.024013858737355,0,0,0,0,0.223195977795814,0,0,0,0,0,0,0,0,0,0,0,0.0149887521109078,0,0,0,0,0.261789043815028,-0.0167274155041662,0,-0.0119873351854087,0,0,0,0,-0.118259709748182,0,0.00734985515285518,0,0.0191236276787177,-0.0591397030159937,0,0,0,0,0,0,0,-0.0149628325599845,0,0.216450230073924,0,0,0,0,0,-4.33680868994202e-19,-0.00734094399631339,0,0,0,0,0,0
X601898.SH,0,0.220945141777672,0,0,0.118974947627189,0,0,0.220371066020284,0,0,0,0.118292643533065,0,0,0,0,0,0,0,0,0.127092589097181,0,0.0163166961409135,0,0,-0.0196380926496088,0,0,0,0,0,0,0,0.476335168281983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162249425057358,-0.103474507853224,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.123465552342544,0,0,0,0,0,0,0,0.0407299706934799,0,0,0,0.0526164744588442,0,0.000725236044361057,0,0,0,0,0,0,0.141787901849222,0,0,0,0,0,0,0,0,0.122216402333896,0,0,-0.0720722003919499,0,0,0,0,0.0299274064578979,0,0,-0.0174858664667146,-0.07840033385132,0,0,0,0,0,0,0,0
X600011.SH,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.480647639278527,0,0,0,-0.0659978209705782,0,0.0750554460289767,0,0,0,0,0,0,0,0.264914342597802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0312945776804129,0,0,-0.000397667857071471,0,0,0,0,0,0
X600547.SH,0,0,0,0,-0.296641760982389,0,0,0,0,0,0.0446844112127065,0,0,0,-0.0601704048209683,0.0768433879487434,0.11380494213682,0,0,0,0,0.669065336676457,0,0,-0.0892812053535997,0,0,0,0,0,0,0,0.154606363737661,0.0307009669012525,0,-0.0474558628606784,0,0,0,0.0183416504750144,0,0,0,-0.049482675608331,0,0,0,0,0,0,0,0.000609283886138935,0.0130402597309841,-0.0647465472786764,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,-0.0896152486986256,0,0,0,0,0,0,0,0.27686301678605,0,0,0,0.190623911721521,0,0,0.0642032987645138,0,0,0,0,0,0.0118907853773867,0,0,0.0576079150010048,0,0.19376466235686,0,0,0,0.210506075025835,0.0566716332621339,0,0.0979733269164448,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0.0549059636724597,0,0,0,0,0
