,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X000792.SZ,X600019.SH,X600111.SH,X002466.SZ,X000877.SZ,X600011.SH,X002271.SZ,X600010.SH,X600660.SH,X600188.SH,X000708.SZ,X601600.SH,X000301.SZ,X600547.SH,X601898.SH,X600362.SH,X600886.SH,X000723.SZ,X600176.SH,X600426.SH,X000408.SZ,X000786.SZ,X600219.SH,X600803.SH,X002080.SZ,X601991.SH,X600795.SH,X600027.SH,X600688.SH,X600399.SH,X600801.SH,X300037.SZ,X300073.SZ,X002326.SZ,X600352.SH,X000825.SZ,X002353.SZ,X600489.SH,X600157.SH,X600516.SH,X000959.SZ,X600486.SH,X000807.SZ,X000027.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.155848246136614,0,0,0,0.0148976302376144,0.031557678140038,0,0,0,0,0,0,0.0278423070006787,0.0111416225673987,0.00195970713697555,0,0,0.0555456397771723,0,0.111289850105319,0,0,0.0776435752860276,0,0,0,0,0,0,0,0,0,0.0722747847522143,0.0917270994118693,0,0,0,0,0,0,0,0,0,0,0.0957606536419686,0,0,0,0,0,-0.0179587729137088,0,0,0,0,-0.093223132021416,0,0
X600028.SH,0.164774422928529,0,0.0147467122773132,0,0,0,0,0,0,0,0,0,0,0,0,0.0370352523728142,0,0,0,0,0.0541878268720163,0,0,0,0,0,0,0,0,0,0,0,0,0.00899421726463908,0.0901622185816594,0,0.0369344889255571,0,-0.0511274812500654,0,0,0,0.0108004661892737,0,0,0,0,0,0,0,0,-0.0270460306287366,0.00693881917895701,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.0894742396389598,0,0,0.0629563079430985,0,0,0,0.28115425592458,0,0,-0.0629762343826114,0,0,0,0,0.0726439467182933,0,0,0,0,0,0,0,-0.104450869906443,0,0,0.208304714284761,0,0,0,0,0,0,0,0.078112864110641,0,0,0,0.0659471693432604,0,0,0,0,-0.0203217442419043,0.0199496791416198,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0.00831081088944913,0,0,0,-0.0646128183985422,5.42101086242752e-20,0.0790688102609514,0.0763376962857208,0.0417119175596333,0,0.031860352763512,0,0,0,0,0,0,0,0,0,0.150879750135286,0,0,0.128690146152718,0,0,0,0,0,0,0,0,-0.047686197260219,0,0,0,0,0,-0.0384810906292953,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,-0.0324263052899011,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0.0636028438079186,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0120798675737287,0.247785767641228,0,0,0,0,0,-0.0752060601388873,0,0,0,0,0,0.221489195674339,0,0,-0.0775829119797944,0,0,0,0,0,0,0,0,0,0,0,-0.0577615554726209,0.0966497303501953,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0.446379858931195,0,0,0,0,0.0160833220095434,-0.0468716864889251,0,0,0.171559596934927,0,0,0,0,-0.10504480439645,0.237343049773897,0,0,0,0,0,0.0890278751220108,0,0,0,-0.022106529444147,0,0,0.203841166452287,0.0528256262697276,0,0,0,0,0,0,0,0,0,-0.0182723771054365,0,0,-0.0152444955396309,0,0,0,0,-0.0609923521204504,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0.146477022274867,0.164297587941498,0,0,0,0.260244903291528,0,0.0414718775651388,0,0,0.249419605111247,0,0,0,0,0.0355608428843495,0,0,0.128097120483739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0169038805865568,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0.00967997554746746,0,0,0.0232545725626317,0.0149075351009616,0,0,0,0,0,0.110081323803349,0,0.103350460257681,0,0,0,0,0,0.000882722224686489,0,0,0,0,0,0,0,0,0,0,0.147843691207777,0,0,0,0,0.0431706649747378,0,0.0316880899926541,0,0,-0.00604425992919221,0.0130432438243735,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0.529648201890176,0,0,0.120339357076171,0.187829819531284,0,0,0,0,0.162167796073253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0103203952199967,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.495805507529403,0.233202376026966,0,0.0868302282483128,0,0,0,0,0,0,-0.0428649143486906,0.142317932894035,0,0,0,0,0,0,0,0,0,0.0746487654803483,0,0,0,0,0,0,-0.0226823672402398,0,0,0,0,0.160563256578158,0,0,0,0,0,0,0,0.0735024946451551,0,0,0,0,0.0263352533968737,0,0,0,0,0,0,0
X000877.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0436615074498587,0.181915644953741,0.100129271583348,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015160939621329,0.105624954937666,0,0,3.46944695195361e-18,0,0,0,-0.0492554998740769,0,0,0.0413946422946239,0,0,0,0,0,0,0,0.0332856146890219,0,0.0517171743132826,0,0,0,0.0316869774402735,0,0,0,0,0,0
X600011.SH,0,0,0.0831317156532508,0,0,0,0,0,0,0,0,0,-0.0242475938121257,0,0,0,0,0,0,0,0,0,0,0.0247822028186517,0,0,0,0,0,0,0.126565150833699,1.73472347597681e-18,0,0.474680503071347,0,0,0,0,0,0,0,0,0,0,0.326853229930966,0,0,0,0,0,0,0.0337084991872032,-0.0313047324555428,0,0,0,0,0,0
