,X601857.SH,X600028.SH,X601088.SH,X600010.SH,X600011.SH,X600019.SH,X600795.SH,X600585.SH,X601600.SH,X601898.SH,X601991.SH,X600688.SH,X600157.SH,X600362.SH,X600111.SH,X600886.SH,X600027.SH,X600188.SH,X600021.SH,X000883.SZ,X601158.SH,X600352.SH,X000027.SZ,X600583.SH,X600309.SH,X601992.SH,X000539.SZ,X000709.SZ,X000060.SZ,X000898.SZ,X000792.SZ,X600808.SH,X600489.SH,X000825.SZ,X002470.SZ,X600547.SH,X002353.SZ,X000629.SZ,X600660.SH,X600307.SH,X002075.SZ,X600008.SH,X600098.SH,X600863.SH,X600578.SH,X000831.SZ,X600219.SH,X600549.SH,X002004.SZ,X000012.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.698157014748628,0,0,0,0,0,0,0,0,0,0,0.021005629818869,0,0,0,0,0,0,0,0.0340413363512798,0,0,0.0716885045300444,0.152998529930449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0175942075189763,0,0,0.00451740901447869,0.00128710744524308,0,0,0,0,0,0
X600028.SH,0.557267627875647,0,0,0,0,0.0102938894249742,0,0,0.0271117813144773,0.166121801195793,0,0,0.0554569001069483,0,0,0,0,0,0,0,0,0,0.0465831335044634,0,0,0,0,0,0,0,0,0,0,0,0.0154142742597715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00575728425688113,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.0298032930766106,0.268235859746578,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0989076156088484,0,0,0,0,0.22486600086159,0.0103015164728341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00625475907830958,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.114371932344645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.257660071921485,0,0,0,0,0,0.0551875191710002,0,0,0.123921129669386,0,0,0,0,0,0,0,0,-0.0352418235815535,0,0,0,0.118979915732126,0.0920563293200289,0,0,0,0.0231663907098609,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0.0921362149323504,0.0470997802555857,0,0,0,0,0.149151053696677,0.0935280313027544,0,0.0413383865780862,0,0,0,0,0,0,0,0.113274558399553,0,0,0,0,0,0,0.0650375778326212,0,0,0,0,0,0,0,0,0,0,0.207607538014212,0,0,0,0,0,0,-0.00135263869563478,0.00170198615127212,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.0453454422277089,0.212614914528015,0,0,0,0,0,0,0,0,0.0713887154949867,0,0,0,0,0,0,0,0,0.217420471877358,0.0104390566826654,0.198326209535446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00523538963573734,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0.0733713779408871,0,0.0851145914152429,0,0.0419011420024114,0,0,0,0.0238633290650399,0,0.166137964805815,0,0,0,0,0.0473389771468134,0,0,0,0,0,0,0,0.0192608409795548,0,0,0,0,0,0,0,0,0,0,0,0.398618307084955,0,0,0,0,0,0,0,-0.00286902960666654,0.00986754567893762,0,0,0,0,0,0
X600585.SH,0,0,0.0178627546206613,0,0,0,0,0,0,0.00533464322120907,0,0,0,0,0,0.242576556028695,0,0,0,0,0,0,0,0,0.0715689194573196,0.00789417108829529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0861487612162221,0,0.139547906796501,0,0,0,0,0,0,0,0,0,0.00374205131094056,0,0,0,0,0,0
X601600.SH,0.0540648673286797,0,0.228996066919695,0,0,0,0,0,0,0.178678539257197,0.055114396495148,0,0,0,0,0,0,0,0.0555713053949662,0,0,0,0,0,0,0,0,0,0,0,0,0.126294724653206,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215154756855302,0,0,-0.214582511512323,0,0,-0.0223591710765415,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0.109239033689498,0,0,0.0963501103579784,0,0.101916382633072,0.0509200857361016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038295906429365,0.132983602228128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0405599561706208,0,0,0,0,0,0
