,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600547.SH,X600688.SH,X600188.SH,X601600.SH,X600795.SH,X600362.SH,X600157.SH,X300072.SZ,X601991.SH,X600489.SH,X600027.SH,X601992.SH,X600111.SH,X600309.SH,X600886.SH,X600660.SH,X000723.SZ,X600623.SH,X002466.SZ,X600299.SH,X601158.SH,X000959.SZ,X000792.SZ,X002075.SZ,X000408.SZ,X000898.SZ,X000709.SZ,X600583.SH,X000983.SZ,X000883.SZ,X600549.SH,X600352.SH,X000935.SZ,X000630.SZ,X000539.SZ,X000027.SZ,X601699.SH,X600176.SH,X600021.SH,X000937.SZ,X000060.SZ,X002092.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.00822827715839397,-0.0105345205808472,0,0,0,0,0,0.0529478774239921,0,0.00881754831810333,0,0,0,0,0,0.059194177669542,0,0.00260483495378933,0,0.0182127410864911,0,0,0.0306036286572345,0,0,0,0,0,0.0409806729399669,0.0588202671800788,0,0,0.0485146516316612,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0179688056584421,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,-0.0525823224292052,0,0,0,0,0,0,0.0449665750630759,0,0,0,0,0,0,0,0,0,0,0.00314171495599769,0,-8.67361737988404e-19,-0.0110169680554766,0,0,0.0285761935842059,0,0,0.0464804507210146,0.0272734636417379,0,0,0,0.0119248183328808,0,0,0,0,0.0384100505169611,0,0,0,0.110011454471377,0,-0.00144115080686809,-0.00678448561740119,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.234844746918426,-0.0255839565516047,0,0,0,0,0,0,0.00545359557323971,0,0,0,0,0,0,0,0,0.0526678436173566,-0.0580204704233629,0,0,0,-0.0114685116832004,0,-0.0397022075808119,0,0,0,0,0,0,0.0635454351886873,0,0.0858158376864467,0,0,0,0,0,0,0.0811293296179505,0,0,0,8.67361737988404e-19,-0.0830022049620004,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,-0.0218440168117206,0,0,0,0,0,0,0.0379729796200379,0,0,0,0,0,0,0.165903428956435,0,0,0.0189634447907189,0,0,0,-0.0388578280453507,0,0,0,0,0,0,0,0,0,0,0.0285284752594628,0,0,0,0.0466056238514862,0,0,0,0,0.042878210909138,0,-0.067898208339058,0.034435801936369,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023725168787833,0,0.0136136401039795,0,0,0,0,0.163192065648503,0,0,0,0,0,0,0.0386950593239849,0.0665892945375945,0,0,0,0.0419399734857299,0,0.0457750234978597,0,0.0999208667642226,0,0.0138079674451555,0,0,0,0.0530018231397948,0,0,0,0.0501103726103675,0.0335337343706085,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.207708523525037,0,0,0,0,0,0,0,0,-0.0204594637493806,0,0,0,0,0,0.00856527259965096,0,0,-0.0383711365926939,0,0.0493662365520764,0,0,0.0623833485760927,0,0,0.00858595530087272,0,0,0,-0.0488454266426016,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0297185262551248,0.0130563330500471,-0.0517145716313277,-0.0579591826522179,0,0,0,0,0
X600585.SH,0,0,0,0,0,6.93889390390723e-18,0,0,-0.101479250783932,0,0,0,0,0,0,0.0534433876760948,0,0,0,0.0591769805339315,0,0.135508782392646,0,0.117802056965328,0,0,0,0,0.131893767675181,0.0267920743544678,0,-0.0931665296204206,0,0,0,0,0,0,0,0,0.0736216920863541,0,0,0,0.222330475596177,0,0,0,0,-0.0337052872943427,0,0.0530525759346274,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.207880723462901,0,0,0,0,0.0645849265648122,0,0,0,0,0,0,0,0,0,0.096564330150499,0,0,0,0.0201477503665646,0,0,0,0,0,0,0,0,-0.111247748762289,0.0967143088827783,0.00552540429339217,0,0,0,0.215660677800627,0,0,0.209542791689409,0,0,0,0.0437009107323591,-0.0706067475330349,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,-0.0993242647827008,0,0,0,-0.293046569530754,-0.0322854870879264,0,0.984967548089966,0,0,0,0,0,0,-0.0136507402285179,-0.0101410753228712,0,0,0.0281301570384766,0.0559569224671664,0,0,0,0,0,0,-0.0108005037006525,0,0,0,0.0434673565274285,0,0,0,0,0,0,0,0.0964827341980403,0.152482608159959,0,-0.0307212443012957,0.011165147448515,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013200501657273,0,0,0,0.170988796350388,0,0,0,0,0,0,0,-0.0209007230850869,0.00325861913891985,0,0,0,0.0794149894379022,0,-4.33680868994202e-19,0.125938958847654,0,0,0.00815279742753356,0,0,0.212752405923733,0,0,0,0,0.0808688406980203,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.121120271768536,0,0.111362563963172,0,0,0,0,0,0,0,-0.0748171121793302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.603493768848296,0,0.049630482384645,-0.113349405868308,0,0,0,0,0,0,0,0.0228555086998395,0.125999255003447,-0.000164746887989275,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.0691597228920716,0,0,0,0,0,0.058150135481186,0,0,0,0,0,0,0,0,0.0451149881567071,0,-0.0317310500701699,0,0,0,0.0592349864500917,0,0.235243383623617,0,0,0,0,0.0224712568378265,0,0,0.0521508198336616,0,0,0,0,0,0,0,0,0,0.0863700601427902,0.0062100599794828,0,-0.0340841888994861,-0.0154190023940936,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,-0.00262529281073839,0,0,0,0,0,0,0,0.0268077015997869,0,0,0,0,0,0,0,0,0,0,0,0,0.0766108095475847,0,0.0708185944796043,0,0,0,0,0.054320974009867,0,0,0.0344228045621735,0,-0.00469003726822178,0,0,0,0,0.0770227734819914,0,0,0,0.052717398970555,0,0,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0.0150847034391587,0,0,0,0,0,0,0,0,0,0,0.0066337012673159,0,0.111899269187443,0,0,0,0,0.0374181590782528,0,0,0,0.0659618889559004,0,0,0,0,0,0,0,0,0,0.00871339082975746,0,0,0.0455414832409975,0,0,0,0,0,0.0708922032787265,0.281409536855177,0.157064223993315,0,0,0,0,0,0,0,0,0
X600157.SH,0,0,0.0610967615532761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176132591495694,0,0,0,0,0,0,0,0,0,0,0.0175530190413883,0,0.0297635995157674,0,0,0,0.00216973361037795,0.040926189717539,0,0,0.171558387071985,0,0,0,0,0.0510025690025488,0,0,0,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0,0.135398358047698,0,-0.0740217700700968,0,0,0,0,0,0,0,0,0,0,0.0390947458407006,0,0,0,0,0,0,0.649415910416183,0,0,0,-0.140773101049903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213409822580035,-0.699727537818665,0.394906927937639,-0.530905788980059,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00912129582831435,-2.16840434497101e-19,0,0,0,0.0181598331365081,0,0,0.0279650758759877,0,0,0,0.0142990790221317,0,0,0.178939010470068,0,0,0.0595570447137457,0.0755741383225803,-0.02012162933933,0,0,0,0,0,0,0,0.0186874323273814,0,0,-0.0257558669056612,-0.0118526488304032,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0,0,0,0.756135559639423,0,0,0,0,0,0,-0.00301458474338483,0,0,0,0,0,0,0,0,0,0,0,0,0.0613333474805869,-0.0491516572280586,0,0,0.0465476795579725,0,0.00398564811679692,0,0,0,0.0439968058192899,0,0,0,0,0,0.0320849893442177,0,0,0,0,0,0,-0.0468132033701426,-0.0168574482681905,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0,-0.0634510887884835,0,0,0,0,0,0,0.0109948999546907,0,0,0,0.00109257543454669,0,0,0.318560322839344,0,0,0.0259355128886227,0,0.0686626358145493,0,0,0,0,0,0,-0.0270176623717785,0.164081853091454,0,0,0,0,0.0127000247172895,0,0,0,0,0.0773596137578923,0,0,0,0.00308244552673317,0,-0.0324781042485849,0.00481761883138412,-3.46944695195361e-18,0,0,0,0,0
