,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X000708.SZ,X600011.SH,X601898.SH,X600010.SH,X002460.SZ,X600886.SH,X601600.SH,X600801.SH,X002271.SZ,X600660.SH,X600688.SH,X600362.SH,X000786.SZ,X600188.SH,X600352.SH,X600795.SH,X601991.SH,X601992.SH,X002466.SZ,X600299.SH,X600111.SH,X600027.SH,X000723.SZ,X600176.SH,X000401.SZ,X600489.SH,X000792.SZ,X000898.SZ,X600426.SH,X601158.SH,X600516.SH,X600219.SH,X000553.SZ,X002353.SZ,X000932.SZ,X002075.SZ,X000883.SZ,X000709.SZ,X600126.SH,X600583.SH,X600160.SH,X000027.SZ,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.0706072353856452,0,0,0,0.375881589340438,0,0,0,0.0663275026360275,0,0,0,0,0,0,0.0501395599649355,0.0550074457383416,0,0,0,0,0,0,0.194639615069925,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0340840303747928,0,0,0,0,0,-0.00676070565221156,0,0,0,0,0,0
X600028.SH,0.397666336442497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00943046542771505,0,0,0,0.0227115939596134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0604375395485772,0.0630148404587856,0,0,0,0,0,0,0,0,0,0,0.0260290794396097,-0.00259250982649097,0,0,0,0.0819013927535177,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.34650392385576,0,0,0,0,0,0,0,0,0,0.114112960703228,0.0222370704752361,0.0180772334203631,0,0,0,0,0.0612936695973753,0,0,0,0.0203495036732188,0,0,0,0,0.115519884239738,0,0,0,0,0,-0.0119070351649757,0,0,0,0,0,0,0,0,0,0,-0.0551097447896484,0.0415837411204384,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.471761401846644,0,0,0,0.111856192615106,0,0,0,0,0,0,0,0,0,0,0,0,0.0964600503952383,0,0.00112951059092903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0169704108817883,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0915469874775825,0,0,-0.00305637636781759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139848632956665,0,0.189989322507679,0,0,0,0,0,0,0,0.02196653484613,0,0,0,0,0,0,0.0164744254096022,0,0,0,-0.0361317647278798,0,0
X600019.SH,0,0,0,0,0,0,0,0.0291897735731563,0.129976950544218,0,0,0,0,0,0.00272831783409697,0,0,0,0.166859570836578,0.07236392411003,0,0,0,0,0.0228970625646985,0.0121493680697905,0,0,0.270708782394325,0,0,-2.16840434497101e-19,0,0,0.108499914571862,0,0,0,0,0,0,0,0,0,0,0,0.0208647578639887,0,0,0,0,0,-0.00108232946247622,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0966054364773327,0,0,0,0,0,0,0,0,0.101527440375647,0,0,0,0,0,1.02139377983146,0,0,0,0,0,-0.0603695260707218,0.0309742394608837,0.0317090852811012,0,0.0139217929067509,0,0,0,-0.134276554674631,-0.041454475211241,0,0,0,0,0.0197218252228969,0,0.0414291088413996,0,0.0206562832206481,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,-0.0165849204302711,0,0,0.083024148539234,0,0,0,0,0,0,0.0962635235090798,0,0,0,-0.109266432496465,0.250111151648022,0,0,0,0,0.223182231859667,0,0.234071415399905,0,0,0,0,0,0,0.0864828934949607,0,0,0,0,0.00883119398695018,0.0696917751891629,0.197650005125698,0,0,0,0.0256444275150756,0,0,0,0,0,0,0
X600011.SH,0,0,0.0957452415528149,0,0,0,0,0,0,0,0,0.05115326455073,0,0,0,0,0,0.0481919230207598,-1.73472347597681e-18,0,0,0.104696605177629,0,0,0,0,0.0473857194804173,0,0.531854396024579,0.034650654431663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00735363588035765,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0236435443737385,0.31695952936875,0,0,0,0.109856459320922,0,0.0273621693649494,0.0826034012563543,0,0,0,0,0,0,0,0,0,0,0.0865657756493283,0,0,0,0,0,0,0,0.00678861778869829,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229882770868486,0.129425688109674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0.0115961605200305,0,0,0.0657439574769224,0,0,0.00164235234412894,0,0,0,0,0,0,-0.00565793565880121,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.158658918148172,0,0,0,0,0,0,0,0.0575061491570783,0,0,0,0.21281624070226,0,0,0,0,0,0,0,0,0,0,0.132120262032044,0,0.0425591715780192,0.104363459476699,0,0.0453915917186844,0.392783289664709,0,0,0,0,-0.018623479658941,0.0663612556550745,0,0,0,0,0,0
X600886.SH,0,0,0,0.0704160101217754,0.339382707678792,0,-0.0276072991949724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0393279384286978,0,0,0,0,0.0914970121047565,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.0692188508673066,0,0,0,0,0,0,0,0,0,-0.0098273430830027,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0.160544550157706,0,0,0,0,0,0,0,0,0,0,0,0.0315547516542517,0,0,0.189575751612389,0,0,0.0846285176856102,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0.00368002956743943,0,0,0,0.0614983819332177,0.244050364902684,0,0,0,0,0,0,0,0.00178374035868287,0,0,0,0,0,0,0
X600801.SH,0,0,0,0.496416807903588,0,0,0,0,0,0,0,0,0,0,0,0.206775276169202,0,0,0,0,0.0572167509836958,0,0,0,0,0.018516439673995,0,0,0,0.0300784804644705,0,0.23255313742199,0,0,0,0,0,0,0,0,0,0,0.0310107448905934,0,0,0,0,0.00441195595625726,0,0,0,0,-0.00889643806572465,0,0,0,0,0,0
X002271.SZ,0,0,0,0.0555243464519979,0,0,0,0,0,0,0,0.0968021708871712,0,0,0.111127236216069,0,0,-0.0142661057500573,0,0.212264761160282,0,0,0,0,0,-0.00112815851338047,0,0,0,0.0449407554240432,0,0,0,0,0,0,0,0,0,0,-0.0554251246938602,0,-0.149035193281317,0,0,0.0152388141515108,0.270434324397193,0.0712524297031017,0,0,0,0.0322540039471179,0.00956216430203146,0,0,0,0,0,0
X600660.SH,0,0,0.0308835415807178,0,0.037789948586371,0,0,0.0622703435404499,0,0,0,0.122077607789484,0,0,0,0,0,0,0,0.270708537457657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0755754883468019,0,0,-0.00991316234928654,0,0,0,0,0,0,0.042024557711805,0,0,0,-0.0227718603400329,0.0252932547351704,0,0,0,0.0341393741904774,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.387637599751799,0,0,0,0,0,0,0,0,0,0,0.48880365911461,0,0,0,0,0,0,0,0,0,-0.0291612022714278,0,0,-0.0479801367348792,-6.93889390390723e-18,0,0,0,0,0.103895696228676,0.0550215494190971,0,0,0,0.186202088574251,0,0
X600362.SH,0,0,0,0.0459970309254339,0.0597992489584371,0,0,0,0,0,0,0.0145047570526498,0.152006722960501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119942562670592,0,0,0,0,0,0,0,0,0.225720458545112,0,0,0,0,0,0,0,0,0,0,0.396733588872643,0.211215337502578,-0.0113541469711539,0.0236906877193463,0,0,0,0,0,0
X000786.SZ,0,0,0,0,0,0,0,0.154343556386968,0,0,0,0,0,0,0,0.460011704746629,0,0,0,0,0,0,0,0,0,-0.0345839632768248,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.0878471660948728,0,0,0,0,0,0.0893420421271199,0,0,0,0,0,-0.000480033422318008,0.0335884468375921,0,0,0,0.143789223071821,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0.186611762769214,0,0.00237710219253756,0,0.19345227493784,0.0409186003666711,0,0,0,0,0,0,0.132203133279547,0,0,0,0.0247146978489141,0.074214949652294,0,0,0,0,0.133460929485656,0,0,0,0,0,0,0.07669677390195,0,0,0,0,0,0,0.0107420746509906,0,0.0271037459287417,0,0,0,0,0,0,0,0,0,0,0
