,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X000708.SZ,X002271.SZ,X600011.SH,X002460.SZ,X600660.SH,X600886.SH,X000786.SZ,X601898.SH,X600010.SH,X600362.SH,X600176.SH,X601600.SH,X600801.SH,X600489.SH,X600352.SH,X600188.SH,X601991.SH,X600426.SH,X600795.SH,X600111.SH,X600688.SH,X002080.SZ,X600027.SH,X600299.SH,X601992.SH,X002466.SZ,X000932.SZ,X600803.SH,X000301.SZ,X600529.SH,X002075.SZ,X600219.SH,X300037.SZ,X000027.SZ,X600315.SH,X600486.SH,X002353.SZ,X000883.SZ,X000723.SZ,X601158.SH,X000898.SZ,X000878.SZ,X600612.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0197847587323866,0.0219313819142598,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0115448877083157,0,-2.17073567878482e-05,0,-0.0336866440946331,0.019744524180185,0.0962127534549957,0,0.123998480053629,0,0,0.0295496992828272,0,0,0,0.0108892985653265,0.0401238730756686,0,0,0,-0.0107316354315214,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.0146524677910029,0,0,0,0,0,0,0.051949778638557,0,0,0,0,0,0.0520646499022376,0,0,0,0,0,-0.00459455923567031,0,0,0,0,0.00117820920424147,0,0,0,0,0,0,0,-0.0416664851793167,0,0.0433991939002949,0,0.046655146601468,-0.0190403975701374,0,0.00784055269475098,0,0,0,0,0,0,0,0.00562910755965804,-0.010584663360541,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0.034428833512928,0.0910223484551433,0,0,0,0,0,0,0,0,0,0,0.0748981172753048,0.294449555904144,0,0,0,0,0,-0.0109077621373864,0,0,0,0,0,-0.0442496134390762,0,-0.0133465357376023,0,0.0155823128071147,0,0,0,0,0,0,0,0,0,0,0,0.0259213196896399,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.0930583789430301,0,0,0,0.0532290259420509,0,0,0,0,0.0600092435003152,0,0,0.0689494809456359,0.0666812099422831,0,0.0160815181637062,0,0,0,0.039210144334883,0.155157661789485,0,0,0,0.00761864048175408,0,0,0,0,0,0,0,0,0,0,0,0.0664754927214701,0,-0.0274967996902418,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0.145176553813709,0,0.0818141885399587,0,0,0,0,0,0,-0.0797124855214961,0,-0.190658039611692,0,0,0.26971972003801,0,0,0,0.295324819234094,0,0,0,0,0,0,0,0.176249587718695,0,0,0,0,0,0,0.122077841520622,0,0,0.153881435309846,6.93889390390723e-18,0,0,0,0,0,0,0,0,0.0141165235327374,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,-0.0173322433517118,0,0,0,0,0,0,0,0,0,0.0359361791903597,0,0,0,0,0,0,0,0,0,-0.0209985254490549,0,0,0.0577112549225377,0,0,0.0721446535181225,0.00274390103481435,0.0461959855304157,0,0,0,0.0914396458269873,0,0,0,0,0,0,0,0,0.346455804262322,0,0,0,0.0565903050064719,-0.00958056896753624,0,0,0,-0.220689148518252,0,0
X600547.SH,0,0,0,0,0,0,0,0,0.0408765240119885,-0.00405709632253188,0.0872731435688135,0,0,0,0,0,0,0,0,0,0.600325106235962,0,0,0,0.0241542367707528,0,0.0645579812297229,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0.0367791458002881,0,0.11618313246673,0.00267174425684451,0,0.0980990076257257,0,-0.0405997618671392,0,0,0,0,0,0,0,-0.0154725769136153,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0.140426724783581,0,-8.67361737988404e-19,0.0756563677648716,0,0.107720193165223,0,0.10875879965798,0,0,0,0,0,0,0,0,0,0,0,0,0.146198860204534,0,0,0,0,0,0.0615071812012126,0.0240088183991263,0.0489042448596552,0,0,-0.149936748689618,0,0,0,0.154371781490996,0.0469934046789565,0,0,0,0,0,0,0,0.0347697841866266,0,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0,0,0.107937435772611,0,-0.0520951226568259,0,0,0,0.264936403796563,0,0,0,0,0,0,0.195939195714711,0,0,0,0,0,0,0,-0.0258231864753973,0,0.16383215126186,0.122008680568659,0,0,0,0.239341988996559,0,0.0155287787173052,0.0559314346277539,0,0,0,0,0,0,0,0,0.0901844770666315,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.0602513456753694,-0.0740449400568469,0,0,0,0,0.0881034230651074,0,0,0,0,0,0,0,0,0,0,0,0,0.0852335460837854,0,0,0.723838707540967,0.0984713411351396,0,0,0,0,-0.0605258225269641,0,0.129744084858373,0,-0.194556860946444,0,0,0,0,0,0.0721561404398143,0,0,0.19867102438804,0,0,0,0.0253847540355693,0,0,0,0,0,0
