,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X601600.SH,X600011.SH,X600886.SH,X600547.SH,X600585.SH,X600660.SH,X600795.SH,X000792.SZ,X600362.SH,X000708.SZ,X600489.SH,X600010.SH,X600111.SH,X601699.SH,X600027.SH,X002460.SZ,X000983.SZ,X600160.SH,X600426.SH,X002466.SZ,X000301.SZ,X600803.SH,X601991.SH,X000786.SZ,X000933.SZ,X600985.SH,X000630.SZ,X000877.SZ,X002128.SZ,X000807.SZ,X601168.SH,X600176.SH,X600219.SH,X000408.SZ,X600348.SH,X000883.SZ,X600612.SH,X002271.SZ,X600096.SH,X002353.SZ,X000932.SZ,X000027.SZ,X600995.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.408076799191094,0,0,-1.73472347597681e-18,0,0.308745701614188,0.0288965985584749,0,0,0,-0.0231435682153044,0,-0.023585697842538,0,0,0,0,0,0,0,-0.0015568793358701,0,0,0,0,0,0,0,-0.106351993797984,0,0,0,0,0,0,-8.67361737988404e-19,-0.117194920655574,0,0,0,0,0,0,0,0,0,0,0,0.095252858590321,0,0.00895533101390423,0,0,0,-0.0514433469015161,0,0
X601088.SH,0.0945065022388276,0,0,0,0.178323507750292,0.149250736500761,0,0.112523746264824,0,0,0,0,0,0,0,0,0,0,0,0,0.0537207872744483,0,-0.0127474388293867,0,0.00315413193561872,0,0,0,0,0,0,0,0.0226406895231501,0.0502788472028347,0,-8.67361737988404e-19,0,0,-0.0412408192777219,0,0,0,0,0,-0.000984091171159034,0,0,0,0,0,0,0,0,0,0,0,0.0689965842335478,0,0
X600028.SH,0.393362091452941,0,0,0,0,0,0,0,0,0,0,0,0.00425214107896164,0,0,0,-3.46944695195361e-18,0.0349398963627692,-0.0155282330404832,0,0.0247730190544474,0,-0.139746146988693,0,0,0,0,0,0,0,-0.0568402149357078,0,0,0,0,0,0.0618144332287779,0.00709259228515933,0,0,0,0,0,0,-0.0265165567309322,0,0,0,0.118996110478269,0,0,0.0247623872126808,-0.0189898988364777,-0.0348901159453763,0,0,0,0,0
X600309.SH,0,0,0,0,-0.226961471275777,0,0.0347561417507803,0,0,0,0,0,0,0,0,0.00311783537111201,0,0,0.0357703200577866,0,0,0,0,0,0,0,0,0.0556892032644121,0,0,0.095678795229285,0,0,0.0328770617906115,0,0,0,0.0110844038201998,0.17520380739835,0,0,-0.00350813877903606,0,-0.0776549728875657,0.0815954093532815,0,-0.126320811322097,0,0.0461803986364459,0,0,-0.0455462998356429,0,0,0,0,0,0,0
X600188.SH,3.46944695195361e-18,0.0479568080220609,0,0,0,0.30675457648866,0,0,0,0,0.131309459708351,0,0,0,0,0,0,0,0,0,0.326970816920596,0,0,0,-0.0185403625716012,0,-0.0607300000777885,0,0,0,-0.0664012939383965,0.0484365383777368,0,0,0,0,0,-0.0142594009347827,0,0,0,0,0,0,-0.000175305290532749,0,0,0,0,0,0,0,-0.0152934797640184,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.147125654391582,0,0,0.0996968853567331,0,0,0,0.126139743600449,0,0,0.138283513322863,0,0,0.109007639766685,0,0,0,0,0,0,0,0,0,0,0.592352795007822,0,0,0,0,0,0,0,0,0,0,0,-0.0732465362147297,0.103846688115878,-8.67361737988404e-19,0,0,0,0,0.0974264401432836,-0.0632224824295729,0,0,0,0,0,0
X600019.SH,0,0,0,0.0412058719187924,0,0,0,0,0,0,0,0,0.0822692791622701,0,0,0,0.0537846302082745,0,-0.0287357796433654,0,0,0,0,0,0,0,0,0,0.072038927500256,0,0,0,0.0568089642805875,0,0,0,0,0.0209453442254248,0.0608663714463555,0,0,0.0684122289725912,0,0,0,0,0,0.295216174721281,0,0,0,0.0166767975823541,0.0226693484828454,0,0,0,-0.00827817874406928,0,0
X601600.SH,0,0.0117849418022645,0,0,0,0,0,0,0,0,-0.0595088979390727,0,0,0,0,0,0,0,0,0,0,0,0,0,0.093302990336961,0,0,0,0.248609692637986,0,0,0.110971057075166,0,0,0,0,0.23162851428578,0.243056290002075,0,0,0,0.0488165272227955,0,0,0,0,0,0,0,0,0,0,-0.00137810113944884,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0133613289395812,0.440465424128564,0,0,0,0,0,0,-0.0178467993403516,0.0616734718471654,0,0,0,0,0,0,0,0.276744968726208,-0.0555165122235887,0,0,0,0,0.0511325489434674,0,0,0,0,0,-0.107702447889438,0.060094576882152,0,-0.0310714150412496,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.295117588727251,0,0,0,0,0,0,0,0.120400488709169,0,0,-0.0474734906614422,0,-0.0379096629095715,0,0,0,0,-0.0500425437342131,0,0.0454027238686728,0,0,0,0.105226325138001,0,0,0,0,0,0,-0.0312844083805503,0,0,0,0,0,-0.0743787609169875,-0.00916517424865704,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.773382649069026,0,0,0,0,0,0,0,0,0.0165218271358964,0,0,0,0,0.0967727746181019,0,0,0,-0.0480105115369029,0.0312108102795014,-0.0176372927202991,0,0,0,0,0,0,-0.000429908108134675,0,0,0,0,0,0,-0.0616685313836636,0.0841162979327464,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.172640321061946,0,0.022480856571842,0,0,0,0,0,-0.0857892006091502,0,0,0,0,0.0467814027020812,0,0,0,0,0,0,0,0,0,0,0,0.207282453639627,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155982246978696,0,0,0.0172826699170965,0,0,0,0.00344526682560768,-0.0030527221699451,-0.20162887983949,0,0,-3.46944695195361e-18,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0237548962533296,-0.0535110990049819,0,0,0,0.0653656919492537,0.0895854593431904,0,0,0,0,0,0,0,0,0,0.0491406556110624,0,0,0.0945220359886589,0,0,0,0,-0.0189385666755949,-0.1156183456484,0,0,0,0,0,0,0.0303307049199815,0,-0.0017000900982692,0,0,0,0,0
X600795.SH,0,0,0,0,-2.16840434497101e-19,0,0,0,0.389895502128086,0.0313469977467385,0,0,0.0297969833447163,0,0,0,0,0,-0.0313775327718786,0,0,0.302742032547078,0,0,0,0,0,0,0,0.0893756597936878,-0.105770479303498,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00714593278811215,0,0,0,0,0,0,0.00376835984821804,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0.0836897972406963,0,-0.037713596974304,0,0,0,0,0.0298972474995277,0,0,0,0,0,0.0131740899561257,0,0,0,0,0,0.306992200901619,0,-0.00507212207455272,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0.0234384617796121,0,1.38777878078145e-17,0.0554938467208555,0,0,0.0992508591683778,0,0,0,0,0,0,0.0154964914984888,0,0,-0.137276352197723,0.000403916398615036,0.0246743928587343,0.0692031255135395,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0.219231906641309,-0.0663149670262538,0,0,0,0,0,0.0857615858201902,0,0.0657743304297371,0,0,0,0,0,0,0,0,0,0,0,0,0,0.324686187280289,0,0,0.167105957443054,0,0,0,0.21308182459735,0,0,0,0,0,-0.0426801900645133,0,0,0,0,-0.00113945081731473,4.33680868994202e-19,0.0296240948658052,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0.0722275020910989,0,0,0.109967540264737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215013198760122,0,0.0929100378042623,0,0,0,0,0,0.1240227468377,0,0,0,0,0.126638903099407,0.0876311385073372,0,-0.0141435598370357,0.0477178634737757,0,0,0,0,0,0,-0.00895181948827407,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0,0,0,0,0,0.637106969533388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0202170350509618,0,0,0,0,0,0,0,0.0257939317750467,0,0,0.17818822954834,0,0,0,0.0048795457138992,0,0,0,0,-0.0207523746529782,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.0354975116601217,0,0,0,0,0,0.151039448726976,0,0,0,0,0,0,0,0.546292555574768,-0.0307569785455079,0,0,-0.0817134680810915,0,0,0,0,0,0,0.00209649647783331,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0314808357076685,0,0,0,0,0,0,0.0876973361558547,-0.0280736153033147,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0.0804883793352565,0,0,0.0219416039864292,0,0,0,0,0.0931424796968349,0,0,0.58693665628027,0,0,0,0.137791946718995,0,-0.00903998993421307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120829768820171,0,0,0.0466166980068358,0,0,0,0.0561764846297618,0,0,0,0,-0.00567730929318871,0,0
X601699.SH,0,0,0,0,0,0.337513988611458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.225968670090344,0,0.163987701093145,0.00196921676535586,0,0,0,0,0.0792076972503475,0,0,0.0534365833129481,0,0,0,0,0,-0.176987866232215,0,0,0.470996882023704,0,0,0,0,0,0.20442112861707,0,0.0519662505706733,0.108438590373486,0.0850687588912731,-0.00962491104247678,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0,0.348058408972293,0,0,0,0,0.247154180617205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228834820765903,0,0,0,0,0,0,0,0.123501169261366,0,0,0,0,0,0,0,0,0.143800062289993,0,0,0,0,-0.00525810097976795,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0961345121530347,0,0,0,0,0.000994457146626876,0,0,0,0,0,0,0.804801074525436,0.0547891234774188,0,0.0653518461701709,0,0.0128131194709638,-0.023785920065916,0,0,0,0,0,0,0,0,0,0,0,0.0474686158238013,0,0,0.0164584926747934,0,0,0,-0.0182287133018289,-0.0132935585589609,0,0,0,0,0,0
X000983.SZ,0,0,0,0,0.0788568515731378,0,0,0,0,0,0,0,-0.0320287837074418,0,0,0,0,0,-0.0347218160417517,0,0.213734557235862,0,0,0,-0.01240155480661,0,-0.0251547315517436,0,0,0,0,0.0505551765114799,0.371996004141706,0.0674249634907624,0.0368076752885514,0,0,0,-0.0355349913427904,0,0,0,0,0,-0.0339743062918482,0,0,0.152615457922611,0,0,0,-0.0480318687745411,-0.0258273046980233,0,0,0,0,0,0
X600160.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0925152923060282,0,0,0,0.343102577620351,0,0.0947443806652928,0,0,0,0,0,0,0,-0.362151799637164,0,0.0259437407853915,0,0,0,-0.0742069604596282,0,0,0,0,0,0,0.139848079452478,0,0,0.354113234484092,0,-0.054551827864357,0,0,0,0,0,0,0.0862556451816796,0,0
X600426.SH,0,0,0,0,0,0.0157901307586114,0,0,0,0.077213862906944,0,0,0.131083604228545,0.00138116160752758,0,0,0,-0.0164265413912628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0660205143501256,0,0.0379943864156188,0,0,0.453782798851592,0,0,0,0,0,0,0,0,-0.0721021816460371,0,0.0822576887884702,0,0.0207795000834139,-0.00512308891435529,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,-0.032603024635816,0,0,0,0,0,0,0.168708974689842,0,0,0,0,0,0,0,0.734209176440489,0,0,0,0,0,0,0,0.327523427772068,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.144079195505161,0,0.0610057479607196,0,0,0,0,0.0080662143306581,0.178289980831054,0,0,0,-0.353223126229624,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0,0.0809862847229409,0,-0.0502413386384569,0,0,0,0,0,0,0,0,0,0.138071649097015,0,0,0,0.0019911377819206,0,0.135951658685878,0,0,0,0.0156091818723309,0,0.0343410324500553,0,0,0,0.0578088730612826,0,0,0.0748357292173355,0,0,0,0,0,0.184592998090367,0,0,0,0,0.0228952646108902,0,0,0,0,0,0
X600803.SH,0,0,0,0,0,0,0,0.0316057489330933,0,0,0,0,-0.135667353250122,0,0,0,0.146032542980592,0,0,0,0,0.0264636383347705,0,0,0,0,0,0.0638193790464275,0,0,0,-4.33680868994202e-19,-2.16840434497101e-19,0,0,0,0,0.105956841241423,0,0,0,0,0.0745560160711801,0,0,0,0,0,0,0,0,0.131424767198035,-4.33680868994202e-19,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.249516542642398,0.0717684173022041,0,0,0,0,0,0.0740324567908501,0.265344883697519,0.105839611244948,0,0,0,0,0,0,0,-0.097852871533685,0,0,0,0,0,0,0,-0.0304315198826534,0,0,0,0.0670802202513551,0,-0.0200903365696072,0,0,0,0,0.0310037673207845,0,0,0,0,0,0,0,0,0
X000786.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0949755023998422,0.28900455156804,0,0,0,0,-0.052005712999004,0,0,0,0,0,0,0.138612787146981,0.137235685668956,0.0889591166197715,0,0,-0.200184419670027,0,0,0.0377284521147847,0,0.0394039222465481,0,0,0,0.0855728773743244,0,0,0.121338796212033,0,0,0,0,0,0,0,0,-0.0556841970320167,0,0.000984098590959524,-0.0402846500970118,0,0,0.0593484527440301,0,0
X000933.SZ,0,0,0,0,0.432525039103043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.361683306436852,0,0,0,0,0.16670283278326,0,0,0,-0.00315479815051329,0,0,-0.062992433341237,-0.0121965906765017,0,0.477451782900367,0,0,0,0,0,0,0,0.0136114222184941,0,0,0,0,0,0,0,-0.0373139728238932,0,0,0,0,0,0
