,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X601600.SH,X600309.SH,X600011.SH,X601898.SH,X002466.SZ,X600688.SH,X601992.SH,X600795.SH,X002460.SZ,X600362.SH,X600188.SH,X600111.SH,X600660.SH,X601991.SH,X600547.SH,X600516.SH,X300072.SZ,X000792.SZ,X600886.SH,X000898.SZ,X000709.SZ,X600157.SH,X600027.SH,X000807.SZ,X600339.SH,X000408.SZ,X600219.SH,X600489.SH,X000959.SZ,X600549.SH,X600808.SH,X000723.SZ,X000983.SZ,X600352.SH,X002271.SZ,X002092.SZ,X601158.SH,X000553.SZ,X000883.SZ,X000630.SZ,X600299.SH,X600176.SH,X600008.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0296150323860273,0,0,0,0,0.0293791227298515,0,0,0.000675312486539832,0,0,0.0381792231474879,0.0640831727771827,0,0,-0.0190476756978469,0,0,0,0,0,0,0,0,0,0.0257849100904858,0,0,0,0,-0.0206818621208426,0,0,0,0,-0.00542349121658645,0,0.0467281681124842,0,0,0,0,-0.0158992769345138,0,-0.0065052733738305,0.0105621105955511,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.174389404971258,0,0,0.0192321441730371,0,0,0,0,0,0,0.0280098459540838,0,0,0,0,0,0.00727527793769648,-0.0125626699001602,0,0,0,0,0,0,0,0,0,0,-0.0107327813099535,0,-0.0252182956500836,0,0,0,0,0.13104223793487,0,0,0,-0.0773858587936313,0,0,-0.0673950034689117,0,-0.00603590897589804,0,0,0.0103326070041825,0,0,0,0,0,0
X601088.SH,0,0,0,0.157991787747747,0,0,0,-0.0209752673405832,0,0,0,0,0,0.70387788178187,-8.67361737988404e-19,0,0,0.000144161891660629,0,0,0,0.0259961038935778,0,-0.04145772220612,0,0,0,0,0,0.0292200535975492,0,0,0,0,0,0.0417568118243074,0,0,0,0.0636434939953205,0,0.0255851909334489,0,0,0,0,0,0,0,0,-0.030733591649878,-0.00315393973898385,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.00805926681922524,0,0,0,0,0,0,0,0,0,0,0.0161421903172505,0,0,0,0,0.0347615367306121,0,0,0.0968439685693649,0,0,0,0,0,0,0,0,0,0,0.403192190580028,0,0,0,0,0,0,0,0,0,0,0,0,-0.0465314806762374,-0.0330605482759397,0.0161969670447443,0,0,0,0,0,0
X600585.SH,0,0,-0.0634350209385299,0,0,0,0,0.0110684758431889,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.035092522599997,0,-0.0624713346616585,0,0,0,0,0,0.241038714387787,0,0,0,0,0,-0.101710871778535,-0.040455372378467,-0.126593478427933,0,0,0,0,0,0,0,0,0,0,0,-0.00419968272495259,-0.0369002108106729,0.0285316380231333,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00521517041257862,0,0.0407893424609783,0,0,0,0,0,0,0,0.0686668079621425,0,0,0,0.0379209884232285,0,0,0,0,0,0.150007723128876,0.116356691518859,0,0.119641925629671,0,0,0.116269272589224,0,0,0,0,0,0,0,0,-0.00865621128791412,0.0179582547298176,0,0,0,0,0,0
X601600.SH,0,0,0,0.0839057045875024,0,0.30843745864805,0,0,0,0.214832068127104,0.14816396936351,0,0,0,0,0,0,0,0,0,0,0.0848914855514067,0,-0.0262654067419521,0,0,0,0,0,0.117210567935273,0,0,0,0,0,0.0794896019888884,0.0290518750133552,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0182903836130232,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162652764198577,0.156324656902977,0,0.161809153907104,0,0,0.0280475895556488,0,-0.14177057714315,0,0,0,0,0,0,0,0,0.0235889695721653,0,0,0,0,0,0,0,0,0.09418484489338,0,0,0,0.0563135340015744,0,0,0,0,-0.0047683048786853,0.0112110392745846,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.0129279973367997,0.0282251976779812,0,0,-0.00334702921390994,0,0,0,0,0.07065465821322,0,0,0,0.0670842416233271,0,-0.0221180339730721,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585589026545141,0.00839178682289336,-0.0398425522176557,0,0,0,0,0.0441453151940097,0,0.0527139392564569,0,0,0,0,0,0,0.017590051975276,0,0,0,0,0,0,0
X601898.SH,0,0,0,0.0688531941763842,0,0,0.00572565046351984,0,0,0,0,0,0,0,0,0.138797927227164,0.0169932225388707,0,0,0,0,0,0,0,0,0.253536635815377,0,0,0,0,0,0,0,0,0,0.109445618281484,0,0,0.139382286630248,0,0,0,0,0,0,0,0,0,0,0,-0.000306285998428045,0,0,0,0,0,0,0
X002466.SZ,0,0,-0.0227187721911517,0,0,0,0,0,0,0,0,0,0,0,0.614876999494072,0,0,0,0,0,0,0.0840594922685832,0,0,0,0,0,0,0,0,0,0.0404192627740367,0,0,0,0.119102694562414,0,0,0,0,0,-0.0146396755536962,0,0,0,0,0,0,0,0,0,0.0146826052629357,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0.0642190016564115,0,0,0,0,0,0,0,0,0,0.0607303476778635,-0.0698073034275663,-0.0255760692106783,0.0959558066325785,0,0,-0.0431070618657166,0,0,0.106875052703827,0,-0.21786197065066,0,0.0499858252517958,0,0,0.0203209390662917,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.040594082920032,0,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0.218208851314731,0,0,0,0,-0.070905748938872,0,0,0,0,0,-0.0400867577372285,0.00600749722689826,0,0,0,0,0,-0.0110317764451326,0,0.164777959634322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0247320309218657,0,0,0,0,0.594167711892527,-0.0559821337726137,-0.00915475433975432,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0945738159102854,-0.229136710448772,0,0,0,0,0,4.33680868994202e-19,0,0,0,0.142712293055938,0,0,0,0.0787894723945913,0,-0.0516169490473245,0,0,0,0,0,0.0871923614047387,0,0.0180696665193583,0,0,0,0,0,0,0,0,0,0,-0.0172284862779731,-0.0225854910640906,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0.630714211268777,0,0,0,0,0,0,0,0,0,-0.0598372936268161,-1.73472347597681e-18,0.0745209883521801,0.0595179625718527,0,0,0,0,0,-0.0393928151433616,0,0.0610830259895263,0,0,0,0.0646290097528234,0,0,0.000210812991763315,0.394721242537915,0,-0.0974457574417263,0,0,0,0,0,0.0166020198337225,0,-0.430737488904265,-0.00729594600755349,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0.0124548189860948,0,0,0.0657671542394785,0,0,0,0,0,0,0.524642308159952,0.0346837331319326,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0612294947780574,0,0,0,0,0,0,0.0815180533926117,0.00747419920181311,0,0.0483729437658756,0,0.0736224884898373,0,0.13445132016117,0,0,0,0,0,-0.0203509261930571,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0.0817197430264148,0.11986791859712,0,0,0,0,0,0,0.1127233332785,0.161892462574199,0,0,0,0,0,-0.051515133641453,0,0,0,0,0,0,0,0.0671275999263621,0,0,0,0,0,0,0,0,0.373778727102512,0,0,0.0561824088787274,0,0,0,0,0,0,0,0,-0.00429297992536733,0.00609363799121702,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,-0.084554007980896,0,0,0,0,0,0.0980156810871279,0,0.00610475406060138,0.184717156333429,0,0,0,0,0,0.103227021756055,0.362019059282761,0,0,0,0,0,0,0.0383267168414293,0,0,0,0,0,0.387858419107617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.056655143334358,-0.0190983783329805,0,0,0,0,0,0
