,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X000708.SZ,X601898.SH,X600886.SH,X600010.SH,X601600.SH,X600660.SH,X600362.SH,X600188.SH,X600801.SH,X601991.SH,X600795.SH,X600352.SH,X600688.SH,X000786.SZ,X600111.SH,X002460.SZ,X600027.SH,X002271.SZ,X601992.SH,X600176.SH,X000723.SZ,X002466.SZ,X002353.SZ,X600516.SH,X600583.SH,X000898.SZ,X600426.SH,X600299.SH,X600489.SH,X000883.SZ,X000709.SZ,X601158.SH,X600219.SH,X600612.SH,X000629.SZ,X000553.SZ,X000027.SZ,X000630.SZ,X000825.SZ,X000792.SZ,X600808.SH,X002110.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.0196778443017242,0.153366833754302,0,0,0,0,0,0,0.0232878042717391,0,0,0.176838491615272,0,0,0,0,0,0,0.000289112415460093,0,0,-0.0161290491790243,0,0.0647527653437903,0,0,0,0,0.0657978762414436,0,0,0,0,0,0,0,0,0,0,-0.0241594201291571,0,0.00170736771495937,0,0,0.00436934367860593,0,0,0,-0.0281398976608891,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.0114780628238766,0.067032040705189,-0.0338778801351892,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0.00306271340716715,0,0,0,0,0.08345304834882,0,0.0384612566282157,0,0,0,0.073046783371711,0,0,0,0,0,0,0,0,0,0,0,0,-0.0306103093307065,0,0,0,0.00230561952490565,0.0258695705094785,0,0,0,0.0156746784160435,0,0
X601088.SH,0,0,0,0,0,0.470521111163049,0,0.0302454876090007,0.0056765264521217,0.0359763749601374,0.0474577600586835,0,0,0,0,0.0020973034667313,0.0855613081189866,0,0,0,0,0,0,0,0,0,0,0,0,0.0423443735519702,-0.103647614014963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0182209156858114,-0.0126982374725575,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.134788914566855,0,-0.0251261824190708,0,0,-0.080123974471782,0.034566578289183,0,0,0,0,0,0.32016934164041,0,0,0,0,0.0740705539909846,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0270494201902897,-0.0220185082896359,0,0,0,0,0,0
X600309.SH,0,0,0,0.127567731514202,0,0,0,0,-0.108553356825845,0,0,-0.0696140644916366,0,0,0,0.0130062850904773,0.119597175247636,0,0,0,0,0,0,0,0,0.185850814838138,0,0,0,0,0,0.0976645582818743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0788922513969415,0,0,0.0137600973002891,-0.040264231919976,0.0153239606191238,0,0,0,0,0,0
X600019.SH,0,0,0.241603943166208,0,0,0,0,0,0.0439637878034801,0,0,0,0,-0.0565966812171156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0380020777127801,0,0,-0.00476143430433233,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0759416117838709,0,0.0129461998414171,0,0,0,0,0.0260174947372341,0,0
X600547.SH,0,0,0,0,0,1.73472347597681e-18,0,0.0162959460963301,0,0,0,0,0,0,0,0,-0.0190969896980338,0,0,0,0,0,0,0.0140001612605458,0,0.0334298805249444,0,0,-0.102576462032973,0,0,0,0,0,0,0,1.28960031180468,0,0,0,0,0,0,0,0,0,0,0.203407566511472,0,0,0,-0.0111791051855844,0,0,0,0,-0.0455609441537189,0,0
X600011.SH,0,0,0,0,0,0,-0.0980073324874165,0,-0.140847632306416,0,0,0,0,0,0,0,0.0667843785451474,0,0,0,0,0,-0.0530387922196198,0,0.19244359938236,0.17993243117352,0,0.0207041237383313,0,0,0,0,0.0321627723402335,0,0,0,0,0,0,0,0,0,0,0.0665177062164511,0,0,0,0.119615657588204,0,0.000827296551420664,-0.15879439117031,-0.0437645954346279,0.0160178295508322,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0.372475612839971,0,0,0.540375947537176,0,0,0,0,0.475676971058568,0,0,0,0,0,0,0,0,0,0,0,0,-0.121344255815915,0,0.0720003633336543,0,0.361207820843363,0,0,0,0,0.215504160489527,0,0,0,0,0,-0.132826085672133,-0.0701764627368823,0,0,-0.111093198149113,-0.0464041237800333,-0.474393058510068,0,0,-0.0255829933478052,0,0
X601898.SH,0.252907994386237,0,0,0,0,0,0,0,-0.0234585542277747,0,0,0,0,0,0,0.438332075145605,0,0,0,0,0,0,-0.174932258901495,0,0,0,0,0,0,0.130919122447256,0,0,-0.0318212897666416,0,-0.259259904729754,6.93889390390723e-18,0,0,0,0,0,0,0,0.0817015632207922,0,0,0,0,0.155470256015053,0,0,-0.0454438716096847,0.0624481858716409,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,-0.0560413119887767,0,0.152449946836906,0,0,0,0,0,0,0.167322473117671,0,0,0,0,0,0,-0.198128952578682,0,0,0,0,0.114649057447634,0,0.126656830046332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0487398438819643,0,0,0,0,0.129130970397825,0,-0.029619768243405,-0.0172945485105048,0,0,0,-0.0274025624481672,0,0
X600010.SH,0,0,0,0,0,0.256224896415148,0,0,0.111371338436538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124963547483916,0.149106023525539,0,0,-0.0337197093166775,0,0,0,0,-0.0164875636557267,0,0,0,0,0,0,0,0,0,0,0,0,0.157211580158725,0,0,-0.0342941648891534,0.0647487910974253,0,0,0,0.117445052737519,0,0
X601600.SH,0,0,0,0.155369534029876,0,0,0.0764131671141447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035712030738177,0,0,0,0.0302189085440278,0.0339929466284604,0.0421649410674995,0.132280393235551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0469126571970037,0,0,0,0,0.0065986470515948,0,0.0131905936327189,0,0,0,0,0.0303211683345312,0,0
X600660.SH,0,0,0,0,0.0643432022769723,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,8.67361737988404e-19,0,0,0,0,0.226701390421945,0.0517627886991878,0.00377761851620922,0,-0.0469270737174938,0,0,0,-0.00147260813591262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0073906490343472,0,0,0,-0.0033528583195782,0,0
