,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600309.SH,X600011.SH,X600188.SH,X601898.SH,X600688.SH,X600660.SH,X600362.SH,X300072.SZ,X601992.SH,X002466.SZ,X600795.SH,X600516.SH,X600547.SH,X601991.SH,X600111.SH,X002460.SZ,X600176.SH,X600886.SH,X000898.SZ,X000786.SZ,X000709.SZ,X000792.SZ,X600157.SH,X600352.SH,X000553.SZ,X000408.SZ,X601699.SH,X600027.SH,X002271.SZ,X600219.SH,X600339.SH,X000983.SZ,X600489.SH,X002110.SZ,X600808.SH,X600299.SH,X002092.SZ,X000959.SZ,X601158.SH,X000883.SZ,X000630.SZ,X600583.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.549636739389401,0,0.0221857406938828,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0354516034153306,-0.105476413148154,0,0,0,0,0,0,0,0,0.0243867897187073,0,0,0,0,-0.0137445398049559,0,0.0725984397783395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00932954929106194,0,0,0,0,0,0,0
X600028.SH,0.646340302280697,0,0.0446998510048449,0,0,0,0,0,0,0,0.000761577400019506,0,0,0,0,0,0,0,0,0,0,0,-0.0878873904791444,0,0,-8.67361737988404e-19,0,0.0183421488114926,0,-0.083965099475634,0,0,0,0,0,0,-0.00235942764828989,0,0,0,-0.125742253827777,0,0,0,0,0,0,0,0,0.00728072518845555,-0.0137787157822122,0,0,0,0,0,0
X601088.SH,0,0,0,0.190930252639759,0.251236273161257,0,0,0,0,0,0,0,0,0,-0.0612471057435061,0,0,0.0421001247039414,0,0,0,0,0,0,0,0.0959388228360305,0,0,0,0,0,0,0.0616331557345058,0,0.0352951210519043,0,0,0,0,-0.047584427079137,0,-0.00296364309836475,0,0,0,0,0,0,0,-0.00533281947302642,0.0119191223009045,0.114877613423845,0,0,0,0,0
X600019.SH,0,0,0.121818942585592,0,0,0,0,0,0,0,0,0,0.159435113940551,0,0,0,0,0,0,0,0,-0.0954856176712267,0.105907301493525,0,0.771390136650796,0,0,0,0,-0.0118935003063073,0,0,0,0,0.185618347771935,0,0,-0.0560648381284547,0,0,0,0,0,0,0,0,0,0,0,0.0204292765284746,-0.0158398626199082,0.0735140914420381,0,0,0,0,0
X600585.SH,0,0,0.392815860563889,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.129942364948689,-0.0459073093870252,0,0.127468427737764,0,0.0186798168469449,0,0,0,0,0.139873242119288,0,0,-3.46944695195361e-18,0,-0.209476852159658,0,0,0.377342322928897,0,0,0,0,0,0,0,0,0.0189802125707597,0,0.0471194649374233,0,0,0,0,0,0,0,-0.0363406955715037,0.0653111035076078,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.0129251731407023,0,0,0,0,0,0,0,0,0,0,0,0,0.0774966124562764,0,0,0,0.0246164666806117,0,-5.42101086242752e-20,0,0,0.0813716583009809,0.0679610355952486,0,0,0,0,0,0.0991682650090432,0,0,0.268861040466249,0,0.0797291565571602,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0.168867199417878,0,0,0,0,0,0,0,0,0,-0.121182491675745,0,0,0,0,-0.0522054537409971,0,0,0,0,0.0713318970034428,0,0,0,0,0,0,0,-0.101737872929584,0,0,0,-0.171569385139885,0,0.0317916617931831,0,0,-0.00498182569581986,0,0,0.307819016414752,0,0,0,0,0,0,-0.0399879558530559,-0.0361010515977188,0,0,0,0,0,0
X600011.SH,0,0,0,-0.0719468765379714,0,0,0.0134821683230421,0,0.0260440017422955,3.46944695195361e-18,0,0,0,0.0895252273060261,0.106961753864819,0,0,0.00907375806781159,0,0,0,0,-0.0411067324993676,0,0,0,0,-0.0457476780918101,0,0,0,0,0,0,0,0,0,0.0110138970866316,0,0,0,0.0859778056344125,0,0,0,0,0,0,0,-0.00989812979889601,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0.0231768015741365,0.00412815588822887,0.0293500182115679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143509893929303,0.110573477999956,0,0,0,0,0,0,0.0404685465372903,0,0,0.214287009323639,0,0,0,0,0,0,0,0.37409920321171,0,0,0,0,0,0,0,0,0.0214821933196163,-0.00519794242663631,0,0,0,0,0,0
X601898.SH,0,0,0,0,-0.0325227350147522,0,0,0,0,0,0,0,0,0.0281299252132006,0,0,0,0.0620833291813699,0,0,0,0,0,0,0,0,0,0.0166751141029264,0,0,0.0323671513592571,0,0,0,0,0,0,0.316503081526479,0,0.00922201926438959,0.182206204286962,0,0,0,0,0,0,0,0,0.00640169286864535,0.00383434220451888,0,0,0,0,0,0
