,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X002460.SZ,X600585.SH,X600111.SH,X000792.SZ,X002466.SZ,X600019.SH,X600010.SH,X600011.SH,X600660.SH,X000301.SZ,X002271.SZ,X000877.SZ,X600188.SH,X601600.SH,X000708.SZ,X600547.SH,X601898.SH,X600362.SH,X600886.SH,X600176.SH,X000723.SZ,X600426.SH,X002080.SZ,X000408.SZ,X600219.SH,X600803.SH,X600795.SH,X000786.SZ,X601991.SH,X002326.SZ,X300037.SZ,X300073.SZ,X000831.SZ,X600141.SH,X600399.SH,X600688.SH,X000959.SZ,X600027.SH,X600516.SH,X600096.SH,X000825.SZ,X600157.SH,X600352.SH,X600486.SH,X000807.SZ,X000027.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.175478018802247,0,0,0,0,1.0842021724855e-19,0,0,0,0.0604378115484685,0,0,0.0638190556445805,0,0,0.0864895398948067,0,0,0,0.0200280518205116,0,0,0,0,0.0221270569320256,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0523591371740391,0,0.164282341709622,0.00837829883949138,0.0935087025890727,0,0,0,0,0,0,0,-0.0164854515730745,0,0,0,0,-0.0242175620876139,0,0
X600028.SH,0.177378280505802,0,0,0,0,0,0,0,-0.00804670844570923,0.0791430411409286,0,0.024925724709535,0,0,0,0,0.0669364489293517,0,0,0,0.0441234437895919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0263414122091248,0,0.0943579765837012,0,0,0,-8.67361737988404e-19,0,0.0867368797977146,0,0,0,0.116386665292503,0,-0.00334706319135051,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.0684786452674122,0,0,0.0798390212148029,0,0,0,0,0,0.152642078735056,0,0.0569168820874856,0,0.506533108376483,0,0.0590124457145772,0,-2.16840434497101e-19,0,0,-0.0490563522477438,0,0,0,0,0,-0.077423594219171,0,0,0,0,0,0,0.0185764128669082,0,0,0,0,0,0,0,0,0,0,-0.000962753892706337,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0.120721286081301,0,0,0,0,0,0.012771561510099,0,0,0,0.0615029533056715,0,0,0,0,0,0,0,0.178292232405805,0.0791451879141501,0,0,0,0,0.0716786260631978,0,-0.0862258905674492,0,0,0,-0.0638658959203805,0,0,0,-0.0395875247346607,-0.0345532021123428,0.0101929280299568,0,0,0,0,0,0,0,0,0.0267184161883599,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.172918153411254,0.411416606801926,0,0,0,0.0750977131114865,0.0592931490077862,0,0,-0.0962450092016842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0608200658383767,0,0,0.134335988657798,0,0,0,0,0,0,0,0,0,0,-0.0711118532112913,0,0,-0.00421576995229595,0,0,0,0,-0.0753696402966813,0,0
X600585.SH,-0.200576080140159,0,0,0,0,0,0,0,0,0,0,-0.0112079175013766,0,0,0.0811885551726341,0.280565844342577,0.21793742059416,0,0,0,0,0,0,0.0500282119054585,0,0.128210030901858,-0.0837025246591781,0.0375237616233083,0,0,0,0.0622790952332328,-0.00652705472540607,0,-0.0115566714890084,0,-0.0600223776291116,0,0,0,0.116445800514207,0,0,0,0,0,0,0,0,0,0,-0.0096758726283716,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0.0525909478925474,0,0.415431867230768,0,0,0.195003912546975,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0554816330973615,0,-0.0562502072394121,0,0,0,0,0,0.113149469989421,0.113181503654167,0,0.264570257342816,0,0,0,0,-0.141479305039803,0,0,0,0,0,0,0,-0.0160115120054618,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0.373720081222091,0,0,0,0,0,0.211939523731021,0,0,0,0,0,-0.105765982531807,0,0,0,0,0,0,0,0,0.0528344500805005,0.168628983602616,0.215596832587988,0,0,0,0,0,0,0,0,0.027362844554021,0,0,0.0245328120512512,0,0,0.225864863285453,0,-0.0180391126334484,0,0,0,0,0,0,-0.0454179325039628,0,0,0,0,0,0,0
X002466.SZ,-0.0989369805090701,0,0,0,0.337321851413285,0,0,0.244925000093856,0,0,0.158618388077776,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0.0205066364769253,0,0,0.0718288593787209,0.0464648805076715,0,0,0,0,0.0896437837731917,0,0.0686183272777636,0.0460855583703226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0190991897254191,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.00381104721539055,0.0165870349725058,0,0,0,0,0,0,0,0,0.196586742071832,0.0911611694766144,0,0.00640677557969741,0,0,0.0855837565226064,0,0,0,0,0,0.0439472939125033,0,0,0,0,0,0,0,0,0,-0.0601035630821901,0,0,0,0,-4.33680868994202e-19,0,0.31228916246546,0.0410582452767831,0,0,0,0,0,-0.0215360757866973,0,0,0,0,0,0,0
