,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X002460.SZ,X600547.SH,X000708.SZ,X600660.SH,X002271.SZ,X600011.SH,X600362.SH,X601600.SH,X000786.SZ,X600886.SH,X600176.SH,X600426.SH,X601898.SH,X600010.SH,X600188.SH,X600801.SH,X000301.SZ,X002466.SZ,X600352.SH,X600111.SH,X600489.SH,X600795.SH,X601991.SH,X300037.SZ,X600688.SH,X600486.SH,X600803.SH,X002353.SZ,X600027.SH,X600299.SH,X601992.SH,X002080.SZ,X600219.SH,X000932.SZ,X601168.SH,X002409.SZ,X000898.SZ,X000723.SZ,X600529.SH,X000630.SZ,X000807.SZ,X000027.SZ,X600315.SH,X600516.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,-0.0528043218128503,0.0146002141169272,0.0352044923505254,0.0151621684112906,0,0,0,0,0,0,0,0,0.00707073990143439,0.00756249754352389,0,0,0,0,0.019290638150996,-8.67361737988404e-19,0,-0.00190110927477226,0,0,0,0,0,0.0355356794560661,0,0,0,0,0.00942672649587357,0.0435633662766754,0,0.0227890784783505,0,0,0,0,0,-0.00948999905437624,0,0,0,0,-0.00598258012096905,0,0
X600028.SH,0,0,0,0,0.0305409726963545,0,0,0,0,0.00721180345842011,-0.0456999659316924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0936608072661744,0,0,0,0,0,0,0.00451548770423111,0,0,0,0,0.0693841743369657,0,0,0.00627778885665424,0.022364651968901,0,0,-0.0412579016945594,0,0,0,0,0,0,0,0,0,0,0,-0.0153897381820445,0,0
X601088.SH,0,0,0,0,0,0,0.0765243585028657,0,0,0,0,0,0.0166788823965531,0.0959542619626622,0.0623365508125517,0,0,0.0152976851405582,0,0,0.235519648591493,0,0,0,0,0,0,0,0,-0.0388925153525167,0,0,0,0,0,0,0,-0.0190346769813159,0.0693846415228948,0,0,0,0,-1.38777878078145e-17,-0.0708319383244532,0,0.043661096812628,0,-2.71050543121376e-20,0,0,0.0161410650437367,0,0,0,0,-0.00690817713152256,0,0
X600585.SH,0,0,0,0,0.0861862752955225,0,0.0471829470887999,0.0713552559140155,0,0,-0.0208450965617145,0,0,0.0764757110916461,0,0,0,0,0.0692419163095677,0,0,0,0,0,0,0,0.0367221352751723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0215980795168749,0,0,0,0,-0.00447288437682161,0,0
X600309.SH,0,0,0,0,0,0,0,0.107905434640039,0.135759490833654,0,0,0,0,0,0,0,0,0.231636823363211,0,0,0,0,0,0,0,0,0,0,0,0.0469637145416705,0,0.115715692358415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019391633948857,0,0,0,0,0.0427225047580161,0,0
X600019.SH,0,0,0,0,0,0,0.0145813728497227,0.0814706296755853,0,-0.0783133011916008,0,0,0,0.0360337262416113,0,0,0,-0.105688662194025,0,0,0,0,0,0,0,0.0818294580424551,0,0,0,0,0,0,0,0,0.139548014602974,0,0,0,0,0,0.0354490958710671,0,0,0,-0.0331283063631889,0,0.114487092877895,0,0,0,0.137154984442466,0.0314473214460738,0.0201228793206907,0,0,0,-0.00516920222925495,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0.264632064116139,0,0,0,0,0,0,0,0,0,0,0,0,0.415391351477038,0,0,0,0,0,0.243654255030635,0,0,0,0.0418724836575507,0,0,0,0,0,0,0.175175398539593,-0.0413856678592033,0,0,0,0,-0.18271654340984,0,0.127095842958048,0,0,-0.00544712554402058,-0.0113862598332218,0,0,0,-0.0239518002348658,0,0
X600547.SH,0,0,0,0.000745919662201619,0.0658642546268341,0,0,0,0.0283596363759364,-0.0129822498459926,0,0,0,0,-0.0253180883607439,0,-0.0991585887451428,0,0,0,0,0,0,0,0,0,0.64726100876796,0,0,0.0141098874591758,0,0,0,0,0,0,0,0,0,0,0,-0.0192463745372949,0,0,0.0178717393985108,0,0,0,0.11523957959306,0,0,-0.00218949357484154,0,0,0,0,0.00664005595668147,0,0
X000708.SZ,0,0,0,0,0.0641055655386681,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.000447300943751214,0,0,0,0,0,0,0,0,0,0,0,0,-0.0261062598072295,0,0,0.12739810432202,0,0,0,0,0,0.331863726352924,0.120550975054775,0,0,0,0,0,0,0,0,0,0,0,-0.014082115338554,0,0,0,0,0.00413782120562439,0,0
X600660.SH,0,0,0,0,0,-0.248294425200274,0.00129203393218839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164337959565514,0,0,0.0418031320215324,0,0,0,0,0.190064438511926,0,0,0.0141239060094604,0.137165169192138,0,0,0,0.011912776664455,0,0,0,-0.0832717699309179,0,0,-0.0143687131000132,0,0,0,0,0,0,0,0,0,0,0,0.009806252623911,0,0
