,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600019.SH,X600585.SH,X600011.SH,X601898.SH,X600547.SH,X601600.SH,X600660.SH,X000792.SZ,X600886.SH,X002460.SZ,X002466.SZ,X600111.SH,X600010.SH,X000708.SZ,X000301.SZ,X600795.SH,X600426.SH,X000877.SZ,X600362.SH,X601699.SH,X002271.SZ,X600027.SH,X000983.SZ,X600803.SH,X600489.SH,X601991.SH,X600176.SH,X000807.SZ,X000786.SZ,X600160.SH,X000932.SZ,X000408.SZ,X000630.SZ,X600985.SH,X600219.SH,X000933.SZ,X000629.SZ,X300037.SZ,X600688.SH,X000723.SZ,X600612.SH,X600157.SH,X600096.SH,X002353.SZ,X002128.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.706288151983827,0,0,0,0,-0.0523600975738863,0,0,0,0,0,0,0,0.18068107159339,0,0,0,0,0,0,0,0,0,0,-0.249257227801754,0,0,0,0,0,0,0,-0.0221994337427195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021574916580625,0,0,0,0,0,0
X600028.SH,0.465227127752877,0,0,0,0,0,0,0,0.034780080692317,0,0,0,0,0,0,-0.0740868962548778,0,0,0,0,0,0,0,0,0,0,0,0.0211110450804183,0.063135749306278,0.06139545797002,0,0,0,0.0886442647828215,0,0,0,0,0,0,0,0,0,0,0,0.00142186862657278,0,0,0,0,0,0.00374868936318538,0,0,0,0,0.0336106283823511,0,0
X601088.SH,0.0434141368468258,1.38777878078145e-17,0,0,0.0929163919797269,0,0,0,0.217166288911345,0,0,0,0,0.0910494923536146,0,0,0,0,0,0,0,0,0,0,0.0646202837197176,0,0,0,0,0,0,0.121801829593375,0.0480669483733148,-0.0174131576433111,0,0,0,0,0,0,0,0,-0.109323812376407,0,0,0,0,0,0.10469729030175,0,0,0.00905884022449435,0.000603594584632917,0,0,0,0,0,0
X600309.SH,0,0,0,0,0.0582945050346739,0,0,0,0,0,0.235594743781487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0393983222629674,0,0,0.0421777873864044,0,0,0,0.0121765172766914,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.03304765644922,-0.0100294171771337,0,0,0,-0.173686595877544,0,0
X600188.SH,0,0,0,0,0,0.000955317392810478,0,0,0.174834735397284,0,0,0,0,0,0,0,0,0,0,0,0,0.158780515977866,0,0,0.182140705046791,0,0,0.487303038590765,0.0236403275370248,0,0,0,0,0,0,0,0,0,0.00464100412598728,0,0.0694397723752708,0,-0.073573160981887,0,0,-0.0786859671607855,0,0,0.0522280981477144,0,0,0,-0.0123867639684883,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.221900835266965,0,0.0105310287562235,0,0,0,0,0,0,0.0281473949124116,0,0,0,0,0,0,0,0,0.151111339040256,0,0,0,0,0,0,0,0,0,0,0.14395459681039,0,0,0.629525072086852,0,0,0,0,0,-0.295083094388142,0,0,0,0,0,0,0,0,0,0.0311768594773257,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0224803401732625,0,0,0,0,0,0,0,0,-0.105793099460856,0,0,0,0,0,0,0.101378880470542,0.182645755757574,0,0,0.106503560593163,-0.15678838175667,-8.67361737988404e-19,0,0,0,0,0.158937729691789,0.0381123191646796,0,0,0.0901366273675261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.023090500686115,0.0402253357277551,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.142102434386764,0,0,0,0,0,0,0,0,0.19791976849827,0,0,0,0,0,0,0,0,0,0,0,-0.0645415161942473,0.324275545860529,0,0.0200925767958152,0,0.028569653088104,0.0479299245278739,0,0,0,0,0,0,0,0,-0.0405476379763051,0,0.162663127985078,0,0,0,-0.13701740140181,-0.0276677133676897,0,0,0,0,-0.0253061668323782,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.203245102407877,0,0,0,0,0,0,0,0,0,0,0.106983956442841,0,0,0,0,0,0,0,0,0.294723042464694,0,0,0.0762049729277379,0.166951539343081,0,0,0,0,0,0,0,0.0391559302122533,0,0.0205159617771893,0,0,0,-0.0626233735493156,0,0,0,0,0,0,0,0,-0.00101154916988104,0,0,0,0,0,0,0
X600547.SH,0.0100717740883635,0,0,0,0.0481806827624915,0,0,0,0,0,-0.111735718338962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.343332156210773,0,0,0,0.0689400137426291,-0.0747731160960586,0,-0.0830536526689514,0,0,0,0,0,0,0,0,0,0,0,0.104747016700482,0.213713434353181,0,0.0184827537797797,-0.040545765665419,0,0,0,0.0184355446731399,0,0
