,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600019.SH,X601898.SH,X600585.SH,X600011.SH,X600547.SH,X600660.SH,X601600.SH,X600886.SH,X000792.SZ,X002466.SZ,X002460.SZ,X000708.SZ,X600111.SH,X600795.SH,X600010.SH,X000301.SZ,X601699.SH,X600426.SH,X600362.SH,X000877.SZ,X000983.SZ,X002271.SZ,X600027.SH,X600489.SH,X600803.SH,X601991.SH,X000807.SZ,X600176.SH,X600160.SH,X000786.SZ,X600985.SH,X000630.SZ,X000932.SZ,X000408.SZ,X000933.SZ,X600219.SH,X600612.SH,X300037.SZ,X002128.SZ,X600348.SH,X600157.SH,X600688.SH,X000629.SZ,X000723.SZ,X600995.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.762895400901511,0.111914829959087,0,0,-0.0403634319522663,0,-0.120106468525456,0,0,0,0,0,0,0,0.118135820166921,0,0,0,0,0,0,0,0,0,0,-0.192866854750674,0,0,0,0,0,0,0,0,0,0,0,0.0690716062354443,0,0,0.0534277699154796,0,0,0,0,0,0,0,0,0,0,0.00331499642149179,0,0,0,0,0,0
X600028.SH,0.495249952476311,0,0.00857552799610989,0,0,0.0199435825540769,0,0,0.0253369390695674,0,0,0,0,0,-0.0324874911380171,0,0,0,0.138591038103572,0,0,0,0,0,0,0,0,0,0,0.0449486542952451,0,0,0,0,0.115242340360637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000210641964217151,0,0,0,0,0.0344248389551296,0,0
X601088.SH,0.110341683662679,0.0823601852429831,0,0,0.0532218874987253,0,0.155611358336165,0,0,0,0,0,0.0733369019070038,0,0,-0.06062826523861,0,0,0,-0.0504084849968027,0,0,0,0,0,0.123738885131817,0,0,0,0,0,0,0.0960292133353716,0,0,0.0323983085367194,0,0,0,0.0106326148746282,0,0,-0.130429447189893,0,0,0,0,0,0,0,0,0,0.0133733816047473,0,0,0,-3.46944695195361e-18,0,0
X600309.SH,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.0279408302788026,-0.0125101317823359,0,0,0,0,0,0.186864502302881,0,0,0,0,0.0371304990291322,0,0,0,0,0,0.10180122833795,0,0,0,0.276774662448808,0,0,0,0,0.0484836198387109,0,0,0.56773276379216,0,0,0,0,0,0.0223617014934241,0,0,0,0,-0.0508471150251557,0,0
X600188.SH,0,0,0,0,0,0.106043163468799,0.22378273231313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0284911794249344,0.0338717295859041,0,0,0.407187047503934,-0.0616306359512042,0,0,0.0966515376278737,0,0,-0.184007415355688,0,0,0.0810186382123755,0,0,0,0.124281510158435,0,0,-0.0440752095044366,0,0,0,0,0,0,0,0,-0.0072163178091275,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.273125519317719,0,0,0,0,0,0,0,0,0,0,0,0,-0.0949311126342288,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,-0.0768698050755157,0.135511445141182,0,0,0,0.532691782450684,0,0.400366410372425,0,-0.0824247526467897,0,0,0,0.18846635678878,0,0,0,0,-0.00223855050671948,0,0,0,0,0,0,0
X601898.SH,0.0619839294665622,0,0.187182946112487,0,0.15830541733407,0.0796367869163586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0600497938349107,0,0,0,0,0.037755368554563,0,-3.46944695195361e-18,0,0,0,0,0,0.0502116145090781,0.00915312790795693,0,0,0,0.0113402064343564,0,0,0,0.117337685819288,0,0,0,0,0,0,0,0,-0.00967147111171898,0,0,0,0.0142505210048251,0,0
X600585.SH,0,0,0,0,0,0.0347248864427445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0961058772129877,0,0.233731111507768,0,0.0689962954865855,-0.145798627180816,0,0,0,0.0983831702282267,0,0,0,0,0,0,0,0,0,0,-0.0538718175962496,0,0,0,0,0,0,0,0,-0.0238930677390811,0.0300689105963433,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.176573867888977,0,0,0,0,0,0,0,0.225603555819491,0,0,0,0,0,0,0,0,0,0,0,-0.0191829838470981,0,-0.00214875500298934,0.257667978535207,0,0.0452407995320999,0,0,0,0,0,-0.0480382901857699,0,0,0,-0.0827410845904241,0,0,0,0,-0.0234602810501441,0,0,0,0,0,0,-0.00249675271377306,-0.0328656373152201,0,0,0,0,0,0
X600547.SH,0.222844438275934,0,0,0,0,0,0,0,0,0,0,-0.094704150427095,0,0,0,-0.0188013876356208,0,0,0,0,0,0,0,0,0,0,0,0,0.332668817930311,0,0,0,0,0,0,0,0,0,-0.0446089194535301,0,0,0,0,0,0,0,0,0,0,0,0,0.0346788210154644,-0.0558245378258655,0,0,0,0.0450858917037125,0,0
X600660.SH,0,0,0,0,0,0.0559056627194408,0,0,2.71050543121376e-20,0,0,0,0,0,0,0,0.0230906813315157,0,0,0,0,0,0,0,-0.10154046815192,0,0,0,0,0,0,0,0,0,0.151209834536334,0,0,0.0957637912826297,0.0366670237391913,0,0,0.0528487952977345,0.0468852887621777,0,0,0,0,0,0,0,-0.120129356496086,-0.004264397417917,0.0246280063374801,0,0,0,0.060424169471968,0,0
X601600.SH,0,0,0,0,0,0.165038382208444,0,0,0,0,0,0,0,0,0,-0.0248685729148747,0,0,0,0,0,0,0,0,0,0,0,0,0.0254227302290002,0,0.0615597090200643,0.488030028122985,0,0,0,0,0,0,0.0461336676759912,0.0947704925586166,0.314742499783124,0,0,0.10869137237461,0,0,0,0,0,0,0,0.0062272702493071,0,0,0,0,0,0,0
X600886.SH,0.0692134119217818,0,0,0,0,0,0,-0.0510217943973389,0.119766289542161,0,0,0,0,0,0,-0.0673963563466137,0,0,0.305023794577751,0,0,0,0.0558336444898304,0,0,0,0,0,0,0.367975726064305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.140437774569603,0,0,0,-0.00573147760543127,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.00899510072711339,0,0,0,0,0,0,0,0,0.375922453182969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0.136460773110219,0,0,0,0,0.192236104067067,0,0,0,0,0,0,0,0,0,0,0,-0.0822000182455641,0.00522675480527974,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.745509268269622,0,0.0628384487358313,-0.0364535294719079,0,0,0,0,0,0,-1.95838384547429e-05,0.147774590744268,0,0,0.0113143424132056,0,0,0,0,0,0,0,0,0,0,0,0.0532983086419122,0,0,0,0,0,0.0239884084923291,0,0,0,-0.00481715765090904,0,0,0,0,0,0,0
X002460.SZ,0,0,-0.032680493899435,0,0,-0.0560778459916849,0,0,0,0,0,0,0,0,0.816164365254591,0,0.139655237470288,0,0,0.0321238754310191,0,0,0,0,0,0,0,0.113053667401556,-0.252755875871222,-0.0623702186333409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00643356370407492,0,0,0,0,0,0,0
X000708.SZ,0.142604210197397,0,0,0,0,0.190857803281837,0.103477633918079,0.0217365045956053,0,0,0,0,-0.0734760576826463,-0.209657810504615,0,0.268370436327353,0,0,0,0,0,0,0,0.0433495435408774,0,0,0,0.0428789062194123,0,0,0,0,0,0,0,0,0.264983140769705,0,0,0,0,0,-0.00316563797458611,0,0,0,0,0,0,0,0.084749722863327,0.0091096786820774,0,-0.0649670578322221,0,0,0,0,0
X600111.SH,0.0319839735303686,0,0,0,0,0,0,0,0,0,0,0.132889191348222,0,0,0.251645861612047,0,0,0,0.162486140788432,0,0,0,0,0,0,0,0,0.0504480063962736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.71050543121376e-20,0.0486536351028564,0,0,0,0.0115769111444991,0.120167736237455,0,0,-5.42101086242752e-20,0.0311089714899321,-0.064201869221516,0,0,0.0527660520169062,0,0
X600795.SH,0,0.015448253208938,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.170941921970079,0,0,0,0.477162502233286,0,0,0,0,-1.38777878078145e-17,0,0,0,0.0944090731280847,0,0,0,0,0.149729023350073,0,0,0,0,0.0949278461198558,-0.0974788081316704,0,0.00577077311646662,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0361643705733896,0,0.12970521878364,0.520105886515999,0.0527029876060206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0292140510651523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00361878444592248,0,0,0,0,0.0474093115250259,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0471532273132923,0,0,0.159317002158748,0,0,0.226177827125016,0,0,0,0,0,0.0790456432361745,0,0,0.11962015838345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0974584030178238,0,0,0,0,0,0.00340606790268987,0,0,0.13764865737291,0,-0.017111669344697,0,0,0,0.0147752472736133,0,0
X601699.SH,0.0282963265553232,0,0,0,0.205756069475304,0,0.186161557016838,0,0,0,0,0,0,0,-0.124539041936013,-0.00238878771350341,0,0,0.0265960700518104,0,0,0,0.0378032730269258,0,0,0.0829238544954114,0,0,0,0,0,0,0,0,0,0,0,0.0387491875017005,0,0.104771936597531,0,0,0,0,0,0,0,0,0,0,0,0,0.0187820243542685,0,0,0,0,0,0
X600426.SH,0,0,0,0.266847371618602,0.201432209180029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0868022619282663,0,0.0210050567456841,0,0,0,-0.0647664429831524,0,-0.0658663540241373,0.0372134572967614,0,0,0,0,0,0.247242544547601,0,0,0,0,0,0,0,0,0,0,0,-0.0239772437470259,0.0475436320556461,0,0,0,0,0,0
X600362.SH,0,0,0,0.0527662158840213,0,0,0,0,0,0,-0.0173868875239341,0,0,0,0,0,0.089859907519222,0,0,0,0,0,0,0,0,0,0.0703592596400497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0729076195999181,0,0,0.0263607751962329,0,0.0795623559454037,0.28365526688509,0,0,0,0,-0.0046451459792664,-0.142569937856273,0,0,0.015539631368128,0,0
X000877.SZ,0,0,0,0,0,0,0,0.433020653710469,0,0,0,0,0,0,0,0,0,0,0,0.0387568791240629,0,0,0,0,0,0.163659103131605,0,0,-0.161257406217179,0,0,0,0,0,0.0427234927889793,0.026968628933765,0,0,0,0,0,0,0.00922051067520835,0,0,0,0,0,0.0940884156308922,0,0,0,-0.0260808358976922,0,0,0,0,0,0
X000983.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.812118672582381,0,0,0.373507437458622,0,0,-0.486807602586978,0,0,0,0,0,0.0460561204708309,0.183974886594521,0,0,0,0,0,0,0,0.0371264265316686,0,0.039400250659584,0,0,0,0,0,0,0.0250056221434731,0,0,0,0,0.220818283490672,0,0
X002271.SZ,0,0,0,0,0,0,0,0.0532837417470061,0,-0.0316702645876815,-0.0516815439183332,0,0,0,0,0.25735256205146,0,0,-0.336870060431287,0,0,0.0611479331248787,0,0,0,0,0,0,0,0,0,0,0,-0.0505352611591262,0.698498546361033,0,0,-0.297007512794403,0,0,0,0.215998156302868,0,0,0,0,0,-0.069989843188365,0,0,-1.73472347597681e-18,0.0138175674766481,0,0,0,0,0,0,0
X600027.SH,0,-0.0787843845718441,0,0,0,0,0,0,0.394972289847667,0,0,0,0,0,0,0,0.0483872249267693,0,0,0,0,0,0,0,0,-0.0972016161385263,0,0,0,0,0.295667051694349,0,0.061836611730105,0,0,-0.049947229217156,0,0,0,0,0,0,-0.0610132689670213,0,0,0,0,0,0,0,0,0.0150600315999733,-0.019600547011893,-0.0966433381243799,0,0,0.0374174210259367,0,0
X600489.SH,0,0,0,0,0,0,0,0,0,0.553367627908599,0,0.0887483436517377,0,0,0,0,0.0456308304894066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0899117584724566,0,0,0,0,0.0316497842466831,0,0.057246859863874,0.0524806752692826,-0.0507609646894102,0.0629411095456999,0,0,0,0,0,0,0,-0.00890911701751794,0.00851309090766062,0,0,0,0,0,0
X600803.SH,0,0.18310438225085,0,0,0,0,0,0,0,0.158256543155066,0.181230199303999,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.0238427968545236,0,0,0,0.155318621751444,0,0,0,0,0.44240585952504,0,0,0.12430468301659,0,0,0,0,0,0,0,-0.303006312802379,0.0959377249953676,0,0,0,0,0,0.0176378929638203,0,0,-0.012327626098141,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0.111003521021059,0,0,0,0,0,0,0,0,0.126950680814277,0.11525285507325,0,0,0,0,0,0,0,0.0308756500994985,0.136529344095418,0,0.149971910158928,0,0,0,0.117481617062141,0,-4.33680868994202e-19,0,0,0,0,0,0.0265380623759008,0,0,0,0,0,0,-1.38777878078145e-17,0.0331072568196886,0,0,-0.00945351860023884,0,0,0,0,0,0
