,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X600010.SH,X601898.SH,X601992.SH,X600688.SH,X600795.SH,X600309.SH,X600660.SH,X300072.SZ,X601600.SH,X601991.SH,X600188.SH,X600362.SH,X600886.SH,X600547.SH,X600027.SH,X002466.SZ,X000709.SZ,X600157.SH,X600111.SH,X600339.SH,X000898.SZ,X000959.SZ,X601158.SH,X600489.SH,X600008.SH,X000723.SZ,X600299.SH,X002271.SZ,X000883.SZ,X002460.SZ,X600176.SH,X600352.SH,X600219.SH,X600578.SH,X000630.SZ,X600583.SH,X000408.SZ,X000539.SZ,X000792.SZ,X600021.SH,X000027.SZ,X000786.SZ,X600808.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.164669925652518,0,0,0,0,0,0,0.0391349345837649,0,0,0,0,-0.000697579431351331,0.176730594665509,0,0,0,0.0906821589476611,0,0,0.00515511420904584,0,0,0,-0.0190973826654972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0135929850485094,0,0,0,0.00756438178376098,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0.122218432371818,0,0,0,0,0,-0.0088706322570896,0.0295031785397652,0,0,-0.139002624552243,0,0,0,0,0,-0.0558648735324927,0.0614346449050698,0,0,-0.112050658478158,0,0,0,0.0394943675498933,0,-0.0509872771785301,-4.33680868994202e-19,0,0,0,0,0,-0.0194668505378959,0,0,0,0,0,0.0333187714868571,0,-0.00378140275215216,0.00610629797614005,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,-0.00329964129325104,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,-0.00279781054527047,0.153172479080107,0,0,0,0,0,0,0.0119695538314574,0,0,0,0,0,0,0,-0.00828017002378427,0,0,0,0,0,0.00832011889688423,0,0,-0.0107921913741241,-0.00956668254447015,0,0,0,0,0,0
X600019.SH,0,0,0.0173918462853491,0,0,0,0,0.116566335806532,0,0,0,0,0.0164882121336137,0,0,0,0.0989490360867465,0.0743082455032525,0,0,0,0.0103669676115796,0,0,0,0.0957304766475618,0.266427633642995,-0.040220519413233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0.197814726118993,0,0,0,0,0,0,0,0.158895807797307,0,0,0,0,0.086044577196571,0,0,0,0.00489973016875947,0.280323896843926,0,0.0252397423909386,0,0,0.0738272250884009,0,0,0,0,0.0799509186177102,0,0,0,0,0,0,0,0,0.139911583784972,0,0,-0.0457117737884568,0,-0.0776791546419994,0.0385084467691425,0,0,0,0,0.0521471150489936,-0.0432547599915175,0,0,0,0,0,0
X600585.SH,0,0,0.143122891459816,0,0,0,0,0,-0.0362010322245056,0,0,-0.0590484982265073,0,-0.0698288455590607,0,-0.106650529675094,0,0,0,0,0,0.111846818633478,0,0,0,-0.137968324789141,0.154484163782951,0,0,0,-0.0425277691659848,0,0,0.0261648981619333,0,0,0,0,0,0,0,0,0.175529790287133,0,0,0,0,-0.0398313349417095,0,0,-0.00356809027010347,0,0,0,0,-0.118175557454216,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0379568566559238,0,0,0.128056300986024,0,0,0,0,0.0429660203535196,0,0,0,0.129568259796715,0,0,-8.67361737988404e-19,0.0817046978669556,0,0,0,0,-0.0205154544190416,0,0,0,-0.0346194898647082,0,0,0,0,0,0,0.0899578215593514,0,0,0,-0.0136180176098882,0,0,0,0,0,0,0
X601898.SH,0,0,0.202603529455834,0,0,0,0,0,0,0,0,0.0428268983857622,0,0,0,0,0.0762083023830263,0.308603027404069,0.0181702182232967,0,0,0.0644080895826467,0,0,0,0,0,0,0,0,0.000853590782520155,0,0,-5.42101086242752e-20,0,0,0,0,0,0.164761436747059,0,0.111733682175454,0,0,0,0,0,-0.0676208416695587,0,0,0.00645641587918116,0,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,-0.09753096623198,0,-0.157613431612874,0.188466097118633,-0.125477238418931,0,0,0,0,0,-0.236638980459243,0.390947863175182,0,0,0,0,0.119892792421262,0,0.146440390271977,0.463061162344799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267441372759789,0,0,0,0.0659870861703315,0,0,0,0,0,0
X600688.SH,0.0716680614113354,0.231247740811389,0,0,0,0,0,0,0,0,0,0.0933215573063235,0,-0.0879077429786302,0,-0.0104321445309966,-0.052501489048799,0,0,-0.0300482136443081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0103223344863996,0,0,-0.0378951462418229,-0.0650675654034815,0,-0.0224192161378741,0.0059699101660138,0,0,0,0,0,0
X600795.SH,0,0,0,0,0.129953310929409,0,0,0,0,0,0,0.056290066100088,0,0.0190178429422849,0,0,0,0,0,0.0325534023593678,0.0121901331053303,0,0.0384530845407837,0,0,-0.00278513120375292,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0323023125495678,0,0,-0.0622191654278852,0.147623776572739,0,0,0,0,0,0,-0.00471461107735339,0.0164661139774543,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0.205589822882685,0,0,0,0,0.100925766333895,0,0,0.245730166869745,-0.587875409073194,0,0.0428024768885799,0,0,0,0,0,0.0721708727182894,0,0,0,0,0,0,0,0,0,0,0,0,-0.014585291085779,0.152055461209081,0,0,0,0,-0.0996766303123981,0,0.0322477239088051,0.197091191566532,0,0,0,0,0,-0.0717276831405265,0.0109627137390545,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.151008088573761,0,0,0,0,0,0,0,0.0676626571351963,0.135877743107089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0131735925250426,0,0,0.125134467659278,0,-0.0331224235719137,0,0,0,0,0,0,0,0,0,0.00330474768043942,0,0,0,0,-0.0111695215746659,-0.0439315122827798,0,0,0,0,0,0
X300072.SZ,0,0,0,0,-0.17341751185672,-0.157252029092945,0,0,0,0,0,0.712988924427523,0.271803966404635,0,0,0,0,0,0,-0.153442799179958,0,0,-0.0371111253650789,0,0.0900887730606653,0,0,-0.228487556187858,0,-0.530351960700123,0.220357728982907,0,0,0.287543082474909,0,-0.209413762703669,0,0,0,0,0,0,0,0.0991542738237623,0,0,0,-0.0977477991679997,0,0,0.02815102842816,0.104470799918112,0,0,0,0,0,0
X601600.SH,0.0598522098688028,0,0,0,0,0,0,0,0.0474798250493613,0,0,0,0,0,0,0,0,0.297865388900559,0,0,0.241657276628186,0,0,0,0,0.0891105671486347,0.162469833414254,0,0,0.0909724128112906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112222116618394,0,0,0,0,0,0.000690595054749069,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.246360870545522,0.0932089826963617,0,0,0.00544825624282804,0,0,0,0,0,0,0,0.1303417095862,-0.0473955309900048,0,0,0,0.175834592069786,0,0,0,0.127382470997255,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242499538658874,1.73472347597681e-18,0,0.0682843592530006,-0.178024400407455,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0.288989167984064,0,0,0,0,0,0.049514356244711,-0.108244063778266,0,0,0,0,0,0,0,0,0,0,-0.307380763095487,0,0,0,0,0.244833784221141,0,0,0,0,0,0,0,0,0,0,0,0,0.0550668899474348,0,0,0,0,0,0,-0.0895676442290304,0.0501111991881489,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.157029204197798,0,0,0,0.00773478862158282,0,0.206197770653097,0,0,-1.73472347597681e-18,0,0.325929768142157,0,0,0.0231790526591944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134529435044248,0,0,-0.00758705470335158,0,0,0.00116137622605417,-0.00654426325421835,0,0,0,0,0,0
X600886.SH,0,0,0,0,0.128727425638986,0,0,0,-0.0752020310039039,0,0,0,0.0486279090791593,0.0857726814398811,-0.0772019320580892,0,-0.0559387610921674,0,0,-0.00261085556611435,0,0,0.123135175588646,0,0,-0.0660139379495687,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0627436970373856,0,0,0.18248811471692,0,0,0,0,-0.130894749070982,0,0,-0.00480976262607175,-0.0334967596606794,0,0,0,0,0,0
X600547.SH,0,0,-0.125842493649028,0,0.260198178955366,0,0,0,0,0,0,-0.0781033960978207,-0.0265170165613627,0,0.0547118302354165,-0.00025506955504264,0,0,0,0,0,0.0231785243253569,0,0,0,0,0,0,0,0,0.249374297228231,0,0.385900718890402,0,0,3.46944695195361e-18,0,0,0,0,0,-0.583802261168122,0,0,0,0,0,0,0,0,-0.00102247051207864,0.118999053910366,0,0,0,0,0,0
X600027.SH,0,0,0,0,9.26206746978964e-06,0,0,0,0,0,0,0,0,0,0.154608049312698,0.0422411470457957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0337124982508986,0,0,0,0,-0.084322836821786,0,0,0,0,0,0.0700840811327219,0,0,0,0.464816501590957,0,0,0,0,-0.0254649246329803,0.0420144497269854,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0636122565337359,0,0,0,0.0260778826655876,0,0.255352648967374,0,0,0,0,0,0,0,-0.0466245592553806,0,0,0,0.0726194817391052,0,0,0,0,0,0.652779982195501,0,0,0,-0.181976459510869,0,0,0,0,0,0,0,0.146119648051618,0,0,-0.0190560269699831,0.0157138814456664,-0.0774406633969448,0,0,0,0,0
X000709.SZ,0,0,0,0,0.0166079126237338,0,0,0,0,0,0,0.0402867349215601,-0.176583845034376,0,0,0,0.20848677571145,0,0.201780958615266,0,0,0,0,0,0,0,0,0.551074297204736,0,0,0.214610495973523,0,0,0,0,0,0,0,0,0.211821016938303,0,0,0,0.270965935903276,0,0,0,0.199123290326528,0,0,-0.00129138417863755,-0.0778713033770011,0,0,0,0,0,0
